m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 1.9993750E+001,-4.6999412E-001, 9.3344199E+002, 8.6536167E+000, 1.9993750E+001,-4.7047579E-001, 9.4486969E+002, 8.7991966E+000, 1.9993750E+001,-4.7079707E-001, 9.3247107E+002, 8.6346928E+000, 1.9993750E+001,-4.7202731E-001, 9.4237471E+002, 8.9018781E+000, 1.9993750E+001,-4.7284780E-001, 9.4339765E+002, 8.9603723E+000, 1.9993750E+001, 3.1961700E-001, 9.2871375E+002, 8.8564772E+000, 1.9993750E+001, 3.2075940E-001, 9.3842252E+002, 8.9823965E+000, 1.9993750E+001, 3.2178453E-001, 9.3398303E+002, 9.0210717E+000, 1.9993750E+001, 3.1844704E-001, 9.2574464E+002, 8.7861781E+000, 1.9993750E+001, 3.2375565E-001, 9.5613158E+002, 9.3761589E+000
 2.9655172E+001,-4.9944349E-001, 1.0902865E+003, 1.2243244E+001, 2.9655172E+001,-4.9743899E-001, 1.0812249E+003, 1.2082517E+001, 2.9655172E+001,-4.9655308E-001, 1.0808578E+003, 1.2108123E+001, 2.9655172E+001,-4.9821407E-001, 1.0899198E+003, 1.2255566E+001, 2.9655172E+001,-4.9506799E-001, 1.0723310E+003, 1.1821040E+001, 2.9655172E+001, 3.4237863E-001, 1.0136956E+003, 1.0277417E+001, 2.9655172E+001, 3.4663184E-001, 1.0446722E+003, 1.0774246E+001, 2.9655172E+001, 3.4581300E-001, 1.0338505E+003, 1.0613443E+001, 2.9655172E+001, 3.4466655E-001, 1.0281636E+003, 1.0521530E+001, 2.9655172E+001, 3.4902259E-001, 1.0589268E+003, 1.0780429E+001
 3.9310345E+001,-5.2203593E-001, 1.1907252E+003, 1.3728328E+001, 3.9310345E+001,-5.2070157E-001, 1.1849176E+003, 1.3613320E+001, 3.9310345E+001,-5.1912977E-001, 1.1805921E+003, 1.3632609E+001, 3.9310345E+001,-5.2032659E-001, 1.1921534E+003, 1.3859543E+001, 3.9310345E+001,-5.1324422E-001, 1.1672748E+003, 1.3489213E+001, 3.9310345E+001, 3.6296681E-001, 1.0911802E+003, 1.1464592E+001, 3.9310345E+001, 3.7066313E-001, 1.1332533E+003, 1.1997258E+001, 3.9310345E+001, 3.7043132E-001, 1.1204154E+003, 1.1789826E+001, 3.9310345E+001, 3.6546051E-001, 1.1032242E+003, 1.1573176E+001, 3.9310345E+001, 3.6990929E-001, 1.1277359E+003, 1.1984378E+001
 4.8965517E+001,-5.4072008E-001, 1.2737352E+003, 1.4704998E+001, 4.8965517E+001,-5.3725469E-001, 1.2616666E+003, 1.4614674E+001, 4.8965517E+001,-5.3528291E-001, 1.2569159E+003, 1.4521429E+001, 4.8965517E+001,-5.3744946E-001, 1.2668603E+003, 1.4770712E+001, 4.8965517E+001,-5.3271710E-001, 1.2511191E+003, 1.4591505E+001, 4.8965517E+001, 3.8428147E-001, 1.1631250E+003, 1.2382802E+001, 4.8965517E+001, 3.9315280E-001, 1.2089657E+003, 1.3002886E+001, 4.8965517E+001, 3.9176362E-001, 1.1977859E+003, 1.2936696E+001, 4.8965517E+001, 3.8619754E-001, 1.1707905E+003, 1.2476615E+001, 4.8965517E+001, 3.8699167E-001, 1.1761247E+003, 1.2578199E+001
 5.8620690E+001,-5.4723881E-001, 1.3160066E+003, 1.5090717E+001, 5.8620690E+001,-5.4908527E-001, 1.3203161E+003, 1.5145209E+001, 5.8620690E+001,-5.4767439E-001, 1.3150790E+003, 1.5092189E+001, 5.8620690E+001,-5.4810009E-001, 1.3186906E+003, 1.5203424E+001, 5.8620690E+001,-5.4539900E-001, 1.3093224E+003, 1.5018341E+001, 5.8620690E+001, 4.0661675E-001, 1.2399544E+003, 1.3429261E+001, 5.8620690E+001, 4.1225044E-001, 1.2646087E+003, 1.3808254E+001, 5.8620690E+001, 4.0747510E-001, 1.2391109E+003, 1.3301638E+001, 5.8620690E+001, 4.0763659E-001, 1.2425375E+003, 1.3494991E+001, 5.8620690E+001, 4.0335733E-001, 1.2273421E+003, 1.3233358E+001
 6.8275862E+001,-5.6022436E-001, 1.3802238E+003, 1.5697654E+001, 6.8275862E+001,-5.5512952E-001, 1.3620334E+003, 1.5525808E+001, 6.8275862E+001,-5.6075656E-001, 1.3798965E+003, 1.5664363E+001, 6.8275862E+001,-5.5467438E-001, 1.3617270E+003, 1.5552273E+001, 6.8275862E+001,-5.5862817E-001, 1.3725813E+003, 1.5702553E+001, 6.8275862E+001, 4.2764517E-001, 1.3022145E+003, 1.4188567E+001, 6.8275862E+001, 4.2869846E-001, 1.3099374E+003, 1.4236440E+001, 6.8275862E+001, 4.2719912E-001, 1.3008475E+003, 1.4002510E+001, 6.8275862E+001, 4.2510203E-001, 1.2889409E+003, 1.3958166E+001, 6.8275862E+001, 4.1949678E-001, 1.2653134E+003, 1.3638733E+001
 7.7931034E+001,-5.6775530E-001, 1.4217588E+003, 1.5966236E+001, 7.7931034E+001,-5.5859394E-001, 1.3959421E+003, 1.5825589E+001, 7.7931034E+001,-5.6336278E-001, 1.4080586E+003, 1.5856263E+001, 7.7931034E+001,-5.5974311E-001, 1.3967648E+003, 1.5806530E+001, 7.7931034E+001,-5.6142427E-001, 1.4015903E+003, 1.5808971E+001, 7.7931034E+001, 4.4383029E-001, 1.3433882E+003, 1.4590551E+001, 7.7931034E+001, 4.3931882E-001, 1.3258962E+003, 1.4262012E+001, 7.7931034E+001, 4.3962407E-001, 1.3237299E+003, 1.4217326E+001, 7.7931034E+001, 4.3907292E-001, 1.3208838E+003, 1.4198894E+001, 7.7931034E+001, 4.3610629E-001, 1.3112334E+003, 1.4151671E+001
 8.7586207E+001,-5.7088673E-001, 1.4517115E+003, 1.6185080E+001, 8.7586207E+001,-5.5962440E-001, 1.4154182E+003, 1.5861810E+001, 8.7586207E+001,-5.6226420E-001, 1.4242859E+003, 1.5896893E+001, 8.7586207E+001,-5.6408392E-001, 1.4290672E+003, 1.5967596E+001, 8.7586207E+001,-5.6812391E-001, 1.4455664E+003, 1.6178283E+001, 8.7586207E+001, 4.6012771E-001, 1.3883063E+003, 1.5061296E+001, 8.7586207E+001, 4.5260499E-001, 1.3512637E+003, 1.4558066E+001, 8.7586207E+001, 4.5667959E-001, 1.3714520E+003, 1.4807317E+001, 8.7586207E+001, 4.5603949E-001, 1.3658455E+003, 1.4774712E+001, 8.7586207E+001, 4.5255983E-001, 1.3551840E+003, 1.4611888E+001
 9.7241379E+001,-5.6879945E-001, 1.4640739E+003, 1.6224812E+001, 9.7241379E+001,-5.6169585E-001, 1.4435033E+003, 1.6056745E+001, 9.7241379E+001,-5.6495692E-001, 1.4540900E+003, 1.6181563E+001, 9.7241379E+001,-5.6298056E-001, 1.4458700E+003, 1.6099301E+001, 9.7241379E+001,-5.6915480E-001, 1.4694081E+003, 1.6363268E+001, 9.7241379E+001, 4.7369095E-001, 1.4190010E+003, 1.5310688E+001, 9.7241379E+001, 4.6538574E-001, 1.3863311E+003, 1.4940875E+001, 9.7241379E+001, 4.7416781E-001, 1.4191194E+003, 1.5238156E+001, 9.7241379E+001, 4.6885614E-001, 1.3988460E+003, 1.5151414E+001, 9.7241379E+001, 4.6804173E-001, 1.3923057E+003, 1.4947342E+001
