s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1954478E+000,-1.7601072E-002, 0.0000000E+000
 1.0008380E+001, 1.0135908E+005, 1.2012232E+000,-8.1521523E-003, 1.7414307E-003
 2.0008380E+001, 1.0137953E+005, 1.1938184E+000,-5.7303137E-003, 4.6586619E-003
 3.0008380E+001, 1.0138747E+005, 1.1938808E+000,-5.6341307E-003, 4.6670101E-003
 4.0008380E+001, 1.0139366E+005, 1.1963416E+000,-5.4894417E-003, 4.7745112E-003
 5.0008380E+001, 1.0139800E+005, 1.1943069E+000,-5.1769246E-003, 4.6304807E-003
 6.0008380E+001, 1.0140168E+005, 1.1958361E+000,-5.2283994E-003, 4.8046163E-003
 7.0008380E+001, 1.0140455E+005, 1.1959010E+000,-4.9958514E-003, 4.6349093E-003
 8.0008380E+001, 1.0140685E+005, 1.1964741E+000,-5.0023063E-003, 4.6383671E-003
 9.0008380E+001, 1.0140926E+005, 1.1956832E+000,-4.9946111E-003, 4.7082775E-003
 1.0000838E+002, 1.0141112E+005, 1.1955991E+000,-4.9010469E-003, 4.6642495E-003
 1.1000838E+002, 1.0141221E+005, 1.1935806E+000,-4.8596895E-003, 4.7353983E-003
 1.2000838E+002, 1.0141261E+005, 1.1959528E+000,-4.8574146E-003, 4.7572083E-003
 1.3000838E+002, 1.0141310E+005, 1.1958686E+000,-4.7987209E-003, 4.7415631E-003
 1.4000838E+002, 1.0141298E+005, 1.1971941E+000,-4.8551166E-003, 4.8197715E-003
 1.5000838E+002, 1.0141317E+005, 1.1954963E+000,-4.8701788E-003, 4.7836583E-003
 1.6000838E+002, 1.0141347E+005, 1.1960136E+000,-4.8997412E-003, 4.8181882E-003
 1.7000838E+002, 1.0141397E+005, 1.1959072E+000,-4.8704918E-003, 4.7827185E-003
 1.8000838E+002, 1.0141411E+005, 1.1959844E+000,-4.8231223E-003, 4.8112231E-003
 1.9000838E+002, 1.0141390E+005, 1.1958971E+000,-4.8218815E-003, 4.7948887E-003
 2.0000838E+002, 1.0141390E+005, 1.1961042E+000,-4.8687296E-003, 4.8331429E-003
 2.1000838E+002, 1.0141403E+005, 1.1963369E+000,-4.8947847E-003, 4.8326746E-003
 2.2000838E+002, 1.0141434E+005, 1.1966808E+000,-4.8769975E-003, 4.7949583E-003
 2.3000838E+002, 1.0141465E+005, 1.1948922E+000,-4.8425944E-003, 4.7795747E-003
 2.4000838E+002, 1.0141456E+005, 1.1963944E+000,-4.8206003E-003, 4.8002846E-003
 2.5000838E+002, 1.0141444E+005, 1.1951961E+000,-4.8048469E-003, 4.7919230E-003
 2.6000838E+002, 1.0141441E+005, 1.1960094E+000,-4.8614223E-003, 4.8113309E-003
 2.7000838E+002, 1.0141458E+005, 1.1971826E+000,-4.8937352E-003, 4.8052611E-003
 2.8000838E+002, 1.0141498E+005, 1.1951760E+000,-4.8599332E-003, 4.7182984E-003
 2.9000838E+002, 1.0141561E+005, 1.1959702E+000,-4.8228482E-003, 4.7702297E-003
 3.0000838E+002, 1.0141520E+005, 1.1955745E+000,-4.7769984E-003, 4.8192841E-003
 3.1000838E+002, 1.0141471E+005, 1.1957122E+000,-4.8634803E-003, 4.9042477E-003
 3.2000838E+002, 1.0141401E+005, 1.1973048E+000,-4.8417435E-003, 4.8852312E-003
 3.3000838E+002, 1.0141401E+005, 1.1953615E+000,-4.8607217E-003, 4.7804586E-003
 3.4000838E+002, 1.0141411E+005, 1.1961257E+000,-4.8959641E-003, 4.8658382E-003
 3.5000838E+002, 1.0141430E+005, 1.1969150E+000,-4.8120174E-003, 4.7081494E-003
 3.6000838E+002, 1.0141487E+005, 1.1966143E+000,-4.8443625E-003, 4.7804419E-003
 3.7000000E+002, 1.0141473E+005, 1.1964439E+000,-4.7809431E-003, 4.7707123E-003
