s,kW
Time,HF
 0.0000000E+000, 0.0000000E+000
 1.0019692E+000, 6.1181021E-002
 2.0022094E+000, 1.4096155E+000
 3.0020706E+000, 1.7488311E+000
 4.0011877E+000, 1.7944983E+000
 5.0016467E+000, 1.7980803E+000
 6.0000385E+000, 1.7967367E+000
 7.0004975E+000, 1.8054729E+000
 8.0009564E+000, 1.8125946E+000
 9.0014153E+000, 1.8173211E+000
 1.0000000E+001, 1.8019812E+000
