s,Pa,kg/m3,kW,kW
 3.0000794E+002, 1.1567247E+005, 1.0203250E+000,-1.0674370E+002, 8.8376624E+001
 3.1000050E+002, 1.1581715E+005, 1.0239841E+000,-1.0646892E+002, 8.8068586E+001
 3.2000595E+002, 1.1595842E+005, 1.0270938E+000,-1.0535274E+002, 8.8647995E+001
 3.3002690E+002, 1.1608225E+005, 1.0310000E+000,-1.0499861E+002, 9.0213688E+001
 3.4000859E+002, 1.1620150E+005, 1.0299744E+000,-1.0465627E+002, 8.9647597E+001
 3.5000372E+002, 1.1631373E+005, 1.0254695E+000,-1.0402632E+002, 9.0877452E+001
 3.6001682E+002, 1.1641484E+005, 1.0261095E+000,-1.0380454E+002, 9.1275625E+001
 3.7003680E+002, 1.1651512E+005, 1.0213964E+000,-1.0313828E+002, 9.0816870E+001
 3.8002071E+002, 1.1661005E+005, 1.0307497E+000,-1.0244827E+002, 9.1289558E+001
 3.9003577E+002, 1.1669338E+005, 1.0322662E+000,-1.0228943E+002, 9.1820304E+001
 4.0000685E+002, 1.1677575E+005, 1.0247731E+000,-1.0203646E+002, 9.2239902E+001
 4.1003341E+002, 1.1684736E+005, 1.0381513E+000,-1.0174542E+002, 9.3177905E+001
 4.2001971E+002, 1.1691713E+005, 1.0372808E+000,-1.0152157E+002, 9.3192064E+001
 4.3000341E+002, 1.1698016E+005, 1.0372392E+000,-1.0098711E+002, 9.3067684E+001
 4.4000585E+002, 1.1704455E+005, 1.0358233E+000,-1.0089084E+002, 9.2686242E+001
 4.5002145E+002, 1.1710901E+005, 1.0351254E+000,-1.0030746E+002, 9.2730404E+001
 4.6001929E+002, 1.1716600E+005, 1.0300334E+000,-1.0013142E+002, 9.3461595E+001
 4.7002813E+002, 1.1721561E+005, 1.0337138E+000,-1.0016130E+002, 9.4069059E+001
 4.8001377E+002, 1.1726124E+005, 1.0336541E+000,-9.9910241E+001, 9.4826355E+001
 4.9001376E+002, 1.1730414E+005, 1.0280843E+000,-9.9755736E+001, 9.4259685E+001
 5.0001433E+002, 1.1734422E+005, 1.0287756E+000,-9.9434374E+001, 9.4951512E+001
 5.1002913E+002, 1.1738354E+005, 1.0152282E+000,-9.9414912E+001, 9.4354288E+001
 5.2003551E+002, 1.1741945E+005, 1.0336822E+000,-9.9373308E+001, 9.5387949E+001
 5.3002054E+002, 1.1744982E+005, 1.0259365E+000,-9.9297342E+001, 9.5903734E+001
 5.4001154E+002, 1.1748095E+005, 1.0148388E+000,-9.9301165E+001, 9.4743287E+001
 5.5001768E+002, 1.1751197E+005, 1.0286439E+000,-9.8704801E+001, 9.5450334E+001
 5.6003404E+002, 1.1753725E+005, 1.0210647E+000,-9.8810055E+001, 9.6202052E+001
 5.7000553E+002, 1.1755818E+005, 1.0290925E+000,-9.9186744E+001, 9.6330865E+001
 5.8001403E+002, 1.1758398E+005, 1.0316306E+000,-9.8505881E+001, 9.5292756E+001
 5.9000259E+002, 1.1760797E+005, 1.0330991E+000,-9.8487791E+001, 9.5550315E+001
 6.0003961E+002, 1.1763341E+005, 1.0257332E+000,-9.8388577E+001, 9.5376635E+001
 6.1000927E+002, 1.1765544E+005, 1.0285012E+000,-9.8214433E+001, 9.5892517E+001
 6.2001930E+002, 1.1767458E+005, 1.0332983E+000,-9.7978194E+001, 9.5502746E+001
 6.3000568E+002, 1.1769412E+005, 1.0412409E+000,-9.8133625E+001, 9.6175848E+001
 6.4000161E+002, 1.1770852E+005, 1.0360223E+000,-9.8469188E+001, 9.6697313E+001
 6.5002417E+002, 1.1772192E+005, 1.0244287E+000,-9.8359737E+001, 9.7081489E+001
 6.6003191E+002, 1.1773615E+005, 1.0290615E+000,-9.8242215E+001, 9.5857239E+001
 6.7001940E+002, 1.1775502E+005, 1.0305413E+000,-9.7933725E+001, 9.5925444E+001
 6.8002183E+002, 1.1776830E+005, 1.0245591E+000,-9.8197656E+001, 9.6807801E+001
 6.9002268E+002, 1.1777904E+005, 1.0205207E+000,-9.7898480E+001, 9.6923415E+001
 7.0000721E+002, 1.1778908E+005, 1.0299855E+000,-9.7853302E+001, 9.6081590E+001
 7.1003560E+002, 1.1780199E+005, 1.0222032E+000,-9.7227691E+001, 9.6304519E+001
 7.2002441E+002, 1.1780663E+005, 1.0262858E+000,-9.7309495E+001, 9.7190603E+001
 7.3000776E+002, 1.1781028E+005, 1.0260981E+000,-9.7913200E+001, 9.6920897E+001
 7.4000118E+002, 1.1782238E+005, 1.0151238E+000,-9.7732216E+001, 9.6143972E+001
 7.5003032E+002, 1.1783274E+005, 1.0242536E+000,-9.7741604E+001, 9.6904761E+001
 7.6000256E+002, 1.1783851E+005, 1.0157701E+000,-9.7725000E+001, 9.7359660E+001
 7.7002628E+002, 1.1784615E+005, 1.0201824E+000,-9.7338728E+001, 9.6018555E+001
 7.8002632E+002, 1.1785509E+005, 1.0234644E+000,-9.7618823E+001, 9.6835135E+001
 7.9001046E+002, 1.1786086E+005, 1.0247263E+000,-9.7386589E+001, 9.6873082E+001
 8.0000158E+002, 1.1786741E+005, 1.0218661E+000,-9.7266943E+001, 9.6427069E+001
 8.1001026E+002, 1.1787333E+005, 1.0278491E+000,-9.7427628E+001, 9.7119347E+001
 8.2002676E+002, 1.1787406E+005, 1.0337773E+000,-9.7307898E+001, 9.7196202E+001
 8.3000579E+002, 1.1788046E+005, 1.0321403E+000,-9.7594941E+001, 9.6547244E+001
 8.4003181E+002, 1.1789000E+005, 1.0362208E+000,-9.7077436E+001, 9.5842951E+001
 8.5001857E+002, 1.1790042E+005, 1.0379187E+000,-9.7367909E+001, 9.6134048E+001
 8.6000355E+002, 1.1791013E+005, 1.0344263E+000,-9.6980782E+001, 9.6064216E+001
 8.6800000E+002, 1.1791787E+005, 1.0380612E+000,-9.6995198E+001, 9.6005210E+001
