s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.0676539E-002, 1.0756416E-002, 1.0132500E+005, 1.1794096E+000
 1.0161017E+001,-1.0187268E-002, 1.0273872E-002, 1.0132492E+005, 1.1794089E+000
 2.0039784E+001,-9.2878008E-003, 9.4363683E-003, 1.0132475E+005, 1.1794080E+000
 3.0200801E+001,-8.5652823E-003, 8.9665034E-003, 1.0132457E+005, 1.1794545E+000
 4.0079567E+001,-8.3648772E-003, 8.9749089E-003, 1.0132438E+005, 1.1802089E+000
 5.0240584E+001,-8.8130723E-003, 9.0963721E-003, 1.0132420E+005, 1.1807241E+000
 6.0119351E+001,-9.9191145E-003, 9.6969752E-003, 1.0132402E+005, 1.1800573E+000
 7.0280368E+001,-1.0657185E-002, 1.0153825E-002, 1.0132383E+005, 1.1799676E+000
 8.0159134E+001,-1.0611119E-002, 9.7958316E-003, 1.0132361E+005, 1.1797262E+000
 9.0037901E+001,-1.0633345E-002, 1.0094169E-002, 1.0132344E+005, 1.1800078E+000
 1.0019892E+002,-1.0702913E-002, 1.0260742E-002, 1.0132333E+005, 1.1799141E+000
 1.1007768E+002,-1.0690659E-002, 9.7504799E-003, 1.0132331E+005, 1.1793940E+000
 1.2023870E+002,-1.0683689E-002, 9.8712041E-003, 1.0132334E+005, 1.1794212E+000
 1.3011747E+002,-1.0482192E-002, 9.9913286E-003, 1.0132329E+005, 1.1799832E+000
 1.4027848E+002,-1.0720233E-002, 1.0153099E-002, 1.0132310E+005, 1.1799795E+000
 1.5015725E+002,-1.0826762E-002, 9.9925870E-003, 1.0132292E+005, 1.1800295E+000
 1.6003602E+002,-1.0549143E-002, 1.0091524E-002, 1.0132277E+005, 1.1798708E+000
 1.7019703E+002,-9.9828798E-003, 1.0062848E-002, 1.0132257E+005, 1.1801641E+000
 1.8007580E+002,-1.0843230E-002, 9.6663733E-003, 1.0132238E+005, 1.1803841E+000
 1.9023682E+002,-1.1196840E-002, 9.6174165E-003, 1.0132228E+005, 1.1803213E+000
 2.0011558E+002,-1.0787661E-002, 9.5706066E-003, 1.0132227E+005, 1.1805159E+000
 2.1027660E+002,-1.0647588E-002, 9.3247593E-003, 1.0132225E+005, 1.1805134E+000
 2.2015537E+002,-1.0965836E-002, 9.5278648E-003, 1.0132217E+005, 1.1804913E+000
 2.3003413E+002,-1.1022537E-002, 9.0804604E-003, 1.0132211E+005, 1.1802033E+000
 2.4019515E+002,-1.0402891E-002, 8.9713226E-003, 1.0132216E+005, 1.1810932E+000
 2.5007392E+002,-1.0202149E-002, 8.9099387E-003, 1.0132221E+005, 1.1813481E+000
 2.6023494E+002,-1.1096478E-002, 8.8883989E-003, 1.0132217E+005, 1.1815749E+000
 2.7011370E+002,-1.1531748E-002, 8.8295780E-003, 1.0132211E+005, 1.1810349E+000
 2.8027472E+002,-1.1369775E-002, 9.0314066E-003, 1.0132205E+005, 1.1810903E+000
 2.9015349E+002,-1.1271465E-002, 8.9572455E-003, 1.0132194E+005, 1.1804422E+000
 3.0003225E+002,-1.1109277E-002, 9.7021893E-003, 1.0132189E+005, 1.1807568E+000
 3.1019327E+002,-1.0891542E-002, 1.0003823E-002, 1.0132189E+005, 1.1796021E+000
 3.2007204E+002,-1.0387694E-002, 1.0081753E-002, 1.0132187E+005, 1.1795140E+000
 3.3023305E+002,-1.0313005E-002, 1.0353239E-002, 1.0132182E+005, 1.1791674E+000
 3.4011182E+002,-1.0519103E-002, 1.0086597E-002, 1.0132176E+005, 1.1790647E+000
 3.5027284E+002,-1.0335198E-002, 9.9435328E-003, 1.0132180E+005, 1.1790943E+000
 3.6015160E+002,-1.0336847E-002, 1.0398812E-002, 1.0132179E+005, 1.1788355E+000
 3.7003037E+002,-1.0615107E-002, 1.1021720E-002, 1.0132174E+005, 1.1786405E+000
 3.8019139E+002,-1.0555321E-002, 1.0890206E-002, 1.0132169E+005, 1.1785859E+000
 3.9007015E+002,-9.9835970E-003, 1.0925119E-002, 1.0132161E+005, 1.1792403E+000
 4.0023117E+002,-9.9638445E-003, 1.0831797E-002, 1.0132160E+005, 1.1788226E+000
 4.1010994E+002,-1.0068748E-002, 1.1127621E-002, 1.0132161E+005, 1.1781890E+000
 4.2027095E+002,-9.9647943E-003, 1.1219050E-002, 1.0132159E+005, 1.1789196E+000
 4.3014972E+002,-9.7109456E-003, 1.0772386E-002, 1.0132154E+005, 1.1792868E+000
 4.4002849E+002,-9.4928134E-003, 1.0389000E-002, 1.0132150E+005, 1.1794260E+000
 4.5018950E+002,-9.4600048E-003, 1.0087965E-002, 1.0132145E+005, 1.1791457E+000
 4.6006827E+002,-9.7215120E-003, 9.8815054E-003, 1.0132141E+005, 1.1788560E+000
 4.7022929E+002,-1.0420464E-002, 1.0536997E-002, 1.0132142E+005, 1.1786508E+000
 4.8010805E+002,-1.0435119E-002, 1.0177706E-002, 1.0132135E+005, 1.1795764E+000
 4.9026907E+002,-1.0553669E-002, 9.9990354E-003, 1.0132122E+005, 1.1789209E+000
 5.0014784E+002,-1.0169359E-002, 1.0669438E-002, 1.0132116E+005, 1.1788929E+000
 5.1002660E+002,-9.8221970E-003, 1.0486475E-002, 1.0132120E+005, 1.1792856E+000
 5.2018762E+002,-1.0294075E-002, 9.9387831E-003, 1.0132119E+005, 1.1793430E+000
 5.3006639E+002,-1.0143241E-002, 9.5291263E-003, 1.0132111E+005, 1.1799061E+000
 5.4022740E+002,-1.0015688E-002, 9.4791270E-003, 1.0132105E+005, 1.1803674E+000
 5.5010617E+002,-1.0262995E-002, 9.5233889E-003, 1.0132098E+005, 1.1802612E+000
 5.6026719E+002,-1.0389266E-002, 9.7900818E-003, 1.0132094E+005, 1.1797787E+000
 5.7014595E+002,-1.0358863E-002, 1.0486296E-002, 1.0132093E+005, 1.1798279E+000
 5.8002472E+002,-1.0297004E-002, 1.0628427E-002, 1.0132086E+005, 1.1794407E+000
 5.9018574E+002,-9.9700808E-003, 1.0811183E-002, 1.0132078E+005, 1.1790579E+000
 6.0006450E+002,-9.9992013E-003, 1.1055248E-002, 1.0132075E+005, 1.1791507E+000
 6.1022552E+002,-9.9246533E-003, 1.0562016E-002, 1.0132068E+005, 1.1790951E+000
 6.2010429E+002,-9.7118656E-003, 1.0333238E-002, 1.0132060E+005, 1.1792837E+000
 6.3026530E+002,-9.7297015E-003, 1.0494881E-002, 1.0132059E+005, 1.1790325E+000
 6.4014407E+002,-1.0113943E-002, 1.0457192E-002, 1.0132054E+005, 1.1789318E+000
