m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E-002,-1.6658570E+000, 3.5642579E+000, 1.0000000E+000, 2.0000000E-002,-1.6658565E+000, 3.5642580E+000, 1.0000000E+000, 2.0000000E-002,-1.6658564E+000, 3.5642572E+000, 1.0000000E+000, 2.0000000E-002,-1.6658566E+000, 3.5642568E+000, 1.0000000E+000, 2.0000000E-002,-1.6658570E+000, 3.5642571E+000, 1.0000000E+000, 2.0000000E-002, 1.9448454E-001, 2.8659768E+000, 1.0000000E+000, 2.0000000E-002, 1.9448442E-001, 2.8659746E+000, 1.0000000E+000, 2.0000000E-002, 1.9448420E-001, 2.8659748E+000, 1.0000000E+000, 2.0000000E-002, 1.9448405E-001, 2.8659747E+000, 1.0000000E+000, 2.0000000E-002, 1.9448422E-001, 2.8659755E+000, 1.0000000E+000
 2.9655172E-002,-1.4821879E+000, 3.7136259E+000, 1.0000000E+000, 2.9655172E-002,-1.4821877E+000, 3.7136265E+000, 1.0000000E+000, 2.9655172E-002,-1.4821876E+000, 3.7136259E+000, 1.0000000E+000, 2.9655172E-002,-1.4821879E+000, 3.7136255E+000, 1.0000000E+000, 2.9655172E-002,-1.4821882E+000, 3.7136254E+000, 1.0000000E+000, 2.9655172E-002, 2.1883762E-001, 3.2699530E+000, 1.0000000E+000, 2.9655172E-002, 2.1883752E-001, 3.2699519E+000, 1.0000000E+000, 2.9655172E-002, 2.1883731E-001, 3.2699522E+000, 1.0000000E+000, 2.9655172E-002, 2.1883716E-001, 3.2699523E+000, 1.0000000E+000, 2.9655172E-002, 2.1883732E-001, 3.2699528E+000, 1.0000000E+000
 3.9310345E-002,-1.2787685E+000, 3.8108079E+000, 1.0000000E+000, 3.9310345E-002,-1.2787682E+000, 3.8108084E+000, 1.0000000E+000, 3.9310345E-002,-1.2787683E+000, 3.8108079E+000, 1.0000000E+000, 3.9310345E-002,-1.2787687E+000, 3.8108074E+000, 1.0000000E+000, 3.9310345E-002,-1.2787690E+000, 3.8108072E+000, 1.0000000E+000, 3.9310345E-002, 2.4498136E-001, 3.4785482E+000, 1.0000000E+000, 3.9310345E-002, 2.4498122E-001, 3.4785468E+000, 1.0000000E+000, 3.9310345E-002, 2.4498103E-001, 3.4785472E+000, 1.0000000E+000, 3.9310345E-002, 2.4498089E-001, 3.4785473E+000, 1.0000000E+000, 3.9310345E-002, 2.4498107E-001, 3.4785481E+000, 1.0000000E+000
 4.8965517E-002,-1.1377201E+000, 3.8981329E+000, 1.0000000E+000, 4.8965517E-002,-1.1377197E+000, 3.8981333E+000, 1.0000000E+000, 4.8965517E-002,-1.1377197E+000, 3.8981327E+000, 1.0000000E+000, 4.8965517E-002,-1.1377201E+000, 3.8981320E+000, 1.0000000E+000, 4.8965517E-002,-1.1377205E+000, 3.8981319E+000, 1.0000000E+000, 4.8965517E-002, 2.7082307E-001, 3.6288656E+000, 1.0000000E+000, 4.8965517E-002, 2.7082292E-001, 3.6288638E+000, 1.0000000E+000, 4.8965517E-002, 2.7082274E-001, 3.6288641E+000, 1.0000000E+000, 4.8965517E-002, 2.7082261E-001, 3.6288643E+000, 1.0000000E+000, 4.8965517E-002, 2.7082279E-001, 3.6288653E+000, 1.0000000E+000
 5.8620690E-002,-1.0347690E+000, 3.9712672E+000, 1.0000000E+000, 5.8620690E-002,-1.0347686E+000, 3.9712678E+000, 1.0000000E+000, 5.8620690E-002,-1.0347686E+000, 3.9712671E+000, 1.0000000E+000, 5.8620690E-002,-1.0347689E+000, 3.9712664E+000, 1.0000000E+000, 5.8620690E-002,-1.0347692E+000, 3.9712662E+000, 1.0000000E+000, 5.8620690E-002, 2.9672590E-001, 3.7723699E+000, 1.0000000E+000, 5.8620690E-002, 2.9672575E-001, 3.7723681E+000, 1.0000000E+000, 5.8620690E-002, 2.9672559E-001, 3.7723685E+000, 1.0000000E+000, 5.8620690E-002, 2.9672547E-001, 3.7723687E+000, 1.0000000E+000, 5.8620690E-002, 2.9672564E-001, 3.7723696E+000, 1.0000000E+000
 6.8275862E-002,-9.5235013E-001, 4.0218474E+000, 1.0000000E+000, 6.8275862E-002,-9.5234990E-001, 4.0218482E+000, 1.0000000E+000, 6.8275862E-002,-9.5234994E-001, 4.0218474E+000, 1.0000000E+000, 6.8275862E-002,-9.5235019E-001, 4.0218467E+000, 1.0000000E+000, 6.8275862E-002,-9.5235039E-001, 4.0218464E+000, 1.0000000E+000, 6.8275862E-002, 3.2244319E-001, 3.9041044E+000, 1.0000000E+000, 6.8275862E-002, 3.2244304E-001, 3.9041027E+000, 1.0000000E+000, 6.8275862E-002, 3.2244290E-001, 3.9041032E+000, 1.0000000E+000, 6.8275862E-002, 3.2244279E-001, 3.9041035E+000, 1.0000000E+000, 6.8275862E-002, 3.2244294E-001, 3.9041041E+000, 1.0000000E+000
 7.7931034E-002,-8.8311921E-001, 4.0509514E+000, 1.0000000E+000, 7.7931034E-002,-8.8311909E-001, 4.0509524E+000, 1.0000000E+000, 7.7931034E-002,-8.8311917E-001, 4.0509517E+000, 1.0000000E+000, 7.7931034E-002,-8.8311937E-001, 4.0509510E+000, 1.0000000E+000, 7.7931034E-002,-8.8311945E-001, 4.0509506E+000, 1.0000000E+000, 7.7931034E-002, 3.4794152E-001, 4.0217667E+000, 1.0000000E+000, 7.7931034E-002, 3.4794139E-001, 4.0217651E+000, 1.0000000E+000, 7.7931034E-002, 3.4794126E-001, 4.0217657E+000, 1.0000000E+000, 7.7931034E-002, 3.4794116E-001, 4.0217660E+000, 1.0000000E+000, 7.7931034E-002, 3.4794129E-001, 4.0217665E+000, 1.0000000E+000
 8.7586207E-002,-8.2332298E-001, 4.0614907E+000, 1.0000000E+000, 8.7586207E-002,-8.2332296E-001, 4.0614917E+000, 1.0000000E+000, 8.7586207E-002,-8.2332311E-001, 4.0614911E+000, 1.0000000E+000, 8.7586207E-002,-8.2332327E-001, 4.0614905E+000, 1.0000000E+000, 8.7586207E-002,-8.2332322E-001, 4.0614900E+000, 1.0000000E+000, 8.7586207E-002, 3.7328138E-001, 4.1251126E+000, 1.0000000E+000, 8.7586207E-002, 3.7328126E-001, 4.1251112E+000, 1.0000000E+000, 8.7586207E-002, 3.7328115E-001, 4.1251120E+000, 1.0000000E+000, 8.7586207E-002, 3.7328105E-001, 4.1251123E+000, 1.0000000E+000, 8.7586207E-002, 3.7328116E-001, 4.1251126E+000, 1.0000000E+000
 9.7241379E-002,-7.8414874E-001, 4.0590452E+000, 1.0000000E+000, 9.7241379E-002,-7.8414877E-001, 4.0590463E+000, 1.0000000E+000, 9.7241379E-002,-7.8414892E-001, 4.0590457E+000, 1.0000000E+000, 9.7241379E-002,-7.8414905E-001, 4.0590451E+000, 1.0000000E+000, 9.7241379E-002,-7.8414896E-001, 4.0590447E+000, 1.0000000E+000, 9.7241379E-002, 3.9225830E-001, 4.1934162E+000, 1.0000000E+000, 9.7241379E-002, 3.9225818E-001, 4.1934149E+000, 1.0000000E+000, 9.7241379E-002, 3.9225807E-001, 4.1934158E+000, 1.0000000E+000, 9.7241379E-002, 3.9225798E-001, 4.1934161E+000, 1.0000000E+000, 9.7241379E-002, 3.9225809E-001, 4.1934163E+000, 1.0000000E+000
