s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-2.9145600E-003, 2.9145600E-003, 1.0132500E+005, 1.1954478E+000
 1.0041237E+000,-2.6696622E-003, 2.6635404E-003, 1.0132500E+005, 1.1954478E+000
 2.0082473E+000,-2.2684890E-003, 2.2502015E-003, 1.0132500E+005, 1.1954478E+000
 3.0012140E+000,-1.9436542E-003, 1.9443383E-003, 1.0132500E+005, 1.1954478E+000
 4.0053377E+000,-1.6939187E-003, 1.6965907E-003, 1.0132499E+005, 1.1954477E+000
 5.0094614E+000,-1.5179294E-003, 1.5138275E-003, 1.0132499E+005, 1.1954477E+000
 6.0024281E+000,-1.3696981E-003, 1.3776356E-003, 1.0132498E+005, 1.1954476E+000
 7.0065518E+000,-1.2378127E-003, 1.2474110E-003, 1.0132498E+005, 1.1954476E+000
 8.0106754E+000,-1.1238627E-003, 1.1257923E-003, 1.0132497E+005, 1.1954476E+000
 9.0036421E+000,-1.0464271E-003, 1.0402336E-003, 1.0132497E+005, 1.1954475E+000
 1.0007766E+001,-1.0097885E-003, 9.7232700E-004, 1.0132496E+005, 1.1954475E+000
 1.1000733E+001,-9.3101850E-004, 9.2180209E-004, 1.0132496E+005, 1.1954475E+000
 1.2004856E+001,-9.0033053E-004, 8.9313598E-004, 1.0132495E+005, 1.1954476E+000
 1.3008980E+001,-8.7179456E-004, 8.6003680E-004, 1.0132495E+005, 1.1954476E+000
 1.4001947E+001,-8.5868996E-004, 8.4294854E-004, 1.0132495E+005, 1.1954477E+000
 1.5006070E+001,-8.1728788E-004, 8.1760383E-004, 1.0132495E+005, 1.1954479E+000
 1.6010194E+001,-8.1420221E-004, 8.0561461E-004, 1.0132495E+005, 1.1954481E+000
 1.7003161E+001,-8.0285717E-004, 8.0362611E-004, 1.0132494E+005, 1.1954484E+000
 1.8007284E+001,-7.9557305E-004, 7.9689742E-004, 1.0132494E+005, 1.1954488E+000
 1.9000251E+001,-7.7849443E-004, 7.8286180E-004, 1.0132494E+005, 1.1954492E+000
 2.0004375E+001,-7.7114972E-004, 7.7250144E-004, 1.0132494E+005, 1.1954498E+000
 2.1008498E+001,-7.8469518E-004, 7.8780552E-004, 1.0132493E+005, 1.1954506E+000
 2.2001465E+001,-8.2488326E-004, 8.2050867E-004, 1.0132493E+005, 1.1954513E+000
 2.3005589E+001,-8.9224455E-004, 8.8742733E-004, 1.0132492E+005, 1.1954519E+000
 2.4009712E+001,-9.3911154E-004, 9.4482447E-004, 1.0132492E+005, 1.1954523E+000
 2.5002679E+001,-1.0009988E-003, 1.0112269E-003, 1.0132491E+005, 1.1954525E+000
 2.6006803E+001,-9.8489095E-004, 9.9641136E-004, 1.0132491E+005, 1.1954526E+000
 2.7010926E+001,-9.1490684E-004, 9.2877089E-004, 1.0132490E+005, 1.1954528E+000
 2.8003893E+001,-8.8338012E-004, 8.8460952E-004, 1.0132488E+005, 1.1954531E+000
 2.9008017E+001,-8.8422399E-004, 8.7767452E-004, 1.0132487E+005, 1.1954535E+000
 3.0000984E+001,-9.3343356E-004, 9.2260841E-004, 1.0132485E+005, 1.1954536E+000
 3.1005107E+001,-1.0311172E-003, 1.0183692E-003, 1.0132484E+005, 1.1954535E+000
 3.2009231E+001,-1.0798580E-003, 1.0720527E-003, 1.0132482E+005, 1.1954531E+000
 3.3002198E+001,-1.0418607E-003, 1.0517276E-003, 1.0132481E+005, 1.1954528E+000
 3.4006321E+001,-9.6564007E-004, 9.7775045E-004, 1.0132479E+005, 1.1954525E+000
 3.5010445E+001,-9.1930401E-004, 9.1904943E-004, 1.0132478E+005, 1.1954523E+000
 3.6003412E+001,-9.7631231E-004, 9.6508161E-004, 1.0132476E+005, 1.1954522E+000
 3.7007535E+001,-1.0393202E-003, 1.0377413E-003, 1.0132476E+005, 1.1954519E+000
 3.8000502E+001,-1.0252362E-003, 1.0329338E-003, 1.0132477E+005, 1.1954516E+000
 3.9004626E+001,-9.9382325E-004, 9.9638550E-004, 1.0132480E+005, 1.1954515E+000
 4.0008749E+001,-9.9829984E-004, 9.9914672E-004, 1.0132484E+005, 1.1954515E+000
 4.1001716E+001,-1.0217484E-003, 1.0294242E-003, 1.0132486E+005, 1.1954514E+000
 4.2005840E+001,-9.6901891E-004, 9.8842052E-004, 1.0132485E+005, 1.1954509E+000
 4.3009963E+001,-9.8828959E-004, 9.2750737E-004, 1.0132483E+005, 1.1954505E+000
 4.4002930E+001,-1.1513022E-003, 1.0326843E-003, 1.0132481E+005, 1.1954503E+000
 4.5007054E+001,-1.1241232E-003, 1.0415996E-003, 1.0132480E+005, 1.1954502E+000
 4.6000020E+001,-1.2228241E-003, 1.1458662E-003, 1.0132479E+005, 1.1954500E+000
 4.7004144E+001,-1.3648640E-003, 1.3222123E-003, 1.0132478E+005, 1.1954496E+000
 4.8008268E+001,-1.2950021E-003, 1.2237793E-003, 1.0132477E+005, 1.1954492E+000
 4.9001235E+001,-1.0374342E-003, 1.3309723E-003, 1.0132476E+005, 1.1954474E+000
 5.0005358E+001,-1.0691724E-003, 1.4186615E-003, 1.0132475E+005, 1.1954422E+000
 5.1009482E+001,-1.2941101E-003, 1.7578817E-003, 1.0132473E+005, 1.1954404E+000
 5.2002449E+001,-1.3767695E-003, 2.2367435E-003, 1.0132474E+005, 1.1954431E+000
 5.3006572E+001,-1.3610014E-003, 1.7567615E-003, 1.0132475E+005, 1.1954485E+000
 5.4010696E+001,-1.3874042E-003, 1.6054919E-003, 1.0132477E+005, 1.1954683E+000
 5.5003663E+001,-1.8704093E-003, 1.9117114E-003, 1.0132479E+005, 1.1954562E+000
 5.6007786E+001,-2.0509048E-003, 1.4972075E-003, 1.0132480E+005, 1.1954157E+000
 5.7000753E+001,-2.3973147E-003, 1.3224080E-003, 1.0132480E+005, 1.1954265E+000
 5.8004877E+001,-2.5043916E-003, 1.6744981E-003, 1.0132480E+005, 1.1954388E+000
 5.9009000E+001,-2.4761846E-003, 1.3538686E-003, 1.0132480E+005, 1.1954393E+000
 6.0001967E+001,-2.1463625E-003, 1.2758134E-003, 1.0132482E+005, 1.1954266E+000
 6.1006091E+001,-1.4631937E-003, 1.4229777E-003, 1.0132483E+005, 1.1954111E+000
 6.2010214E+001,-1.4104805E-003, 2.2314862E-003, 1.0132483E+005, 1.1954193E+000
 6.3003181E+001,-1.3162989E-003, 2.1508376E-003, 1.0132481E+005, 1.1954653E+000
 6.4007305E+001,-1.2100977E-003, 1.4678687E-003, 1.0132479E+005, 1.1954852E+000
 6.5000272E+001,-1.1338672E-003, 1.3686637E-003, 1.0132477E+005, 1.1955159E+000
 6.6004395E+001,-1.1112160E-003, 1.5186505E-003, 1.0132476E+005, 1.1955459E+000
 6.7008519E+001,-1.5268521E-003, 1.3833200E-003, 1.0132474E+005, 1.1954943E+000
 6.8001486E+001,-1.6509958E-003, 1.1314875E-003, 1.0132473E+005, 1.1954999E+000
 6.9005609E+001,-1.6250690E-003, 1.0127087E-003, 1.0132473E+005, 1.1957271E+000
 7.0009733E+001,-1.4105280E-003, 9.6773111E-004, 1.0132473E+005, 1.1957389E+000
 7.1002700E+001,-1.3019895E-003, 1.1222251E-003, 1.0132474E+005, 1.1955404E+000
 7.2006823E+001,-1.5992398E-003, 1.4705484E-003, 1.0132478E+005, 1.1954117E+000
 7.3010947E+001,-1.5962108E-003, 1.9787865E-003, 1.0132485E+005, 1.1953558E+000
 7.4003914E+001,-1.5978789E-003, 1.6409934E-003, 1.0132495E+005, 1.1952485E+000
 7.5008037E+001,-2.0419773E-003, 1.2726411E-003, 1.0132506E+005, 1.1951708E+000
 7.6001004E+001,-1.7257349E-003, 1.6839752E-003, 1.0132517E+005, 1.1951510E+000
 7.7005128E+001,-2.1235653E-003, 2.3696831E-003, 1.0132526E+005, 1.1953049E+000
 7.8009251E+001,-1.6455619E-003, 2.3799167E-003, 1.0132535E+005, 1.1953067E+000
 7.9002218E+001,-1.6026423E-003, 2.0936812E-003, 1.0132541E+005, 1.1948696E+000
 8.0006342E+001,-1.3271432E-003, 1.9329203E-003, 1.0132544E+005, 1.1950631E+000
 8.1010465E+001,-1.6529165E-003, 1.5613793E-003, 1.0132544E+005, 1.1952621E+000
 8.2003432E+001,-2.1610432E-003, 1.3783130E-003, 1.0132543E+005, 1.1952170E+000
 8.3007556E+001,-2.0974102E-003, 1.4079794E-003, 1.0132540E+005, 1.1953511E+000
 8.4000523E+001,-2.0325593E-003, 1.9787037E-003, 1.0132536E+005, 1.1955130E+000
 8.5004646E+001,-2.0430094E-003, 2.1999773E-003, 1.0132533E+005, 1.1955850E+000
 8.6008770E+001,-2.4166967E-003, 2.1297964E-003, 1.0132533E+005, 1.1956213E+000
 8.7001737E+001,-1.9136890E-003, 1.6870240E-003, 1.0132536E+005, 1.1957036E+000
 8.8005860E+001,-1.5852621E-003, 1.5492657E-003, 1.0132542E+005, 1.1957308E+000
 8.9009984E+001,-1.3974551E-003, 1.3029227E-003, 1.0132548E+005, 1.1961445E+000
 9.0002951E+001,-1.5484088E-003, 1.2124535E-003, 1.0132553E+005, 1.1962556E+000
 9.1007074E+001,-1.7753445E-003, 1.4007228E-003, 1.0132557E+005, 1.1959175E+000
 9.2000041E+001,-2.3104586E-003, 1.9229727E-003, 1.0132560E+005, 1.1957768E+000
 9.3004165E+001,-2.5655411E-003, 2.4269927E-003, 1.0132562E+005, 1.1955595E+000
 9.4008288E+001,-1.9845954E-003, 2.2921735E-003, 1.0132561E+005, 1.1954032E+000
 9.5001255E+001,-2.1346587E-003, 2.2624421E-003, 1.0132557E+005, 1.1955982E+000
 9.6005379E+001,-2.3420970E-003, 2.1003791E-003, 1.0132554E+005, 1.1956986E+000
 9.7009502E+001,-2.5100706E-003, 1.4178847E-003, 1.0132552E+005, 1.1956577E+000
 9.8002469E+001,-2.6366666E-003, 1.2653539E-003, 1.0132552E+005, 1.1956120E+000
 9.9006593E+001,-2.4643893E-003, 1.2939657E-003, 1.0132552E+005, 1.1952040E+000
 1.0001072E+002,-1.7921755E-003, 1.3088785E-003, 1.0132553E+005, 1.1950440E+000
 1.0100368E+002,-1.7491933E-003, 1.4829639E-003, 1.0132554E+005, 1.1950384E+000
 1.0200781E+002,-1.7959842E-003, 1.5175852E-003, 1.0132557E+005, 1.1949482E+000
 1.0300077E+002,-2.3392702E-003, 1.5030405E-003, 1.0132560E+005, 1.1947369E+000
 1.0400490E+002,-1.5834254E-003, 1.7003855E-003, 1.0132566E+005, 1.1949811E+000
 1.0500902E+002,-1.4035802E-003, 1.4428555E-003, 1.0132573E+005, 1.1952868E+000
 1.0600199E+002,-1.3297413E-003, 1.0467725E-003, 1.0132583E+005, 1.1953919E+000
 1.0700611E+002,-1.3121714E-003, 1.7158437E-003, 1.0132594E+005, 1.1953097E+000
 1.0801023E+002,-1.8322974E-003, 2.3943403E-003, 1.0132605E+005, 1.1950316E+000
 1.0900320E+002,-1.9479978E-003, 2.4936822E-003, 1.0132616E+005, 1.1949561E+000
 1.1000733E+002,-2.0619904E-003, 2.3375523E-003, 1.0132624E+005, 1.1951079E+000
 1.1100029E+002,-2.0476441E-003, 2.2000348E-003, 1.0132631E+005, 1.1949971E+000
 1.1200442E+002,-1.6607106E-003, 2.0349945E-003, 1.0132638E+005, 1.1951183E+000
 1.1300854E+002,-1.4563361E-003, 1.9426975E-003, 1.0132643E+005, 1.1952860E+000
 1.1400151E+002,-1.4126619E-003, 1.6540338E-003, 1.0132648E+005, 1.1952678E+000
 1.1500563E+002,-1.5799288E-003, 1.4491599E-003, 1.0132651E+005, 1.1954959E+000
 1.1600975E+002,-1.5293558E-003, 1.5456667E-003, 1.0132653E+005, 1.1956699E+000
 1.1700272E+002,-1.2783672E-003, 1.5230025E-003, 1.0132654E+005, 1.1953734E+000
 1.1800684E+002,-1.6252255E-003, 1.8337556E-003, 1.0132654E+005, 1.1952517E+000
 1.1901097E+002,-1.2211541E-003, 1.8867944E-003, 1.0132655E+005, 1.1951935E+000
 1.2000393E+002,-1.2473943E-003, 1.5802934E-003, 1.0132656E+005, 1.1953270E+000
 1.2100806E+002,-1.2599514E-003, 1.2457701E-003, 1.0132657E+005, 1.1954173E+000
 1.2200102E+002,-1.4045434E-003, 1.0935109E-003, 1.0132657E+005, 1.1953849E+000
 1.2300515E+002,-1.9212387E-003, 1.2802286E-003, 1.0132656E+005, 1.1956189E+000
 1.2400927E+002,-2.0060341E-003, 1.5625684E-003, 1.0132654E+005, 1.1957114E+000
 1.2500224E+002,-2.0122056E-003, 1.4839236E-003, 1.0132651E+005, 1.1953891E+000
 1.2600636E+002,-1.6344214E-003, 1.3324171E-003, 1.0132648E+005, 1.1952265E+000
 1.2701049E+002,-1.5994349E-003, 1.5919017E-003, 1.0132644E+005, 1.1954818E+000
 1.2800345E+002,-1.8652658E-003, 1.7033036E-003, 1.0132642E+005, 1.1954555E+000
 1.2900758E+002,-2.0376093E-003, 1.5593359E-003, 1.0132641E+005, 1.1953817E+000
 1.3000054E+002,-2.6399218E-003, 2.0741353E-003, 1.0132641E+005, 1.1954724E+000
 1.3100467E+002,-2.6907762E-003, 2.2588502E-003, 1.0132642E+005, 1.1955080E+000
 1.3200879E+002,-2.6391875E-003, 2.1743616E-003, 1.0132642E+005, 1.1954749E+000
 1.3300176E+002,-2.6322094E-003, 1.4742052E-003, 1.0132642E+005, 1.1957457E+000
 1.3400588E+002,-2.3819640E-003, 1.5167958E-003, 1.0132640E+005, 1.1955003E+000
 1.3501000E+002,-2.1026585E-003, 1.2643422E-003, 1.0132639E+005, 1.1953061E+000
 1.3600297E+002,-1.9666126E-003, 1.5646910E-003, 1.0132638E+005, 1.1955628E+000
 1.3700709E+002,-2.6444061E-003, 1.6916602E-003, 1.0132636E+005, 1.1952595E+000
 1.3800006E+002,-2.8602337E-003, 2.2699529E-003, 1.0132632E+005, 1.1950615E+000
 1.3900419E+002,-2.7383228E-003, 1.7664967E-003, 1.0132628E+005, 1.1952731E+000
 1.4000831E+002,-2.5541270E-003, 1.4011195E-003, 1.0132623E+005, 1.1953439E+000
 1.4100128E+002,-2.3729002E-003, 2.1740826E-003, 1.0132620E+005, 1.1953899E+000
 1.4200540E+002,-2.3384085E-003, 2.3429515E-003, 1.0132618E+005, 1.1954350E+000
 1.4300952E+002,-2.3801298E-003, 2.0891296E-003, 1.0132617E+005, 1.1954744E+000
 1.4400249E+002,-1.9422031E-003, 1.9679020E-003, 1.0132616E+005, 1.1959426E+000
 1.4500661E+002,-1.6503499E-003, 2.0905553E-003, 1.0132613E+005, 1.1959598E+000
 1.4601074E+002,-1.7077722E-003, 2.1864131E-003, 1.0132609E+005, 1.1955079E+000
 1.4700370E+002,-1.5701160E-003, 1.5104402E-003, 1.0132605E+005, 1.1949224E+000
 1.4800783E+002,-1.6506548E-003, 1.2698712E-003, 1.0132603E+005, 1.1954222E+000
 1.4900079E+002,-1.7773460E-003, 1.5551753E-003, 1.0132602E+005, 1.1960813E+000
 1.5000492E+002,-1.9526259E-003, 1.3644078E-003, 1.0132604E+005, 1.1961104E+000
 1.5100904E+002,-2.1981185E-003, 1.4801941E-003, 1.0132606E+005, 1.1958752E+000
 1.5200201E+002,-2.3063026E-003, 1.7211412E-003, 1.0132607E+005, 1.1957168E+000
 1.5300613E+002,-2.2214959E-003, 2.1099866E-003, 1.0132607E+005, 1.1955491E+000
 1.5401026E+002,-1.6126996E-003, 2.2358647E-003, 1.0132605E+005, 1.1955371E+000
