s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-2.7248186E-002, 0.0000000E+000, 1.0132500E+005, 7.8816758E-001
 1.0016004E-002,-2.5008167E-003, 1.1950815E-003, 1.1058226E+005, 8.4480624E-001
 2.0017385E-002,-8.0222413E-004, 8.4953670E-004, 1.1116089E+005, 8.3357694E-001
 3.0018765E-002,-7.3477785E-004, 7.6424807E-004, 1.1086229E+005, 8.3151551E-001
 4.0020146E-002,-7.3122404E-004, 7.4695058E-004, 1.1069407E+005, 8.3297829E-001
 5.0021527E-002,-7.3339810E-004, 7.4157751E-004, 1.1060591E+005, 8.3417165E-001
 6.0022908E-002,-7.3503705E-004, 7.3927518E-004, 1.1056033E+005, 8.3490245E-001
 7.0024288E-002,-7.3595059E-004, 7.3814928E-004, 1.1053681E+005, 8.3532933E-001
 8.0025669E-002,-7.3643214E-004, 7.3757557E-004, 1.1052465E+005, 8.3557711E-001
 9.0001273E-002,-7.3668283E-004, 7.3727975E-004, 1.1051837E+005, 8.3572111E-001
 1.0000265E-001,-7.3681335E-004, 7.3712624E-004, 1.1051511E+005, 8.3580521E-001
 1.1000403E-001,-7.3688147E-004, 7.3704625E-004, 1.1051342E+005, 8.3585458E-001
 1.2000542E-001,-7.3691702E-004, 7.3700457E-004, 1.1051254E+005, 8.3588361E-001
 1.3000680E-001,-7.3693561E-004, 7.3698280E-004, 1.1051208E+005, 8.3590074E-001
 1.4000818E-001,-7.3694535E-004, 7.3697142E-004, 1.1051184E+005, 8.3591086E-001
 1.5000956E-001,-7.3695047E-004, 7.3696544E-004, 1.1051171E+005, 8.3591686E-001
 1.6001094E-001,-7.3695316E-004, 7.3696230E-004, 1.1051165E+005, 8.3592042E-001
 1.7001232E-001,-7.3695459E-004, 7.3696065E-004, 1.1051161E+005, 8.3592254E-001
 1.8001370E-001,-7.3695534E-004, 7.3695978E-004, 1.1051160E+005, 8.3592380E-001
 1.9001508E-001,-7.3695574E-004, 7.3695931E-004, 1.1051159E+005, 8.3592456E-001
 2.0000000E-001,-7.3695595E-004, 7.3695907E-004, 1.1051158E+005, 8.3592500E-001
