m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E-002,-3.0381036E-002, 5.3213864E-001, 1.0000000E+000,-4.0012500E-002,-3.0866999E-002, 5.9654868E-001, 1.0000000E+000,-4.0012500E-002,-2.8431885E-002, 4.3780533E-001, 1.0000000E+000,-4.0012500E-002,-3.7688285E-002, 4.5757080E-001, 1.0000000E+000,-4.0012500E-002,-3.2663663E-002, 5.4240347E-001, 1.0000000E+000,-4.0012500E-002, 1.6945843E-002, 4.8170488E-001, 1.0000000E+000,-4.0012500E-002, 1.3680226E-002, 4.5786085E-001, 1.0000000E+000,-4.0012500E-002, 1.7405232E-002, 3.9483540E-001, 1.0000000E+000,-4.0012500E-002, 8.7369621E-003, 3.6775048E-001, 1.0000000E+000,-4.0012500E-002, 1.8334735E-002, 4.5700699E-001, 1.0000000E+000
-3.7241379E-002,-2.7152124E-002, 4.9954423E-001, 1.0000000E+000,-3.7241379E-002,-2.5021067E-002, 5.9608769E-001, 1.0000000E+000,-3.7241379E-002,-2.5505364E-002, 4.9007592E-001, 1.0000000E+000,-3.7241379E-002,-3.3832488E-002, 5.3107235E-001, 1.0000000E+000,-3.7241379E-002,-2.5181244E-002, 5.6875776E-001, 1.0000000E+000,-3.7241379E-002, 1.9408086E-002, 4.9464106E-001, 1.0000000E+000,-3.7241379E-002, 1.7431835E-002, 5.2394978E-001, 1.0000000E+000,-3.7241379E-002, 2.1814093E-002, 4.3635088E-001, 1.0000000E+000,-3.7241379E-002, 1.2257220E-002, 4.3454635E-001, 1.0000000E+000,-3.7241379E-002, 2.4038783E-002, 5.2578623E-001, 1.0000000E+000
-3.4482759E-002,-2.5031333E-002, 4.7358561E-001, 1.0000000E+000,-3.4482759E-002,-2.1698070E-002, 5.7516268E-001, 1.0000000E+000,-3.4482759E-002,-2.3435989E-002, 4.9981449E-001, 1.0000000E+000,-3.4482759E-002,-3.1293643E-002, 5.4450304E-001, 1.0000000E+000,-3.4482759E-002,-2.0734795E-002, 5.4618291E-001, 1.0000000E+000,-3.4482759E-002, 2.1331379E-002, 4.9423140E-001, 1.0000000E+000,-3.4482759E-002, 1.9905135E-002, 5.5848716E-001, 1.0000000E+000,-3.4482759E-002, 2.4487493E-002, 4.4340472E-001, 1.0000000E+000,-3.4482759E-002, 1.4640633E-002, 4.7081259E-001, 1.0000000E+000,-3.4482759E-002, 2.7511967E-002, 5.5258253E-001, 1.0000000E+000
-3.1724138E-002,-2.2908040E-002, 4.4135618E-001, 1.0000000E+000,-3.1724138E-002,-1.8790281E-002, 5.4638810E-001, 1.0000000E+000,-3.1724138E-002,-2.1364980E-002, 4.9651688E-001, 1.0000000E+000,-3.1724138E-002,-2.8857447E-002, 5.3923557E-001, 1.0000000E+000,-3.1724138E-002,-1.6953468E-002, 5.0887938E-001, 1.0000000E+000,-3.1724138E-002, 2.3384284E-002, 4.8398516E-001, 1.0000000E+000,-3.1724138E-002, 2.2436682E-002, 5.8543966E-001, 1.0000000E+000,-3.1724138E-002, 2.7013202E-002, 4.4211741E-001, 1.0000000E+000,-3.1724138E-002, 1.7162894E-002, 5.0212807E-001, 1.0000000E+000,-3.1724138E-002, 3.0878423E-002, 5.7394023E-001, 1.0000000E+000
-2.8965517E-002,-2.0842743E-002, 4.0031355E-001, 1.0000000E+000,-2.8965517E-002,-1.6276987E-002, 5.1351691E-001, 1.0000000E+000,-2.8965517E-002,-1.9255572E-002, 4.8549187E-001, 1.0000000E+000,-2.8965517E-002,-2.6533488E-002, 5.2062782E-001, 1.0000000E+000,-2.8965517E-002,-1.3849461E-002, 4.6556339E-001, 1.0000000E+000,-2.8965517E-002, 2.5459919E-002, 4.6308989E-001, 1.0000000E+000,-2.8965517E-002, 2.5055198E-002, 6.0372044E-001, 1.0000000E+000,-2.8965517E-002, 2.9528125E-002, 4.7548252E-001, 1.0000000E+000,-2.8965517E-002, 1.9871486E-002, 5.2740860E-001, 1.0000000E+000,-2.8965517E-002, 3.4199283E-002, 5.9617126E-001, 1.0000000E+000
-2.6206897E-002,-1.8191658E-002, 3.1851062E-001, 1.0000000E+000,-2.6206897E-002,-1.3088873E-002, 4.6052275E-001, 1.0000000E+000,-2.6206897E-002,-1.5867773E-002, 4.5219006E-001, 1.0000000E+000,-2.6206897E-002,-2.3046029E-002, 4.7298015E-001, 1.0000000E+000,-2.6206897E-002,-1.0243414E-002, 3.9841513E-001, 1.0000000E+000,-2.6206897E-002, 2.8353118E-002, 4.3069730E-001, 1.0000000E+000,-2.6206897E-002, 2.9210422E-002, 6.0875930E-001, 1.0000000E+000,-2.6206897E-002, 3.3210087E-002, 5.1441539E-001, 1.0000000E+000,-2.6206897E-002, 2.4252657E-002, 5.4857037E-001, 1.0000000E+000,-2.6206897E-002, 3.8963219E-002, 5.9248959E-001, 1.0000000E+000
-2.3448276E-002,-1.6865641E-002, 3.2355393E-001, 1.0000000E+000,-2.3448276E-002,-1.1131260E-002, 4.2327314E-001, 1.0000000E+000,-2.3448276E-002,-1.3622712E-002, 4.2234783E-001, 1.0000000E+000,-2.3448276E-002,-2.0644394E-002, 4.3070442E-001, 1.0000000E+000,-2.3448276E-002,-8.3530114E-003, 3.5554353E-001, 1.0000000E+000,-2.3448276E-002, 2.9895701E-002, 4.3969733E-001, 1.0000000E+000,-2.3448276E-002, 3.2081899E-002, 5.8951903E-001, 1.0000000E+000,-2.3448276E-002, 3.5054063E-002, 5.2598263E-001, 1.0000000E+000,-2.3448276E-002, 2.7049925E-002, 5.4595053E-001, 1.0000000E+000,-2.3448276E-002, 4.1946727E-002, 5.6467166E-001, 1.0000000E+000
-2.0689655E-002,-1.5800780E-002, 3.4647328E-001, 1.0000000E+000,-2.0689655E-002,-9.1382563E-003, 3.8254632E-001, 1.0000000E+000,-2.0689655E-002,-1.2126063E-002, 4.0109943E-001, 1.0000000E+000,-2.0689655E-002,-1.8685274E-002, 3.9572503E-001, 1.0000000E+000,-2.0689655E-002,-6.8162471E-003, 3.1808936E-001, 1.0000000E+000,-2.0689655E-002, 3.1072346E-002, 4.6209930E-001, 1.0000000E+000,-2.0689655E-002, 3.4761408E-002, 5.4332958E-001, 1.0000000E+000,-2.0689655E-002, 3.5707568E-002, 5.3089651E-001, 1.0000000E+000,-2.0689655E-002, 2.9190535E-002, 5.3334432E-001, 1.0000000E+000,-2.0689655E-002, 4.4397567E-002, 5.2345939E-001, 1.0000000E+000
-1.7931034E-002,-1.4845198E-002, 3.6630146E-001, 1.0000000E+000,-1.7931034E-002,-7.2927959E-003, 3.3921131E-001, 1.0000000E+000,-1.7931034E-002,-1.2184084E-002, 3.9952664E-001, 1.0000000E+000,-1.7931034E-002,-1.7892083E-002, 3.9547266E-001, 1.0000000E+000,-1.7931034E-002,-5.7606541E-003, 2.9725131E-001, 1.0000000E+000,-1.7931034E-002, 3.1947604E-002, 4.8895407E-001, 1.0000000E+000,-1.7931034E-002, 3.6803181E-002, 4.6482670E-001, 1.0000000E+000,-1.7931034E-002, 3.4848387E-002, 5.2750380E-001, 1.0000000E+000,-1.7931034E-002, 3.0195652E-002, 5.2454037E-001, 1.0000000E+000,-1.7931034E-002, 4.5737792E-002, 4.8728233E-001, 1.0000000E+000
