s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-2.9145600E-002, 2.9145600E-002, 1.0132500E+005, 1.1954478E+000
 1.0019892E+000,-5.2769745E-003, 5.2849168E-003, 1.0132487E+005, 1.1954974E+000
 2.0004502E+000,-2.2568664E-003, 2.2596145E-003, 1.0132476E+005, 1.1956388E+000
 3.0024394E+000,-1.9239344E-003, 1.9254182E-003, 1.0132470E+005, 1.1956846E+000
 4.0009004E+000,-1.8495190E-003, 1.8505088E-003, 1.0132467E+005, 1.1956949E+000
 5.0028896E+000,-1.8328926E-003, 1.8336416E-003, 1.0132464E+005, 1.1956972E+000
 6.0013507E+000,-1.8293135E-003, 1.8297598E-003, 1.0132462E+005, 1.1956977E+000
 7.0033398E+000,-1.8285900E-003, 1.8288479E-003, 1.0132461E+005, 1.1956979E+000
 8.0018009E+000,-1.8284604E-003, 1.8286196E-003, 1.0132461E+005, 1.1956979E+000
 9.0002619E+000,-1.8284564E-003, 1.8285471E-003, 1.0132460E+005, 1.1956979E+000
 1.0002251E+001,-1.8284707E-003, 1.8285215E-003, 1.0132460E+005, 1.1956979E+000
 1.1000712E+001,-1.8284897E-003, 1.8285153E-003, 1.0132460E+005, 1.1956979E+000
 1.2002701E+001,-1.8285196E-003, 1.8285269E-003, 1.0132460E+005, 1.1956979E+000
 1.3001162E+001,-1.8285692E-003, 1.8285629E-003, 1.0132460E+005, 1.1956979E+000
 1.4003152E+001,-1.8286421E-003, 1.8286241E-003, 1.0132460E+005, 1.1956979E+000
 1.5001613E+001,-1.8287302E-003, 1.8287026E-003, 1.0132460E+005, 1.1956979E+000
 1.6000074E+001,-1.8288186E-003, 1.8287844E-003, 1.0132460E+005, 1.1956979E+000
 1.7002063E+001,-1.8288956E-003, 1.8288572E-003, 1.0132459E+005, 1.1956979E+000
 1.8000524E+001,-1.8289555E-003, 1.8289150E-003, 1.0132459E+005, 1.1956978E+000
 1.9002513E+001,-1.8289985E-003, 1.8289571E-003, 1.0132459E+005, 1.1956978E+000
 2.0000974E+001,-1.8290280E-003, 1.8289865E-003, 1.0132459E+005, 1.1956978E+000
 2.1002963E+001,-1.8290480E-003, 1.8290065E-003, 1.0132459E+005, 1.1956978E+000
 2.2001424E+001,-1.8290615E-003, 1.8290200E-003, 1.0132459E+005, 1.1956978E+000
 2.3003413E+001,-1.8290706E-003, 1.8290293E-003, 1.0132459E+005, 1.1956978E+000
 2.4001875E+001,-1.8290768E-003, 1.8290356E-003, 1.0132459E+005, 1.1956978E+000
 2.5000336E+001,-1.8290809E-003, 1.8290399E-003, 1.0132459E+005, 1.1956978E+000
 2.6002325E+001,-1.8290838E-003, 1.8290428E-003, 1.0132459E+005, 1.1956978E+000
 2.7000000E+001,-1.8290857E-003, 1.8290448E-003, 1.0132459E+005, 1.1956978E+000
