s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.0676539E-002, 1.0756416E-002, 1.0132500E+005, 1.1794096E+000
 1.0019892E+001,-9.8254219E-003, 9.8336821E-003, 1.0132492E+005, 1.1794089E+000
 2.0039784E+001,-9.0042484E-003, 8.3800142E-003, 1.0132475E+005, 1.1794075E+000
 3.0059675E+001,-9.5472217E-003, 8.4440022E-003, 1.0132459E+005, 1.1794062E+000
 4.0079567E+001,-9.7354028E-003, 8.7170782E-003, 1.0132443E+005, 1.1794878E+000
 5.0099459E+001,-1.0105670E-002, 8.4613133E-003, 1.0132427E+005, 1.1802793E+000
 6.0119351E+001,-1.0659193E-002, 1.0416302E-002, 1.0132412E+005, 1.1806567E+000
 7.0139242E+001,-1.0590514E-002, 1.0739936E-002, 1.0132401E+005, 1.1794065E+000
 8.0018009E+001,-1.0608985E-002, 1.0046344E-002, 1.0132394E+005, 1.1794208E+000
 9.0037901E+001,-1.0497819E-002, 1.0093348E-002, 1.0132384E+005, 1.1796248E+000
 1.0005779E+002,-1.0212365E-002, 1.0407973E-002, 1.0132372E+005, 1.1790312E+000
 1.1007768E+002,-1.0385451E-002, 1.0712672E-002, 1.0132360E+005, 1.1792035E+000
 1.2009758E+002,-9.8616646E-003, 1.0701106E-002, 1.0132352E+005, 1.1792799E+000
 1.3011747E+002,-1.0380975E-002, 1.0696704E-002, 1.0132340E+005, 1.1783776E+000
 1.4013736E+002,-1.0621045E-002, 1.1033933E-002, 1.0132323E+005, 1.1790388E+000
 1.5001613E+002,-1.0142725E-002, 1.0648702E-002, 1.0132315E+005, 1.1793931E+000
 1.6003602E+002,-9.7343435E-003, 1.0515338E-002, 1.0132315E+005, 1.1793607E+000
 1.7005591E+002,-9.2770220E-003, 9.4069316E-003, 1.0132310E+005, 1.1794171E+000
 1.8007580E+002,-9.2202932E-003, 9.6276679E-003, 1.0132297E+005, 1.1800199E+000
 1.9009569E+002,-9.6006505E-003, 9.9903454E-003, 1.0132292E+005, 1.1804867E+000
 2.0011558E+002,-1.0197160E-002, 1.0043515E-002, 1.0132291E+005, 1.1802351E+000
 2.1013548E+002,-1.0494645E-002, 9.8403266E-003, 1.0132287E+005, 1.1801059E+000
 2.2001424E+002,-1.0365568E-002, 9.8321149E-003, 1.0132279E+005, 1.1796744E+000
 2.3003413E+002,-1.0337046E-002, 9.6688901E-003, 1.0132264E+005, 1.1796134E+000
 2.4005403E+002,-1.0254867E-002, 1.0248079E-002, 1.0132255E+005, 1.1792379E+000
 2.5007392E+002,-9.7200939E-003, 1.0128096E-002, 1.0132249E+005, 1.1789626E+000
 2.6009381E+002,-9.5554158E-003, 1.0054713E-002, 1.0132239E+005, 1.1790340E+000
 2.7011370E+002,-1.0304579E-002, 1.0542046E-002, 1.0132224E+005, 1.1795271E+000
 2.8013359E+002,-9.7684668E-003, 1.0172340E-002, 1.0132198E+005, 1.1795282E+000
 2.9001236E+002,-1.0301843E-002, 9.6756630E-003, 1.0132181E+005, 1.1793301E+000
 3.0003225E+002,-9.8039618E-003, 9.1466638E-003, 1.0132175E+005, 1.1798926E+000
 3.1006336E+002,-1.0302403E-002, 9.6852953E-003, 1.0132167E+005, 1.1798196E+000
 3.2008918E+002,-1.0124965E-002, 9.4299464E-003, 1.0132162E+005, 1.1797186E+000
 3.3010907E+002,-1.0571024E-002, 9.1041239E-003, 1.0132161E+005, 1.1797265E+000
 3.4012896E+002,-1.0868453E-002, 1.0275898E-002, 1.0132162E+005, 1.1797877E+000
 3.5000773E+002,-1.0854587E-002, 9.8982211E-003, 1.0132168E+005, 1.1791118E+000
 3.6002762E+002,-1.0280400E-002, 1.0059362E-002, 1.0132168E+005, 1.1791331E+000
 3.7004751E+002,-9.9502675E-003, 9.5369813E-003, 1.0132154E+005, 1.1790670E+000
 3.8006740E+002,-9.6568991E-003, 9.0218857E-003, 1.0132146E+005, 1.1803697E+000
 3.9010563E+002,-1.0540791E-002, 9.7637644E-003, 1.0132143E+005, 1.1800213E+000
 4.0012552E+002,-1.0394404E-002, 1.0237876E-002, 1.0132129E+005, 1.1793079E+000
 4.1000429E+002,-1.0638980E-002, 9.9158177E-003, 1.0132116E+005, 1.1790560E+000
 4.2002418E+002,-1.0155562E-002, 1.0059812E-002, 1.0132111E+005, 1.1792432E+000
 4.3002954E+002,-1.0071429E-002, 9.9582384E-003, 1.0132107E+005, 1.1783959E+000
 4.4004943E+002,-9.5209982E-003, 1.0343104E-002, 1.0132102E+005, 1.1785778E+000
 4.5006932E+002,-1.0003937E-002, 1.0059412E-002, 1.0132099E+005, 1.1790096E+000
 4.6008922E+002,-9.8600361E-003, 1.0450295E-002, 1.0132101E+005, 1.1790679E+000
 4.7010911E+002,-9.6633280E-003, 1.0649852E-002, 1.0132107E+005, 1.1789004E+000
 4.8012900E+002,-9.7458532E-003, 1.0514086E-002, 1.0132104E+005, 1.1787385E+000
 4.9009979E+002,-9.9863618E-003, 1.1031074E-002, 1.0132096E+005, 1.1785566E+000
 5.0010907E+002,-9.8862089E-003, 1.0965331E-002, 1.0132079E+005, 1.1786608E+000
 5.1012896E+002,-9.9179578E-003, 1.0670249E-002, 1.0132061E+005, 1.1785508E+000
 5.2000773E+002,-9.8071368E-003, 1.1036759E-002, 1.0132057E+005, 1.1782158E+000
 5.3008917E+002,-9.6699764E-003, 1.1294240E-002, 1.0132042E+005, 1.1784975E+000
 5.4010906E+002,-9.2683368E-003, 1.1052721E-002, 1.0132021E+005, 1.1788205E+000
 5.5012895E+002,-9.2009258E-003, 1.0343007E-002, 1.0132015E+005, 1.1793032E+000
 5.6000772E+002,-9.2681804E-003, 1.0006593E-002, 1.0132016E+005, 1.1791856E+000
 5.7002761E+002,-1.0094894E-002, 1.0306084E-002, 1.0132015E+005, 1.1790393E+000
 5.8004750E+002,-9.6239627E-003, 9.7401157E-003, 1.0132017E+005, 1.1790944E+000
 5.9006740E+002,-1.0197719E-002, 1.0273684E-002, 1.0132017E+005, 1.1791537E+000
 6.0008729E+002,-1.0762265E-002, 1.0363864E-002, 1.0132024E+005, 1.1792473E+000
 6.1010718E+002,-1.0772688E-002, 1.0912236E-002, 1.0132032E+005, 1.1793500E+000
 6.2012707E+002,-1.0349699E-002, 1.0761917E-002, 1.0132031E+005, 1.1785772E+000
 6.3000584E+002,-1.0102533E-002, 1.0758558E-002, 1.0132011E+005, 1.1792437E+000
 6.4002573E+002,-9.9804457E-003, 1.0384233E-002, 1.0132008E+005, 1.1792891E+000
