m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0006250E-001,-1.7784768E-002, 2.7756132E+000, 1.0000000E+000,-4.0006250E-001,-1.3467828E-002, 2.3911768E+000, 1.0000000E+000,-4.0006250E-001,-1.3415768E-002, 2.2899979E+000, 1.0000000E+000,-4.0006250E-001,-1.3835471E-002, 2.3189120E+000, 1.0000000E+000,-4.0006250E-001,-1.7313507E-002, 2.9204164E+000, 1.0000000E+000,-4.0006250E-001, 1.6708115E-002, 2.6746732E+000, 1.0000000E+000,-4.0006250E-001, 2.1041894E-002, 2.8028487E+000, 1.0000000E+000,-4.0006250E-001, 2.2382727E-002, 2.7212047E+000, 1.0000000E+000,-4.0006250E-001, 2.1668644E-002, 2.7308963E+000, 1.0000000E+000,-4.0006250E-001, 1.7599582E-002, 2.7973210E+000, 1.0000000E+000
-3.7241379E-001,-1.7494178E-002, 2.7791594E+000, 1.0000000E+000,-3.7241379E-001,-1.4163230E-002, 2.4538394E+000, 1.0000000E+000,-3.7241379E-001,-1.3724401E-002, 2.2598256E+000, 1.0000000E+000,-3.7241379E-001,-1.3296741E-002, 2.2802655E+000, 1.0000000E+000,-3.7241379E-001,-1.7958909E-002, 2.9069240E+000, 1.0000000E+000,-3.7241379E-001, 1.6743958E-002, 2.8192307E+000, 1.0000000E+000,-3.7241379E-001, 2.1154853E-002, 2.8104625E+000, 1.0000000E+000,-3.7241379E-001, 2.2081569E-002, 2.6808944E+000, 1.0000000E+000,-3.7241379E-001, 2.1981368E-002, 2.7386547E+000, 1.0000000E+000,-3.7241379E-001, 1.7575068E-002, 2.7871222E+000, 1.0000000E+000
-3.4482759E-001,-1.7673729E-002, 2.7558514E+000, 1.0000000E+000,-3.4482759E-001,-1.4259314E-002, 2.4089442E+000, 1.0000000E+000,-3.4482759E-001,-1.3994170E-002, 2.1319135E+000, 1.0000000E+000,-3.4482759E-001,-1.3489157E-002, 2.2811306E+000, 1.0000000E+000,-3.4482759E-001,-1.8145015E-002, 2.7584634E+000, 1.0000000E+000,-3.4482759E-001, 1.6586543E-002, 2.8404789E+000, 1.0000000E+000,-3.4482759E-001, 2.1394483E-002, 2.9037632E+000, 1.0000000E+000,-3.4482759E-001, 2.1549337E-002, 2.5508982E+000, 1.0000000E+000,-3.4482759E-001, 2.1663930E-002, 2.7479450E+000, 1.0000000E+000,-3.4482759E-001, 1.7614715E-002, 2.7014430E+000, 1.0000000E+000
-3.1724138E-001,-1.7250093E-002, 2.7573552E+000, 1.0000000E+000,-3.1724138E-001,-1.4443286E-002, 2.3825070E+000, 1.0000000E+000,-3.1724138E-001,-1.3687833E-002, 2.2722065E+000, 1.0000000E+000,-3.1724138E-001,-1.4272556E-002, 2.3693868E+000, 1.0000000E+000,-3.1724138E-001,-1.7764295E-002, 2.7154667E+000, 1.0000000E+000,-3.1724138E-001, 1.7674691E-002, 2.8800698E+000, 1.0000000E+000,-3.1724138E-001, 2.1395976E-002, 2.9649543E+000, 1.0000000E+000,-3.1724138E-001, 2.0688263E-002, 2.4313215E+000, 1.0000000E+000,-3.1724138E-001, 2.1074179E-002, 2.7371061E+000, 1.0000000E+000,-3.1724138E-001, 1.7802946E-002, 2.7091046E+000, 1.0000000E+000
-2.8965517E-001,-1.6897288E-002, 2.7327338E+000, 1.0000000E+000,-2.8965517E-001,-1.4273849E-002, 2.3500134E+000, 1.0000000E+000,-2.8965517E-001,-1.3146867E-002, 2.1846239E+000, 1.0000000E+000,-2.8965517E-001,-1.4656673E-002, 2.4187545E+000, 1.0000000E+000,-2.8965517E-001,-1.7330530E-002, 2.7556157E+000, 1.0000000E+000,-2.8965517E-001, 1.8564728E-002, 2.8538673E+000, 1.0000000E+000,-2.8965517E-001, 2.1205602E-002, 2.9294579E+000, 1.0000000E+000,-2.8965517E-001, 2.0715830E-002, 2.4702324E+000, 1.0000000E+000,-2.8965517E-001, 2.0750923E-002, 2.7207225E+000, 1.0000000E+000,-2.8965517E-001, 1.6982298E-002, 2.7118412E+000, 1.0000000E+000
-2.6206897E-001,-1.6984051E-002, 2.7119286E+000, 1.0000000E+000,-2.6206897E-001,-1.4099374E-002, 2.2709925E+000, 1.0000000E+000,-2.6206897E-001,-1.3450805E-002, 2.1371790E+000, 1.0000000E+000,-2.6206897E-001,-1.4940743E-002, 2.4773151E+000, 1.0000000E+000,-2.6206897E-001,-1.7007977E-002, 2.7560143E+000, 1.0000000E+000,-2.6206897E-001, 1.8139417E-002, 2.8194917E+000, 1.0000000E+000,-2.6206897E-001, 2.1346122E-002, 2.8329086E+000, 1.0000000E+000,-2.6206897E-001, 2.2481249E-002, 2.6935564E+000, 1.0000000E+000,-2.6206897E-001, 2.0482618E-002, 2.7225852E+000, 1.0000000E+000,-2.6206897E-001, 1.6608229E-002, 2.7508098E+000, 1.0000000E+000
-2.3448276E-001,-1.7067141E-002, 2.7128326E+000, 1.0000000E+000,-2.3448276E-001,-1.3845920E-002, 2.2506999E+000, 1.0000000E+000,-2.3448276E-001,-1.4179224E-002, 2.2028978E+000, 1.0000000E+000,-2.3448276E-001,-1.5056084E-002, 2.4611235E+000, 1.0000000E+000,-2.3448276E-001,-1.8239307E-002, 2.9090154E+000, 1.0000000E+000,-2.3448276E-001, 1.7796023E-002, 2.8008012E+000, 1.0000000E+000,-2.3448276E-001, 2.1033753E-002, 2.8147339E+000, 1.0000000E+000,-2.3448276E-001, 2.1832040E-002, 2.6850059E+000, 1.0000000E+000,-2.3448276E-001, 1.9702874E-002, 2.7470639E+000, 1.0000000E+000,-2.3448276E-001, 1.6417446E-002, 2.7990125E+000, 1.0000000E+000
-2.0689655E-001,-1.7658960E-002, 2.7283089E+000, 1.0000000E+000,-2.0689655E-001,-1.3441672E-002, 2.2289457E+000, 1.0000000E+000,-2.0689655E-001,-1.4371369E-002, 2.2998992E+000, 1.0000000E+000,-2.0689655E-001,-1.5420345E-002, 2.3986641E+000, 1.0000000E+000,-2.0689655E-001,-1.8563572E-002, 2.8783610E+000, 1.0000000E+000,-2.0689655E-001, 1.8063482E-002, 2.8619854E+000, 1.0000000E+000,-2.0689655E-001, 2.0728085E-002, 2.8320334E+000, 1.0000000E+000,-2.0689655E-001, 2.1999337E-002, 2.6871508E+000, 1.0000000E+000,-2.0689655E-001, 1.9447361E-002, 2.8452404E+000, 1.0000000E+000,-2.0689655E-001, 1.6333843E-002, 2.8349829E+000, 1.0000000E+000
-1.7931034E-001,-1.7623166E-002, 2.7129599E+000, 1.0000000E+000,-1.7931034E-001,-1.3650058E-002, 2.2161585E+000, 1.0000000E+000,-1.7931034E-001,-1.4818754E-002, 2.4360768E+000, 1.0000000E+000,-1.7931034E-001,-1.4917799E-002, 2.3493031E+000, 1.0000000E+000,-1.7931034E-001,-1.9147331E-002, 2.9016077E+000, 1.0000000E+000,-1.7931034E-001, 1.8399223E-002, 2.8802570E+000, 1.0000000E+000,-1.7931034E-001, 2.1202365E-002, 2.8825089E+000, 1.0000000E+000,-1.7931034E-001, 2.1417147E-002, 2.6160968E+000, 1.0000000E+000,-1.7931034E-001, 1.9645159E-002, 2.8159884E+000, 1.0000000E+000,-1.7931034E-001, 1.5817701E-002, 2.6924249E+000, 1.0000000E+000
