m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0006250E+001,-1.2552792E-003, 1.8455753E+002, 3.0246172E+000,-4.0006250E+001,-1.2330659E-003, 1.8005516E+002, 3.0438048E+000,-4.0006250E+001,-1.2122945E-003, 1.7338143E+002, 2.9961970E+000,-4.0006250E+001,-1.2058756E-003, 1.6878868E+002, 2.9912596E+000,-4.0006250E+001,-1.1848968E-003, 1.7440653E+002, 2.9663147E+000,-4.0006250E+001, 1.1527396E-003, 1.7616408E+002, 2.9944908E+000,-4.0006250E+001, 1.1667900E-003, 1.6811549E+002, 3.0167020E+000,-4.0006250E+001, 1.1840038E-003, 1.7764200E+002, 3.0257088E+000,-4.0006250E+001, 1.1920393E-003, 1.7689377E+002, 2.9950686E+000,-4.0006250E+001, 1.2086672E-003, 1.6830102E+002, 3.0029309E+000
-3.7241379E+001,-1.2467943E-003, 1.8623051E+002, 3.0161132E+000,-3.7241379E+001,-1.2260386E-003, 1.8234321E+002, 3.0249147E+000,-3.7241379E+001,-1.2130319E-003, 1.7614595E+002, 2.9848691E+000,-3.7241379E+001,-1.2027293E-003, 1.6919134E+002, 2.9825731E+000,-3.7241379E+001,-1.1813191E-003, 1.7400830E+002, 2.9795926E+000,-3.7241379E+001, 1.1583163E-003, 1.7674303E+002, 2.9921711E+000,-3.7241379E+001, 1.1697454E-003, 1.7238839E+002, 3.0076500E+000,-3.7241379E+001, 1.1865801E-003, 1.7973926E+002, 3.0177686E+000,-3.7241379E+001, 1.2036567E-003, 1.7645269E+002, 3.0248562E+000,-3.7241379E+001, 1.2142874E-003, 1.6819199E+002, 3.0233461E+000
-3.4482759E+001,-1.2407270E-003, 1.8539274E+002, 3.0483147E+000,-3.4482759E+001,-1.2229188E-003, 1.8174941E+002, 3.0324208E+000,-3.4482759E+001,-1.2115392E-003, 1.7383704E+002, 3.0018244E+000,-3.4482759E+001,-1.1992829E-003, 1.6957550E+002, 2.9731878E+000,-3.4482759E+001,-1.1775166E-003, 1.7405421E+002, 2.9684326E+000,-3.4482759E+001, 1.1590182E-003, 1.7941483E+002, 2.9726795E+000,-3.4482759E+001, 1.1739245E-003, 1.7561833E+002, 3.0235487E+000,-3.4482759E+001, 1.1861462E-003, 1.7867872E+002, 3.0202079E+000,-3.4482759E+001, 1.2072400E-003, 1.7546360E+002, 3.0184264E+000,-3.4482759E+001, 1.2185131E-003, 1.6815769E+002, 3.0203906E+000
-3.1724138E+001,-1.2345360E-003, 1.8321980E+002, 3.0648364E+000,-3.1724138E+001,-1.2176088E-003, 1.8066590E+002, 3.0220622E+000,-3.1724138E+001,-1.2062043E-003, 1.7391689E+002, 2.9954910E+000,-3.1724138E+001,-1.1933435E-003, 1.7054480E+002, 2.9722739E+000,-3.1724138E+001,-1.1718701E-003, 1.7402896E+002, 2.9685250E+000,-3.1724138E+001, 1.1660279E-003, 1.8300518E+002, 2.9916488E+000,-3.1724138E+001, 1.1803292E-003, 1.7918232E+002, 3.0529263E+000,-3.1724138E+001, 1.1897309E-003, 1.8026964E+002, 3.0208700E+000,-3.1724138E+001, 1.2099144E-003, 1.7595595E+002, 3.0619774E+000,-3.1724138E+001, 1.2229969E-003, 1.6755084E+002, 3.0288101E+000
-2.8965517E+001,-1.2274382E-003, 1.8147862E+002, 3.0674637E+000,-2.8965517E+001,-1.2124880E-003, 1.8086182E+002, 3.0194209E+000,-2.8965517E+001,-1.2011089E-003, 1.7413951E+002, 3.0115063E+000,-2.8965517E+001,-1.1879586E-003, 1.7122742E+002, 2.9786413E+000,-2.8965517E+001,-1.1641673E-003, 1.7398957E+002, 2.9522388E+000,-2.8965517E+001, 1.1712761E-003, 1.8506635E+002, 3.0175038E+000,-2.8965517E+001, 1.1870249E-003, 1.8137126E+002, 3.0322685E+000,-2.8965517E+001, 1.1945717E-003, 1.8503601E+002, 3.0461168E+000,-2.8965517E+001, 1.2140845E-003, 1.7348480E+002, 3.0494909E+000,-2.8965517E+001, 1.2267391E-003, 1.7021814E+002, 3.0265558E+000
-2.6206897E+001,-1.2189100E-003, 1.8111043E+002, 3.0296212E+000,-2.6206897E+001,-1.2063478E-003, 1.7921533E+002, 3.0103768E+000,-2.6206897E+001,-1.1946705E-003, 1.6739399E+002, 2.9951897E+000,-2.6206897E+001,-1.1834287E-003, 1.7442426E+002, 3.0135683E+000,-2.6206897E+001,-1.1637749E-003, 1.7275465E+002, 2.9715766E+000,-2.6206897E+001, 1.1773605E-003, 1.8652692E+002, 3.0118236E+000,-2.6206897E+001, 1.1928209E-003, 1.8564245E+002, 3.0623178E+000,-2.6206897E+001, 1.2026582E-003, 1.8807454E+002, 3.0480603E+000,-2.6206897E+001, 1.2186959E-003, 1.7451557E+002, 3.0352569E+000,-2.6206897E+001, 1.2339504E-003, 1.6940690E+002, 3.0321415E+000
-2.3448276E+001,-1.2114212E-003, 1.7814071E+002, 3.0385560E+000,-2.3448276E+001,-1.1988738E-003, 1.7523304E+002, 2.9700725E+000,-2.3448276E+001,-1.1939623E-003, 1.6636094E+002, 2.9956520E+000,-2.3448276E+001,-1.1796180E-003, 1.7250623E+002, 3.0082484E+000,-2.3448276E+001,-1.1627834E-003, 1.6710264E+002, 2.9602327E+000,-2.3448276E+001, 1.1819312E-003, 1.8768537E+002, 3.0268120E+000,-2.3448276E+001, 1.2008831E-003, 1.8548989E+002, 3.0612513E+000,-2.3448276E+001, 1.2082810E-003, 1.8682978E+002, 3.0292761E+000,-2.3448276E+001, 1.2226272E-003, 1.7826236E+002, 3.0493893E+000,-2.3448276E+001, 1.2387451E-003, 1.7006791E+002, 3.0060374E+000
-2.0689655E+001,-1.2068399E-003, 1.7513534E+002, 3.0309094E+000,-2.0689655E+001,-1.1925756E-003, 1.7659295E+002, 2.9760744E+000,-2.0689655E+001,-1.1885927E-003, 1.6559893E+002, 2.9903986E+000,-2.0689655E+001,-1.1716291E-003, 1.7047838E+002, 2.9974813E+000,-2.0689655E+001,-1.1623637E-003, 1.6451139E+002, 2.9726982E+000,-2.0689655E+001, 1.1854862E-003, 1.8465725E+002, 2.9906506E+000,-2.0689655E+001, 1.2065013E-003, 1.8837530E+002, 3.0790183E+000,-2.0689655E+001, 1.2131054E-003, 1.8539193E+002, 3.0147765E+000,-2.0689655E+001, 1.2279492E-003, 1.7776996E+002, 3.0320684E+000,-2.0689655E+001, 1.2435476E-003, 1.6645399E+002, 3.0021035E+000
-1.7931034E+001,-1.2003003E-003, 1.7437362E+002, 2.9876444E+000,-1.7931034E+001,-1.1842496E-003, 1.7631030E+002, 2.9678316E+000,-1.7931034E+001,-1.1846067E-003, 1.6472011E+002, 2.9531556E+000,-1.7931034E+001,-1.1648795E-003, 1.6919357E+002, 2.9897132E+000,-1.7931034E+001,-1.1564596E-003, 1.6483886E+002, 2.9541667E+000,-1.7931034E+001, 1.1909924E-003, 1.8337911E+002, 2.9942396E+000,-1.7931034E+001, 1.2118594E-003, 1.8965228E+002, 3.0720614E+000,-1.7931034E+001, 1.2149839E-003, 1.8361268E+002, 3.0000327E+000,-1.7931034E+001, 1.2333320E-003, 1.8002290E+002, 3.0447787E+000,-1.7931034E+001, 1.2483760E-003, 1.6090020E+002, 2.9618327E+000
-1.5172414E+001,-1.1928193E-003, 1.7226365E+002, 2.9873857E+000,-1.5172414E+001,-1.1845592E-003, 1.7601981E+002, 2.9915942E+000,-1.5172414E+001,-1.1801646E-003, 1.6568178E+002, 2.9428151E+000,-1.5172414E+001,-1.1618512E-003, 1.7118259E+002, 2.9975463E+000,-1.5172414E+001,-1.1519075E-003, 1.6363268E+002, 2.9335384E+000,-1.5172414E+001, 1.1957852E-003, 1.7831241E+002, 2.9905730E+000,-1.5172414E+001, 1.2173552E-003, 1.9056284E+002, 3.0530056E+000,-1.5172414E+001, 1.2187673E-003, 1.8502808E+002, 3.0102074E+000,-1.5172414E+001, 1.2356727E-003, 1.8043747E+002, 3.0302827E+000,-1.5172414E+001, 1.2500303E-003, 1.5935755E+002, 2.9542839E+000
