m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E-001,-1.1671700E-002, 8.1866725E+000, 3.1956271E+000, 2.0000000E-001,-1.1579171E-002, 8.4885333E+000, 3.1940552E+000, 2.0000000E-001,-1.1829292E-002, 8.0010692E+000, 3.1982231E+000, 2.0000000E-001,-1.1688446E-002, 8.1979684E+000, 3.1959118E+000, 2.0000000E-001,-1.1833136E-002, 8.0370051E+000, 3.1983023E+000, 2.0000000E-001, 4.7200928E-003, 7.9208582E+000, 3.0359883E+000, 2.0000000E-001, 4.6427342E-003, 7.5374788E+000, 3.0331303E+000, 2.0000000E-001, 4.5321889E-003, 7.0055065E+000, 3.0289291E+000, 2.0000000E-001, 4.6430737E-003, 7.5650505E+000, 3.0331188E+000, 2.0000000E-001, 4.6113940E-003, 7.2997034E+000, 3.0318997E+000
 2.9655172E-001,-1.1175851E-002, 8.5951632E+000, 3.1872263E+000, 2.9655172E-001,-1.1097976E-002, 8.8730703E+000, 3.1858444E+000, 2.9655172E-001,-1.1311099E-002, 8.3590252E+000, 3.1895541E+000, 2.9655172E-001,-1.1184863E-002, 8.6721018E+000, 3.1873731E+000, 2.9655172E-001,-1.1308063E-002, 8.4640974E+000, 3.1895024E+000, 2.9655172E-001, 4.9341459E-003, 8.2308768E+000, 3.0436671E+000, 2.9655172E-001, 4.8228073E-003, 7.7580138E+000, 3.0397351E+000, 2.9655172E-001, 4.7330202E-003, 7.0682162E+000, 3.0364173E+000, 2.9655172E-001, 4.8534493E-003, 7.8409535E+000, 3.0407872E+000, 2.9655172E-001, 4.8136114E-003, 7.4597535E+000, 3.0393546E+000
 3.9310345E-001,-1.0660010E-002, 9.1033319E+000, 3.1781142E+000, 3.9310345E-001,-1.0625795E-002, 9.3422297E+000, 3.1774443E+000, 3.9310345E-001,-1.0732803E-002, 8.8588342E+000, 3.1794285E+000, 3.9310345E-001,-1.0659727E-002, 9.2364489E+000, 3.1780910E+000, 3.9310345E-001,-1.0735256E-002, 9.0550624E+000, 3.1794572E+000, 3.9310345E-001, 5.1971259E-003, 8.6397066E+000, 3.0526988E+000, 3.9310345E-001, 5.0301688E-003, 7.8606917E+000, 3.0470507E+000, 3.9310345E-001, 5.0323317E-003, 7.2835726E+000, 3.0470872E+000, 3.9310345E-001, 5.1214623E-003, 8.0877052E+000, 3.0501499E+000, 3.9310345E-001, 5.1006425E-003, 7.4452041E+000, 3.0494392E+000
 4.8965517E-001,-1.0229567E-002, 9.5662344E+000, 3.1701948E+000, 4.8965517E-001,-1.0213714E-002, 9.8711601E+000, 3.1698438E+000, 4.8965517E-001,-1.0285485E-002, 9.4084831E+000, 3.1712375E+000, 4.8965517E-001,-1.0231970E-002, 9.6935170E+000, 3.1702316E+000, 4.8965517E-001,-1.0254714E-002, 9.5892311E+000, 3.1706355E+000, 4.8965517E-001, 5.4224213E-003, 8.9780717E+000, 3.0600919E+000, 4.8965517E-001, 5.2794765E-003, 8.0022582E+000, 3.0554481E+000, 4.8965517E-001, 5.2774663E-003, 7.5458119E+000, 3.0553553E+000, 4.8965517E-001, 5.3700759E-003, 8.1516494E+000, 3.0584487E+000, 4.8965517E-001, 5.3387374E-003, 7.5527869E+000, 3.0574580E+000
 5.8620690E-001,-9.8833486E-003, 9.9716077E+000, 3.1635887E+000, 5.8620690E-001,-9.8486193E-003, 1.0383324E+001, 3.1628705E+000, 5.8620690E-001,-9.8863834E-003, 9.8796982E+000, 3.1636445E+000, 5.8620690E-001,-9.8530377E-003, 1.0029289E+001, 3.1630008E+000, 5.8620690E-001,-9.8964312E-003, 9.9563056E+000, 3.1638071E+000, 5.8620690E-001, 5.6253733E-003, 9.1099029E+000, 3.0665220E+000, 5.8620690E-001, 5.5025551E-003, 8.2554952E+000, 3.0626383E+000, 5.8620690E-001, 5.5043614E-003, 7.4631346E+000, 3.0627145E+000, 5.8620690E-001, 5.6034986E-003, 8.5416415E+000, 3.0659061E+000, 5.8620690E-001, 5.6091491E-003, 7.6443646E+000, 3.0660924E+000
 6.8275862E-001,-9.5652633E-003, 1.0242773E+001, 3.1573378E+000, 6.8275862E-001,-9.5351540E-003, 1.0826986E+001, 3.1567075E+000, 6.8275862E-001,-9.5426667E-003, 1.0288293E+001, 3.1568824E+000, 6.8275862E-001,-9.5402552E-003, 1.0162759E+001, 3.1568436E+000, 6.8275862E-001,-9.5703429E-003, 1.0320559E+001, 3.1573957E+000, 6.8275862E-001, 5.8426846E-003, 9.2839464E+000, 3.0731477E+000, 6.8275862E-001, 5.7125587E-003, 8.4898855E+000, 3.0692031E+000, 6.8275862E-001, 5.7835929E-003, 7.4230276E+000, 3.0713965E+000, 6.8275862E-001, 5.8230712E-003, 9.0766789E+000, 3.0726441E+000, 6.8275862E-001, 5.8322624E-003, 8.0544748E+000, 3.0728975E+000
 7.7931034E-001,-9.2834411E-003, 1.0436421E+001, 3.1516453E+000, 7.7931034E-001,-9.2904713E-003, 1.1150657E+001, 3.1517609E+000, 7.7931034E-001,-9.2601015E-003, 1.0722121E+001, 3.1511595E+000, 7.7931034E-001,-9.3041857E-003, 1.0249278E+001, 3.1520651E+000, 7.7931034E-001,-9.2564318E-003, 1.0759138E+001, 3.1510432E+000, 7.7931034E-001, 6.0385490E-003, 9.4025890E+000, 3.0788701E+000, 7.7931034E-001, 5.9011365E-003, 8.5932947E+000, 3.0749211E+000, 7.7931034E-001, 5.9825336E-003, 7.6682994E+000, 3.0773544E+000, 7.7931034E-001, 6.0616183E-003, 9.4583831E+000, 3.0797048E+000, 7.7931034E-001, 6.0420092E-003, 8.4025915E+000, 3.0790927E+000
 8.7586207E-001,-9.0029935E-003, 1.0524235E+001, 3.1458164E+000, 8.7586207E-001,-9.0505710E-003, 1.1227315E+001, 3.1467903E+000, 8.7586207E-001,-9.0319679E-003, 1.0994067E+001, 3.1464102E+000, 8.7586207E-001,-9.0666001E-003, 1.0178023E+001, 3.1471444E+000, 8.7586207E-001,-8.9584388E-003, 1.1188126E+001, 3.1448396E+000, 8.7586207E-001, 6.2159194E-003, 9.5138117E+000, 3.0839960E+000, 8.7586207E-001, 6.1283819E-003, 8.5493084E+000, 3.0815359E+000, 8.7586207E-001, 6.1976092E-003, 7.9475535E+000, 3.0835445E+000, 8.7586207E-001, 6.2844160E-003, 9.8162318E+000, 3.0860337E+000, 8.7586207E-001, 6.2509166E-003, 8.7141486E+000, 3.0850760E+000
 9.7241379E-001,-8.8551537E-003, 1.0658917E+001, 3.1426682E+000, 9.7241379E-001,-8.8673597E-003, 1.1339449E+001, 3.1429145E+000, 9.7241379E-001,-8.8637673E-003, 1.1151244E+001, 3.1428445E+000, 9.7241379E-001,-8.8776958E-003, 1.0183782E+001, 3.1431480E+000, 9.7241379E-001,-8.7541428E-003, 1.1301661E+001, 3.1404823E+000, 9.7241379E-001, 6.3823599E-003, 9.6082336E+000, 3.0886776E+000, 9.7241379E-001, 6.2770672E-003, 8.6003124E+000, 3.0857445E+000, 9.7241379E-001, 6.3531866E-003, 8.1438284E+000, 3.0878895E+000, 9.7241379E-001, 6.4424034E-003, 1.0082350E+001, 3.0903896E+000, 9.7241379E-001, 6.4140275E-003, 8.8175263E+000, 3.0896142E+000
