m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E-002,-6.1629870E-001, 8.4341966E-001, 1.0000000E+000,-4.0012500E-002,-7.8931444E-001, 9.9889590E-001, 1.0000000E+000,-4.0012500E-002,-9.8996233E-001, 1.0054300E+000, 1.0000000E+000,-4.0012500E-002,-1.0541280E+000, 1.0415701E+000, 1.0000000E+000,-4.0012500E-002,-1.2797386E+000, 1.0195892E+000, 1.0000000E+000,-4.0012500E-002, 1.0983848E+000, 1.3061136E+000, 1.0000000E+000,-4.0012500E-002, 9.9753209E-001, 1.3204298E+000, 1.0000000E+000,-4.0012500E-002, 9.0156723E-001, 1.1859511E+000, 1.0000000E+000,-4.0012500E-002, 9.0451434E-001, 1.1956097E+000, 1.0000000E+000,-4.0012500E-002, 5.6363098E-001, 9.0013279E-001, 1.0000000E+000
-3.7241379E-002,-7.7900332E-001, 1.0108482E+000, 1.0000000E+000,-3.7241379E-002,-9.1059830E-001, 1.0987245E+000, 1.0000000E+000,-3.7241379E-002,-1.0836884E+000, 1.0388281E+000, 1.0000000E+000,-3.7241379E-002,-1.2477689E+000, 1.0934917E+000, 1.0000000E+000,-3.7241379E-002,-1.2688595E+000, 1.0869585E+000, 1.0000000E+000,-3.7241379E-002, 1.0040181E+000, 1.3273575E+000, 1.0000000E+000,-3.7241379E-002, 8.5926268E-001, 1.2848599E+000, 1.0000000E+000,-3.7241379E-002, 8.1234104E-001, 1.1588339E+000, 1.0000000E+000,-3.7241379E-002, 7.8711533E-001, 1.1401693E+000, 1.0000000E+000,-3.7241379E-002, 5.5298116E-001, 8.8743763E-001, 1.0000000E+000
-3.4482759E-002,-8.9128234E-001, 1.1098953E+000, 1.0000000E+000,-3.4482759E-002,-9.7782239E-001, 1.1392063E+000, 1.0000000E+000,-3.4482759E-002,-1.1832823E+000, 1.0558858E+000, 1.0000000E+000,-3.4482759E-002,-1.3041752E+000, 1.1071883E+000, 1.0000000E+000,-3.4482759E-002,-1.3011447E+000, 1.1732484E+000, 1.0000000E+000,-3.4482759E-002, 9.3890817E-001, 1.3040868E+000, 1.0000000E+000,-3.4482759E-002, 7.8694114E-001, 1.2336915E+000, 1.0000000E+000,-3.4482759E-002, 7.4305324E-001, 1.1224761E+000, 1.0000000E+000,-3.4482759E-002, 7.7989011E-001, 1.1027594E+000, 1.0000000E+000,-3.4482759E-002, 6.8807886E-001, 1.0436203E+000, 1.0000000E+000
-3.1724138E-002,-1.0015492E+000, 1.1740259E+000, 1.0000000E+000,-3.1724138E-002,-1.0432424E+000, 1.1597260E+000, 1.0000000E+000,-3.1724138E-002,-1.2831726E+000, 1.0734168E+000, 1.0000000E+000,-3.1724138E-002,-1.3253641E+000, 1.0543719E+000, 1.0000000E+000,-3.1724138E-002,-1.2793889E+000, 1.2272578E+000, 1.0000000E+000,-3.1724138E-002, 8.7315725E-001, 1.2631250E+000, 1.0000000E+000,-3.1724138E-002, 7.2340997E-001, 1.1665187E+000, 1.0000000E+000,-3.1724138E-002, 6.6854519E-001, 1.0590349E+000, 1.0000000E+000,-3.1724138E-002, 7.6863946E-001, 1.0185203E+000, 1.0000000E+000,-3.1724138E-002, 8.4312758E-001, 1.1865298E+000, 1.0000000E+000
-2.8965517E-002,-1.1032615E+000, 1.2138520E+000, 1.0000000E+000,-2.8965517E-002,-1.1448677E+000, 1.1761294E+000, 1.0000000E+000,-2.8965517E-002,-1.3542624E+000, 1.0436805E+000, 1.0000000E+000,-2.8965517E-002,-1.3738694E+000, 1.0551098E+000, 1.0000000E+000,-2.8965517E-002,-1.1424091E+000, 1.2061653E+000, 1.0000000E+000,-2.8965517E-002, 7.9577509E-001, 1.2000169E+000, 1.0000000E+000,-2.8965517E-002, 6.7461101E-001, 1.1101366E+000, 1.0000000E+000,-2.8965517E-002, 6.1536816E-001, 9.9661338E-001, 1.0000000E+000,-2.8965517E-002, 7.6332392E-001, 9.9510523E-001, 1.0000000E+000,-2.8965517E-002, 9.5042190E-001, 1.2675289E+000, 1.0000000E+000
-2.6206897E-002,-1.2634702E+000, 1.2372861E+000, 1.0000000E+000,-2.6206897E-002,-1.4338428E+000, 1.2080188E+000, 1.0000000E+000,-2.6206897E-002,-1.4263202E+000, 1.0733390E+000, 1.0000000E+000,-2.6206897E-002,-1.3028596E+000, 1.0341684E+000, 1.0000000E+000,-2.6206897E-002,-9.0877740E-001, 1.0841311E+000, 1.0000000E+000,-2.6206897E-002, 6.6969049E-001, 1.0884115E+000, 1.0000000E+000,-2.6206897E-002, 6.2744632E-001, 1.0393564E+000, 1.0000000E+000,-2.6206897E-002, 6.2381096E-001, 9.3124760E-001, 1.0000000E+000,-2.6206897E-002, 6.9895222E-001, 1.0328661E+000, 1.0000000E+000,-2.6206897E-002, 1.0062920E+000, 1.3046420E+000, 1.0000000E+000
-2.3448276E-002,-1.4213262E+000, 1.2249125E+000, 1.0000000E+000,-2.3448276E-002,-1.6568671E+000, 1.1894874E+000, 1.0000000E+000,-2.3448276E-002,-1.4657178E+000, 1.0674346E+000, 1.0000000E+000,-2.3448276E-002,-1.1605192E+000, 1.0564017E+000, 1.0000000E+000,-2.3448276E-002,-8.0553324E-001, 9.9807489E-001, 1.0000000E+000,-2.3448276E-002, 6.1569920E-001, 1.0374774E+000, 1.0000000E+000,-2.3448276E-002, 5.8085369E-001, 9.7063035E-001, 1.0000000E+000,-2.3448276E-002, 6.5675440E-001, 8.9864566E-001, 1.0000000E+000,-2.3448276E-002, 6.9111047E-001, 1.0882238E+000, 1.0000000E+000,-2.3448276E-002, 1.0098402E+000, 1.2864261E+000, 1.0000000E+000
-2.0689655E-002,-1.5422606E+000, 1.1753278E+000, 1.0000000E+000,-2.0689655E-002,-1.8395983E+000, 1.1556389E+000, 1.0000000E+000,-2.0689655E-002,-1.5264418E+000, 1.0365258E+000, 1.0000000E+000,-2.0689655E-002,-1.0351217E+000, 1.0619974E+000, 1.0000000E+000,-2.0689655E-002,-7.2700388E-001, 9.3675249E-001, 1.0000000E+000,-2.0689655E-002, 5.4537365E-001, 9.5032105E-001, 1.0000000E+000,-2.0689655E-002, 4.9892845E-001, 8.4610130E-001, 1.0000000E+000,-2.0689655E-002, 6.9412810E-001, 9.2810321E-001, 1.0000000E+000,-2.0689655E-002, 7.0865673E-001, 1.0899184E+000, 1.0000000E+000,-2.0689655E-002, 1.0402712E+000, 1.2566784E+000, 1.0000000E+000
-1.7931034E-002,-1.6407593E+000, 1.1178768E+000, 1.0000000E+000,-1.7931034E-002,-1.9428998E+000, 1.0974429E+000, 1.0000000E+000,-1.7931034E-002,-1.5965825E+000, 1.0188527E+000, 1.0000000E+000,-1.7931034E-002,-1.0181726E+000, 1.0432035E+000, 1.0000000E+000,-1.7931034E-002,-6.6685425E-001, 8.8291503E-001, 1.0000000E+000,-1.7931034E-002, 4.9226126E-001, 8.3939854E-001, 1.0000000E+000,-1.7931034E-002, 4.2518860E-001, 7.5616585E-001, 1.0000000E+000,-1.7931034E-002, 7.4847422E-001, 9.8474566E-001, 1.0000000E+000,-1.7931034E-002, 7.4766295E-001, 1.0856804E+000, 1.0000000E+000,-1.7931034E-002, 1.1206841E+000, 1.2489684E+000, 1.0000000E+000
-1.5172414E-002,-1.6876459E+000, 1.1028103E+000, 1.0000000E+000,-1.5172414E-002,-1.9325336E+000, 1.1168911E+000, 1.0000000E+000,-1.5172414E-002,-1.6236564E+000, 1.0336281E+000, 1.0000000E+000,-1.5172414E-002,-1.0467279E+000, 1.0436781E+000, 1.0000000E+000,-1.5172414E-002,-6.0097687E-001, 8.1643116E-001, 1.0000000E+000,-1.5172414E-002, 5.1762241E-001, 8.5731309E-001, 1.0000000E+000,-1.5172414E-002, 3.9615696E-001, 7.6617966E-001, 1.0000000E+000,-1.5172414E-002, 7.7841932E-001, 1.0536732E+000, 1.0000000E+000,-1.5172414E-002, 8.1168031E-001, 1.1074441E+000, 1.0000000E+000,-1.5172414E-002, 1.2366323E+000, 1.2261227E+000, 1.0000000E+000
