s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.2100575E+001, 0.0000000E+000, 1.0132500E+005, 1.1954478E+000
 1.0044643E+002,-7.7149811E+001, 9.5136019E+000, 1.0132804E+005, 1.1977537E+000
 2.0000000E+002,-6.8579237E+001, 1.8449098E+001, 1.0133258E+005, 1.1971568E+000
 3.0000000E+002,-6.6396392E+001, 1.8296427E+001, 1.0133647E+005, 1.1969968E+000
 4.0044643E+002,-6.5281496E+001, 1.8364054E+001, 1.0134026E+005, 1.1973607E+000
 5.0044643E+002,-6.5285922E+001, 1.8353895E+001, 1.0134403E+005, 1.1980720E+000
 6.0044643E+002,-6.2487098E+001, 1.8489928E+001, 1.0134769E+005, 1.1970200E+000
 7.0044643E+002,-5.9777954E+001, 1.8299306E+001, 1.0135106E+005, 1.1975169E+000
 8.0044643E+002,-5.9343437E+001, 1.8016485E+001, 1.0135433E+005, 1.1970269E+000
 9.0044643E+002,-5.9256120E+001, 1.7998717E+001, 1.0135759E+005, 1.1966397E+000
 1.0004464E+003,-5.9217073E+001, 1.8147970E+001, 1.0136085E+005, 1.1972962E+000
 1.1004464E+003,-5.9196512E+001, 1.8640678E+001, 1.0136407E+005, 1.1969261E+000
 1.2000000E+003,-5.8616349E+001, 1.8994760E+001, 1.0136723E+005, 1.1973578E+000
 1.3000000E+003,-5.7761327E+001, 1.9149922E+001, 1.0137032E+005, 1.1973395E+000
 1.4000000E+003,-5.7452911E+001, 1.9268056E+001, 1.0137334E+005, 1.1971599E+000
 1.5000000E+003,-5.7217403E+001, 1.9601333E+001, 1.0137633E+005, 1.1972371E+000
 1.6000000E+003,-5.7192874E+001, 1.9804741E+001, 1.0137929E+005, 1.1973422E+000
 1.7000000E+003,-5.7125083E+001, 2.0280349E+001, 1.0138221E+005, 1.1970767E+000
 1.8000000E+003,-5.6935257E+001, 2.0800514E+001, 1.0138509E+005, 1.1972164E+000
 1.9000000E+003,-5.6579038E+001, 2.1005226E+001, 1.0138791E+005, 1.1973041E+000
 2.0000000E+003,-5.6459749E+001, 2.1253132E+001, 1.0139070E+005, 1.1972244E+000
 2.1000000E+003,-5.6422645E+001, 2.1695179E+001, 1.0139346E+005, 1.1972988E+000
 2.2000000E+003,-5.6487321E+001, 2.2258866E+001, 1.0139617E+005, 1.1976599E+000
 2.3000000E+003,-5.6586453E+001, 2.2705456E+001, 1.0139885E+005, 1.1973742E+000
 2.4000000E+003,-5.6007932E+001, 2.2904839E+001, 1.0140149E+005, 1.1971480E+000
 2.5000000E+003,-5.5930106E+001, 2.3112085E+001, 1.0140409E+005, 1.1970267E+000
 2.6000000E+003,-5.5754056E+001, 2.3332962E+001, 1.0140665E+005, 1.1972634E+000
 2.7000000E+003,-5.5606728E+001, 2.3657756E+001, 1.0140918E+005, 1.1970637E+000
 2.8004464E+003,-5.5865136E+001, 2.4011774E+001, 1.0141169E+005, 1.1970833E+000
 2.9004464E+003,-5.5537995E+001, 2.4404254E+001, 1.0141418E+005, 1.1972962E+000
 3.0004464E+003,-5.5174794E+001, 2.4719258E+001, 1.0141660E+005, 1.1971126E+000
 3.1004464E+003,-5.5101646E+001, 2.4937566E+001, 1.0141898E+005, 1.1971315E+000
 3.2004464E+003,-5.4995946E+001, 2.5235872E+001, 1.0142133E+005, 1.1970921E+000
 3.3004464E+003,-5.4960411E+001, 2.5521609E+001, 1.0142365E+005, 1.1970388E+000
 3.4004464E+003,-5.5026995E+001, 2.5903460E+001, 1.0142595E+005, 1.1974377E+000
 3.5004464E+003,-5.4997699E+001, 2.6270194E+001, 1.0142822E+005, 1.1971525E+000
 3.6004464E+003,-5.4482951E+001, 2.6609779E+001, 1.0143044E+005, 1.1973276E+000
 3.7004464E+003,-5.4323130E+001, 2.6848072E+001, 1.0143261E+005, 1.1969704E+000
 3.8004464E+003,-5.4063110E+001, 2.7017660E+001, 1.0143475E+005, 1.1973260E+000
 3.9004464E+003,-5.3940017E+001, 2.7276938E+001, 1.0143686E+005, 1.1971490E+000
 4.0004464E+003,-5.3816714E+001, 2.7595575E+001, 1.0143893E+005, 1.1973041E+000
 4.1004464E+003,-5.3541884E+001, 2.7820012E+001, 1.0144097E+005, 1.1969241E+000
 4.2004464E+003,-5.3361465E+001, 2.8073254E+001, 1.0144296E+005, 1.1972396E+000
 4.3004464E+003,-5.3595491E+001, 2.8330659E+001, 1.0144494E+005, 1.1972919E+000
 4.4004464E+003,-5.3194981E+001, 2.8542331E+001, 1.0144690E+005, 1.1971747E+000
 4.5004464E+003,-5.2855717E+001, 2.8795573E+001, 1.0144880E+005, 1.1972280E+000
 4.6004464E+003,-5.2755331E+001, 2.9071194E+001, 1.0145067E+005, 1.1971860E+000
 4.7004464E+003,-5.2861822E+001, 2.9404365E+001, 1.0145251E+005, 1.1967272E+000
 4.8004464E+003,-5.2780440E+001, 2.9717879E+001, 1.0145433E+005, 1.1973529E+000
 4.9004464E+003,-5.2241367E+001, 2.9997792E+001, 1.0145611E+005, 1.1972087E+000
 5.0004464E+003,-5.1827517E+001, 3.0116227E+001, 1.0145782E+005, 1.1969538E+000
 5.1004464E+003,-5.1463011E+001, 3.0229489E+001, 1.0145950E+005, 1.1971306E+000
 5.2004464E+003,-5.1554453E+001, 3.0387774E+001, 1.0146116E+005, 1.1970963E+000
 5.3004464E+003,-5.1486165E+001, 3.0579195E+001, 1.0146280E+005, 1.1969518E+000
 5.4004464E+003,-5.0967897E+001, 3.0755996E+001, 1.0146442E+005, 1.1968174E+000
 5.5004464E+003,-5.0342853E+001, 3.0917497E+001, 1.0146597E+005, 1.1971490E+000
 5.6004464E+003,-5.0217417E+001, 3.1071734E+001, 1.0146748E+005, 1.1969084E+000
 5.7004464E+003,-5.0396988E+001, 3.1253903E+001, 1.0146897E+005, 1.1974421E+000
 5.8004464E+003,-5.0462362E+001, 3.1452812E+001, 1.0147046E+005, 1.1973623E+000
 5.9004464E+003,-5.0126312E+001, 3.1650967E+001, 1.0147193E+005, 1.1973788E+000
 6.0004464E+003,-4.9228084E+001, 3.1843985E+001, 1.0147333E+005, 1.1969221E+000
 6.1004464E+003,-4.9102686E+001, 3.2016509E+001, 1.0147467E+005, 1.1973842E+000
 6.2004464E+003,-4.9249428E+001, 3.2269191E+001, 1.0147600E+005, 1.1973091E+000
 6.3004464E+003,-4.9599016E+001, 3.2593423E+001, 1.0147733E+005, 1.1972453E+000
 6.4004464E+003,-4.9470241E+001, 3.2931780E+001, 1.0147864E+005, 1.1971564E+000
 6.5004464E+003,-4.9240711E+001, 3.3107935E+001, 1.0147991E+005, 1.1971524E+000
 6.6004464E+003,-4.8785744E+001, 3.3099764E+001, 1.0148115E+005, 1.1969945E+000
 6.7004464E+003,-4.8706964E+001, 3.3122193E+001, 1.0148237E+005, 1.1972242E+000
 6.8004464E+003,-4.8635115E+001, 3.3226563E+001, 1.0148358E+005, 1.1974041E+000
 6.9004464E+003,-4.8099338E+001, 3.3332163E+001, 1.0148476E+005, 1.1971529E+000
 7.0004464E+003,-4.7940561E+001, 3.3468895E+001, 1.0148590E+005, 1.1970680E+000
 7.1004464E+003,-4.8196381E+001, 3.3673252E+001, 1.0148703E+005, 1.1971818E+000
 7.2004464E+003,-4.7942790E+001, 3.3837030E+001, 1.0148814E+005, 1.1971852E+000
 7.3004464E+003,-4.7667179E+001, 3.3886306E+001, 1.0148923E+005, 1.1973152E+000
 7.4004464E+003,-4.7120147E+001, 3.3925331E+001, 1.0149027E+005, 1.1973684E+000
 7.5004464E+003,-4.7165880E+001, 3.4056026E+001, 1.0149129E+005, 1.1969347E+000
 7.6004464E+003,-4.7107227E+001, 3.4158406E+001, 1.0149230E+005, 1.1970660E+000
 7.7004464E+003,-4.7361102E+001, 3.4403680E+001, 1.0149330E+005, 1.1973281E+000
 7.8004464E+003,-4.7234821E+001, 3.4664206E+001, 1.0149430E+005, 1.1975612E+000
 7.9004464E+003,-4.6814113E+001, 3.4733529E+001, 1.0149525E+005, 1.1971059E+000
 8.0004464E+003,-4.6601535E+001, 3.4738143E+001, 1.0149618E+005, 1.1971943E+000
 8.1004464E+003,-4.6606098E+001, 3.4829665E+001, 1.0149709E+005, 1.1968430E+000
 8.2004464E+003,-4.6515397E+001, 3.5011598E+001, 1.0149800E+005, 1.1974983E+000
 8.3004464E+003,-4.6431199E+001, 3.5141472E+001, 1.0149888E+005, 1.1972313E+000
 8.4004464E+003,-4.6638000E+001, 3.5233012E+001, 1.0149976E+005, 1.1973831E+000
 8.5004464E+003,-4.6654603E+001, 3.5456817E+001, 1.0150063E+005, 1.1970750E+000
 8.6004464E+003,-4.6341529E+001, 3.5564507E+001, 1.0150148E+005, 1.1971969E+000
 8.7004464E+003,-4.6543073E+001, 3.5636743E+001, 1.0150232E+005, 1.1967523E+000
 8.8004464E+003,-4.6370212E+001, 3.5680386E+001, 1.0150315E+005, 1.1972490E+000
 8.9004464E+003,-4.6319465E+001, 3.5743810E+001, 1.0150397E+005, 1.1971643E+000
 9.0004464E+003,-4.5844838E+001, 3.5787288E+001, 1.0150477E+005, 1.1971732E+000
 9.1004464E+003,-4.5768760E+001, 3.5951500E+001, 1.0150554E+005, 1.1969663E+000
 9.2000000E+003,-4.5293471E+001, 3.6076219E+001, 1.0150627E+005, 1.1970897E+000
 9.3000000E+003,-4.5341874E+001, 3.6168013E+001, 1.0150698E+005, 1.1973865E+000
 9.4000000E+003,-4.5699174E+001, 3.6372438E+001, 1.0150770E+005, 1.1968177E+000
