s,Pa,kg/m3,kW,kW
 5.2000406E+002, 1.0290945E+005, 1.1406093E+000,-1.2524147E+001, 1.1798300E+001
 5.3002735E+002, 1.0291560E+005, 1.1429676E+000,-1.2485690E+001, 1.1802435E+001
 5.4001537E+002, 1.0292129E+005, 1.1427023E+000,-1.2483389E+001, 1.1856890E+001
 5.5003269E+002, 1.0292665E+005, 1.1405861E+000,-1.2486203E+001, 1.1906287E+001
 5.6002656E+002, 1.0293173E+005, 1.1426447E+000,-1.2517149E+001, 1.1935638E+001
 5.7001298E+002, 1.0293699E+005, 1.1425168E+000,-1.2517506E+001, 1.1935568E+001
 5.8001349E+002, 1.0294183E+005, 1.1424576E+000,-1.2448069E+001, 1.1958479E+001
 5.9001010E+002, 1.0294617E+005, 1.1407922E+000,-1.2476541E+001, 1.2001088E+001
 6.0000298E+002, 1.0295045E+005, 1.1418301E+000,-1.2463351E+001, 1.1960240E+001
 6.1001759E+002, 1.0295470E+005, 1.1420089E+000,-1.2439887E+001, 1.1989654E+001
 6.2000116E+002, 1.0295885E+005, 1.1427762E+000,-1.2460851E+001, 1.2029719E+001
 6.3000362E+002, 1.0296302E+005, 1.1422830E+000,-1.2488395E+001, 1.2025361E+001
 6.4001054E+002, 1.0296701E+005, 1.1416669E+000,-1.2432361E+001, 1.2045533E+001
 6.5000422E+002, 1.0297031E+005, 1.1428144E+000,-1.2396115E+001, 1.2055167E+001
 6.6002797E+002, 1.0297347E+005, 1.1428485E+000,-1.2346876E+001, 1.2026145E+001
 6.7001842E+002, 1.0297647E+005, 1.1381757E+000,-1.2342675E+001, 1.2033357E+001
 6.8001465E+002, 1.0297940E+005, 1.1367485E+000,-1.2371424E+001, 1.2097933E+001
 6.9001804E+002, 1.0298220E+005, 1.1436474E+000,-1.2524657E+001, 1.2207293E+001
 7.0002101E+002, 1.0298531E+005, 1.1453204E+000,-1.2464694E+001, 1.2172415E+001
 7.1002466E+002, 1.0298761E+005, 1.1485492E+000,-1.2269079E+001, 1.2089584E+001
 7.2001812E+002, 1.0298952E+005, 1.1418538E+000,-1.2211430E+001, 1.2088856E+001
 7.3002930E+002, 1.0299100E+005, 1.1429739E+000,-1.2198209E+001, 1.2092212E+001
 7.4003135E+002, 1.0299254E+005, 1.1405238E+000,-1.2232267E+001, 1.2129209E+001
 7.5002996E+002, 1.0299383E+005, 1.1430282E+000,-1.2307338E+001, 1.2219646E+001
 7.6000387E+002, 1.0299542E+005, 1.1402789E+000,-1.2303990E+001, 1.2159453E+001
 7.7002974E+002, 1.0299684E+005, 1.1403068E+000,-1.2304215E+001, 1.2232136E+001
 7.8002450E+002, 1.0299741E+005, 1.1469366E+000,-1.2207531E+001, 1.2269918E+001
 7.9002082E+002, 1.0299749E+005, 1.1414505E+000,-1.2170203E+001, 1.2184582E+001
 8.0000559E+002, 1.0299801E+005, 1.1385318E+000,-1.2147029E+001, 1.2207687E+001
 8.1001128E+002, 1.0299819E+005, 1.1434098E+000,-1.2200728E+001, 1.2240101E+001
 8.2002115E+002, 1.0299862E+005, 1.1398616E+000,-1.2227684E+001, 1.2214684E+001
 8.3002640E+002, 1.0299936E+005, 1.1354109E+000,-1.2164108E+001, 1.2149790E+001
 8.4001845E+002, 1.0299979E+005, 1.1405887E+000,-1.2033963E+001, 1.2124288E+001
 8.5002414E+002, 1.0299856E+005, 1.1428907E+000,-1.1901930E+001, 1.2219099E+001
 8.6002784E+002, 1.0299669E+005, 1.1425094E+000,-1.2018918E+001, 1.2269481E+001
 8.7001470E+002, 1.0299644E+005, 1.1440886E+000,-1.2083244E+001, 1.2113486E+001
 8.8001501E+002, 1.0299705E+005, 1.1377823E+000,-1.2099568E+001, 1.2125853E+001
 8.9002206E+002, 1.0299679E+005, 1.1398795E+000,-1.2059651E+001, 1.2234124E+001
 9.0002238E+002, 1.0299595E+005, 1.1387007E+000,-1.2121211E+001, 1.2327525E+001
 9.1001413E+002, 1.0299441E+005, 1.1378961E+000,-1.2075064E+001, 1.2418617E+001
 9.2003094E+002, 1.0299199E+005, 1.1405804E+000,-1.2029247E+001, 1.2412332E+001
 9.3001798E+002, 1.0298984E+005, 1.1415998E+000,-1.1993738E+001, 1.2280142E+001
 9.4001291E+002, 1.0298838E+005, 1.1391913E+000,-1.2129793E+001, 1.2392729E+001
 9.5002026E+002, 1.0298676E+005, 1.1415178E+000,-1.2191906E+001, 1.2477574E+001
 9.6002696E+002, 1.0298486E+005, 1.1412299E+000,-1.2119396E+001, 1.2444819E+001
 9.7001665E+002, 1.0298294E+005, 1.1421545E+000,-1.2036957E+001, 1.2336873E+001
 9.8001397E+002, 1.0298106E+005, 1.1403314E+000,-1.2067518E+001, 1.2394133E+001
 9.9000378E+002, 1.0297872E+005, 1.1407709E+000,-1.2150633E+001, 1.2535987E+001
 1.0000280E+003, 1.0297586E+005, 1.1400725E+000,-1.2142304E+001, 1.2564582E+001
 1.0100230E+003, 1.0297337E+005, 1.1384060E+000,-1.2059769E+001, 1.2460589E+001
 1.0200311E+003, 1.0297089E+005, 1.1451786E+000,-1.2014715E+001, 1.2371350E+001
 1.0300006E+003, 1.0296822E+005, 1.1393396E+000,-1.2075283E+001, 1.2511153E+001
 1.0400171E+003, 1.0296573E+005, 1.1390000E+000,-1.2168026E+001, 1.2506436E+001
 1.0500036E+003, 1.0296325E+005, 1.1487251E+000,-1.2106249E+001, 1.2552323E+001
 1.0600257E+003, 1.0296107E+005, 1.1423386E+000,-1.2093480E+001, 1.2471395E+001
 1.0700160E+003, 1.0295829E+005, 1.1384561E+000,-1.2048487E+001, 1.2540327E+001
 1.0800121E+003, 1.0295462E+005, 1.1445746E+000,-1.2102527E+001, 1.2686807E+001
 1.0900328E+003, 1.0295047E+005, 1.1400953E+000,-1.2009266E+001, 1.2684774E+001
 1.1000212E+003, 1.0294533E+005, 1.1473244E+000,-1.1929783E+001, 1.2729483E+001
 1.1100248E+003, 1.0293901E+005, 1.1414863E+000,-1.1845336E+001, 1.2757774E+001
 1.1200230E+003, 1.0293163E+005, 1.1424850E+000,-1.1797360E+001, 1.2926772E+001
 1.1300023E+003, 1.0292424E+005, 1.1324801E+000,-1.1715503E+001, 1.2743664E+001
 1.1400036E+003, 1.0291665E+005, 1.1324410E+000,-1.1727704E+001, 1.2911771E+001
 1.1500178E+003, 1.0290737E+005, 1.1411122E+000,-1.1777445E+001, 1.3137902E+001
 1.1600207E+003, 1.0289785E+005, 1.1412893E+000,-1.1804575E+001, 1.2966812E+001
 1.1700119E+003, 1.0289015E+005, 1.1445696E+000,-1.1737972E+001, 1.2941694E+001
 1.1800039E+003, 1.0288063E+005, 1.1375830E+000,-1.1765602E+001, 1.3023248E+001
 1.1900001E+003, 1.0287201E+005, 1.1392846E+000,-1.1880432E+001, 1.3045686E+001
 1.2000007E+003, 1.0286265E+005, 1.1362743E+000,-1.1900747E+001, 1.3208042E+001
 1.2100185E+003, 1.0285253E+005, 1.1317357E+000,-1.2080970E+001, 1.3448444E+001
 1.2200110E+003, 1.0284197E+005, 1.1352478E+000,-1.2332453E+001, 1.3551853E+001
 1.2300250E+003, 1.0283356E+005, 1.1379149E+000,-1.1992664E+001, 1.3146747E+001
 1.2400061E+003, 1.0282461E+005, 1.1383252E+000,-1.1884754E+001, 1.3075350E+001
 1.2500214E+003, 1.0281538E+005, 1.1354455E+000,-1.1715482E+001, 1.2952423E+001
 1.2600041E+003, 1.0280627E+005, 1.1416041E+000,-1.1707046E+001, 1.2862999E+001
 1.2700089E+003, 1.0279735E+005, 1.1378176E+000,-1.1640724E+001, 1.2829262E+001
 1.2800184E+003, 1.0278910E+005, 1.1358393E+000,-1.1740143E+001, 1.2742925E+001
 1.2900211E+003, 1.0278191E+005, 1.1345162E+000,-1.1828094E+001, 1.2761412E+001
 1.3000304E+003, 1.0277446E+005, 1.1372077E+000,-1.1873348E+001, 1.2906590E+001
 1.3100250E+003, 1.0276669E+005, 1.1360626E+000,-1.1932815E+001, 1.2945013E+001
 1.3200300E+003, 1.0275956E+005, 1.1374361E+000,-1.1919596E+001, 1.2790153E+001
 1.3300018E+003, 1.0275318E+005, 1.1344999E+000,-1.1883586E+001, 1.2767485E+001
 1.3400309E+003, 1.0274626E+005, 1.1346236E+000,-1.1880371E+001, 1.2824891E+001
 1.3500041E+003, 1.0273926E+005, 1.1338076E+000,-1.1871699E+001, 1.2788382E+001
 1.3600158E+003, 1.0273263E+005, 1.1374954E+000,-1.1931598E+001, 1.2758966E+001
 1.3700203E+003, 1.0272673E+005, 1.1358989E+000,-1.1986058E+001, 1.2794259E+001
 1.3800008E+003, 1.0272053E+005, 1.1384437E+000,-1.1996964E+001, 1.2789479E+001
 1.3900185E+003, 1.0271466E+005, 1.1360593E+000,-1.1950369E+001, 1.2718689E+001
 1.3930000E+003, 1.0271106E+005, 1.1379046E+000,-1.1942850E+001, 1.2675091E+001
