m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E-001,-4.9149784E-001, 1.5801634E+001, 3.7820443E+000, 2.0000000E-001,-4.8667858E-001, 1.6528955E+001, 3.7786543E+000, 2.0000000E-001,-4.8701542E-001, 1.6100857E+001, 3.7788993E+000, 2.0000000E-001,-4.9248004E-001, 1.5348789E+001, 3.7827237E+000, 2.0000000E-001,-4.8680945E-001, 1.6622299E+001, 3.7787832E+000, 2.0000000E-001, 2.3497854E-001, 1.5286445E+001, 3.7132588E+000, 2.0000000E-001, 2.3657552E-001, 1.5392620E+001, 3.7141960E+000, 2.0000000E-001, 2.3607278E-001, 1.6024391E+001, 3.7139229E+000, 2.0000000E-001, 2.3448715E-001, 1.5054350E+001, 3.7129872E+000, 2.0000000E-001, 2.3745331E-001, 1.6052526E+001, 3.7147341E+000
 2.9655172E-001,-4.7250075E-001, 1.6289000E+001, 3.7686582E+000, 2.9655172E-001,-4.6822013E-001, 1.7596545E+001, 3.7655702E+000, 2.9655172E-001,-4.6930549E-001, 1.6917149E+001, 3.7663609E+000, 2.9655172E-001,-4.7348724E-001, 1.6046054E+001, 3.7693541E+000, 2.9655172E-001,-4.6925911E-001, 1.7404472E+001, 3.7663396E+000, 2.9655172E-001, 2.4113267E-001, 1.6170428E+001, 3.7167851E+000, 2.9655172E-001, 2.4394914E-001, 1.5932097E+001, 3.7183581E+000, 2.9655172E-001, 2.4258363E-001, 1.6676545E+001, 3.7176296E+000, 2.9655172E-001, 2.4100587E-001, 1.5075475E+001, 3.7167261E+000, 2.9655172E-001, 2.4406801E-001, 1.6906935E+001, 3.7184623E+000
 3.9310345E-001,-4.5057981E-001, 1.7666240E+001, 3.7527444E+000, 3.9310345E-001,-4.4852414E-001, 1.9008956E+001, 3.7512142E+000, 3.9310345E-001,-4.5022772E-001, 1.8073692E+001, 3.7524849E+000, 3.9310345E-001,-4.5242703E-001, 1.7572849E+001, 3.7540975E+000, 3.9310345E-001,-4.5012848E-001, 1.8370473E+001, 3.7524083E+000, 3.9310345E-001, 2.4946472E-001, 1.6640068E+001, 3.7213514E+000, 3.9310345E-001, 2.5263380E-001, 1.6808330E+001, 3.7230318E+000, 3.9310345E-001, 2.5120451E-001, 1.7051084E+001, 3.7223040E+000, 3.9310345E-001, 2.4958949E-001, 1.5375894E+001, 3.7214414E+000, 3.9310345E-001, 2.5151369E-001, 1.7697380E+001, 3.7224737E+000
 4.8965517E-001,-4.3338301E-001, 1.9256528E+001, 3.7398821E+000, 4.8965517E-001,-4.3336153E-001, 2.0240997E+001, 3.7398660E+000, 4.8965517E-001,-4.3395937E-001, 1.9330144E+001, 3.7403184E+000, 4.8965517E-001,-4.3477316E-001, 1.9072927E+001, 3.7409343E+000, 4.8965517E-001,-4.3449810E-001, 1.9403969E+001, 3.7407278E+000, 4.8965517E-001, 2.5771509E-001, 1.7061727E+001, 3.7256520E+000, 4.8965517E-001, 2.6019752E-001, 1.7532357E+001, 3.7269308E+000, 4.8965517E-001, 2.5998588E-001, 1.7736405E+001, 3.7268283E+000, 4.8965517E-001, 2.5832686E-001, 1.5950625E+001, 3.7259967E+000, 4.8965517E-001, 2.5964497E-001, 1.7585888E+001, 3.7266727E+000
 5.8620690E-001,-4.2016616E-001, 2.0686676E+001, 3.7297559E+000, 5.8620690E-001,-4.2109231E-001, 2.1356703E+001, 3.7304809E+000, 5.8620690E-001,-4.2092513E-001, 2.0559279E+001, 3.7303511E+000, 5.8620690E-001,-4.2140086E-001, 2.0186680E+001, 3.7307111E+000, 5.8620690E-001,-4.2023928E-001, 2.0494066E+001, 3.7298158E+000, 5.8620690E-001, 2.6547580E-001, 1.7665587E+001, 3.7295230E+000, 5.8620690E-001, 2.6824664E-001, 1.7555961E+001, 3.7308727E+000, 5.8620690E-001, 2.6815828E-001, 1.8615048E+001, 3.7308363E+000, 5.8620690E-001, 2.6622152E-001, 1.6698283E+001, 3.7298955E+000, 5.8620690E-001, 2.6789731E-001, 1.7400434E+001, 3.7307100E+000
 6.8275862E-001,-4.0823807E-001, 2.1687402E+001, 3.7204421E+000, 6.8275862E-001,-4.0961967E-001, 2.2286563E+001, 3.7215360E+000, 6.8275862E-001,-4.0920476E-001, 2.1458938E+001, 3.7212022E+000, 6.8275862E-001,-4.0961708E-001, 2.1410765E+001, 3.7215214E+000, 6.8275862E-001,-4.0843921E-001, 2.1641716E+001, 3.7205904E+000, 6.8275862E-001, 2.7300355E-001, 1.8076118E+001, 3.7331087E+000, 6.8275862E-001, 2.7668212E-001, 1.8427355E+001, 3.7348167E+000, 6.8275862E-001, 2.7513750E-001, 1.9111947E+001, 3.7341150E+000, 6.8275862E-001, 2.7536854E-001, 1.7298867E+001, 3.7342138E+000, 6.8275862E-001, 2.7571019E-001, 1.7597996E+001, 3.7343679E+000
 7.7931034E-001,-3.9693194E-001, 2.2302681E+001, 3.7114408E+000, 7.7931034E-001,-3.9863011E-001, 2.2917332E+001, 3.7128143E+000, 7.7931034E-001,-3.9888220E-001, 2.1968205E+001, 3.7129986E+000, 7.7931034E-001,-3.9906838E-001, 2.2267492E+001, 3.7131456E+000, 7.7931034E-001,-3.9731066E-001, 2.2535732E+001, 3.7117321E+000, 7.7931034E-001, 2.8051812E-001, 1.8500603E+001, 3.7365494E+000, 7.7931034E-001, 2.8288318E-001, 1.9694611E+001, 3.7376043E+000, 7.7931034E-001, 2.8248932E-001, 2.0084689E+001, 3.7374204E+000, 7.7931034E-001, 2.8308608E-001, 1.7930661E+001, 3.7376839E+000, 7.7931034E-001, 2.8417464E-001, 1.8241854E+001, 3.7381423E+000
 8.7586207E-001,-3.8770966E-001, 2.2517874E+001, 3.7039542E+000, 8.7586207E-001,-3.8845923E-001, 2.2995682E+001, 3.7045815E+000, 8.7586207E-001,-3.9023850E-001, 2.2331936E+001, 3.7060210E+000, 8.7586207E-001,-3.8923244E-001, 2.2812491E+001, 3.7051920E+000, 8.7586207E-001,-3.8757472E-001, 2.2755137E+001, 3.7038383E+000, 8.7586207E-001, 2.8733696E-001, 1.8960479E+001, 3.7395332E+000, 8.7586207E-001, 2.9025153E-001, 2.0257975E+001, 3.7407751E+000, 8.7586207E-001, 2.8940944E-001, 2.0389655E+001, 3.7404175E+000, 8.7586207E-001, 2.9006432E-001, 1.8956589E+001, 3.7406948E+000, 8.7586207E-001, 2.9101085E-001, 1.9277404E+001, 3.7410802E+000
 9.7241379E-001,-3.7989287E-001, 2.2508318E+001, 3.6975296E+000, 9.7241379E-001,-3.8111884E-001, 2.3054718E+001, 3.6985501E+000, 9.7241379E-001,-3.8283554E-001, 2.2488714E+001, 3.6999551E+000, 9.7241379E-001,-3.8254078E-001, 2.3255722E+001, 3.6997107E+000, 9.7241379E-001,-3.7961903E-001, 2.3002692E+001, 3.6972931E+000, 9.7241379E-001, 2.9262380E-001, 1.9448084E+001, 3.7417557E+000, 9.7241379E-001, 2.9542022E-001, 2.0412154E+001, 3.7429258E+000, 9.7241379E-001, 2.9467908E-001, 2.0529939E+001, 3.7426176E+000, 9.7241379E-001, 2.9596007E-001, 1.9412676E+001, 3.7431453E+000, 9.7241379E-001, 2.9547863E-001, 1.9997229E+001, 3.7429412E+000
