s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-7.2864000E-001, 7.2864000E-001, 1.0132500E+005, 1.1794096E+000
 1.0141547E-002,-2.6880800E-001, 2.7065485E-001, 1.0132297E+005, 1.1798754E+000
 2.0283094E-002,-1.1367507E-001, 1.1468687E-001, 1.0131990E+005, 1.1811728E+000
 3.0424640E-002,-9.6031490E-002, 9.6650511E-002, 1.0131829E+005, 1.1816261E+000
 4.0083256E-002,-9.2130922E-002, 9.2521781E-002, 1.0131730E+005, 1.1817355E+000
 5.0224803E-002,-9.1258538E-002, 9.1502219E-002, 1.0131668E+005, 1.1817639E+000
 6.0366350E-002,-9.1075031E-002, 9.1223916E-002, 1.0131628E+005, 1.1817725E+000
 7.0024966E-002,-9.1050745E-002, 9.1142419E-002, 1.0131605E+005, 1.1817754E+000
 8.0166513E-002,-9.1055822E-002, 9.1112312E-002, 1.0131590E+005, 1.1817767E+000
 9.0308059E-002,-9.1063807E-002, 9.1098161E-002, 1.0131581E+005, 1.1817774E+000
 1.0044961E-001,-9.1069810E-002, 9.1090700E-002, 1.0131576E+005, 1.1817778E+000
 1.1010822E-001,-9.1073656E-002, 9.1086499E-002, 1.0131573E+005, 1.1817780E+000
 1.2024977E-001,-9.1076073E-002, 9.1083985E-002, 1.0131571E+005, 1.1817781E+000
 1.3039132E-001,-9.1077607E-002, 9.1082420E-002, 1.0131569E+005, 1.1817782E+000
 1.4004993E-001,-9.1078527E-002, 9.1081487E-002, 1.0131569E+005, 1.1817782E+000
 1.5019148E-001,-9.1079092E-002, 9.1080916E-002, 1.0131568E+005, 1.1817783E+000
 1.6033303E-001,-9.1079447E-002, 9.1080558E-002, 1.0131568E+005, 1.1817783E+000
 1.7047457E-001,-9.1079663E-002, 9.1080339E-002, 1.0131568E+005, 1.1817783E+000
 1.8013319E-001,-9.1079793E-002, 9.1080209E-002, 1.0131568E+005, 1.1817783E+000
 1.9027473E-001,-9.1079872E-002, 9.1080129E-002, 1.0131567E+005, 1.1817783E+000
 2.0041628E-001,-9.1079922E-002, 9.1080079E-002, 1.0131567E+005, 1.1817783E+000
 2.1007490E-001,-9.1079952E-002, 9.1080048E-002, 1.0131567E+005, 1.1817783E+000
 2.2021644E-001,-9.1079970E-002, 9.1080030E-002, 1.0131567E+005, 1.1817783E+000
 2.3035799E-001,-9.1079982E-002, 9.1080018E-002, 1.0131567E+005, 1.1817783E+000
 2.4001661E-001,-9.1079989E-002, 9.1080011E-002, 1.0131567E+005, 1.1817783E+000
 2.5015815E-001,-9.1079993E-002, 9.1080007E-002, 1.0131567E+005, 1.1817783E+000
 2.6029970E-001,-9.1079996E-002, 9.1080004E-002, 1.0131567E+005, 1.1817783E+000
 2.7044125E-001,-9.1079997E-002, 9.1080003E-002, 1.0131567E+005, 1.1817783E+000
 2.8009986E-001,-9.1079998E-002, 9.1080002E-002, 1.0131567E+005, 1.1817783E+000
 2.9024141E-001,-9.1079999E-002, 9.1080001E-002, 1.0131567E+005, 1.1817783E+000
 3.0000000E-001,-9.1079999E-002, 9.1080001E-002, 1.0131567E+005, 1.1817783E+000
