m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0000000E-001,-6.3341996E-002, 8.7053298E+000, 3.6355935E+000,-4.0000000E-001,-6.1139675E-002, 8.7015439E+000, 3.6267815E+000,-4.0000000E-001,-6.2424497E-002, 7.8258837E+000, 3.6320781E+000,-4.0000000E-001,-6.5490761E-002, 7.7850374E+000, 3.6442016E+000,-4.0000000E-001,-6.6682677E-002, 7.9149008E+000, 3.6488843E+000,-4.0000000E-001, 5.6445426E-002, 8.7673102E+000, 3.6325026E+000,-4.0000000E-001, 5.7803360E-002, 8.1956538E+000, 3.6378783E+000,-4.0000000E-001, 5.4537334E-002, 8.0221138E+000, 3.6257877E+000,-4.0000000E-001, 5.3596308E-002, 8.2709527E+000, 3.6222640E+000,-4.0000000E-001, 5.3221813E-002, 8.7179189E+000, 3.6207516E+000
-3.7241379E-001,-6.2656714E-002, 8.9121549E+000, 3.6328733E+000,-3.7241379E-001,-6.0366306E-002, 8.7343079E+000, 3.6235968E+000,-3.7241379E-001,-6.2323081E-002, 7.6924497E+000, 3.6316706E+000,-3.7241379E-001,-6.5148027E-002, 7.8266823E+000, 3.6428695E+000,-3.7241379E-001,-6.5926700E-002, 7.9370886E+000, 3.6459401E+000,-3.7241379E-001, 5.7577675E-002, 8.8835229E+000, 3.6365470E+000,-3.7241379E-001, 5.8736149E-002, 8.1525234E+000, 3.6411676E+000,-3.7241379E-001, 5.5288245E-002, 8.1373705E+000, 3.6286427E+000,-3.7241379E-001, 5.4147648E-002, 8.3094015E+000, 3.6242898E+000,-3.7241379E-001, 5.3122850E-002, 8.5996209E+000, 3.6201088E+000
-3.4482759E-001,-6.1940281E-002, 9.0620702E+000, 3.6300866E+000,-3.4482759E-001,-5.9449904E-002, 8.5736479E+000, 3.6197373E+000,-3.4482759E-001,-6.2161440E-002, 7.8887507E+000, 3.6309959E+000,-3.4482759E-001,-6.4373601E-002, 7.9037041E+000, 3.6398446E+000,-3.4482759E-001,-6.5253290E-002, 8.1299341E+000, 3.6432534E+000,-3.4482759E-001, 5.8486207E-002, 8.9370158E+000, 3.6398288E+000,-3.4482759E-001, 5.9568935E-002, 8.3349517E+000, 3.6440641E+000,-3.4482759E-001, 5.5690775E-002, 8.1882466E+000, 3.6300720E+000,-3.4482759E-001, 5.4568071E-002, 8.3327188E+000, 3.6257892E+000,-3.4482759E-001, 5.3026735E-002, 8.2412974E+000, 3.6194749E+000
-3.1724138E-001,-6.1152245E-002, 8.9786791E+000, 3.6269142E+000,-3.1724138E-001,-5.8748261E-002, 8.5722430E+000, 3.6167873E+000,-3.1724138E-001,-6.2139421E-002, 7.9889584E+000, 3.6310571E+000,-3.1724138E-001,-6.3962598E-002, 8.1984835E+000, 3.6381847E+000,-3.1724138E-001,-6.4367017E-002, 8.1962782E+000, 3.6397577E+000,-3.1724138E-001, 5.9172871E-002, 9.1120110E+000, 3.6423445E+000,-3.1724138E-001, 6.0249666E-002, 8.4304052E+000, 3.6464162E+000,-3.1724138E-001, 5.6514907E-002, 8.3708547E+000, 3.6330393E+000,-3.1724138E-001, 5.4990316E-002, 8.3109876E+000, 3.6273358E+000,-3.1724138E-001, 5.3362347E-002, 8.1818476E+000, 3.6207470E+000
-2.8965517E-001,-6.0233747E-002, 8.7637928E+000, 3.6230730E+000,-2.8965517E-001,-5.8125746E-002, 8.6281518E+000, 3.6141535E+000,-2.8965517E-001,-6.1945440E-002, 8.0641069E+000, 3.6303624E+000,-2.8965517E-001,-6.3320122E-002, 8.3994752E+000, 3.6355437E+000,-2.8965517E-001,-6.3405800E-002, 8.1332268E+000, 3.6359233E+000,-2.8965517E-001, 5.9648144E-002, 9.1640079E+000, 3.6440762E+000,-2.8965517E-001, 6.0909242E-002, 8.3921380E+000, 3.6486886E+000,-2.8965517E-001, 5.7562518E-002, 8.5820077E+000, 3.6368489E+000,-2.8965517E-001, 5.5728330E-002, 8.3703644E+000, 3.6300358E+000,-2.8965517E-001, 5.4048482E-002, 8.5606076E+000, 3.6235101E+000
-2.6206897E-001,-5.9491272E-002, 8.6705465E+000, 3.6199721E+000,-2.6206897E-001,-5.7376643E-002, 8.5960285E+000, 3.6108559E+000,-2.6206897E-001,-6.1149715E-002, 8.0635735E+000, 3.6271726E+000,-2.6206897E-001,-6.2490271E-002, 8.4613699E+000, 3.6321243E+000,-2.6206897E-001,-6.2502578E-002, 8.0771893E+000, 3.6322590E+000,-2.6206897E-001, 6.0146580E-002, 9.1189320E+000, 3.6458659E+000,-2.6206897E-001, 6.1625398E-002, 8.4641995E+000, 3.6510673E+000,-2.6206897E-001, 5.8581102E-002, 8.7138145E+000, 3.6404427E+000,-2.6206897E-001, 5.6359218E-002, 8.3703956E+000, 3.6323982E+000,-2.6206897E-001, 5.4776211E-002, 8.7481088E+000, 3.6264249E+000
-2.3448276E-001,-5.8457280E-002, 8.5784521E+000, 3.6155801E+000,-2.3448276E-001,-5.6798712E-002, 8.5575386E+000, 3.6083136E+000,-2.3448276E-001,-6.0393553E-002, 8.2140126E+000, 3.6240939E+000,-2.3448276E-001,-6.1441572E-002, 8.3807920E+000, 3.6277891E+000,-2.3448276E-001,-6.1479213E-002, 8.0253031E+000, 3.6281089E+000,-2.3448276E-001, 6.0703378E-002, 9.0274652E+000, 3.6477402E+000,-2.3448276E-001, 6.1731893E-002, 8.1945486E+000, 3.6514206E+000,-2.3448276E-001, 5.9326840E-002, 8.7399797E+000, 3.6430385E+000,-2.3448276E-001, 5.6995794E-002, 8.3244074E+000, 3.6347528E+000,-2.3448276E-001, 5.5424229E-002, 8.8101600E+000, 3.6289582E+000
-2.0689655E-001,-5.7475031E-002, 8.5067406E+000, 3.6112818E+000,-2.0689655E-001,-5.6479769E-002, 8.7028622E+000, 3.6070422E+000,-2.0689655E-001,-5.9683895E-002, 8.4029530E+000, 3.6210712E+000,-2.0689655E-001,-6.0705767E-002, 8.3673335E+000, 3.6246924E+000,-2.0689655E-001,-6.0883629E-002, 8.0532258E+000, 3.6257544E+000,-2.0689655E-001, 6.1247326E-002, 8.8544214E+000, 3.6495201E+000,-2.0689655E-001, 6.1620787E-002, 7.9928536E+000, 3.6509827E+000,-2.0689655E-001, 5.9817889E-002, 8.7752157E+000, 3.6446397E+000,-2.0689655E-001, 5.7816546E-002, 8.2392073E+000, 3.6376479E+000,-2.0689655E-001, 5.6130382E-002, 8.7773344E+000, 3.6314487E+000
-1.7931034E-001,-5.6462820E-002, 8.3465771E+000, 3.6067635E+000,-1.7931034E-001,-5.6064952E-002, 8.8197001E+000, 3.6052596E+000,-1.7931034E-001,-5.8686007E-002, 8.4559376E+000, 3.6167929E+000,-1.7931034E-001,-6.0241339E-002, 8.5455035E+000, 3.6226808E+000,-1.7931034E-001,-6.0450257E-002, 8.2825052E+000, 3.6239957E+000,-1.7931034E-001, 6.2056269E-002, 8.7155365E+000, 3.6521990E+000,-1.7931034E-001, 6.2015692E-002, 8.2004821E+000, 3.6522974E+000,-1.7931034E-001, 6.0474101E-002, 8.7226852E+000, 3.6468312E+000,-1.7931034E-001, 5.8672076E-002, 8.1709375E+000, 3.6407187E+000,-1.7931034E-001, 5.6783412E-002, 8.7682516E+000, 3.6337901E+000
