s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1794096E+000,-8.8297024E-002, 0.0000000E+000
 1.0005741E+001, 1.0148338E+005, 1.1812169E+000,-4.6713202E-002, 1.7437916E-002
 2.0003449E+001, 1.0159044E+005, 1.1814603E+000,-3.5307364E-002, 2.6608165E-002
 3.0010888E+001, 1.0164583E+005, 1.1834789E+000,-3.4553851E-002, 2.8450202E-002
 4.0010888E+001, 1.0168542E+005, 1.1830722E+000,-3.3772316E-002, 2.9478596E-002
 5.0010888E+001, 1.0171245E+005, 1.1840905E+000,-3.3310308E-002, 3.0256329E-002
 6.0010888E+001, 1.0173232E+005, 1.1831250E+000,-3.2910964E-002, 3.0534372E-002
 7.0010888E+001, 1.0174622E+005, 1.1833618E+000,-3.2788172E-002, 3.1115557E-002
 8.0010888E+001, 1.0175677E+005, 1.1844838E+000,-3.2626512E-002, 3.1183125E-002
 9.0010888E+001, 1.0176468E+005, 1.1809866E+000,-3.2363485E-002, 3.1383211E-002
 1.0001089E+002, 1.0177000E+005, 1.1836715E+000,-3.2354738E-002, 3.1571514E-002
 1.1001089E+002, 1.0177470E+005, 1.1842376E+000,-3.2332262E-002, 3.1504948E-002
 1.2001089E+002, 1.0177772E+005, 1.1827735E+000,-3.2137190E-002, 3.1751156E-002
 1.3001089E+002, 1.0177907E+005, 1.1826073E+000,-3.2253709E-002, 3.1931899E-002
 1.4001089E+002, 1.0178041E+005, 1.1831110E+000,-3.2243993E-002, 3.1760097E-002
 1.5001089E+002, 1.0178113E+005, 1.1849237E+000,-3.2155910E-002, 3.1886927E-002
 1.6001089E+002, 1.0178210E+005, 1.1847260E+000,-3.2291972E-002, 3.1983153E-002
 1.7001089E+002, 1.0178133E+005, 1.1842570E+000,-3.2040602E-002, 3.1970708E-002
 1.8001089E+002, 1.0178109E+005, 1.1853417E+000,-3.2062664E-002, 3.1837892E-002
 1.9001089E+002, 1.0178127E+005, 1.1835984E+000,-3.2105193E-002, 3.1958201E-002
 2.0001089E+002, 1.0178006E+005, 1.1824945E+000,-3.2187567E-002, 3.2081082E-002
 2.1001089E+002, 1.0178032E+005, 1.1836750E+000,-3.2174675E-002, 3.1984616E-002
 2.1800000E+002, 1.0177912E+005, 1.1850576E+000,-3.2173303E-002, 3.2147086E-002
