m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E-002,-3.7925026E-002, 1.7190464E+000, 1.0000000E+000, 2.0000000E-002,-3.7925031E-002, 1.7190461E+000, 1.0000000E+000, 2.0000000E-002,-3.7925031E-002, 1.7190460E+000, 1.0000000E+000, 2.0000000E-002,-3.7925024E-002, 1.7190461E+000, 1.0000000E+000, 2.0000000E-002,-3.7925016E-002, 1.7190463E+000, 1.0000000E+000, 2.0000000E-002, 3.0792132E-003, 9.1597741E-001, 1.0000000E+000, 2.0000000E-002, 3.0792219E-003, 9.1597767E-001, 1.0000000E+000, 2.0000000E-002, 3.0792270E-003, 9.1597764E-001, 1.0000000E+000, 2.0000000E-002, 3.0792291E-003, 9.1597764E-001, 1.0000000E+000, 2.0000000E-002, 3.0792268E-003, 9.1597746E-001, 1.0000000E+000
 2.9655172E-002,-3.3191627E-002, 1.7999095E+000, 1.0000000E+000, 2.9655172E-002,-3.3191630E-002, 1.7999092E+000, 1.0000000E+000, 2.9655172E-002,-3.3191631E-002, 1.7999091E+000, 1.0000000E+000, 2.9655172E-002,-3.3191625E-002, 1.7999092E+000, 1.0000000E+000, 2.9655172E-002,-3.3191620E-002, 1.7999094E+000, 1.0000000E+000, 2.9655172E-002, 3.9006297E-003, 1.0651530E+000, 1.0000000E+000, 2.9655172E-002, 3.9006389E-003, 1.0651533E+000, 1.0000000E+000, 2.9655172E-002, 3.9006442E-003, 1.0651532E+000, 1.0000000E+000, 2.9655172E-002, 3.9006463E-003, 1.0651532E+000, 1.0000000E+000, 2.9655172E-002, 3.9006437E-003, 1.0651530E+000, 1.0000000E+000
 3.9310345E-002,-2.8805407E-002, 1.8606952E+000, 1.0000000E+000, 3.9310345E-002,-2.8805406E-002, 1.8606948E+000, 1.0000000E+000, 3.9310345E-002,-2.8805406E-002, 1.8606947E+000, 1.0000000E+000, 3.9310345E-002,-2.8805402E-002, 1.8606948E+000, 1.0000000E+000, 3.9310345E-002,-2.8805401E-002, 1.8606951E+000, 1.0000000E+000, 3.9310345E-002, 4.8892516E-003, 1.2236036E+000, 1.0000000E+000, 3.9310345E-002, 4.8892615E-003, 1.2236039E+000, 1.0000000E+000, 3.9310345E-002, 4.8892674E-003, 1.2236039E+000, 1.0000000E+000, 3.9310345E-002, 4.8892695E-003, 1.2236039E+000, 1.0000000E+000, 3.9310345E-002, 4.8892666E-003, 1.2236037E+000, 1.0000000E+000
 4.8965517E-002,-2.5592333E-002, 1.8907980E+000, 1.0000000E+000, 4.8965517E-002,-2.5592327E-002, 1.8907977E+000, 1.0000000E+000, 4.8965517E-002,-2.5592326E-002, 1.8907976E+000, 1.0000000E+000, 4.8965517E-002,-2.5592323E-002, 1.8907977E+000, 1.0000000E+000, 4.8965517E-002,-2.5592326E-002, 1.8907979E+000, 1.0000000E+000, 4.8965517E-002, 5.7751292E-003, 1.3491855E+000, 1.0000000E+000, 4.8965517E-002, 5.7751400E-003, 1.3491857E+000, 1.0000000E+000, 4.8965517E-002, 5.7751465E-003, 1.3491858E+000, 1.0000000E+000, 4.8965517E-002, 5.7751485E-003, 1.3491859E+000, 1.0000000E+000, 4.8965517E-002, 5.7751455E-003, 1.3491858E+000, 1.0000000E+000
 5.8620690E-002,-2.3065932E-002, 1.9025011E+000, 1.0000000E+000, 5.8620690E-002,-2.3065922E-002, 1.9025008E+000, 1.0000000E+000, 5.8620690E-002,-2.3065918E-002, 1.9025007E+000, 1.0000000E+000, 5.8620690E-002,-2.3065916E-002, 1.9025008E+000, 1.0000000E+000, 5.8620690E-002,-2.3065922E-002, 1.9025010E+000, 1.0000000E+000, 5.8620690E-002, 6.5676358E-003, 1.4494346E+000, 1.0000000E+000, 5.8620690E-002, 6.5676471E-003, 1.4494348E+000, 1.0000000E+000, 5.8620690E-002, 6.5676539E-003, 1.4494349E+000, 1.0000000E+000, 5.8620690E-002, 6.5676559E-003, 1.4494350E+000, 1.0000000E+000, 5.8620690E-002, 6.5676528E-003, 1.4494349E+000, 1.0000000E+000
 6.8275862E-002,-2.1019106E-002, 1.9032565E+000, 1.0000000E+000, 6.8275862E-002,-2.1019093E-002, 1.9032563E+000, 1.0000000E+000, 6.8275862E-002,-2.1019087E-002, 1.9032562E+000, 1.0000000E+000, 6.8275862E-002,-2.1019085E-002, 1.9032563E+000, 1.0000000E+000, 6.8275862E-002,-2.1019092E-002, 1.9032564E+000, 1.0000000E+000, 6.8275862E-002, 7.2802672E-003, 1.5301548E+000, 1.0000000E+000, 6.8275862E-002, 7.2802782E-003, 1.5301548E+000, 1.0000000E+000, 6.8275862E-002, 7.2802851E-003, 1.5301548E+000, 1.0000000E+000, 6.8275862E-002, 7.2802873E-003, 1.5301550E+000, 1.0000000E+000, 6.8275862E-002, 7.2802852E-003, 1.5301550E+000, 1.0000000E+000
 7.7931034E-002,-1.9341569E-002, 1.8972092E+000, 1.0000000E+000, 7.7931034E-002,-1.9341555E-002, 1.8972091E+000, 1.0000000E+000, 7.7931034E-002,-1.9341547E-002, 1.8972091E+000, 1.0000000E+000, 7.7931034E-002,-1.9341546E-002, 1.8972092E+000, 1.0000000E+000, 7.7931034E-002,-1.9341553E-002, 1.8972093E+000, 1.0000000E+000, 7.7931034E-002, 7.9245067E-003, 1.5962387E+000, 1.0000000E+000, 7.7931034E-002, 7.9245179E-003, 1.5962385E+000, 1.0000000E+000, 7.7931034E-002, 7.9245252E-003, 1.5962385E+000, 1.0000000E+000, 7.7931034E-002, 7.9245284E-003, 1.5962389E+000, 1.0000000E+000, 7.7931034E-002, 7.9245276E-003, 1.5962391E+000, 1.0000000E+000
 8.7586207E-002,-1.7901245E-002, 1.8866451E+000, 1.0000000E+000, 8.7586207E-002,-1.7901231E-002, 1.8866451E+000, 1.0000000E+000, 8.7586207E-002,-1.7901223E-002, 1.8866452E+000, 1.0000000E+000, 8.7586207E-002,-1.7901221E-002, 1.8866452E+000, 1.0000000E+000, 8.7586207E-002,-1.7901227E-002, 1.8866452E+000, 1.0000000E+000, 8.7586207E-002, 8.5030749E-003, 1.6498232E+000, 1.0000000E+000, 8.7586207E-002, 8.5030873E-003, 1.6498231E+000, 1.0000000E+000, 8.7586207E-002, 8.5030954E-003, 1.6498232E+000, 1.0000000E+000, 8.7586207E-002, 8.5030983E-003, 1.6498238E+000, 1.0000000E+000, 8.7586207E-002, 8.5030968E-003, 1.6498243E+000, 1.0000000E+000
 9.7241379E-002,-1.6945421E-002, 1.8771292E+000, 1.0000000E+000, 9.7241379E-002,-1.6945408E-002, 1.8771293E+000, 1.0000000E+000, 9.7241379E-002,-1.6945399E-002, 1.8771293E+000, 1.0000000E+000, 9.7241379E-002,-1.6945395E-002, 1.8771292E+000, 1.0000000E+000, 9.7241379E-002,-1.6945398E-002, 1.8771290E+000, 1.0000000E+000, 9.7241379E-002, 8.8983595E-003, 1.6825490E+000, 1.0000000E+000, 9.7241379E-002, 8.8983724E-003, 1.6825489E+000, 1.0000000E+000, 9.7241379E-002, 8.8983803E-003, 1.6825491E+000, 1.0000000E+000, 9.7241379E-002, 8.8983816E-003, 1.6825495E+000, 1.0000000E+000, 9.7241379E-002, 8.8983776E-003, 1.6825499E+000, 1.0000000E+000
