s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-1.5301440E+000, 1.5301440E+000, 1.0132500E+005, 8.8318715E-001
 1.0584393E-001,-1.1515874E+000, 1.1813270E+000, 1.0130427E+005, 8.8308416E-001
 2.0463159E-001,-6.9031152E-001, 7.7878258E-001, 1.0117103E+005, 8.8261407E-001
 3.0341926E-001,-4.9949980E-001, 5.9910417E-001, 1.0098195E+005, 8.8240647E-001
 4.0220692E-001,-4.1394128E-001, 4.9042094E-001, 1.0080596E+005, 8.8272726E-001
 5.0099459E-001,-3.7061546E-001, 4.2693965E-001, 1.0067070E+005, 8.8350085E-001
 6.0683852E-001,-3.4278969E-001, 3.9109942E-001, 1.0056112E+005, 8.8445069E-001
 7.0408623E-001,-3.2277125E-001, 3.6980555E-001, 1.0046309E+005, 8.8536194E-001
 8.0203601E-001,-3.0919632E-001, 3.6979518E-001, 1.0037566E+005, 8.8629993E-001
 9.0335066E-001,-3.1877755E-001, 4.2160302E-001, 1.0029360E+005, 8.8285399E-001
 1.0046653E+000,-3.8204903E-001, 5.0923730E-001, 1.0021929E+005, 8.7415388E-001
 1.1003514E+000,-4.6810732E-001, 5.8064961E-001, 1.0015525E+005, 8.6738049E-001
 1.2016660E+000,-5.2506887E-001, 6.2650399E-001, 1.0009371E+005, 8.6698162E-001
 1.3029807E+000,-5.5372470E-001, 6.5001488E-001, 1.0002687E+005, 8.7083315E-001
 1.4042953E+000,-5.6190183E-001, 6.5454536E-001, 9.9955223E+004, 8.7558373E-001
 1.5061728E+000,-5.6102341E-001, 6.4752309E-001, 9.9879828E+004, 8.7894486E-001
 1.6052360E+000,-5.5774370E-001, 6.3479767E-001, 9.9802497E+004, 8.8050446E-001
 1.7042992E+000,-5.5284997E-001, 6.2150823E-001, 9.9726089E+004, 8.8076924E-001
 1.8033624E+000,-5.4723528E-001, 6.0767686E-001, 9.9653091E+004, 8.8020063E-001
 1.9024257E+000,-5.4119609E-001, 5.9401765E-001, 9.9586895E+004, 8.7915983E-001
 2.0014889E+000,-5.3715495E-001, 5.8345144E-001, 9.9527630E+004, 8.7800956E-001
 2.1005521E+000,-5.3742111E-001, 5.7787218E-001, 9.9473185E+004, 8.7698172E-001
 2.2058067E+000,-5.3668573E-001, 5.7695651E-001, 9.9421848E+004, 8.7616076E-001
 2.3048700E+000,-5.3809192E-001, 5.7875834E-001, 9.9376955E+004, 8.7548707E-001
 2.4039332E+000,-5.4013791E-001, 5.8071359E-001, 9.9338790E+004, 8.7491382E-001
 2.5029964E+000,-5.4139450E-001, 5.8175110E-001, 9.9303673E+004, 8.7445976E-001
 2.6020596E+000,-5.4210674E-001, 5.8179819E-001, 9.9270714E+004, 8.7413867E-001
 2.7011228E+000,-5.4331091E-001, 5.8112423E-001, 9.9239866E+004, 8.7392641E-001
 2.8001860E+000,-5.4559239E-001, 5.8005804E-001, 9.9211300E+004, 8.7380059E-001
 2.9054407E+000,-5.4694061E-001, 5.7876464E-001, 9.9184348E+004, 8.7376939E-001
 3.0045039E+000,-5.4724662E-001, 5.7741731E-001, 9.9159856E+004, 8.7381703E-001
 3.1035671E+000,-5.4760708E-001, 5.7618476E-001, 9.9138409E+004, 8.7388642E-001
 3.2026303E+000,-5.4805737E-001, 5.7511986E-001, 9.9119132E+004, 8.7394627E-001
 3.3016935E+000,-5.4844308E-001, 5.7425992E-001, 9.9101920E+004, 8.7399000E-001
 3.4007567E+000,-5.4874079E-001, 5.7359734E-001, 9.9086627E+004, 8.7401763E-001
 3.5060114E+000,-5.4905673E-001, 5.7309785E-001, 9.9072661E+004, 8.7402901E-001
 3.6050746E+000,-5.4944573E-001, 5.7275762E-001, 9.9060275E+004, 8.7402524E-001
 3.7041378E+000,-5.4987334E-001, 5.7254362E-001, 9.9049592E+004, 8.7401189E-001
 3.8032010E+000,-5.5030595E-001, 5.7240168E-001, 9.9040023E+004, 8.7399517E-001
 3.9022642E+000,-5.5071642E-001, 5.7229431E-001, 9.9031406E+004, 8.7397999E-001
 4.0013274E+000,-5.5108482E-001, 5.7219538E-001, 9.9023607E+004, 8.7396935E-001
 4.1003907E+000,-5.5140459E-001, 5.7208746E-001, 9.9016524E+004, 8.7396444E-001
 4.2056453E+000,-5.5167530E-001, 5.7195853E-001, 9.9009889E+004, 8.7396524E-001
 4.3047085E+000,-5.5188758E-001, 5.7181185E-001, 9.9003860E+004, 8.7397079E-001
 4.4037717E+000,-5.5204945E-001, 5.7165714E-001, 9.8998552E+004, 8.7397910E-001
 4.5028350E+000,-5.5218187E-001, 5.7149729E-001, 9.8993728E+004, 8.7398858E-001
 4.6018982E+000,-5.5229502E-001, 5.7134014E-001, 9.8989349E+004, 8.7399800E-001
 4.7009614E+000,-5.5239569E-001, 5.7119280E-001, 9.8985378E+004, 8.7400656E-001
 4.8000246E+000,-5.5248807E-001, 5.7105998E-001, 9.8981780E+004, 8.7401389E-001
 4.9052793E+000,-5.5257723E-001, 5.7094081E-001, 9.8978424E+004, 8.7402001E-001
 5.0043425E+000,-5.5266149E-001, 5.7083965E-001, 9.8975391E+004, 8.7402479E-001
 5.1034057E+000,-5.5273866E-001, 5.7075736E-001, 9.8972732E+004, 8.7402829E-001
 5.2024689E+000,-5.5281108E-001, 5.7068797E-001, 9.8970322E+004, 8.7403090E-001
 5.3015321E+000,-5.5287812E-001, 5.7062861E-001, 9.8968139E+004, 8.7403286E-001
 5.4005953E+000,-5.5293982E-001, 5.7057663E-001, 9.8966160E+004, 8.7403438E-001
 5.5058500E+000,-5.5299755E-001, 5.7052856E-001, 9.8964314E+004, 8.7403569E-001
 5.6049132E+000,-5.5304935E-001, 5.7048449E-001, 9.8962645E+004, 8.7403689E-001
 5.7039764E+000,-5.5309412E-001, 5.7044475E-001, 9.8961182E+004, 8.7403804E-001
 5.8030396E+000,-5.5313394E-001, 5.7040756E-001, 9.8959858E+004, 8.7403923E-001
 5.9021028E+000,-5.5316934E-001, 5.7037270E-001, 9.8958658E+004, 8.7404048E-001
 6.0011660E+000,-5.5320088E-001, 5.7034034E-001, 9.8957571E+004, 8.7404178E-001
 6.1002292E+000,-5.5322911E-001, 5.7031055E-001, 9.8956588E+004, 8.7404310E-001
 6.2054839E+000,-5.5325525E-001, 5.7028247E-001, 9.8955672E+004, 8.7404446E-001
 6.3045471E+000,-5.5327888E-001, 5.7025697E-001, 9.8954844E+004, 8.7404577E-001
 6.4036103E+000,-5.5329969E-001, 5.7023465E-001, 9.8954119E+004, 8.7404697E-001
 6.5026735E+000,-5.5331872E-001, 5.7021454E-001, 9.8953463E+004, 8.7404809E-001
 6.6017367E+000,-5.5333613E-001, 5.7019647E-001, 9.8952870E+004, 8.7404910E-001
