s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-2.2442112E+001, 2.2296384E+001, 1.0132500E+005, 7.8816758E-001
 1.0127555E-002,-6.3997406E+000, 7.4272537E+000, 1.0013836E+005, 7.8550847E-001
 2.0245442E-002,-2.8598591E+000, 3.3080476E+000, 9.8650273E+004, 7.8570841E-001
 3.0103895E-002,-2.7254960E+000, 2.9472838E+000, 9.7999002E+004, 7.8788684E-001
 4.0221781E-002,-2.7507813E+000, 2.8583631E+000, 9.7680187E+004, 7.8927501E-001
 5.0080235E-002,-2.7731761E+000, 2.8246559E+000, 9.7526204E+004, 7.8998317E-001
 6.0198121E-002,-2.7850196E+000, 2.8096477E+000, 9.7452802E+004, 7.9032561E-001
 7.0056574E-002,-2.7908265E+000, 2.8025761E+000, 9.7417630E+004, 7.9049042E-001
 8.0174460E-002,-2.7936055E+000, 2.7992242E+000, 9.7400892E+004, 7.9056900E-001
 9.0032914E-002,-2.7949389E+000, 2.7976197E+000, 9.7392873E+004, 7.9060669E-001
 1.0015080E-001,-2.7955738E+000, 2.7968561E+000, 9.7389057E+004, 7.9062464E-001
 1.1000925E-001,-2.7958782E+000, 2.7964901E+000, 9.7387229E+004, 7.9063325E-001
 1.2012714E-001,-2.7960231E+000, 2.7963158E+000, 9.7386359E+004, 7.9063736E-001
 1.3024503E-001,-2.7960931E+000, 2.7962317E+000, 9.7385939E+004, 7.9063934E-001
 1.4010348E-001,-2.7961260E+000, 2.7961921E+000, 9.7385742E+004, 7.9064027E-001
 1.5022137E-001,-2.7961416E+000, 2.7961733E+000, 9.7385648E+004, 7.9064072E-001
 1.6007982E-001,-2.7961491E+000, 2.7961643E+000, 9.7385603E+004, 7.9064093E-001
 1.7019771E-001,-2.7961527E+000, 2.7961600E+000, 9.7385581E+004, 7.9064103E-001
 1.8005616E-001,-2.7961544E+000, 2.7961579E+000, 9.7385571E+004, 7.9064108E-001
 1.9017404E-001,-2.7961552E+000, 2.7961569E+000, 9.7385566E+004, 7.9064111E-001
 2.0000000E-001,-2.7961556E+000, 2.7961564E+000, 9.7385564E+004, 7.9064112E-001
