s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-2.9145600E-001, 2.9145600E-001, 1.0132500E+005, 1.1794096E+000
 1.0009010E+000,-2.6451110E-002, 2.6685186E-002, 1.0132175E+005, 1.1794950E+000
 2.0018020E+000,-1.1115007E-002, 1.1199359E-002, 1.0131923E+005, 1.1797852E+000
 3.0027030E+000,-9.5261937E-003, 9.5787739E-003, 1.0131785E+005, 1.1798800E+000
 4.0005801E+000,-9.1904884E-003, 9.2186088E-003, 1.0131696E+005, 1.1799087E+000
 5.0014811E+000,-9.1287244E-003, 9.1286969E-003, 1.0131641E+005, 1.1799308E+000
 6.0023821E+000,-9.1348623E-003, 9.0889749E-003, 1.0131608E+005, 1.1799697E+000
 7.0002593E+000,-9.1284730E-003, 9.0861604E-003, 1.0131587E+005, 1.1799641E+000
 8.0011603E+000,-8.6217115E-003, 9.6749748E-003, 1.0131573E+005, 1.1789907E+000
 9.0020613E+000,-6.1532441E-003, 1.9458939E-002, 1.0131603E+005, 1.1730100E+000
 1.0002962E+001,-6.1308500E-003, 4.7986731E-002, 1.0131535E+005, 1.1683294E+000
 1.1000839E+001,-6.7672356E-003, 4.5597858E-002, 1.0131449E+005, 1.1691875E+000
 1.2001740E+001,-6.0294882E-003, 4.3820789E-002, 1.0131536E+005, 1.1684589E+000
 1.3002641E+001,-5.8341719E-003, 4.5572351E-002, 1.0131649E+005, 1.1681142E+000
 1.4000519E+001,-6.6662711E-003, 4.5962286E-002, 1.0131558E+005, 1.1688935E+000
 1.5001420E+001,-7.0584499E-003, 4.5500556E-002, 1.0131380E+005, 1.1701649E+000
 1.6002321E+001,-9.3823123E-003, 4.0136820E-002, 1.0130962E+005, 1.1724019E+000
 1.7000198E+001,-1.4335966E-002, 3.7200979E-002, 1.0130730E+005, 1.1749663E+000
 1.8001099E+001,-1.7285621E-002, 3.2857556E-002, 1.0130987E+005, 1.1778003E+000
 1.9002000E+001,-1.7968996E-002, 2.7026596E-002, 1.0131254E+005, 1.1796855E+000
 2.0002901E+001,-1.7259709E-002, 2.3269335E-002, 1.0131259E+005, 1.1806608E+000
 2.1000778E+001,-1.9137534E-002, 2.2148587E-002, 1.0131131E+005, 1.1818866E+000
 2.2001679E+001,-2.5139747E-002, 2.0575458E-002, 1.0130985E+005, 1.1830101E+000
 2.3002580E+001,-2.9115211E-002, 1.7707631E-002, 1.0130954E+005, 1.1830854E+000
 2.4000000E+001,-2.9557486E-002, 1.5527004E-002, 1.0131379E+005, 1.1829532E+000
