s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.1658240E-001, 1.1658240E-001, 1.0132500E+005, 1.1229154E+000
 1.0041237E+000,-8.3734384E-002, 8.4308905E-002, 1.0132452E+005, 1.1229117E+000
 2.0082473E+000,-5.2788583E-002, 5.1664907E-002, 1.0132176E+005, 1.1228899E+000
 3.0123710E+000,-4.2532798E-002, 4.7065591E-002, 1.0131831E+005, 1.1228626E+000
 4.0164946E+000,-6.0320092E-002, 6.8370520E-002, 1.0131628E+005, 1.1228469E+000
 5.0053780E+000,-6.4475031E-002, 7.6266594E-002, 1.0131506E+005, 1.1181145E+000
 6.0026432E+000,-6.3713043E-002, 9.8420179E-002, 1.0131425E+005, 1.1140030E+000
 7.0042330E+000,-8.8223077E-002, 1.0871907E-001, 1.0131391E+005, 1.1158257E+000
 8.0063367E+000,-1.0257950E-001, 9.2615877E-002, 1.0131380E+005, 1.1216298E+000
 9.0009257E+000,-9.4811842E-002, 1.1019078E-001, 1.0131328E+005, 1.1223306E+000
 1.0010662E+001,-7.8445293E-002, 1.0481841E-001, 1.0131337E+005, 1.1183702E+000
 1.1004398E+001,-8.4086864E-002, 1.0220164E-001, 1.0131264E+005, 1.1234830E+000
 1.2000269E+001,-7.4271735E-002, 1.0602228E-001, 1.0131278E+005, 1.1254381E+000
 1.3007630E+001,-7.3898219E-002, 9.3177277E-002, 1.0131207E+005, 1.1134268E+000
 1.4005019E+001,-7.7472206E-002, 1.1106450E-001, 1.0131123E+005, 1.1148989E+000
 1.5002408E+001,-6.5197857E-002, 1.0602857E-001, 1.0131074E+005, 1.1109751E+000
 1.6002930E+001,-6.8908611E-002, 1.1634808E-001, 1.0130999E+005, 1.1192909E+000
 1.7005586E+001,-9.8631779E-002, 1.1272579E-001, 1.0130813E+005, 1.1237409E+000
 1.8001272E+001,-8.7795547E-002, 9.7407582E-002, 1.0130409E+005, 1.1197515E+000
 1.9010537E+001,-8.8820433E-002, 8.8343853E-002, 1.0130131E+005, 1.1222275E+000
 2.0003744E+001,-7.9981786E-002, 9.5358872E-002, 1.0130067E+005, 1.1229544E+000
 2.1008651E+001,-8.6419642E-002, 9.8807836E-002, 1.0130101E+005, 1.1227804E+000
 2.2008305E+001,-8.7199639E-002, 9.2071027E-002, 1.0130057E+005, 1.1178234E+000
 2.3000165E+001,-7.7915552E-002, 9.1051787E-002, 1.0129957E+005, 1.1206119E+000
 2.4004273E+001,-7.6969529E-002, 8.7872208E-002, 1.0129873E+005, 1.1226129E+000
 2.5008849E+001,-9.1336327E-002, 1.0363141E-001, 1.0129756E+005, 1.1227813E+000
