s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1954478E+000,-9.0125836E-003, 0.0000000E+000
 1.0000000E+001, 1.0135204E+005, 1.1960464E+000,-6.6714739E-003, 7.7785152E-004
 2.0022321E+001, 1.0138225E+005, 1.1971056E+000,-4.7944211E-003, 2.1190343E-003
 3.0022321E+001, 1.0140199E+005, 1.1969774E+000,-4.5994278E-003, 2.2521464E-003
 4.0022321E+001, 1.0141847E+005, 1.1973085E+000,-4.4638760E-003, 2.5503701E-003
 5.0000000E+001, 1.0143215E+005, 1.1972963E+000,-4.2679369E-003, 2.6147625E-003
 6.0000000E+001, 1.0144363E+005, 1.1971291E+000,-4.0765408E-003, 2.7350166E-003
 7.0000000E+001, 1.0145342E+005, 1.1971210E+000,-4.0054515E-003, 2.7915784E-003
 8.0000000E+001, 1.0146161E+005, 1.1972477E+000,-3.9814074E-003, 3.0788453E-003
 9.0000000E+001, 1.0146779E+005, 1.1968773E+000,-3.8242540E-003, 3.0250936E-003
 1.0000000E+002, 1.0147378E+005, 1.1971904E+000,-3.7396235E-003, 3.0212886E-003
 1.1000000E+002, 1.0147842E+005, 1.1971205E+000,-3.6928518E-003, 3.1316403E-003
 1.2000000E+002, 1.0148226E+005, 1.1970424E+000,-3.6225949E-003, 3.1568620E-003
 1.3000000E+002, 1.0148542E+005, 1.1970028E+000,-3.5988484E-003, 3.2037803E-003
 1.4000000E+002, 1.0148803E+005, 1.1971546E+000,-3.5801867E-003, 3.2511515E-003
 1.5002232E+002, 1.0149023E+005, 1.1972376E+000,-3.5619087E-003, 3.2727416E-003
 1.6002232E+002, 1.0149230E+005, 1.1968519E+000,-3.5314984E-003, 3.2398612E-003
 1.7002232E+002, 1.0149399E+005, 1.1971378E+000,-3.5161293E-003, 3.3226887E-003
 1.8002232E+002, 1.0149505E+005, 1.1969798E+000,-3.5121289E-003, 3.3755324E-003
 1.9002232E+002, 1.0149591E+005, 1.1969899E+000,-3.4730096E-003, 3.3264071E-003
 2.0002232E+002, 1.0149687E+005, 1.1972047E+000,-3.4554360E-003, 3.3190993E-003
 2.1002232E+002, 1.0149751E+005, 1.1971659E+000,-3.4334287E-003, 3.3425020E-003
 2.2002232E+002, 1.0149800E+005, 1.1970680E+000,-3.4336619E-003, 3.3333948E-003
 2.3002232E+002, 1.0149849E+005, 1.1969165E+000,-3.4468149E-003, 3.3606629E-003
 2.4002232E+002, 1.0149893E+005, 1.1971256E+000,-3.4566509E-003, 3.3612179E-003
 2.5002232E+002, 1.0149946E+005, 1.1970885E+000,-3.4346076E-003, 3.3527119E-003
 2.6002232E+002, 1.0149966E+005, 1.1974557E+000,-3.4527054E-003, 3.4088983E-003
 2.7002232E+002, 1.0149989E+005, 1.1969883E+000,-3.4431930E-003, 3.3686745E-003
 2.8002232E+002, 1.0150013E+005, 1.1972004E+000,-3.4393357E-003, 3.3913357E-003
 2.9002232E+002, 1.0150012E+005, 1.1970891E+000,-3.4538471E-003, 3.4425346E-003
 3.0002232E+002, 1.0150013E+005, 1.1975520E+000,-3.4624566E-003, 3.4144140E-003
 3.1002232E+002, 1.0150027E+005, 1.1973017E+000,-3.4522723E-003, 3.4177165E-003
 3.2002232E+002, 1.0150030E+005, 1.1972125E+000,-3.4273080E-003, 3.3842381E-003
 3.3002232E+002, 1.0150045E+005, 1.1971220E+000,-3.4379390E-003, 3.3859401E-003
 3.4002232E+002, 1.0150053E+005, 1.1972782E+000,-3.4329059E-003, 3.3887338E-003
 3.5000000E+002, 1.0150057E+005, 1.1971541E+000,-3.4094665E-003, 3.3840907E-003
 3.6000000E+002, 1.0150077E+005, 1.1968056E+000,-3.4548107E-003, 3.3637271E-003
 3.7000000E+002, 1.0150113E+005, 1.1972007E+000,-3.4518810E-003, 3.4093082E-003
