s,Pa,kg/m3,kW,kW
 2.3002326E+002, 1.0133038E+005, 1.1863806E+000,-5.8327177E+001, 3.3427559E+001
 2.4006790E+002, 1.0133053E+005, 1.1995446E+000,-5.8824735E+001, 3.4926599E+001
 2.5000094E+002, 1.0133068E+005, 1.1933140E+000,-5.8756897E+001, 3.6502910E+001
 2.6004558E+002, 1.0133082E+005, 1.1999566E+000,-5.8308838E+001, 3.7848090E+001
 2.7009023E+002, 1.0133093E+005, 1.1937178E+000,-5.7757744E+001, 3.6868906E+001
 2.8002326E+002, 1.0133105E+005, 1.1932262E+000,-5.8365246E+001, 3.6366371E+001
 2.9006790E+002, 1.0133119E+005, 1.1946741E+000,-6.0310844E+001, 3.7124676E+001
 3.0000094E+002, 1.0133134E+005, 1.1974223E+000,-6.0035681E+001, 3.6677411E+001
 3.1004558E+002, 1.0133149E+005, 1.1929985E+000,-5.8924735E+001, 3.6585229E+001
 3.2009023E+002, 1.0133164E+005, 1.1938018E+000,-5.8822570E+001, 3.6293617E+001
 3.3002326E+002, 1.0133179E+005, 1.1922223E+000,-5.8565961E+001, 3.5077284E+001
 3.4006790E+002, 1.0133197E+005, 1.1950540E+000,-5.7380233E+001, 3.4038110E+001
 3.5000094E+002, 1.0133213E+005, 1.1984668E+000,-5.6837627E+001, 3.3869333E+001
 3.6004558E+002, 1.0133229E+005, 1.1969567E+000,-5.7729539E+001, 3.3805080E+001
 3.7009023E+002, 1.0133246E+005, 1.1951482E+000,-5.7633328E+001, 3.2880665E+001
 3.8002326E+002, 1.0133265E+005, 1.1957317E+000,-5.5490390E+001, 3.2011181E+001
 3.9006790E+002, 1.0133281E+005, 1.1995661E+000,-5.2703097E+001, 3.1545672E+001
 4.0000094E+002, 1.0133297E+005, 1.1916660E+000,-5.0890300E+001, 3.0725121E+001
 4.1004558E+002, 1.0133311E+005, 1.1986125E+000,-5.0090979E+001, 3.0269432E+001
 4.2009023E+002, 1.0133325E+005, 1.1977360E+000,-4.9373160E+001, 3.0075207E+001
 4.3002326E+002, 1.0133339E+005, 1.1955899E+000,-4.8822682E+001, 2.9209627E+001
 4.4006790E+002, 1.0133353E+005, 1.1966561E+000,-4.7443935E+001, 2.8676122E+001
 4.5000094E+002, 1.0133367E+005, 1.1982814E+000,-4.5996076E+001, 2.8392911E+001
 4.6004558E+002, 1.0133380E+005, 1.1969228E+000,-4.4970063E+001, 2.8199329E+001
 4.7009023E+002, 1.0133392E+005, 1.1966043E+000,-4.4502867E+001, 2.8196204E+001
 4.8002326E+002, 1.0133404E+005, 1.1938848E+000,-4.4471675E+001, 2.7809059E+001
 4.9006790E+002, 1.0133417E+005, 1.1941859E+000,-4.4729884E+001, 2.7271802E+001
 5.0000094E+002, 1.0133430E+005, 1.1927194E+000,-4.4718858E+001, 2.6689050E+001
 5.1004558E+002, 1.0133444E+005, 1.1972904E+000,-4.4020489E+001, 2.6310758E+001
 5.2009023E+002, 1.0133458E+005, 1.1964838E+000,-4.3114737E+001, 2.5957358E+001
 5.3002326E+002, 1.0133471E+005, 1.2005477E+000,-4.1915429E+001, 2.5685061E+001
 5.4006790E+002, 1.0133483E+005, 1.1944560E+000,-4.0985715E+001, 2.5582513E+001
 5.5000094E+002, 1.0133495E+005, 1.1943602E+000,-4.0369533E+001, 2.5337453E+001
 5.6004558E+002, 1.0133506E+005, 1.1972822E+000,-3.9816953E+001, 2.5033373E+001
 5.7009023E+002, 1.0133518E+005, 1.1969335E+000,-3.9171747E+001, 2.4782246E+001
 5.8002326E+002, 1.0133529E+005, 1.2000112E+000,-3.8621745E+001, 2.4717143E+001
 5.9006790E+002, 1.0133540E+005, 1.1944807E+000,-3.8221748E+001, 2.4675450E+001
 6.0000094E+002, 1.0133550E+005, 1.1949128E+000,-3.7902614E+001, 2.4509961E+001
 6.1004558E+002, 1.0133561E+005, 1.1970064E+000,-3.7578963E+001, 2.4300452E+001
 6.2009023E+002, 1.0133571E+005, 1.1944586E+000,-3.7273444E+001, 2.4169289E+001
 6.3002326E+002, 1.0133581E+005, 1.1954549E+000,-3.7003608E+001, 2.3799250E+001
 6.4006790E+002, 1.0133592E+005, 1.1947041E+000,-3.6813185E+001, 2.3363970E+001
 6.5000094E+002, 1.0133603E+005, 1.1969958E+000,-3.6677568E+001, 2.2932996E+001
 6.6004558E+002, 1.0133613E+005, 1.1971681E+000,-3.6527482E+001, 2.2574724E+001
 6.7009023E+002, 1.0133625E+005, 1.1959717E+000,-3.6395572E+001, 2.2239252E+001
 6.8002326E+002, 1.0133636E+005, 1.1966007E+000,-3.6323975E+001, 2.1952237E+001
 6.9006790E+002, 1.0133647E+005, 1.1962011E+000,-3.6300764E+001, 2.1792105E+001
 7.0000094E+002, 1.0133658E+005, 1.1962450E+000,-3.6271884E+001, 2.1721057E+001
 7.1004558E+002, 1.0133670E+005, 1.1975139E+000,-3.6248481E+001, 2.1663870E+001
 7.2009023E+002, 1.0133681E+005, 1.1946817E+000,-3.6258079E+001, 2.1609472E+001
 7.3002326E+002, 1.0133693E+005, 1.1970695E+000,-3.6214090E+001, 2.1537834E+001
 7.4006790E+002, 1.0133704E+005, 1.1962338E+000,-3.6188952E+001, 2.1398540E+001
 7.5000094E+002, 1.0133716E+005, 1.1957504E+000,-3.6131989E+001, 2.1299332E+001
 7.6004558E+002, 1.0133728E+005, 1.1946383E+000,-3.6110287E+001, 2.1110505E+001
 7.7009023E+002, 1.0133740E+005, 1.1947195E+000,-3.6025252E+001, 2.1059439E+001
 7.8002326E+002, 1.0133751E+005, 1.1959627E+000,-3.5903865E+001, 2.0921359E+001
 7.9006790E+002, 1.0133763E+005, 1.1961536E+000,-3.5785962E+001, 2.0923290E+001
 8.0000094E+002, 1.0133775E+005, 1.1962940E+000,-3.5768308E+001, 2.0904571E+001
 8.1004558E+002, 1.0133786E+005, 1.1963883E+000,-3.5789291E+001, 2.0859067E+001
 8.2009023E+002, 1.0133798E+005, 1.1964630E+000,-3.5742213E+001, 2.0886757E+001
 8.3002326E+002, 1.0133810E+005, 1.1962032E+000,-3.5687625E+001, 2.0899523E+001
 8.4006790E+002, 1.0133821E+005, 1.1966207E+000,-3.5639660E+001, 2.0982386E+001
 8.5000094E+002, 1.0133833E+005, 1.1964788E+000,-3.5565625E+001, 2.1047887E+001
 8.6004558E+002, 1.0133844E+005, 1.1964354E+000,-3.5563552E+001, 2.1086243E+001
 8.7009023E+002, 1.0133856E+005, 1.1962072E+000,-3.5657550E+001, 2.1086486E+001
 8.8002326E+002, 1.0133867E+005, 1.1963496E+000,-3.5773579E+001, 2.1138493E+001
 8.9006790E+002, 1.0133879E+005, 1.1962580E+000,-3.5825116E+001, 2.1115632E+001
 9.0000094E+002, 1.0133890E+005, 1.1965942E+000,-3.5823842E+001, 2.1031961E+001
 9.1004558E+002, 1.0133902E+005, 1.1966698E+000,-3.5847489E+001, 2.0937786E+001
 9.2009023E+002, 1.0133914E+005, 1.1965119E+000,-3.5800031E+001, 2.0934636E+001
 9.3002326E+002, 1.0133925E+005, 1.1964788E+000,-3.5674775E+001, 2.0933606E+001
 9.4006790E+002, 1.0133937E+005, 1.1964722E+000,-3.5460586E+001, 2.0948380E+001
 9.5000094E+002, 1.0133948E+005, 1.1962213E+000,-3.5237347E+001, 2.0929694E+001
 9.6004558E+002, 1.0133959E+005, 1.1959135E+000,-3.5080187E+001, 2.0995950E+001
 9.7009023E+002, 1.0133971E+005, 1.1962974E+000,-3.5016091E+001, 2.0993309E+001
 9.8002326E+002, 1.0133982E+005, 1.1964793E+000,-3.4969223E+001, 2.1007555E+001
 9.9006790E+002, 1.0133993E+005, 1.1966792E+000,-3.4923470E+001, 2.1013582E+001
 1.0000009E+003, 1.0134003E+005, 1.1963334E+000,-3.4874298E+001, 2.1037287E+001
 1.0100456E+003, 1.0134014E+005, 1.1963179E+000,-3.4819759E+001, 2.1105044E+001
 1.0200902E+003, 1.0134025E+005, 1.1963092E+000,-3.4755403E+001, 2.1063238E+001
 1.0300233E+003, 1.0134036E+005, 1.1967408E+000,-3.4697487E+001, 2.0991682E+001
 1.0400679E+003, 1.0134047E+005, 1.1960080E+000,-3.4664738E+001, 2.0995309E+001
 1.0500009E+003, 1.0134057E+005, 1.1951904E+000,-3.4634536E+001, 2.1108653E+001
 1.0600456E+003, 1.0134068E+005, 1.1954663E+000,-3.4612731E+001, 2.1198870E+001
 1.0700902E+003, 1.0134079E+005, 1.1961243E+000,-3.4564989E+001, 2.1251176E+001
 1.0800233E+003, 1.0134089E+005, 1.1959074E+000,-3.4538532E+001, 2.1292777E+001
 1.0900679E+003, 1.0134100E+005, 1.1958213E+000,-3.4542316E+001, 2.1301230E+001
 1.1000009E+003, 1.0134110E+005, 1.1963634E+000,-3.4548184E+001, 2.1288970E+001
 1.1100456E+003, 1.0134121E+005, 1.1963526E+000,-3.4532117E+001, 2.1284734E+001
 1.1200902E+003, 1.0134131E+005, 1.1960894E+000,-3.4512021E+001, 2.1285348E+001
 1.1300233E+003, 1.0134142E+005, 1.1965331E+000,-3.4521442E+001, 2.1252731E+001
 1.1400679E+003, 1.0134152E+005, 1.1968532E+000,-3.4541067E+001, 2.1256340E+001
 1.1500009E+003, 1.0134163E+005, 1.1960731E+000,-3.4512356E+001, 2.1282859E+001
 1.1600456E+003, 1.0134173E+005, 1.1957245E+000,-3.4463934E+001, 2.1267997E+001
 1.1700902E+003, 1.0134183E+005, 1.1954829E+000,-3.4423760E+001, 2.1293220E+001
 1.1800233E+003, 1.0134194E+005, 1.1960941E+000,-3.4361279E+001, 2.1293329E+001
 1.1900679E+003, 1.0134204E+005, 1.1964422E+000,-3.4284099E+001, 2.1284714E+001
 1.2000009E+003, 1.0134214E+005, 1.1964619E+000,-3.4209166E+001, 2.1278478E+001
 1.2100456E+003, 1.0134225E+005, 1.1965279E+000,-3.4145119E+001, 2.1245824E+001
 1.2200902E+003, 1.0134235E+005, 1.1962151E+000,-3.4131723E+001, 2.1256015E+001
 1.2300233E+003, 1.0134245E+005, 1.1961765E+000,-3.4145148E+001, 2.1276824E+001
 1.2400679E+003, 1.0134255E+005, 1.1964264E+000,-3.4171655E+001, 2.1332516E+001
 1.2500009E+003, 1.0134265E+005, 1.1966816E+000,-3.4192316E+001, 2.1376700E+001
 1.2600456E+003, 1.0134276E+005, 1.1961121E+000,-3.4147824E+001, 2.1419627E+001
 1.2700902E+003, 1.0134286E+005, 1.1959054E+000,-3.4079602E+001, 2.1418597E+001
 1.2800233E+003, 1.0134296E+005, 1.1958622E+000,-3.3999445E+001, 2.1430880E+001
 1.2900679E+003, 1.0134306E+005, 1.1961095E+000,-3.3911536E+001, 2.1475710E+001
 1.3000009E+003, 1.0134315E+005, 1.1966117E+000,-3.3834519E+001, 2.1516719E+001
 1.3100456E+003, 1.0134325E+005, 1.1967697E+000,-3.3765204E+001, 2.1468372E+001
 1.3200902E+003, 1.0134335E+005, 1.1962651E+000,-3.3698572E+001, 2.1401551E+001
 1.3300233E+003, 1.0134345E+005, 1.1961536E+000,-3.3651014E+001, 2.1381194E+001
 1.3400679E+003, 1.0134354E+005, 1.1960146E+000,-3.3623249E+001, 2.1367052E+001
 1.3500009E+003, 1.0134364E+005, 1.1957029E+000,-3.3607106E+001, 2.1317558E+001
 1.3600456E+003, 1.0134374E+005, 1.1955616E+000,-3.3624561E+001, 2.1211936E+001
 1.3700902E+003, 1.0134384E+005, 1.1957343E+000,-3.3664595E+001, 2.1135851E+001
 1.3800233E+003, 1.0134394E+005, 1.1961504E+000,-3.3683349E+001, 2.1192030E+001
 1.3900679E+003, 1.0134404E+005, 1.1964843E+000,-3.3665434E+001, 2.1187533E+001
 1.4000009E+003, 1.0134413E+005, 1.1968761E+000,-3.3631779E+001, 2.1139353E+001
 1.4100456E+003, 1.0134423E+005, 1.1971613E+000,-3.3590755E+001, 2.1135724E+001
 1.4200902E+003, 1.0134433E+005, 1.1965597E+000,-3.3561243E+001, 2.1220817E+001
 1.4300233E+003, 1.0134443E+005, 1.1962788E+000,-3.3566356E+001, 2.1343192E+001
 1.4400679E+003, 1.0134453E+005, 1.1962708E+000,-3.3604483E+001, 2.1405907E+001
 1.4500009E+003, 1.0134462E+005, 1.1964098E+000,-3.3666977E+001, 2.1456813E+001
 1.4600456E+003, 1.0134472E+005, 1.1963782E+000,-3.3743449E+001, 2.1533097E+001
 1.4700902E+003, 1.0134482E+005, 1.1962598E+000,-3.3789216E+001, 2.1553938E+001
 1.4800233E+003, 1.0134491E+005, 1.1961784E+000,-3.3828442E+001, 2.1567109E+001
 1.4900679E+003, 1.0134501E+005, 1.1961520E+000,-3.3885024E+001, 2.1571323E+001
 1.5000009E+003, 1.0134511E+005, 1.1961987E+000,-3.3967450E+001, 2.1511337E+001
 1.5100456E+003, 1.0134521E+005, 1.1961915E+000,-3.4027447E+001, 2.1400836E+001
 1.5200902E+003, 1.0134531E+005, 1.1962788E+000,-3.4049500E+001, 2.1358037E+001
 1.5300233E+003, 1.0134541E+005, 1.1963785E+000,-3.4031093E+001, 2.1325271E+001
 1.5400679E+003, 1.0134551E+005, 1.1965203E+000,-3.3991343E+001, 2.1339160E+001
 1.5500009E+003, 1.0134561E+005, 1.1965091E+000,-3.3927808E+001, 2.1349574E+001
 1.5600456E+003, 1.0134571E+005, 1.1962832E+000,-3.3832438E+001, 2.1364841E+001
 1.5700902E+003, 1.0134581E+005, 1.1967127E+000,-3.3724838E+001, 2.1370680E+001
 1.5800233E+003, 1.0134591E+005, 1.1970868E+000,-3.3672219E+001, 2.1327785E+001
 1.5900679E+003, 1.0134601E+005, 1.1961653E+000,-3.3692425E+001, 2.1298853E+001
 1.6000009E+003, 1.0134610E+005, 1.1963307E+000,-3.3760306E+001, 2.1266588E+001
 1.6100456E+003, 1.0134620E+005, 1.1968896E+000,-3.3832320E+001, 2.1260897E+001
 1.6200902E+003, 1.0134630E+005, 1.1962570E+000,-3.3853515E+001, 2.1297011E+001
 1.6300233E+003, 1.0134640E+005, 1.1960223E+000,-3.3769465E+001, 2.1369816E+001
 1.6400679E+003, 1.0134650E+005, 1.1962426E+000,-3.3666676E+001, 2.1438736E+001
 1.6500009E+003, 1.0134660E+005, 1.1962848E+000,-3.3629485E+001, 2.1473867E+001
 1.6600456E+003, 1.0134669E+005, 1.1960931E+000,-3.3654371E+001, 2.1427405E+001
 1.6700902E+003, 1.0134679E+005, 1.1959923E+000,-3.3708094E+001, 2.1368515E+001
 1.6800233E+003, 1.0134689E+005, 1.1960600E+000,-3.3750135E+001, 2.1304589E+001
 1.6900679E+003, 1.0134699E+005, 1.1963162E+000,-3.3766420E+001, 2.1284343E+001
 1.7000009E+003, 1.0134709E+005, 1.1966313E+000,-3.3778605E+001, 2.1246895E+001
 1.7100456E+003, 1.0134719E+005, 1.1966299E+000,-3.3788985E+001, 2.1244083E+001
 1.7200902E+003, 1.0134729E+005, 1.1965130E+000,-3.3764586E+001, 2.1228486E+001
 1.7300233E+003, 1.0134738E+005, 1.1963452E+000,-3.3702575E+001, 2.1289933E+001
 1.7400679E+003, 1.0134748E+005, 1.1961644E+000,-3.3604888E+001, 2.1387920E+001
 1.7500009E+003, 1.0134758E+005, 1.1964473E+000,-3.3525451E+001, 2.1477488E+001
 1.7600456E+003, 1.0134767E+005, 1.1966252E+000,-3.3464215E+001, 2.1545821E+001
 1.7700902E+003, 1.0134777E+005, 1.1964762E+000,-3.3418275E+001, 2.1587900E+001
 1.7800233E+003, 1.0134786E+005, 1.1964192E+000,-3.3374199E+001, 2.1618980E+001
 1.7900679E+003, 1.0134796E+005, 1.1963677E+000,-3.3306914E+001, 2.1685687E+001
 1.8000009E+003, 1.0134805E+005, 1.1962003E+000,-3.3245569E+001, 2.1760631E+001
 1.8100456E+003, 1.0134814E+005, 1.1962114E+000,-3.3209690E+001, 2.1782144E+001
 1.8200902E+003, 1.0134823E+005, 1.1966216E+000,-3.3199725E+001, 2.1777186E+001
 1.8300233E+003, 1.0134832E+005, 1.1967180E+000,-3.3193981E+001, 2.1719051E+001
 1.8400679E+003, 1.0134841E+005, 1.1964693E+000,-3.3188620E+001, 2.1631510E+001
 1.8500009E+003, 1.0134851E+005, 1.1966109E+000,-3.3191833E+001, 2.1533378E+001
 1.8600456E+003, 1.0134860E+005, 1.1970317E+000,-3.3205483E+001, 2.1446134E+001
 1.8700902E+003, 1.0134869E+005, 1.1968508E+000,-3.3191373E+001, 2.1339815E+001
 1.8800233E+003, 1.0134879E+005, 1.1963729E+000,-3.3160766E+001, 2.1275761E+001
 1.8900679E+003, 1.0134888E+005, 1.1961223E+000,-3.3118492E+001, 2.1256752E+001
 1.9000009E+003, 1.0134898E+005, 1.1957573E+000,-3.3066689E+001, 2.1286359E+001
 1.9100456E+003, 1.0134907E+005, 1.1961334E+000,-3.3041833E+001, 2.1302556E+001
 1.9200902E+003, 1.0134916E+005, 1.1972213E+000,-3.3046317E+001, 2.1292827E+001
 1.9300233E+003, 1.0134926E+005, 1.1964830E+000,-3.3066747E+001, 2.1262285E+001
 1.9400679E+003, 1.0134935E+005, 1.1959355E+000,-3.3117667E+001, 2.1219201E+001
 1.9500009E+003, 1.0134945E+005, 1.1959900E+000,-3.3190977E+001, 2.1205017E+001
 1.9600456E+003, 1.0134954E+005, 1.1961373E+000,-3.3288422E+001, 2.1227944E+001
 1.9700902E+003, 1.0134964E+005, 1.1961745E+000,-3.3371178E+001, 2.1283742E+001
 1.9800233E+003, 1.0134974E+005, 1.1962155E+000,-3.3406856E+001, 2.1309482E+001
 1.9900679E+003, 1.0134983E+005, 1.1963516E+000,-3.3411612E+001, 2.1325144E+001
 2.0000009E+003, 1.0134993E+005, 1.1963447E+000,-3.3399729E+001, 2.1374926E+001
 2.0100456E+003, 1.0135002E+005, 1.1961364E+000,-3.3386870E+001, 2.1439579E+001
 2.0200902E+003, 1.0135012E+005, 1.1966407E+000,-3.3379598E+001, 2.1491245E+001
 2.0300233E+003, 1.0135021E+005, 1.1969411E+000,-3.3377302E+001, 2.1510671E+001
 2.0400679E+003, 1.0135031E+005, 1.1964061E+000,-3.3360854E+001, 2.1557856E+001
 2.0500009E+003, 1.0135040E+005, 1.1977948E+000,-3.3305110E+001, 2.1608060E+001
 2.0600456E+003, 1.0135049E+005, 1.1958432E+000,-3.3228225E+001, 2.1686556E+001
 2.0700902E+003, 1.0135058E+005, 1.1945903E+000,-3.3144033E+001, 2.1779614E+001
 2.0800233E+003, 1.0135067E+005, 1.1945282E+000,-3.3082628E+001, 2.1847176E+001
 2.0900679E+003, 1.0135076E+005, 1.1947360E+000,-3.3040406E+001, 2.1890447E+001
 2.1000009E+003, 1.0135085E+005, 1.1952556E+000,-3.2988524E+001, 2.1914804E+001
 2.1100456E+003, 1.0135094E+005, 1.1956224E+000,-3.2948462E+001, 2.1924049E+001
 2.1200902E+003, 1.0135102E+005, 1.1958648E+000,-3.2927514E+001, 2.1908683E+001
 2.1300233E+003, 1.0135111E+005, 1.1958917E+000,-3.2914269E+001, 2.1877813E+001
 2.1400679E+003, 1.0135120E+005, 1.1959537E+000,-3.2886541E+001, 2.1864075E+001
 2.1500009E+003, 1.0135129E+005, 1.1960420E+000,-3.2856978E+001, 2.1892661E+001
 2.1600456E+003, 1.0135138E+005, 1.1960502E+000,-3.2834648E+001, 2.1941946E+001
 2.1700902E+003, 1.0135146E+005, 1.1960470E+000,-3.2825709E+001, 2.1955777E+001
 2.1800233E+003, 1.0135155E+005, 1.1961538E+000,-3.2830489E+001, 2.1952334E+001
 2.1900679E+003, 1.0135164E+005, 1.1965377E+000,-3.2836495E+001, 2.1949952E+001
 2.2000009E+003, 1.0135172E+005, 1.1967767E+000,-3.2856299E+001, 2.1931004E+001
 2.2100456E+003, 1.0135181E+005, 1.1960654E+000,-3.2896095E+001, 2.1950595E+001
 2.2200902E+003, 1.0135190E+005, 1.1956852E+000,-3.2943471E+001, 2.1937464E+001
 2.2300233E+003, 1.0135198E+005, 1.1957538E+000,-3.2991315E+001, 2.1897284E+001
 2.2400679E+003, 1.0135207E+005, 1.1959148E+000,-3.3042104E+001, 2.1861047E+001
 2.2500009E+003, 1.0135216E+005, 1.1960859E+000,-3.3098730E+001, 2.1852219E+001
 2.2600456E+003, 1.0135225E+005, 1.1962194E+000,-3.3141320E+001, 2.1868640E+001
 2.2700902E+003, 1.0135234E+005, 1.1962358E+000,-3.3162255E+001, 2.1912161E+001
 2.2800233E+003, 1.0135243E+005, 1.1962362E+000,-3.3181710E+001, 2.1954125E+001
 2.2900679E+003, 1.0135252E+005, 1.1962418E+000,-3.3170321E+001, 2.1960188E+001
 2.3000009E+003, 1.0135261E+005, 1.1962599E+000,-3.3123020E+001, 2.1959197E+001
 2.3100456E+003, 1.0135270E+005, 1.1962852E+000,-3.3057388E+001, 2.1985395E+001
 2.3200902E+003, 1.0135278E+005, 1.1963011E+000,-3.2994452E+001, 2.1954508E+001
 2.3300233E+003, 1.0135287E+005, 1.1963371E+000,-3.2971642E+001, 2.1903673E+001
 2.3400679E+003, 1.0135296E+005, 1.1963785E+000,-3.2969027E+001, 2.1835732E+001
 2.3500009E+003, 1.0135305E+005, 1.1964126E+000,-3.2950348E+001, 2.1795239E+001
 2.3600456E+003, 1.0135314E+005, 1.1964490E+000,-3.2930134E+001, 2.1797629E+001
 2.3700902E+003, 1.0135323E+005, 1.1964862E+000,-3.2911644E+001, 2.1823080E+001
 2.3800233E+003, 1.0135332E+005, 1.1965099E+000,-3.2887453E+001, 2.1863589E+001
 2.3900679E+003, 1.0135340E+005, 1.1965493E+000,-3.2863337E+001, 2.1931989E+001
 2.4000009E+003, 1.0135349E+005, 1.1966036E+000,-3.2845300E+001, 2.1999937E+001
 2.4100456E+003, 1.0135358E+005, 1.1966182E+000,-3.2832782E+001, 2.2032574E+001
 2.4200902E+003, 1.0135366E+005, 1.1965404E+000,-3.2820263E+001, 2.2050895E+001
 2.4300233E+003, 1.0135375E+005, 1.1964755E+000,-3.2819184E+001, 2.2108044E+001
 2.4400679E+003, 1.0135383E+005, 1.1964387E+000,-3.2837818E+001, 2.2193537E+001
 2.4500009E+003, 1.0135392E+005, 1.1964134E+000,-3.2826603E+001, 2.2286338E+001
 2.4600456E+003, 1.0135400E+005, 1.1964085E+000,-3.2812210E+001, 2.2355496E+001
 2.4700902E+003, 1.0135409E+005, 1.1964052E+000,-3.2795239E+001, 2.2378591E+001
 2.4800233E+003, 1.0135417E+005, 1.1964015E+000,-3.2792450E+001, 2.2390896E+001
 2.4900679E+003, 1.0135425E+005, 1.1964219E+000,-3.2794322E+001, 2.2390746E+001
 2.5000009E+003, 1.0135434E+005, 1.1964734E+000,-3.2769065E+001, 2.2362727E+001
 2.5100456E+003, 1.0135442E+005, 1.1964845E+000,-3.2725680E+001, 2.2328123E+001
 2.5200902E+003, 1.0135450E+005, 1.1964425E+000,-3.2689230E+001, 2.2309231E+001
 2.5300233E+003, 1.0135458E+005, 1.1962807E+000,-3.2676177E+001, 2.2326458E+001
 2.5400679E+003, 1.0135467E+005, 1.1960969E+000,-3.2664257E+001, 2.2336075E+001
 2.5500009E+003, 1.0135475E+005, 1.1960209E+000,-3.2650855E+001, 2.2335133E+001
 2.5600456E+003, 1.0135483E+005, 1.1960131E+000,-3.2638777E+001, 2.2334127E+001
 2.5700902E+003, 1.0135491E+005, 1.1960666E+000,-3.2631155E+001, 2.2357812E+001
 2.5800233E+003, 1.0135499E+005, 1.1961750E+000,-3.2622467E+001, 2.2333964E+001
 2.5900679E+003, 1.0135508E+005, 1.1962962E+000,-3.2619059E+001, 2.2299534E+001
 2.6000009E+003, 1.0135516E+005, 1.1963891E+000,-3.2614964E+001, 2.2290064E+001
 2.6100456E+003, 1.0135524E+005, 1.1964032E+000,-3.2606355E+001, 2.2308383E+001
 2.6200902E+003, 1.0135533E+005, 1.1964060E+000,-3.2582640E+001, 2.2339228E+001
 2.6300233E+003, 1.0135541E+005, 1.1964306E+000,-3.2545040E+001, 2.2365176E+001
 2.6400679E+003, 1.0135549E+005, 1.1965082E+000,-3.2492990E+001, 2.2361032E+001
 2.6500009E+003, 1.0135557E+005, 1.1965855E+000,-3.2468859E+001, 2.2351859E+001
 2.6600456E+003, 1.0135565E+005, 1.1965532E+000,-3.2470711E+001, 2.2358267E+001
 2.6700902E+003, 1.0135573E+005, 1.1964636E+000,-3.2456061E+001, 2.2353348E+001
 2.6800233E+003, 1.0135581E+005, 1.1964476E+000,-3.2446141E+001, 2.2357918E+001
 2.6900679E+003, 1.0135589E+005, 1.1965031E+000,-3.2449445E+001, 2.2353070E+001
 2.7000009E+003, 1.0135597E+005, 1.1965002E+000,-3.2454240E+001, 2.2356837E+001
 2.7100456E+003, 1.0135606E+005, 1.1964653E+000,-3.2458052E+001, 2.2376414E+001
 2.7200902E+003, 1.0135614E+005, 1.1963857E+000,-3.2446101E+001, 2.2424031E+001
 2.7300233E+003, 1.0135622E+005, 1.1963222E+000,-3.2418310E+001, 2.2415304E+001
 2.7400679E+003, 1.0135630E+005, 1.1963034E+000,-3.2392855E+001, 2.2369536E+001
 2.7500009E+003, 1.0135638E+005, 1.1963506E+000,-3.2367124E+001, 2.2348634E+001
 2.7600456E+003, 1.0135646E+005, 1.1964697E+000,-3.2336926E+001, 2.2311454E+001
 2.7700902E+003, 1.0135654E+005, 1.1965943E+000,-3.2308049E+001, 2.2273313E+001
