s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1229154E+000,-3.9661906E-001, 0.0000000E+000
 1.0004133E+001, 1.0192239E+005, 1.1360162E+000,-2.0106237E-001, 8.8003371E-002
 2.0001968E+001, 1.0241096E+005, 1.1417162E+000,-1.6789567E-001, 1.2040713E-001
 3.0002423E+001, 1.0271761E+005, 1.1438974E+000,-1.6172324E-001, 1.2941646E-001
 4.0001340E+001, 1.0292344E+005, 1.1429986E+000,-1.5708584E-001, 1.3560606E-001
 5.0009178E+001, 1.0305603E+005, 1.1430510E+000,-1.5313563E-001, 1.3904743E-001
 6.0003726E+001, 1.0314781E+005, 1.1436976E+000,-1.5151231E-001, 1.4119906E-001
 7.0003805E+001, 1.0320971E+005, 1.1434945E+000,-1.4969674E-001, 1.4293255E-001
 8.0005981E+001, 1.0325324E+005, 1.1428120E+000,-1.4878841E-001, 1.4351030E-001
 9.0005906E+001, 1.0328083E+005, 1.1420798E+000,-1.4797643E-001, 1.4466856E-001
 1.0000598E+002, 1.0330002E+005, 1.1421879E+000,-1.4843380E-001, 1.4554678E-001
 1.1000824E+002, 1.0331553E+005, 1.1437809E+000,-1.4787822E-001, 1.4573178E-001
 1.2000166E+002, 1.0332183E+005, 1.1435794E+000,-1.4701611E-001, 1.4624625E-001
 1.3000571E+002, 1.0332435E+005, 1.1425074E+000,-1.4721357E-001, 1.4618307E-001
 1.4000000E+002, 1.0333051E+005, 1.1432669E+000,-1.4752660E-001, 1.4602697E-001
