s,kW,kW
 1.3411539E+002, 1.4180059E+000, 1.0607221E+001
 1.3506209E+002, 1.4179326E+000, 1.0607362E+001
 1.3600878E+002, 1.4178686E+000, 1.0607293E+001
 1.3711326E+002, 1.4178071E+000, 1.0606113E+001
 1.3805996E+002, 1.4177463E+000, 1.0604298E+001
 1.3900666E+002, 1.4176851E+000, 1.0602645E+001
 1.4011114E+002, 1.4176152E+000, 1.0600921E+001
 1.4105783E+002, 1.4175496E+000, 1.0599497E+001
 1.4200453E+002, 1.4174911E+000, 1.0599831E+001
 1.4310901E+002, 1.4174254E+000, 1.0602205E+001
 1.4405571E+002, 1.4173593E+000, 1.0604704E+001
 1.4500240E+002, 1.4173043E+000, 1.0605527E+001
 1.4610688E+002, 1.4172495E+000, 1.0605314E+001
 1.4705358E+002, 1.4172011E+000, 1.0605005E+001
 1.4800028E+002, 1.4171717E+000, 1.0604480E+001
 1.4910476E+002, 1.4171637E+000, 1.0604180E+001
 1.5005145E+002, 1.4172004E+000, 1.0603812E+001
 1.5115593E+002, 1.4172701E+000, 1.0603796E+001
 1.5210263E+002, 1.4173641E+000, 1.0606021E+001
 1.5304933E+002, 1.4174369E+000, 1.0610182E+001
 1.5415381E+002, 1.4174682E+000, 1.0614632E+001
 1.5510050E+002, 1.4174667E+000, 1.0618514E+001
 1.5604720E+002, 1.4174493E+000, 1.0622385E+001
 1.5715168E+002, 1.4174090E+000, 1.0627070E+001
 1.5809838E+002, 1.4173766E+000, 1.0631114E+001
 1.5904507E+002, 1.4173413E+000, 1.0634166E+001
 1.6014955E+002, 1.4173167E+000, 1.0637122E+001
 1.6109625E+002, 1.4173455E+000, 1.0639888E+001
 1.6204295E+002, 1.4174213E+000, 1.0643127E+001
 1.6314743E+002, 1.4175258E+000, 1.0647468E+001
 1.6409412E+002, 1.4176713E+000, 1.0651474E+001
 1.6504082E+002, 1.4178286E+000, 1.0653184E+001
 1.6614530E+002, 1.4179968E+000, 1.0651651E+001
 1.6709200E+002, 1.4181308E+000, 1.0647941E+001
 1.6803869E+002, 1.4182181E+000, 1.0644908E+001
 1.6914317E+002, 1.4182741E+000, 1.0642198E+001
 1.7008987E+002, 1.4183144E+000, 1.0638700E+001
 1.7103657E+002, 1.4183545E+000, 1.0634371E+001
 1.7214105E+002, 1.4184260E+000, 1.0630401E+001
 1.7308774E+002, 1.4185295E+000, 1.0628664E+001
 1.7403444E+002, 1.4186390E+000, 1.0627946E+001
 1.7513892E+002, 1.4187774E+000, 1.0626942E+001
 1.7608562E+002, 1.4189455E+000, 1.0626618E+001
 1.7703231E+002, 1.4191358E+000, 1.0627534E+001
 1.7813679E+002, 1.4193869E+000, 1.0629529E+001
 1.7908349E+002, 1.4196536E+000, 1.0631690E+001
 1.8003019E+002, 1.4198900E+000, 1.0633571E+001
 1.8113467E+002, 1.4201185E+000, 1.0635795E+001
 1.8208136E+002, 1.4203223E+000, 1.0638095E+001
 1.8302806E+002, 1.4204926E+000, 1.0639968E+001
 1.8413254E+002, 1.4206543E+000, 1.0641516E+001
 1.8507924E+002, 1.4207949E+000, 1.0642295E+001
 1.8602593E+002, 1.4209305E+000, 1.0642248E+001
 1.8713041E+002, 1.4211152E+000, 1.0642307E+001
 1.8807711E+002, 1.4213256E+000, 1.0642738E+001
 1.8902381E+002, 1.4215418E+000, 1.0642626E+001
 1.9012829E+002, 1.4218024E+000, 1.0641812E+001
 1.9107498E+002, 1.4220776E+000, 1.0640899E+001
 1.9202168E+002, 1.4223330E+000, 1.0639912E+001
 1.9312616E+002, 1.4226078E+000, 1.0637588E+001
 1.9407286E+002, 1.4228698E+000, 1.0634436E+001
 1.9501955E+002, 1.4230835E+000, 1.0632147E+001
 1.9612403E+002, 1.4232751E+000, 1.0630550E+001
 1.9707073E+002, 1.4234369E+000, 1.0629244E+001
 1.9801743E+002, 1.4235855E+000, 1.0628200E+001
 1.9912191E+002, 1.4237428E+000, 1.0628397E+001
 2.0006860E+002, 1.4238905E+000, 1.0630198E+001
 2.0101530E+002, 1.4240279E+000, 1.0631948E+001
 2.0211978E+002, 1.4241944E+000, 1.0632509E+001
 2.0306648E+002, 1.4243692E+000, 1.0632296E+001
 2.0401317E+002, 1.4245427E+000, 1.0632170E+001
 2.0511765E+002, 1.4247420E+000, 1.0631525E+001
 2.0606435E+002, 1.4249414E+000, 1.0630560E+001
 2.0701105E+002, 1.4250962E+000, 1.0629790E+001
 2.0811553E+002, 1.4252157E+000, 1.0629705E+001
 2.0906222E+002, 1.4252912E+000, 1.0630984E+001
 2.1000892E+002, 1.4253149E+000, 1.0632435E+001
 2.1111340E+002, 1.4252861E+000, 1.0633195E+001
 2.1206010E+002, 1.4252149E+000, 1.0632912E+001
 2.1300679E+002, 1.4251310E+000, 1.0630734E+001
 2.1411127E+002, 1.4250395E+000, 1.0626569E+001
 2.1505797E+002, 1.4249610E+000, 1.0621774E+001
 2.1600467E+002, 1.4249060E+000, 1.0618694E+001
 2.1710915E+002, 1.4248602E+000, 1.0617254E+001
 2.1805584E+002, 1.4248298E+000, 1.0616874E+001
 2.1900254E+002, 1.4248213E+000, 1.0617393E+001
 2.2010702E+002, 1.4248413E+000, 1.0620884E+001
 2.2105372E+002, 1.4248965E+000, 1.0627309E+001
 2.2200041E+002, 1.4249711E+000, 1.0633424E+001
 2.2310489E+002, 1.4250591E+000, 1.0638479E+001
 2.2405159E+002, 1.4251365E+000, 1.0643823E+001
 2.2515607E+002, 1.4252016E+000, 1.0649684E+001
 2.2610277E+002, 1.4252654E+000, 1.0654273E+001
 2.2704946E+002, 1.4253274E+000, 1.0656591E+001
 2.2815394E+002, 1.4253937E+000, 1.0657735E+001
 2.2910064E+002, 1.4254637E+000, 1.0657980E+001
 2.3004734E+002, 1.4255321E+000, 1.0657171E+001
 2.3115182E+002, 1.4256200E+000, 1.0655185E+001
 2.3209851E+002, 1.4257229E+000, 1.0651737E+001
 2.3304521E+002, 1.4258254E+000, 1.0648020E+001
 2.3414969E+002, 1.4259383E+000, 1.0645833E+001
 2.3509639E+002, 1.4260638E+000, 1.0644745E+001
 2.3604308E+002, 1.4261820E+000, 1.0644600E+001
 2.3714756E+002, 1.4262997E+000, 1.0646268E+001
 2.3809426E+002, 1.4264004E+000, 1.0649563E+001
 2.3904096E+002, 1.4264807E+000, 1.0652984E+001
 2.4014544E+002, 1.4265620E+000, 1.0656179E+001
 2.4109213E+002, 1.4266404E+000, 1.0658689E+001
 2.4203883E+002, 1.4267106E+000, 1.0659284E+001
 2.4314331E+002, 1.4267886E+000, 1.0657454E+001
 2.4409001E+002, 1.4268539E+000, 1.0652998E+001
 2.4503671E+002, 1.4269179E+000, 1.0647178E+001
 2.4614118E+002, 1.4269824E+000, 1.0640047E+001
 2.4708788E+002, 1.4270326E+000, 1.0633183E+001
 2.4803458E+002, 1.4270642E+000, 1.0628263E+001
 2.4913906E+002, 1.4270770E+000, 1.0624871E+001
 2.5008575E+002, 1.4270719E+000, 1.0622104E+001
 2.5103245E+002, 1.4270590E+000, 1.0619264E+001
 2.5213693E+002, 1.4270502E+000, 1.0618736E+001
 2.5308363E+002, 1.4270657E+000, 1.0622461E+001
 2.5403033E+002, 1.4270947E+000, 1.0627823E+001
 2.5513480E+002, 1.4271260E+000, 1.0632274E+001
 2.5608150E+002, 1.4271578E+000, 1.0635431E+001
 2.5702820E+002, 1.4271915E+000, 1.0639227E+001
 2.5813268E+002, 1.4272333E+000, 1.0642787E+001
 2.5907938E+002, 1.4272798E+000, 1.0643440E+001
 2.6002607E+002, 1.4273232E+000, 1.0641938E+001
 2.6113055E+002, 1.4273645E+000, 1.0640212E+001
 2.6207725E+002, 1.4273988E+000, 1.0638786E+001
 2.6302395E+002, 1.4274236E+000, 1.0637578E+001
 2.6412843E+002, 1.4274477E+000, 1.0635946E+001
 2.6507512E+002, 1.4274728E+000, 1.0634620E+001
 2.6602182E+002, 1.4274986E+000, 1.0634566E+001
 2.6712630E+002, 1.4275328E+000, 1.0634408E+001
 2.6807300E+002, 1.4275700E+000, 1.0633816E+001
 2.6901969E+002, 1.4276060E+000, 1.0633058E+001
 2.7012417E+002, 1.4276389E+000, 1.0632472E+001
 2.7107087E+002, 1.4276691E+000, 1.0631307E+001
 2.7201757E+002, 1.4277009E+000, 1.0629590E+001
 2.7312205E+002, 1.4277428E+000, 1.0628826E+001
 2.7406874E+002, 1.4277985E+000, 1.0628326E+001
 2.7501544E+002, 1.4278547E+000, 1.0626544E+001
 2.7611992E+002, 1.4279126E+000, 1.0624802E+001
 2.7706662E+002, 1.4279493E+000, 1.0624388E+001
 2.7801331E+002, 1.4279620E+000, 1.0624513E+001
 2.7911779E+002, 1.4279504E+000, 1.0624299E+001
 2.8006449E+002, 1.4279231E+000, 1.0624899E+001
 2.8101119E+002, 1.4278914E+000, 1.0626527E+001
 2.8211567E+002, 1.4278677E+000, 1.0629223E+001
 2.8306236E+002, 1.4278522E+000, 1.0633829E+001
 2.8400906E+002, 1.4278582E+000, 1.0638390E+001
 2.8511354E+002, 1.4278696E+000, 1.0642037E+001
 2.8606024E+002, 1.4278878E+000, 1.0644941E+001
 2.8700693E+002, 1.4279059E+000, 1.0647229E+001
 2.8811141E+002, 1.4279182E+000, 1.0648909E+001
 2.8905811E+002, 1.4279123E+000, 1.0649447E+001
 2.9000481E+002, 1.4278912E+000, 1.0649217E+001
 2.9110929E+002, 1.4278638E+000, 1.0648618E+001
 2.9205598E+002, 1.4278422E+000, 1.0647789E+001
 2.9300268E+002, 1.4278293E+000, 1.0646651E+001
 2.9410716E+002, 1.4278248E+000, 1.0645477E+001
 2.9505386E+002, 1.4278252E+000, 1.0644774E+001
 2.9600055E+002, 1.4278329E+000, 1.0643947E+001
 2.9710503E+002, 1.4278462E+000, 1.0643017E+001
 2.9805173E+002, 1.4278564E+000, 1.0642834E+001
 2.9915621E+002, 1.4278694E+000, 1.0642998E+001
 3.0010291E+002, 1.4278935E+000, 1.0643072E+001
 3.0104960E+002, 1.4279236E+000, 1.0643667E+001
 3.0215408E+002, 1.4279577E+000, 1.0645234E+001
 3.0310078E+002, 1.4279905E+000, 1.0646840E+001
 3.0404748E+002, 1.4280229E+000, 1.0647483E+001
 3.0515196E+002, 1.4280615E+000, 1.0646853E+001
 3.0609865E+002, 1.4281099E+000, 1.0644749E+001
 3.0704535E+002, 1.4281686E+000, 1.0642236E+001
 3.0814983E+002, 1.4282430E+000, 1.0639453E+001
 3.0909653E+002, 1.4283296E+000, 1.0637015E+001
 3.1004322E+002, 1.4284100E+000, 1.0635014E+001
 3.1114770E+002, 1.4284859E+000, 1.0633868E+001
 3.1209440E+002, 1.4285509E+000, 1.0633534E+001
 3.1304110E+002, 1.4285961E+000, 1.0633655E+001
 3.1414558E+002, 1.4286180E+000, 1.0633461E+001
 3.1509227E+002, 1.4286139E+000, 1.0632851E+001
 3.1603897E+002, 1.4285988E+000, 1.0632705E+001
 3.1714345E+002, 1.4285836E+000, 1.0634029E+001
 3.1809015E+002, 1.4285501E+000, 1.0636181E+001
 3.1903684E+002, 1.4284958E+000, 1.0638859E+001
 3.2014132E+002, 1.4284097E+000, 1.0642587E+001
 3.2108802E+002, 1.4283105E+000, 1.0646176E+001
 3.2203472E+002, 1.4282185E+000, 1.0648626E+001
 3.2313920E+002, 1.4281370E+000, 1.0650842E+001
 3.2408589E+002, 1.4280739E+000, 1.0652599E+001
 3.2503259E+002, 1.4280274E+000, 1.0653300E+001
 3.2613707E+002, 1.4280015E+000, 1.0653821E+001
 3.2708377E+002, 1.4280003E+000, 1.0654327E+001
 3.2803046E+002, 1.4280089E+000, 1.0655195E+001
 3.2913494E+002, 1.4280413E+000, 1.0657135E+001
 3.3008164E+002, 1.4280663E+000, 1.0659934E+001
 3.3102834E+002, 1.4280736E+000, 1.0662275E+001
 3.3213282E+002, 1.4280585E+000, 1.0663499E+001
 3.3307951E+002, 1.4280294E+000, 1.0663904E+001
 3.3402621E+002, 1.4280117E+000, 1.0663714E+001
 3.3513069E+002, 1.4279816E+000, 1.0663001E+001
 3.3607739E+002, 1.4279415E+000, 1.0661963E+001
 3.3702408E+002, 1.4278993E+000, 1.0660760E+001
 3.3812856E+002, 1.4278486E+000, 1.0658285E+001
 3.3907526E+002, 1.4277915E+000, 1.0654022E+001
 3.4002196E+002, 1.4277417E+000, 1.0648962E+001
 3.4112644E+002, 1.4277062E+000, 1.0642754E+001
 3.4207313E+002, 1.4276865E+000, 1.0635803E+001
 3.4301983E+002, 1.4276782E+000, 1.0630222E+001
 3.4412431E+002, 1.4276785E+000, 1.0625403E+001
 3.4507101E+002, 1.4276881E+000, 1.0620859E+001
 3.4601770E+002, 1.4276916E+000, 1.0617727E+001
 3.4712218E+002, 1.4276821E+000, 1.0617240E+001
 3.4806888E+002, 1.4276646E+000, 1.0618927E+001
 3.4901558E+002, 1.4276338E+000, 1.0621403E+001
 3.5012006E+002, 1.4275651E+000, 1.0624763E+001
 3.5106675E+002, 1.4274750E+000, 1.0628572E+001
 3.5201345E+002, 1.4273705E+000, 1.0632681E+001
 3.5311793E+002, 1.4272383E+000, 1.0637812E+001
 3.5406463E+002, 1.4271080E+000, 1.0643113E+001
 3.5501132E+002, 1.4270101E+000, 1.0647321E+001
 3.5611580E+002, 1.4269454E+000, 1.0650283E+001
 3.5706250E+002, 1.4269128E+000, 1.0652566E+001
 3.5800920E+002, 1.4269125E+000, 1.0654381E+001
 3.5911368E+002, 1.4269657E+000, 1.0655745E+001
 3.6006037E+002, 1.4270674E+000, 1.0656584E+001
 3.6100707E+002, 1.4271625E+000, 1.0657365E+001
 3.6211155E+002, 1.4272453E+000, 1.0658925E+001
 3.6305825E+002, 1.4273005E+000, 1.0660927E+001
 3.6400494E+002, 1.4273054E+000, 1.0661881E+001
 3.6510942E+002, 1.4272606E+000, 1.0661338E+001
 3.6605612E+002, 1.4271761E+000, 1.0660351E+001
 3.6700282E+002, 1.4270638E+000, 1.0659902E+001
 3.6810730E+002, 1.4269245E+000, 1.0658562E+001
 3.6905399E+002, 1.4267738E+000, 1.0655494E+001
 3.7000069E+002, 1.4266634E+000, 1.0653674E+001
 3.7110517E+002, 1.4265816E+000, 1.0654052E+001
 3.7205187E+002, 1.4265367E+000, 1.0655123E+001
 3.7315635E+002, 1.4265237E+000, 1.0656230E+001
 3.7410304E+002, 1.4265412E+000, 1.0657235E+001
 3.7504974E+002, 1.4265820E+000, 1.0657851E+001
 3.7615422E+002, 1.4266360E+000, 1.0657233E+001
 3.7710092E+002, 1.4266888E+000, 1.0654779E+001
 3.7804761E+002, 1.4267264E+000, 1.0651506E+001
 3.7915209E+002, 1.4267553E+000, 1.0647794E+001
 3.8009879E+002, 1.4267893E+000, 1.0643342E+001
 3.8104549E+002, 1.4268224E+000, 1.0638205E+001
 3.8214997E+002, 1.4268350E+000, 1.0632665E+001
 3.8309666E+002, 1.4268318E+000, 1.0628214E+001
 3.8404336E+002, 1.4268381E+000, 1.0626150E+001
 3.8514784E+002, 1.4268315E+000, 1.0626373E+001
 3.8609454E+002, 1.4268158E+000, 1.0628086E+001
 3.8704123E+002, 1.4268022E+000, 1.0630467E+001
 3.8814571E+002, 1.4267703E+000, 1.0633661E+001
 3.8909241E+002, 1.4267189E+000, 1.0638251E+001
 3.9003911E+002, 1.4266644E+000, 1.0643792E+001
 3.9114359E+002, 1.4266136E+000, 1.0649198E+001
 3.9209028E+002, 1.4265674E+000, 1.0653361E+001
 3.9303698E+002, 1.4265291E+000, 1.0656755E+001
 3.9414146E+002, 1.4265036E+000, 1.0660030E+001
 3.9508816E+002, 1.4264907E+000, 1.0661645E+001
 3.9603485E+002, 1.4265032E+000, 1.0661440E+001
 3.9713933E+002, 1.4265167E+000, 1.0659467E+001
 3.9808603E+002, 1.4265121E+000, 1.0656743E+001
 3.9903273E+002, 1.4265061E+000, 1.0654358E+001
 4.0013721E+002, 1.4264752E+000, 1.0651077E+001
 4.0108390E+002, 1.4264293E+000, 1.0646891E+001
 4.0203060E+002, 1.4263850E+000, 1.0643727E+001
 4.0313508E+002, 1.4263804E+000, 1.0642119E+001
 4.0408178E+002, 1.4263985E+000, 1.0641568E+001
 4.0502848E+002, 1.4264169E+000, 1.0642387E+001
 4.0613295E+002, 1.4264432E+000, 1.0644256E+001
 4.0707965E+002, 1.4264584E+000, 1.0645717E+001
 4.0802635E+002, 1.4264665E+000, 1.0646655E+001
 4.0913083E+002, 1.4264712E+000, 1.0647323E+001
 4.1007753E+002, 1.4264595E+000, 1.0648217E+001
 4.1102422E+002, 1.4264474E+000, 1.0649228E+001
 4.1212870E+002, 1.4264144E+000, 1.0650800E+001
 4.1307540E+002, 1.4263684E+000, 1.0652813E+001
 4.1402210E+002, 1.4263417E+000, 1.0654345E+001
 4.1512657E+002, 1.4263153E+000, 1.0655555E+001
 4.1607327E+002, 1.4263017E+000, 1.0656619E+001
 4.1701997E+002, 1.4262938E+000, 1.0657562E+001
 4.1812445E+002, 1.4263035E+000, 1.0658178E+001
 4.1907115E+002, 1.4263460E+000, 1.0658399E+001
 4.2001784E+002, 1.4263872E+000, 1.0658608E+001
 4.2112232E+002, 1.4264511E+000, 1.0659510E+001
 4.2206902E+002, 1.4265264E+000, 1.0661798E+001
 4.2301572E+002, 1.4265989E+000, 1.0665426E+001
 4.2412020E+002, 1.4266693E+000, 1.0669490E+001
 4.2506689E+002, 1.4267079E+000, 1.0672559E+001
 4.2601359E+002, 1.4267126E+000, 1.0674316E+001
 4.2711807E+002, 1.4266938E+000, 1.0674632E+001
 4.2806477E+002, 1.4266632E+000, 1.0674501E+001
 4.2901146E+002, 1.4266298E+000, 1.0674284E+001
 4.3011594E+002, 1.4266003E+000, 1.0672872E+001
 4.3106264E+002, 1.4266001E+000, 1.0669711E+001
 4.3200934E+002, 1.4266374E+000, 1.0665661E+001
 4.3311382E+002, 1.4266894E+000, 1.0659880E+001
 4.3406051E+002, 1.4267572E+000, 1.0653771E+001
 4.3500721E+002, 1.4268327E+000, 1.0648657E+001
 4.3611169E+002, 1.4269135E+000, 1.0643854E+001
 4.3705839E+002, 1.4269917E+000, 1.0641360E+001
 4.3800508E+002, 1.4270336E+000, 1.0641569E+001
 4.3910956E+002, 1.4270153E+000, 1.0642744E+001
 4.4005626E+002, 1.4269348E+000, 1.0643467E+001
 4.4100296E+002, 1.4268166E+000, 1.0643903E+001
 4.4210744E+002, 1.4266811E+000, 1.0644960E+001
 4.4305413E+002, 1.4265420E+000, 1.0646034E+001
 4.4400083E+002, 1.4264361E+000, 1.0646084E+001
 4.4510531E+002, 1.4263732E+000, 1.0645648E+001
 4.4605201E+002, 1.4263634E+000, 1.0645375E+001
 4.4715649E+002, 1.4263785E+000, 1.0644123E+001
 4.4810318E+002, 1.4264102E+000, 1.0641745E+001
 4.4904988E+002, 1.4264611E+000, 1.0639368E+001
 4.5015436E+002, 1.4265236E+000, 1.0637929E+001
 4.5110106E+002, 1.4265981E+000, 1.0637865E+001
 4.5204775E+002, 1.4266904E+000, 1.0637176E+001
 4.5315223E+002, 1.4267977E+000, 1.0635318E+001
 4.5409893E+002, 1.4269095E+000, 1.0634612E+001
 4.5504563E+002, 1.4270083E+000, 1.0635871E+001
 4.5615011E+002, 1.4271074E+000, 1.0638486E+001
 4.5709680E+002, 1.4271749E+000, 1.0641366E+001
 4.5804350E+002, 1.4272332E+000, 1.0644956E+001
 4.5914798E+002, 1.4273086E+000, 1.0650099E+001
 4.6009468E+002, 1.4273473E+000, 1.0655328E+001
 4.6104137E+002, 1.4273474E+000, 1.0659022E+001
 4.6214585E+002, 1.4273157E+000, 1.0661604E+001
 4.6309255E+002, 1.4272690E+000, 1.0662020E+001
 4.6403925E+002, 1.4272149E+000, 1.0658966E+001
