s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-5.8291200E-002, 5.8291200E-002, 1.0132500E+005, 1.1229154E+000
 1.0041237E+000,-5.3042099E-002, 5.3000814E-002, 1.0132497E+005, 1.1229152E+000
 2.0082473E+000,-4.4629121E-002, 4.4911704E-002, 1.0132467E+005, 1.1229128E+000
 3.0012140E+000,-3.9090313E-002, 3.9616703E-002, 1.0132400E+005, 1.1229076E+000
 4.0053377E+000,-3.5655246E-002, 3.6154940E-002, 1.0132306E+005, 1.1229001E+000
 5.0094614E+000,-3.2451001E-002, 3.3106598E-002, 1.0132194E+005, 1.1228913E+000
 6.0024281E+000,-3.2274769E-002, 3.2979911E-002, 1.0132071E+005, 1.1228817E+000
 7.0065518E+000,-3.4181497E-002, 3.4797458E-002, 1.0131958E+005, 1.1228731E+000
 8.0106754E+000,-3.4228336E-002, 3.4573765E-002, 1.0131880E+005, 1.1228673E+000
 9.0036421E+000,-3.7421826E-002, 3.7517157E-002, 1.0131836E+005, 1.1228643E+000
 1.0004780E+001,-3.7708137E-002, 3.8097649E-002, 1.0131810E+005, 1.1228627E+000
 1.1000301E+001,-3.8710559E-002, 3.9826849E-002, 1.0131808E+005, 1.1228629E+000
 1.2000146E+001,-3.8219589E-002, 4.0431920E-002, 1.0131820E+005, 1.1228640E+000
 1.3009035E+001,-4.1990964E-002, 4.2986840E-002, 1.0131861E+005, 1.1228673E+000
 1.4000344E+001,-4.2818764E-002, 4.3532140E-002, 1.0131896E+005, 1.1228706E+000
 1.5006155E+001,-4.1929939E-002, 4.3512040E-002, 1.0131903E+005, 1.1228714E+000
 1.6010278E+001,-4.3186642E-002, 4.2753181E-002, 1.0131878E+005, 1.1228749E+000
 1.7003245E+001,-4.3491724E-002, 4.0708175E-002, 1.0131825E+005, 1.1228605E+000
 1.8007369E+001,-4.1761994E-002, 4.1189640E-002, 1.0131767E+005, 1.1228456E+000
 1.9000336E+001,-4.5938354E-002, 4.5533820E-002, 1.0131694E+005, 1.1227967E+000
 2.0004459E+001,-4.4391423E-002, 4.3621521E-002, 1.0131601E+005, 1.1224842E+000
 2.1008583E+001,-4.5497900E-002, 4.9808933E-002, 1.0131554E+005, 1.1213599E+000
