m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0006250E-001,-9.8669154E-002, 3.9618396E+000, 1.0000000E+000,-4.0006250E-001,-1.0207141E-001, 3.9969128E+000, 1.0000000E+000,-4.0006250E-001,-9.2704703E-002, 4.1225890E+000, 1.0000000E+000,-4.0006250E-001,-8.2395693E-002, 3.7324111E+000, 1.0000000E+000,-4.0006250E-001,-8.6913627E-002, 3.6475605E+000, 1.0000000E+000,-4.0006250E-001, 7.8269963E-002, 3.5878322E+000, 1.0000000E+000,-4.0006250E-001, 7.4359824E-002, 3.5487044E+000, 1.0000000E+000,-4.0006250E-001, 8.1817801E-002, 4.1496702E+000, 1.0000000E+000,-4.0006250E-001, 9.2930403E-002, 4.1647748E+000, 1.0000000E+000,-4.0006250E-001, 8.8962518E-002, 3.4224487E+000, 1.0000000E+000
-3.7241379E-001,-9.7860894E-002, 4.0386675E+000, 1.0000000E+000,-3.7241379E-001,-1.0018793E-001, 3.9255744E+000, 1.0000000E+000,-3.7241379E-001,-8.9292579E-002, 4.0227877E+000, 1.0000000E+000,-3.7241379E-001,-8.1073064E-002, 3.6969298E+000, 1.0000000E+000,-3.7241379E-001,-8.7167072E-002, 3.7768144E+000, 1.0000000E+000,-3.7241379E-001, 7.8748478E-002, 3.6644791E+000, 1.0000000E+000,-3.7241379E-001, 7.5732254E-002, 3.5384397E+000, 1.0000000E+000,-3.7241379E-001, 8.4269704E-002, 4.2121653E+000, 1.0000000E+000,-3.7241379E-001, 9.5247343E-002, 4.2852081E+000, 1.0000000E+000,-3.7241379E-001, 9.0516786E-002, 3.6188765E+000, 1.0000000E+000
-3.4482759E-001,-9.6364047E-002, 4.0148364E+000, 1.0000000E+000,-3.4482759E-001,-9.6997769E-002, 3.8890866E+000, 1.0000000E+000,-3.4482759E-001,-8.7281348E-002, 3.9869163E+000, 1.0000000E+000,-3.4482759E-001,-7.9239542E-002, 3.6785395E+000, 1.0000000E+000,-3.4482759E-001,-8.5310162E-002, 3.8166877E+000, 1.0000000E+000,-3.4482759E-001, 8.0142992E-002, 3.7303149E+000, 1.0000000E+000,-3.4482759E-001, 7.7819841E-002, 3.6671366E+000, 1.0000000E+000,-3.4482759E-001, 8.6059793E-002, 4.2331927E+000, 1.0000000E+000,-3.4482759E-001, 9.6947585E-002, 4.2309151E+000, 1.0000000E+000,-3.4482759E-001, 9.1874319E-002, 3.7777747E+000, 1.0000000E+000
-3.1724138E-001,-9.3179251E-002, 3.9872121E+000, 1.0000000E+000,-3.1724138E-001,-9.4222733E-002, 3.8431073E+000, 1.0000000E+000,-3.1724138E-001,-8.6282505E-002, 3.9368322E+000, 1.0000000E+000,-3.1724138E-001,-7.7062682E-002, 3.6320641E+000, 1.0000000E+000,-3.1724138E-001,-8.3505828E-002, 3.8727743E+000, 1.0000000E+000,-3.1724138E-001, 8.1548307E-002, 3.7237210E+000, 1.0000000E+000,-3.1724138E-001, 8.0232660E-002, 3.7891593E+000, 1.0000000E+000,-3.1724138E-001, 8.7472967E-002, 4.2408415E+000, 1.0000000E+000,-3.1724138E-001, 1.0007163E-001, 4.2259788E+000, 1.0000000E+000,-3.1724138E-001, 9.4367043E-002, 3.9152605E+000, 1.0000000E+000
-2.8965517E-001,-9.1850557E-002, 3.9728613E+000, 1.0000000E+000,-2.8965517E-001,-9.4769890E-002, 3.9692652E+000, 1.0000000E+000,-2.8965517E-001,-8.4642228E-002, 3.8736598E+000, 1.0000000E+000,-2.8965517E-001,-7.6871588E-002, 3.6626858E+000, 1.0000000E+000,-2.8965517E-001,-8.0933246E-002, 3.8638634E+000, 1.0000000E+000,-2.8965517E-001, 8.2129489E-002, 3.6304405E+000, 1.0000000E+000,-2.8965517E-001, 8.0613710E-002, 3.8176999E+000, 1.0000000E+000,-2.8965517E-001, 8.8874135E-002, 4.1881866E+000, 1.0000000E+000,-2.8965517E-001, 1.0199676E-001, 4.1614936E+000, 1.0000000E+000,-2.8965517E-001, 9.5258744E-002, 3.8801023E+000, 1.0000000E+000
-2.6206897E-001,-8.8216714E-002, 3.8802693E+000, 1.0000000E+000,-2.6206897E-001,-9.3795232E-002, 4.0179631E+000, 1.0000000E+000,-2.6206897E-001,-8.3286911E-002, 3.7808995E+000, 1.0000000E+000,-2.6206897E-001,-7.2034163E-002, 3.4090526E+000, 1.0000000E+000,-2.6206897E-001,-8.0272908E-002, 3.7542523E+000, 1.0000000E+000,-2.6206897E-001, 8.4167168E-002, 3.6364016E+000, 1.0000000E+000,-2.6206897E-001, 8.0208868E-002, 3.8496557E+000, 1.0000000E+000,-2.6206897E-001, 8.9010885E-002, 4.0299449E+000, 1.0000000E+000,-2.6206897E-001, 1.0282251E-001, 3.9830243E+000, 1.0000000E+000,-2.6206897E-001, 9.6179528E-002, 3.8455324E+000, 1.0000000E+000
-2.3448276E-001,-8.6784742E-002, 3.8531235E+000, 1.0000000E+000,-2.3448276E-001,-9.2810497E-002, 3.8869551E+000, 1.0000000E+000,-2.3448276E-001,-8.2117367E-002, 3.6806695E+000, 1.0000000E+000,-2.3448276E-001,-7.0905254E-002, 3.1758408E+000, 1.0000000E+000,-2.3448276E-001,-7.8215878E-002, 3.6772090E+000, 1.0000000E+000,-2.3448276E-001, 8.6572916E-002, 3.8412006E+000, 1.0000000E+000,-2.3448276E-001, 8.1130323E-002, 3.8266975E+000, 1.0000000E+000,-2.3448276E-001, 9.0682888E-002, 4.0148787E+000, 1.0000000E+000,-2.3448276E-001, 1.0375715E-001, 3.8283042E+000, 1.0000000E+000,-2.3448276E-001, 9.7844563E-002, 3.8543094E+000, 1.0000000E+000
-2.0689655E-001,-8.5259292E-002, 3.8514028E+000, 1.0000000E+000,-2.0689655E-001,-9.2186350E-002, 3.7825468E+000, 1.0000000E+000,-2.0689655E-001,-8.1402160E-002, 3.6474055E+000, 1.0000000E+000,-2.0689655E-001,-7.1979225E-002, 3.1595026E+000, 1.0000000E+000,-2.0689655E-001,-7.7086035E-002, 3.6692735E+000, 1.0000000E+000,-2.0689655E-001, 8.8674516E-002, 3.9359291E+000, 1.0000000E+000,-2.0689655E-001, 8.1735160E-002, 3.8351978E+000, 1.0000000E+000,-2.0689655E-001, 9.2451484E-002, 3.9944010E+000, 1.0000000E+000,-2.0689655E-001, 1.0298839E-001, 3.7044812E+000, 1.0000000E+000,-2.0689655E-001, 9.8549971E-002, 3.8972577E+000, 1.0000000E+000
-1.7931034E-001,-8.5009733E-002, 3.8916069E+000, 1.0000000E+000,-1.7931034E-001,-9.0867019E-002, 3.7880020E+000, 1.0000000E+000,-1.7931034E-001,-8.2301749E-002, 3.7278773E+000, 1.0000000E+000,-1.7931034E-001,-7.0627735E-002, 3.1795695E+000, 1.0000000E+000,-1.7931034E-001,-7.8066494E-002, 3.6436935E+000, 1.0000000E+000,-1.7931034E-001, 8.9320949E-002, 3.9101340E+000, 1.0000000E+000,-1.7931034E-001, 8.2755872E-002, 3.7643827E+000, 1.0000000E+000,-1.7931034E-001, 9.3962619E-002, 4.0147762E+000, 1.0000000E+000,-1.7931034E-001, 1.0171392E-001, 3.7901578E+000, 1.0000000E+000,-1.7931034E-001, 9.9961121E-002, 3.9805099E+000, 1.0000000E+000
