s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-6.1205760E-001, 6.1205760E-001, 1.0132500E+005, 8.8318715E-001
 1.0041237E+000,-4.0458855E-001, 4.2537182E-001, 1.0131202E+005, 8.8310660E-001
 2.0042244E+000,-3.1488201E-001, 3.9728373E-001, 1.0126284E+005, 8.8279398E-001
 3.0033207E+000,-4.6141465E-001, 5.4902538E-001, 1.0123784E+005, 8.5875368E-001
 4.0007655E+000,-4.5321750E-001, 4.7153337E-001, 1.0122139E+005, 8.7790118E-001
 5.0055121E+000,-4.4481569E-001, 4.5280847E-001, 1.0121695E+005, 8.7578958E-001
 6.0011809E+000,-5.3840688E-001, 5.7824397E-001, 1.0121236E+005, 8.6767004E-001
 7.0042290E+000,-5.3171607E-001, 5.8190436E-001, 1.0121076E+005, 8.7395053E-001
 8.0044257E+000,-5.0152506E-001, 5.4039425E-001, 1.0120560E+005, 8.8690648E-001
 9.0021238E+000,-5.4406585E-001, 5.1996306E-001, 1.0119745E+005, 8.8157782E-001
 1.0004495E+001,-4.5596320E-001, 5.8401671E-001, 1.0119416E+005, 8.8089462E-001
 1.1003627E+001,-5.6853512E-001, 5.4661942E-001, 1.0119167E+005, 8.8684556E-001
 1.2002379E+001,-4.7283342E-001, 5.0429961E-001, 1.0119348E+005, 8.9082986E-001
 1.3004331E+001,-4.4581236E-001, 5.0396774E-001, 1.0119404E+005, 8.8149306E-001
 1.4002284E+001,-3.9488173E-001, 5.2152497E-001, 1.0118881E+005, 8.8676769E-001
 1.5002210E+001,-4.6654295E-001, 5.3468953E-001, 1.0117802E+005, 8.8954052E-001
 1.6003603E+001,-4.3140272E-001, 4.8679965E-001, 1.0117308E+005, 8.8628125E-001
 1.7002428E+001,-5.4580545E-001, 5.1761250E-001, 1.0117048E+005, 8.9037551E-001
 1.8004087E+001,-6.0951072E-001, 4.9654129E-001, 1.0117056E+005, 8.8408008E-001
 1.9004870E+001,-5.2853045E-001, 4.9713220E-001, 1.0117112E+005, 8.7485579E-001
 2.0001176E+001,-5.2266327E-001, 5.3331135E-001, 1.0116167E+005, 8.7463478E-001
 2.1001338E+001,-4.7919247E-001, 5.1493235E-001, 1.0115324E+005, 8.7434447E-001
 2.2001898E+001,-4.6749679E-001, 5.4663912E-001, 1.0114057E+005, 8.7477954E-001
 2.3001799E+001,-5.2633368E-001, 5.8834537E-001, 1.0113572E+005, 8.7097162E-001
 2.4001417E+001,-4.9846611E-001, 5.5372436E-001, 1.0113030E+005, 8.7127443E-001
 2.5002850E+001,-3.7413260E-001, 5.8137774E-001, 1.0113185E+005, 8.5465673E-001
 2.6005049E+001,-3.5589738E-001, 5.8200129E-001, 1.0113525E+005, 8.2942482E-001
 2.7003109E+001,-4.1064281E-001, 6.4295729E-001, 1.0113513E+005, 8.5259666E-001
 2.8004446E+001,-3.7697247E-001, 5.4257498E-001, 1.0112874E+005, 8.6483141E-001
 2.9001367E+001,-3.8101415E-001, 6.1339706E-001, 1.0112467E+005, 8.3904468E-001
 3.0001594E+001,-4.2350114E-001, 6.1482365E-001, 1.0112393E+005, 8.2705605E-001
 3.1000176E+001,-4.1708614E-001, 6.0880562E-001, 1.0112252E+005, 8.4848244E-001
 3.2002133E+001,-4.4096929E-001, 5.6245309E-001, 1.0112174E+005, 8.6901089E-001
 3.3000491E+001,-3.4474732E-001, 5.5694319E-001, 1.0112151E+005, 8.6387941E-001
 3.4002379E+001,-4.0856869E-001, 5.4352246E-001, 1.0112170E+005, 8.5026614E-001
 3.5002348E+001,-4.8425348E-001, 5.6192063E-001, 1.0111042E+005, 8.6277429E-001
 3.6003319E+001,-4.3682054E-001, 5.8788078E-001, 1.0110850E+005, 8.5415467E-001
 3.7002890E+001,-3.8887877E-001, 6.3121000E-001, 1.0110848E+005, 8.3684115E-001
 3.8002489E+001,-3.8987404E-001, 5.4757356E-001, 1.0110748E+005, 8.4096984E-001
 3.9004265E+001,-2.6572833E-001, 6.3921528E-001, 1.0110921E+005, 8.3454694E-001
 4.0001629E+001,-3.9085359E-001, 6.2358412E-001, 1.0111053E+005, 8.4442614E-001
 4.1002820E+001,-4.2070427E-001, 6.3445473E-001, 1.0110987E+005, 8.4448511E-001
 4.2003170E+001,-3.9624952E-001, 5.8073700E-001, 1.0111039E+005, 8.5655329E-001
 4.3004023E+001,-5.0119865E-001, 5.8355046E-001, 1.0111162E+005, 8.6793962E-001
 4.4001646E+001,-4.2962374E-001, 5.7500632E-001, 1.0110760E+005, 8.5123152E-001
 4.5002637E+001,-4.0069505E-001, 5.6215436E-001, 1.0110984E+005, 8.4429024E-001
 4.6003805E+001,-4.1785768E-001, 5.7824701E-001, 1.0111322E+005, 8.5783457E-001
 4.7000954E+001,-4.7553862E-001, 6.4726178E-001, 1.0110889E+005, 8.4636995E-001
 4.8001602E+001,-3.6462036E-001, 5.6269775E-001, 1.0111059E+005, 8.4741966E-001
 4.9002808E+001,-4.1115046E-001, 5.5438650E-001, 1.0111561E+005, 8.4756040E-001
 5.0001572E+001,-3.2734839E-001, 5.6152654E-001, 1.0111721E+005, 8.3964347E-001
 5.1003448E+001,-3.3219529E-001, 6.2289011E-001, 1.0111580E+005, 8.4018943E-001
 5.2004348E+001,-4.0961098E-001, 6.1606013E-001, 1.0111740E+005, 8.5177942E-001
 5.3004286E+001,-3.6846659E-001, 6.0625471E-001, 1.0111642E+005, 8.4053840E-001
