m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E+000,-4.7387134E-001, 9.2479569E+001, 3.9148578E+000,-4.0012500E+000,-4.5834319E-001, 9.3810938E+001, 3.9032592E+000,-4.0012500E+000,-4.4047268E-001, 8.7642236E+001, 3.8896651E+000,-4.0012500E+000,-4.3902218E-001, 8.3837949E+001, 3.8885021E+000,-4.0012500E+000,-4.4719215E-001, 9.2734107E+001, 3.8947413E+000,-4.0012500E+000, 4.1456083E-001, 8.9143785E+001, 3.9836271E+000,-4.0012500E+000, 4.3031087E-001, 9.4472998E+001, 3.9882686E+000,-4.0012500E+000, 4.4121040E-001, 9.0410148E+001, 3.9912965E+000,-4.0012500E+000, 4.4499409E-001, 8.2755624E+001, 3.9923377E+000,-4.0012500E+000, 4.3638459E-001, 9.0707526E+001, 3.9899067E+000
-3.7241379E+000,-4.7118966E-001, 9.3963266E+001, 3.9128788E+000,-3.7241379E+000,-4.5568643E-001, 9.6590374E+001, 3.9012950E+000,-3.7241379E+000,-4.3839713E-001, 9.1556432E+001, 3.8880478E+000,-3.7241379E+000,-4.3479905E-001, 8.5357721E+001, 3.8852164E+000,-3.7241379E+000,-4.4596547E-001, 9.5380096E+001, 3.8937958E+000,-3.7241379E+000, 4.1779133E-001, 9.0304729E+001, 3.9846357E+000,-3.7241379E+000, 4.3293436E-001, 9.5496053E+001, 3.9889996E+000,-3.7241379E+000, 4.4403641E-001, 9.2260793E+001, 3.9920760E+000,-3.7241379E+000, 4.4676842E-001, 8.3739439E+001, 3.9928529E+000,-3.7241379E+000, 4.3931487E-001, 9.3170798E+001, 3.9907547E+000
-3.4482759E+000,-4.6910842E-001, 9.4749125E+001, 3.9113383E+000,-3.4482759E+000,-4.5380671E-001, 9.9953452E+001, 3.8999162E+000,-3.4482759E+000,-4.3733976E-001, 9.2682899E+001, 3.8872404E+000,-3.4482759E+000,-4.3274145E-001, 8.5481974E+001, 3.8836225E+000,-3.4482759E+000,-4.4393578E-001, 9.6878756E+001, 3.8922612E+000,-3.4482759E+000, 4.1944270E-001, 9.0701926E+001, 3.9851306E+000,-3.4482759E+000, 4.3475712E-001, 9.6013974E+001, 3.9895254E+000,-3.4482759E+000, 4.4588167E-001, 9.2308311E+001, 3.9925951E+000,-3.4482759E+000, 4.4740170E-001, 8.3812736E+001, 3.9929993E+000,-3.4482759E+000, 4.4057897E-001, 9.4556547E+001, 3.9911145E+000
-3.1724138E+000,-4.6703726E-001, 9.6494011E+001, 3.9097685E+000,-3.1724138E+000,-4.5149283E-001, 1.0138025E+002, 3.8981644E+000,-3.1724138E+000,-4.3517555E-001, 9.2827518E+001, 3.8855528E+000,-3.1724138E+000,-4.3005135E-001, 8.7085631E+001, 3.8814974E+000,-3.1724138E+000,-4.4242862E-001, 9.8452466E+001, 3.8911280E+000,-3.1724138E+000, 4.2078600E-001, 8.9613152E+001, 3.9855076E+000,-3.1724138E+000, 4.3643849E-001, 9.8201861E+001, 3.9899967E+000,-3.1724138E+000, 4.4841650E-001, 9.3444761E+001, 3.9932855E+000,-3.1724138E+000, 4.4789605E-001, 8.4388460E+001, 3.9931452E+000,-3.1724138E+000, 4.4171885E-001, 9.4832513E+001, 3.9914263E+000
-2.8965517E+000,-4.6530572E-001, 9.6698644E+001, 3.9084765E+000,-2.8965517E+000,-4.4981561E-001, 1.0311596E+002, 3.8969199E+000,-2.8965517E+000,-4.3246708E-001, 9.3419660E+001, 3.8834586E+000,-2.8965517E+000,-4.2805359E-001, 8.8989948E+001, 3.8799413E+000,-2.8965517E+000,-4.3983721E-001, 9.8801538E+001, 3.8891239E+000,-2.8965517E+000, 4.2248028E-001, 8.9633076E+001, 3.9859976E+000,-2.8965517E+000, 4.3853709E-001, 9.9997727E+001, 3.9905855E+000,-2.8965517E+000, 4.4998945E-001, 9.3847118E+001, 3.9937125E+000,-2.8965517E+000, 4.4940208E-001, 8.7027301E+001, 3.9935436E+000,-2.8965517E+000, 4.4261601E-001, 9.4669186E+001, 3.9916572E+000
-2.6206897E+000,-4.6116674E-001, 9.7967368E+001, 3.9053766E+000,-2.6206897E+000,-4.4637885E-001, 1.0313181E+002, 3.8942805E+000,-2.6206897E+000,-4.3035772E-001, 9.4359255E+001, 3.8818016E+000,-2.6206897E+000,-4.2507736E-001, 8.9348124E+001, 3.8775914E+000,-2.6206897E+000,-4.3605088E-001, 9.7821903E+001, 3.8861806E+000,-2.6206897E+000, 4.2435203E-001, 8.9380539E+001, 3.9865373E+000,-2.6206897E+000, 4.4145585E-001, 1.0160843E+002, 3.9913957E+000,-2.6206897E+000, 4.5226171E-001, 9.5683638E+001, 3.9943131E+000,-2.6206897E+000, 4.5231195E-001, 8.7126682E+001, 3.9942944E+000,-2.6206897E+000, 4.4451676E-001, 9.4648541E+001, 3.9921378E+000
-2.3448276E+000,-4.5965251E-001, 9.5944771E+001, 3.9042471E+000,-2.3448276E+000,-4.4396449E-001, 1.0114358E+002, 3.8924251E+000,-2.3448276E+000,-4.2916512E-001, 9.4171109E+001, 3.8808812E+000,-2.3448276E+000,-4.2187479E-001, 8.8835840E+001, 3.8750377E+000,-2.3448276E+000,-4.3456196E-001, 9.6142836E+001, 3.8850422E+000,-2.3448276E+000, 4.2596704E-001, 9.1501212E+001, 3.9870208E+000,-2.3448276E+000, 4.4278716E-001, 1.0205046E+002, 3.9917764E+000,-2.3448276E+000, 4.5417064E-001, 9.5341027E+001, 3.9948036E+000,-2.3448276E+000, 4.5469542E-001, 8.7978866E+001, 3.9949228E+000,-2.3448276E+000, 4.4643298E-001, 9.5101985E+001, 3.9926519E+000
-2.0689655E+000,-4.5769849E-001, 9.6243980E+001, 3.9027740E+000,-2.0689655E+000,-4.4168647E-001, 9.8195492E+001, 3.8906455E+000,-2.0689655E+000,-4.2697525E-001, 9.3957600E+001, 3.8791608E+000,-2.0689655E+000,-4.2076071E-001, 8.9145973E+001, 3.8741233E+000,-2.0689655E+000,-4.3216425E-001, 9.3587627E+001, 3.8831831E+000,-2.0689655E+000, 4.2707146E-001, 9.0185502E+001, 3.9873216E+000,-2.0689655E+000, 4.4376055E-001, 1.0257839E+002, 3.9920578E+000,-2.0689655E+000, 4.5515301E-001, 9.4696878E+001, 3.9950614E+000,-2.0689655E+000, 4.5643035E-001, 8.8486907E+001, 3.9953599E+000,-2.0689655E+000, 4.4878883E-001, 9.5248256E+001, 3.9932944E+000
-1.7931034E+000,-4.5506005E-001, 9.6718374E+001, 3.9007747E+000,-1.7931034E+000,-4.3922801E-001, 9.7231195E+001, 3.8887258E+000,-1.7931034E+000,-4.2528415E-001, 9.3104001E+001, 3.8778171E+000,-1.7931034E+000,-4.1962063E-001, 8.8152920E+001, 3.8731991E+000,-1.7931034E+000,-4.3003683E-001, 9.2215663E+001, 3.8815059E+000,-1.7931034E+000, 4.2947740E-001, 9.3141184E+001, 3.9880339E+000,-1.7931034E+000, 4.4450560E-001, 1.0198152E+002, 3.9922545E+000,-1.7931034E+000, 4.5589221E-001, 9.4912617E+001, 3.9952390E+000,-1.7931034E+000, 4.5788972E-001, 8.7274275E+001, 3.9957234E+000,-1.7931034E+000, 4.5081961E-001, 9.5489876E+001, 3.9938380E+000
-1.5172414E+000,-4.5209880E-001, 9.5998015E+001, 3.8985398E+000,-1.5172414E+000,-4.3698670E-001, 9.6268373E+001, 3.8869679E+000,-1.5172414E+000,-4.2318562E-001, 9.2925177E+001, 3.8761533E+000,-1.5172414E+000,-4.1831627E-001, 8.6959379E+001, 3.8721621E+000,-1.5172414E+000,-4.2738400E-001, 9.1941288E+001, 3.8794255E+000,-1.5172414E+000, 4.3205876E-001, 9.2693448E+001, 3.9887747E+000,-1.5172414E+000, 4.4640529E-001, 1.0137717E+002, 3.9927681E+000,-1.5172414E+000, 4.5659992E-001, 9.2840644E+001, 3.9954021E+000,-1.5172414E+000, 4.5944580E-001, 8.7513743E+001, 3.9961084E+000,-1.5172414E+000, 4.5258866E-001, 9.5511142E+001, 3.9943052E+000
-1.2413793E+000,-4.4831251E-001, 9.5347298E+001, 3.8956673E+000,-1.2413793E+000,-4.3398693E-001, 9.5621020E+001, 3.8846692E+000,-1.2413793E+000,-4.2083473E-001, 8.8723711E+001, 3.8742337E+000,-1.2413793E+000,-4.1656425E-001, 8.5767312E+001, 3.8708032E+000,-1.2413793E+000,-4.2426284E-001, 9.2604951E+001, 3.8769381E+000,-1.2413793E+000, 4.3457353E-001, 9.4557193E+001, 3.9894577E+000,-1.2413793E+000, 4.4987492E-001, 9.8647763E+001, 3.9936619E+000,-1.2413793E+000, 4.5847574E-001, 9.3717190E+001, 3.9958644E+000,-1.2413793E+000, 4.6187619E-001, 8.7250004E+001, 3.9966957E+000,-1.2413793E+000, 4.5546306E-001, 9.5873981E+001, 3.9950384E+000
-9.6551724E-001,-4.4575161E-001, 9.3474705E+001, 3.8937025E+000,-9.6551724E-001,-4.3184610E-001, 9.5411705E+001, 3.8830070E+000,-9.6551724E-001,-4.1888189E-001, 8.9810733E+001, 3.8726649E+000,-9.6551724E-001,-4.1298673E-001, 8.4730600E+001, 3.8678702E+000,-9.6551724E-001,-4.2328379E-001, 9.2855053E+001, 3.8761932E+000,-9.6551724E-001, 4.3618456E-001, 9.3196831E+001, 3.9899060E+000,-9.6551724E-001, 4.5179527E-001, 9.8459015E+001, 3.9941437E+000,-9.6551724E-001, 4.6055078E-001, 9.3401030E+001, 3.9963965E+000,-9.6551724E-001, 4.6430805E-001, 8.6474681E+001, 3.9972889E+000,-9.6551724E-001, 4.5685962E-001, 9.5765860E+001, 3.9953961E+000
-6.8965517E-001,-4.4345063E-001, 9.3102533E+001, 3.8919507E+000,-6.8965517E-001,-4.2895616E-001, 9.3170598E+001, 3.8807205E+000,-6.8965517E-001,-4.1701931E-001, 8.8338172E+001, 3.8711472E+000,-6.8965517E-001,-4.1082268E-001, 8.5702266E+001, 3.8660697E+000,-6.8965517E-001,-4.2247670E-001, 9.1491293E+001, 3.8755311E+000,-6.8965517E-001, 4.3727140E-001, 9.1544039E+001, 3.9902095E+000,-6.8965517E-001, 4.5342051E-001, 9.6511253E+001, 3.9945663E+000,-6.8965517E-001, 4.6156038E-001, 9.1881442E+001, 3.9966481E+000,-6.8965517E-001, 4.6675534E-001, 8.6415261E+001, 3.9978963E+000,-6.8965517E-001, 4.5897252E-001, 9.6713186E+001, 3.9959425E+000
-4.1379310E-001,-4.4157081E-001, 9.2578075E+001, 3.8905118E+000,-4.1379310E-001,-4.2680290E-001, 9.1010224E+001, 3.8790177E+000,-4.1379310E-001,-4.1576226E-001, 8.8678621E+001, 3.8701256E+000,-4.1379310E-001,-4.0881454E-001, 8.6476054E+001, 3.8644176E+000,-4.1379310E-001,-4.2050975E-001, 8.9478430E+001, 3.8739617E+000,-4.1379310E-001, 4.4002431E-001, 9.1143680E+001, 3.9909760E+000,-4.1379310E-001, 4.5517647E-001, 9.5429665E+001, 3.9950245E+000,-4.1379310E-001, 4.6235514E-001, 9.0237597E+001, 3.9968494E+000,-4.1379310E-001, 4.6870476E-001, 8.4797138E+001, 3.9983737E+000,-4.1379310E-001, 4.6065922E-001, 9.6229187E+001, 3.9963810E+000
-1.3793103E-001,-4.3913962E-001, 8.9892461E+001, 3.8886241E+000,-1.3793103E-001,-4.2493024E-001, 9.0356214E+001, 3.8775041E+000,-1.3793103E-001,-4.1283046E-001, 8.8190299E+001, 3.8677569E+000,-1.3793103E-001,-4.0635570E-001, 8.7321238E+001, 3.8624101E+000,-1.3793103E-001,-4.1827171E-001, 8.9989316E+001, 3.8721437E+000,-1.3793103E-001, 4.4248498E-001, 9.1058229E+001, 3.9916683E+000,-1.3793103E-001, 4.5596725E-001, 9.4628577E+001, 3.9952307E+000,-1.3793103E-001, 4.6496208E-001, 8.9519027E+001, 3.9975136E+000,-1.3793103E-001, 4.7036466E-001, 8.4490475E+001, 3.9987990E+000,-1.3793103E-001, 4.6169132E-001, 9.5218524E+001, 3.9966475E+000
 1.3793103E-001,-4.3501711E-001, 8.9044895E+001, 3.8854301E+000, 1.3793103E-001,-4.2329745E-001, 9.0099948E+001, 3.8762391E+000, 1.3793103E-001,-4.0825722E-001, 8.8909661E+001, 3.8640718E+000, 1.3793103E-001,-4.0487718E-001, 8.6151089E+001, 3.8612924E+000, 1.3793103E-001,-4.1464064E-001, 8.9822739E+001, 3.8691646E+000, 1.3793103E-001, 4.4621527E-001, 8.9259599E+001, 3.9926768E+000, 1.3793103E-001, 4.5810706E-001, 9.5032079E+001, 3.9957616E+000, 1.3793103E-001, 4.6741631E-001, 8.9471728E+001, 3.9981259E+000, 1.3793103E-001, 4.7233722E-001, 8.2167969E+001, 3.9992949E+000, 1.3793103E-001, 4.6346402E-001, 9.3820478E+001, 3.9971148E+000
