m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0006250E-003,-2.7961126E+000, 1.3077048E-006, 1.0000000E+000,-4.0006250E-003,-2.7961126E+000, 1.1715698E-006, 1.0000000E+000,-4.0006250E-003,-2.7961126E+000, 1.0191125E-006, 1.0000000E+000,-4.0006250E-003,-2.7961126E+000, 8.2150397E-007, 1.0000000E+000,-4.0006250E-003,-2.7961126E+000, 7.6361513E-007, 1.0000000E+000,-4.0006250E-003, 2.7962072E+000, 2.3350554E-006, 1.0000000E+000,-4.0006250E-003, 2.7962072E+000, 2.0673961E-006, 1.0000000E+000,-4.0006250E-003, 2.7962072E+000, 1.7941096E-006, 1.0000000E+000,-4.0006250E-003, 2.7962072E+000, 1.4906635E-006, 1.0000000E+000,-4.0006250E-003, 2.7962072E+000, 1.1508988E-006, 1.0000000E+000
-3.7241379E-003,-2.7961126E+000, 1.4011257E-006, 1.0000000E+000,-3.7241379E-003,-2.7961126E+000, 1.2765113E-006, 1.0000000E+000,-3.7241379E-003,-2.7961126E+000, 1.1272654E-006, 1.0000000E+000,-3.7241379E-003,-2.7961126E+000, 9.0159476E-007, 1.0000000E+000,-3.7241379E-003,-2.7961126E+000, 7.6415031E-007, 1.0000000E+000,-3.7241379E-003, 2.7962072E+000, 2.3014146E-006, 1.0000000E+000,-3.7241379E-003, 2.7962072E+000, 2.0388104E-006, 1.0000000E+000,-3.7241379E-003, 2.7962072E+000, 1.7566671E-006, 1.0000000E+000,-3.7241379E-003, 2.7962072E+000, 1.4303461E-006, 1.0000000E+000,-3.7241379E-003, 2.7962072E+000, 1.0618272E-006, 1.0000000E+000
-3.4482759E-003,-2.7961126E+000, 1.4627212E-006, 1.0000000E+000,-3.4482759E-003,-2.7961126E+000, 1.3465189E-006, 1.0000000E+000,-3.4482759E-003,-2.7961126E+000, 1.2004320E-006, 1.0000000E+000,-3.4482759E-003,-2.7961126E+000, 9.6644617E-007, 1.0000000E+000,-3.4482759E-003,-2.7961126E+000, 7.9004945E-007, 1.0000000E+000,-3.4482759E-003, 2.7962072E+000, 2.2933928E-006, 1.0000000E+000,-3.4482759E-003, 2.7962072E+000, 2.0392310E-006, 1.0000000E+000,-3.4482759E-003, 2.7962072E+000, 1.7530215E-006, 1.0000000E+000,-3.4482759E-003, 2.7962072E+000, 1.4099393E-006, 1.0000000E+000,-3.4482759E-003, 2.7962072E+000, 1.0262491E-006, 1.0000000E+000
-3.1724138E-003,-2.7961126E+000, 1.5266750E-006, 1.0000000E+000,-3.1724138E-003,-2.7961126E+000, 1.4195760E-006, 1.0000000E+000,-3.1724138E-003,-2.7961126E+000, 1.2763292E-006, 1.0000000E+000,-3.1724138E-003,-2.7961126E+000, 1.0388196E-006, 1.0000000E+000,-3.1724138E-003,-2.7961126E+000, 8.4159776E-007, 1.0000000E+000,-3.1724138E-003, 2.7962072E+000, 2.2957501E-006, 1.0000000E+000,-3.1724138E-003, 2.7962072E+000, 2.0550796E-006, 1.0000000E+000,-3.1724138E-003, 2.7962072E+000, 1.7649795E-006, 1.0000000E+000,-3.1724138E-003, 2.7962072E+000, 1.4021649E-006, 1.0000000E+000,-3.1724138E-003, 2.7962072E+000, 1.0118955E-006, 1.0000000E+000
-2.8965517E-003,-2.7961126E+000, 1.5633237E-006, 1.0000000E+000,-2.8965517E-003,-2.7961126E+000, 1.4622720E-006, 1.0000000E+000,-2.8965517E-003,-2.7961126E+000, 1.3202114E-006, 1.0000000E+000,-2.8965517E-003,-2.7961126E+000, 1.0815339E-006, 1.0000000E+000,-2.8965517E-003,-2.7961126E+000, 8.8155144E-007, 1.0000000E+000,-2.8965517E-003, 2.7962072E+000, 2.3004137E-006, 1.0000000E+000,-2.8965517E-003, 2.7962072E+000, 2.0711777E-006, 1.0000000E+000,-2.8965517E-003, 2.7962072E+000, 1.7771945E-006, 1.0000000E+000,-2.8965517E-003, 2.7962072E+000, 1.3985726E-006, 1.0000000E+000,-2.8965517E-003, 2.7962072E+000, 1.0108501E-006, 1.0000000E+000
-2.6206897E-003,-2.7961126E+000, 1.6151330E-006, 1.0000000E+000,-2.6206897E-003,-2.7961126E+000, 1.5206000E-006, 1.0000000E+000,-2.6206897E-003,-2.7961126E+000, 1.3778306E-006, 1.0000000E+000,-2.6206897E-003,-2.7961126E+000, 1.1401089E-006, 1.0000000E+000,-2.6206897E-003,-2.7961126E+000, 9.4615484E-007, 1.0000000E+000,-2.6206897E-003, 2.7962072E+000, 2.3044020E-006, 1.0000000E+000,-2.6206897E-003, 2.7962072E+000, 2.0887131E-006, 1.0000000E+000,-2.6206897E-003, 2.7962072E+000, 1.7875703E-006, 1.0000000E+000,-2.6206897E-003, 2.7962072E+000, 1.3885447E-006, 1.0000000E+000,-2.6206897E-003, 2.7962072E+000, 1.0113860E-006, 1.0000000E+000
-2.3448276E-003,-2.7961126E+000, 1.6698922E-006, 1.0000000E+000,-2.3448276E-003,-2.7961126E+000, 1.5797501E-006, 1.0000000E+000,-2.3448276E-003,-2.7961126E+000, 1.4349864E-006, 1.0000000E+000,-2.3448276E-003,-2.7961126E+000, 1.2014492E-006, 1.0000000E+000,-2.3448276E-003,-2.7961126E+000, 1.0206498E-006, 1.0000000E+000,-2.3448276E-003, 2.7962072E+000, 2.2990712E-006, 1.0000000E+000,-2.3448276E-003, 2.7962072E+000, 2.0923559E-006, 1.0000000E+000,-2.3448276E-003, 2.7962072E+000, 1.7823438E-006, 1.0000000E+000,-2.3448276E-003, 2.7962072E+000, 1.3643884E-006, 1.0000000E+000,-2.3448276E-003, 2.7962072E+000, 9.9717186E-007, 1.0000000E+000
-2.0689655E-003,-2.7961126E+000, 1.3836199E-006, 1.0000000E+000,-2.0689655E-003,-2.7961126E+000, 1.3006467E-006, 1.0000000E+000,-2.0689655E-003,-2.7961126E+000, 1.1841784E-006, 1.0000000E+000,-2.0689655E-003,-2.7961126E+000, 9.7443954E-007, 1.0000000E+000,-2.0689655E-003,-2.7961126E+000, 8.6526288E-007, 1.0000000E+000,-2.0689655E-003, 2.7962072E+000, 2.3546015E-006, 1.0000000E+000,-2.0689655E-003, 2.7962072E+000, 2.1602837E-006, 1.0000000E+000,-2.0689655E-003, 2.7962072E+000, 1.8491359E-006, 1.0000000E+000,-2.0689655E-003, 2.7962072E+000, 1.4377234E-006, 1.0000000E+000,-2.0689655E-003, 2.7962072E+000, 1.1269130E-006, 1.0000000E+000
-1.7931034E-003,-2.7961126E+000, 1.4904605E-006, 1.0000000E+000,-1.7931034E-003,-2.7961126E+000, 1.4051016E-006, 1.0000000E+000,-1.7931034E-003,-2.7961126E+000, 1.2621714E-006, 1.0000000E+000,-1.7931034E-003,-2.7961126E+000, 1.0216079E-006, 1.0000000E+000,-1.7931034E-003,-2.7961126E+000, 8.6902870E-007, 1.0000000E+000,-1.7931034E-003, 2.7962072E+000, 2.3148257E-006, 1.0000000E+000,-1.7931034E-003, 2.7962072E+000, 2.1242467E-006, 1.0000000E+000,-1.7931034E-003, 2.7962072E+000, 1.7920932E-006, 1.0000000E+000,-1.7931034E-003, 2.7962072E+000, 1.3472199E-006, 1.0000000E+000,-1.7931034E-003, 2.7962072E+000, 1.0435039E-006, 1.0000000E+000
