m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E+000,-6.2587863E-002, 1.4329737E+002, 3.4941177E+000, 2.0000000E+000,-6.2525201E-002, 1.4121332E+002, 3.4938840E+000, 2.0000000E+000,-6.2474396E-002, 1.4175152E+002, 3.4936933E+000, 2.0000000E+000,-6.2675248E-002, 1.3958324E+002, 3.4944443E+000, 2.0000000E+000,-6.2783634E-002, 1.4313337E+002, 3.4948446E+000, 2.0000000E+000, 4.0401316E-002, 1.5195926E+002, 3.4232248E+000, 2.0000000E+000, 4.0451605E-002, 1.4549880E+002, 3.4234514E+000, 2.0000000E+000, 4.0383377E-002, 1.5029440E+002, 3.4231415E+000, 2.0000000E+000, 4.0271240E-002, 1.4143381E+002, 3.4226331E+000, 2.0000000E+000, 4.0306634E-002, 1.4670402E+002, 3.4227972E+000
 2.9655172E+000,-6.1371691E-002, 1.4543284E+002, 3.4895504E+000, 2.9655172E+000,-6.1297042E-002, 1.4794254E+002, 3.4892662E+000, 2.9655172E+000,-6.1215610E-002, 1.4907906E+002, 3.4889577E+000, 2.9655172E+000,-6.1408982E-002, 1.4412357E+002, 3.4896914E+000, 2.9655172E+000,-6.1552199E-002, 1.4440528E+002, 3.4902321E+000, 2.9655172E+000, 4.1087639E-002, 1.5675420E+002, 3.4263062E+000, 2.9655172E+000, 4.1113243E-002, 1.5273042E+002, 3.4264207E+000, 2.9655172E+000, 4.1079356E-002, 1.5591696E+002, 3.4296536E+000, 2.9655172E+000, 4.0937204E-002, 1.4553639E+002, 3.4256335E+000, 2.9655172E+000, 4.0995489E-002, 1.5044024E+002, 3.4258988E+000
 3.9310345E+000,-5.9974756E-002, 1.5394040E+002, 3.4842060E+000, 3.9310345E+000,-5.9899449E-002, 1.5882619E+002, 3.4839130E+000, 3.9310345E+000,-5.9823782E-002, 1.6032158E+002, 3.4836221E+000, 3.9310345E+000,-5.9989118E-002, 1.5230267E+002, 3.4842608E+000, 3.9310345E+000,-6.0111069E-002, 1.5217060E+002, 3.4847312E+000, 3.9310345E+000, 4.1974022E-002, 1.6220652E+002, 3.4302102E+000, 3.9310345E+000, 4.1959200E-002, 1.6338324E+002, 3.4361272E+000, 3.9310345E+000, 4.2003409E-002, 1.6226341E+002, 3.4440498E+000, 3.9310345E+000, 4.1824882E-002, 1.5280394E+002, 3.4295596E+000, 3.9310345E+000, 4.1891108E-002, 1.5808766E+002, 3.4298507E+000
 4.8965517E+000,-5.8789258E-002, 1.6444681E+002, 3.4795855E+000, 4.8965517E+000,-5.8735837E-002, 1.7022667E+002, 3.4793738E+000, 4.8965517E+000,-5.8696492E-002, 1.7031987E+002, 3.4792205E+000, 4.8965517E+000,-5.8756882E-002, 1.6453627E+002, 3.4794584E+000, 4.8965517E+000,-5.8899625E-002, 1.6227217E+002, 3.4800185E+000, 4.8965517E+000, 4.2799631E-002, 1.7018749E+002, 3.4337709E+000, 4.8965517E+000, 4.2792565E-002, 1.7065076E+002, 3.4337390E+000, 4.8965517E+000, 4.2848802E-002, 1.7013898E+002, 3.4537446E+000, 4.8965517E+000, 4.2666539E-002, 1.6017705E+002, 3.4331999E+000, 4.8965517E+000, 4.2727149E-002, 1.6643783E+002, 3.4334613E+000
 5.8620690E+000,-5.7683401E-002, 1.7546956E+002, 3.4752038E+000, 5.8620690E+000,-5.7674653E-002, 1.8187661E+002, 3.4751684E+000, 5.8620690E+000,-5.7695223E-002, 1.7975737E+002, 3.4752510E+000, 5.8620690E+000,-5.7681236E-002, 1.7754958E+002, 3.4751946E+000, 5.8620690E+000,-5.7815286E-002, 1.7441256E+002, 3.4757299E+000, 5.8620690E+000, 4.3578142E-002, 1.7792559E+002, 3.4438951E+000, 5.8620690E+000, 4.3622808E-002, 1.7751427E+002, 3.4372489E+000, 5.8620690E+000, 4.3642305E-002, 1.7846578E+002, 3.4459797E+000, 5.8620690E+000, 4.3503774E-002, 1.6648388E+002, 3.4530936E+000, 5.8620690E+000, 4.3501070E-002, 1.7456751E+002, 3.4472652E+000
 6.8275862E+000,-5.6695822E-002, 1.8660092E+002, 3.4712311E+000, 6.8275862E+000,-5.6759416E-002, 1.9154578E+002, 3.4758486E+000, 6.8275862E+000,-5.6771396E-002, 1.8713346E+002, 3.4715375E+000, 6.8275862E+000,-5.6755472E-002, 1.8823283E+002, 3.4714725E+000, 6.8275862E+000,-5.6840425E-002, 1.8681528E+002, 3.4718162E+000, 6.8275862E+000, 4.4328598E-002, 1.8515796E+002, 3.4795314E+000, 6.8275862E+000, 4.4393692E-002, 1.8306197E+002, 3.4596579E+000, 6.8275862E+000, 4.4397644E-002, 1.8601128E+002, 3.4511019E+000, 6.8275862E+000, 4.4270624E-002, 1.7724825E+002, 3.4825294E+000, 6.8275862E+000, 4.4217833E-002, 1.8136328E+002, 3.4448607E+000
 7.7931034E+000,-5.5842411E-002, 1.9586669E+002, 3.4677515E+000, 7.7931034E+000,-5.5916543E-002, 2.0002428E+002, 3.4811772E+000, 7.7931034E+000,-5.5957586E-002, 1.9177151E+002, 3.4752435E+000, 7.7931034E+000,-5.5915319E-002, 1.9698850E+002, 3.4680494E+000, 7.7931034E+000,-5.5954480E-002, 1.9614260E+002, 3.4682100E+000, 7.7931034E+000, 4.5041334E-002, 1.8987097E+002, 3.5123520E+000, 7.7931034E+000, 4.5130241E-002, 1.9076090E+002, 3.5070821E+000, 7.7931034E+000, 4.5115868E-002, 1.9214667E+002, 3.4593583E+000, 7.7931034E+000, 4.4987844E-002, 1.8362407E+002, 3.4822627E+000, 7.7931034E+000, 4.4936574E-002, 1.8828237E+002, 3.4530860E+000
 8.7586207E+000,-5.5051306E-002, 2.0421505E+002, 3.4644851E+000, 8.7586207E+000,-5.5116014E-002, 2.0841814E+002, 3.4848282E+000, 8.7586207E+000,-5.5162829E-002, 1.9767419E+002, 3.4764268E+000, 8.7586207E+000,-5.5119853E-002, 2.0439333E+002, 3.4691253E+000, 8.7586207E+000,-5.5112130E-002, 2.0294369E+002, 3.4699413E+000, 8.7586207E+000, 4.5727102E-002, 1.9354244E+002, 3.5257902E+000, 8.7586207E+000, 4.5800919E-002, 1.9804387E+002, 3.5295590E+000, 8.7586207E+000, 4.5823415E-002, 1.9766364E+002, 3.4689155E+000, 8.7586207E+000, 4.5707215E-002, 1.9145205E+002, 3.4929852E+000, 8.7586207E+000, 4.5662040E-002, 1.9562925E+002, 3.4664805E+000
 9.7241379E+000,-5.4495704E-002, 2.0988345E+002, 3.4621672E+000, 9.7241379E+000,-5.4538321E-002, 2.1319376E+002, 3.5040870E+000, 9.7241379E+000,-5.4566454E-002, 2.0380474E+002, 3.4975273E+000, 9.7241379E+000,-5.4551708E-002, 2.0976718E+002, 3.4798907E+000, 9.7241379E+000,-5.4476901E-002, 2.0771505E+002, 3.4865960E+000, 9.7241379E+000, 4.6209908E-002, 1.9772513E+002, 3.5039669E+000, 9.7241379E+000, 4.6294612E-002, 2.0090952E+002, 3.5369367E+000, 9.7241379E+000, 4.6343562E-002, 2.0163302E+002, 3.5108023E+000, 9.7241379E+000, 4.6219023E-002, 1.9664717E+002, 3.5122378E+000, 9.7241379E+000, 4.6168650E-002, 2.0184663E+002, 3.5106365E+000
