s,kW
Time,"HF"
 0.0000000E+000, 0.0000000E+000
 1.0011423E+000, 7.8995796E-002
 2.0004743E+000, 1.2197855E+000
 3.0008050E+000, 1.6614552E+000
 4.0000635E+000, 1.7345286E+000
 5.0003942E+000, 1.7358668E+000
 6.0001071E+000, 1.7296893E+000
 7.0009213E+000, 1.7477205E+000
 8.0006786E+000, 1.7105850E+000
 9.0004359E+000, 1.7098433E+000
 1.0000000E+001, 1.7462459E+000
