s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-3.5763303E+002, 0.0000000E+000, 1.0132500E+005, 8.8318715E-001
 1.0000704E+001,-2.4980064E+002, 7.3838271E+001, 1.0216703E+005, 9.1367761E-001
 2.0002518E+001,-1.7504762E+002, 9.0956136E+001, 1.0306289E+005, 9.8822887E-001
 3.0023938E+001,-1.5942143E+002, 8.7960581E+001, 1.0367282E+005, 9.6837276E-001
 4.0005061E+001,-1.5344130E+002, 8.9766876E+001, 1.0420483E+005, 9.7349079E-001
 5.0011523E+001,-1.5357286E+002, 9.3841630E+001, 1.0469336E+005, 9.7233007E-001
 6.0001653E+001,-1.5135144E+002, 9.6703292E+001, 1.0514554E+005, 9.7049001E-001
 7.0000200E+001,-1.4918538E+002, 9.8525681E+001, 1.0556315E+005, 9.6320624E-001
 8.0007807E+001,-1.4748734E+002, 1.0066229E+002, 1.0594926E+005, 9.6176838E-001
 9.0005531E+001,-1.4534034E+002, 1.0248047E+002, 1.0630419E+005, 9.5555172E-001
 1.0000175E+002,-1.4297148E+002, 1.0389182E+002, 1.0663061E+005, 9.5539353E-001
 1.1001284E+002,-1.4131717E+002, 1.0593730E+002, 1.0692448E+005, 9.5980152E-001
 1.2000948E+002,-1.4045621E+002, 1.0715176E+002, 1.0719854E+005, 9.5422769E-001
 1.3000185E+002,-1.3884178E+002, 1.0892388E+002, 1.0745040E+005, 9.5028731E-001
 1.4000902E+002,-1.3802302E+002, 1.0935048E+002, 1.0768203E+005, 9.5247756E-001
 1.5000824E+002,-1.3687372E+002, 1.1140033E+002, 1.0790224E+005, 9.5816616E-001
 1.6001528E+002,-1.3513846E+002, 1.1207101E+002, 1.0809137E+005, 9.6099540E-001
 1.7000206E+002,-1.3408085E+002, 1.1262915E+002, 1.0826953E+005, 9.6324621E-001
 1.8000152E+002,-1.3420699E+002, 1.1290079E+002, 1.0844138E+005, 9.6969494E-001
 1.9000257E+002,-1.3363426E+002, 1.1432637E+002, 1.0860440E+005, 9.7359542E-001
 2.0000007E+002,-1.3160545E+002, 1.1506280E+002, 1.0874704E+005, 9.7602126E-001
 2.1000603E+002,-1.3111731E+002, 1.1560799E+002, 1.0887488E+005, 9.6626602E-001
 2.2000688E+002,-1.3051629E+002, 1.1710271E+002, 1.0899305E+005, 9.6327940E-001
 2.3001537E+002,-1.3009988E+002, 1.1802654E+002, 1.0909814E+005, 9.6232992E-001
 2.4000023E+002,-1.3000014E+002, 1.1900751E+002, 1.0919320E+005, 9.6419341E-001
 2.5000983E+002,-1.2878659E+002, 1.1838257E+002, 1.0928564E+005, 9.6613216E-001
 2.6000099E+002,-1.2863807E+002, 1.2012640E+002, 1.0936491E+005, 9.6999489E-001
 2.7000460E+002,-1.2843713E+002, 1.1971244E+002, 1.0943751E+005, 9.6390598E-001
 2.8000423E+002,-1.2937272E+002, 1.2109966E+002, 1.0951368E+005, 9.6358408E-001
 2.9000003E+002,-1.2824122E+002, 1.2131455E+002, 1.0958063E+005, 9.6377008E-001
 3.0000065E+002,-1.2760017E+002, 1.2134001E+002, 1.0963556E+005, 9.6342618E-001
 3.1000377E+002,-1.2762933E+002, 1.2162110E+002, 1.0968711E+005, 9.5914545E-001
 3.2000188E+002,-1.2701765E+002, 1.2203623E+002, 1.0973211E+005, 9.6516088E-001
 3.3000029E+002,-1.2740306E+002, 1.2269009E+002, 1.0977158E+005, 9.6274921E-001
 3.4000087E+002,-1.2662353E+002, 1.2206957E+002, 1.0981172E+005, 9.5992650E-001
 3.5000489E+002,-1.2796504E+002, 1.2256615E+002, 1.0985273E+005, 9.5773552E-001
 3.6000019E+002,-1.2789870E+002, 1.2353812E+002, 1.0989691E+005, 9.5737323E-001
 3.7000067E+002,-1.2666019E+002, 1.2335870E+002, 1.0992932E+005, 9.5607154E-001
 3.8000241E+002,-1.2460950E+002, 1.2222659E+002, 1.0995561E+005, 9.5555619E-001
 3.9000810E+002,-1.2475336E+002, 1.2261513E+002, 1.0997482E+005, 9.5173885E-001
 4.0001391E+002,-1.2619097E+002, 1.2336426E+002, 1.0999841E+005, 9.6010056E-001
 4.1000107E+002,-1.2715688E+002, 1.2430063E+002, 1.1002348E+005, 9.6975616E-001
 4.2001183E+002,-1.2546845E+002, 1.2477147E+002, 1.1004256E+005, 9.6396394E-001
 4.3001323E+002,-1.2361409E+002, 1.2391280E+002, 1.1004578E+005, 9.5892979E-001
 4.4000708E+002,-1.2399132E+002, 1.2373301E+002, 1.1004815E+005, 9.6267437E-001
 4.5000584E+002,-1.2409203E+002, 1.2371399E+002, 1.1005316E+005, 9.6495430E-001
 4.6000237E+002,-1.2467843E+002, 1.2334399E+002, 1.1006250E+005, 9.6745191E-001
