s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.4080167E-001, 0.0000000E+000
 5.1123809E-002, 1.4080167E-001, 0.0000000E+000
 1.0000098E-001, 1.4080167E-001, 0.0000000E+000
 1.5027294E-001, 1.4080167E-001, 0.0000000E+000
 2.0000216E-001, 1.4080167E-001, 7.2691893E-007
 2.5017676E-001, 1.4080167E-001, 1.2348412E-005
 3.0004722E-001, 1.4080167E-001, 5.1148843E-006
 3.5001545E-001, 1.4080167E-001, 5.5319043E-006
 4.0008233E-001, 1.4080167E-001, 5.9202201E-006
 4.5012847E-001, 1.4080167E-001, 6.0906187E-006
 5.0001543E-001, 1.4080167E-001, 6.2095162E-006
 5.5008121E-001, 1.4080167E-001, 6.2548260E-006
 6.0014698E-001, 1.4080167E-001, 6.3188050E-006
 6.5011634E-001, 1.4080167E-001, 6.2138285E-006
 7.0018371E-001, 1.4080167E-001, 6.1935728E-006
 7.5004010E-001, 1.4080167E-001, 6.8983364E-006
 8.0008542E-001, 1.4080167E-001, 6.3980862E-006
 8.5000136E-001, 1.4080167E-001, 6.9484109E-006
 9.0015741E-001, 1.4080167E-001, 7.0469054E-006
 9.5013120E-001, 1.4080167E-001, 7.1013166E-006
 1.0001303E+000, 1.4080167E-001, 7.2330877E-006
 1.0500992E+000, 1.4080167E-001, 8.3450129E-006
 1.1000816E+000, 1.4080167E-001, 7.8259900E-006
 1.1501652E+000, 1.4080167E-001, 8.7201916E-006
 1.2001253E+000, 1.4080167E-001, 8.3261603E-006
 1.2501737E+000, 1.4080167E-001, 8.8751215E-006
 1.3000280E+000, 1.4080167E-001, 8.2742377E-006
 1.3501206E+000, 1.4080167E-001, 8.0448122E-006
 1.4000492E+000, 1.4080167E-001, 8.3398271E-006
 1.4500649E+000, 1.4080167E-001, 8.9125051E-006
 1.5001291E+000, 1.4080167E-001, 8.1190791E-006
 1.5500265E+000, 1.4080167E-001, 9.0069898E-006
 1.6000875E+000, 1.4080167E-001, 9.2345996E-006
 1.6500074E+000, 1.4080167E-001, 9.3738389E-006
 1.7000708E+000, 1.4080167E-001, 9.7431141E-006
 1.7501782E+000, 1.4080167E-001, 1.0076636E-005
 1.8000987E+000, 1.4080167E-001, 9.7802891E-006
 1.8500192E+000, 1.4080167E-001, 9.7739965E-006
 1.9001266E+000, 1.4080167E-001, 9.7624557E-006
 1.9500939E+000, 1.4080167E-001, 1.0101678E-005
 2.0001098E+000, 1.4080167E-001, 9.5516197E-006
 2.0501637E+000, 1.4080167E-001, 9.9279166E-006
 2.1001912E+000, 1.4080167E-001, 1.0203290E-005
 2.1501125E+000, 1.4080167E-001, 9.5526691E-006
 2.2001033E+000, 1.4080167E-001, 1.0038440E-005
 2.2500953E+000, 1.4080207E-001, 1.0173268E-005
 2.3000788E+000, 1.4081198E-001, 9.7254617E-006
 2.3501601E+000, 1.4085969E-001, 1.0032660E-005
 2.4002242E+000, 1.4094865E-001, 1.0149306E-005
 2.4500244E+000, 1.4105583E-001, 9.9875057E-006
 2.5001489E+000, 1.4117283E-001, 1.0155378E-005
 2.5500692E+000, 1.4129790E-001, 1.0021637E-005
 2.6000386E+000, 1.4142908E-001, 9.9662834E-006
 2.6501923E+000, 1.4156630E-001, 1.0053767E-005
 2.7001331E+000, 1.4170776E-001, 1.0078045E-005
 2.7500155E+000, 1.4185206E-001, 1.0088796E-005
 2.8001646E+000, 1.4199949E-001, 1.0066650E-005
 2.8501223E+000, 1.4214856E-001, 1.0072090E-005
 2.9001693E+000, 1.4229885E-001, 1.0101612E-005
 2.9501495E+000, 1.4245014E-001, 1.0139248E-005
 3.0000321E+000, 1.4260135E-001, 9.9562611E-006
 3.0501212E+000, 1.4275333E-001, 9.8730865E-006
 3.1001096E+000, 1.4290553E-001, 1.0008022E-005
 3.1500885E+000, 1.4305752E-001, 1.0110233E-005
 3.2001427E+000, 1.4320994E-001, 9.8861978E-006
 3.2501730E+000, 1.4336217E-001, 9.9880299E-006
 3.3000395E+000, 1.4351424E-001, 1.0141297E-005
 3.3501506E+000, 1.4366648E-001, 1.0069498E-005
 3.4001547E+000, 1.4381861E-001, 1.0049409E-005
 3.4500343E+000, 1.4397070E-001, 9.9914992E-006
 3.5001643E+000, 1.4412287E-001, 9.9857468E-006
 3.5501599E+000, 1.4427500E-001, 1.0013418E-005
 3.6001126E+000, 1.4442725E-001, 9.8866984E-006
 3.6500101E+000, 1.4457906E-001, 9.8924072E-006
 3.7000719E+000, 1.4473098E-001, 9.9677969E-006
 3.7500745E+000, 1.4488333E-001, 9.9539842E-006
 3.8001258E+000, 1.4503535E-001, 9.8433736E-006
 3.8501954E+000, 1.4518762E-001, 9.9566083E-006
 3.9001021E+000, 1.4533980E-001, 9.9853249E-006
 3.9500536E+000, 1.4549151E-001, 9.9502511E-006
 4.0000237E+000, 1.4564365E-001, 9.9397672E-006
 4.0501984E+000, 1.4579598E-001, 9.9723683E-006
 4.1000899E+000, 1.4594801E-001, 1.0025840E-005
 4.1501153E+000, 1.4610024E-001, 9.9161776E-006
 4.2000436E+000, 1.4625220E-001, 9.9303238E-006
 4.2500195E+000, 1.4640415E-001, 9.9425635E-006
 4.3001349E+000, 1.4655668E-001, 9.9774634E-006
 4.3500580E+000, 1.4670874E-001, 9.8505827E-006
 4.4000843E+000, 1.4686091E-001, 9.9111033E-006
 4.4500103E+000, 1.4701312E-001, 9.9563436E-006
 4.5000127E+000, 1.4716497E-001, 9.9540458E-006
 4.5500720E+000, 1.4731758E-001, 9.8838428E-006
 4.6000385E+000, 1.4746985E-001, 9.8930963E-006
 4.6501086E+000, 1.4762207E-001, 9.9385253E-006
 4.7000731E+000, 1.4777466E-001, 1.0025781E-005
 4.7501129E+000, 1.4792677E-001, 9.7584378E-006
 4.8000805E+000, 1.4807914E-001, 9.9258493E-006
 4.8501279E+000, 1.4823173E-001, 9.8227927E-006
 4.9000524E+000, 1.4838397E-001, 9.9141838E-006
 4.9501232E+000, 1.4853639E-001, 9.5732887E-006
 5.0000072E+000, 1.4868873E-001, 9.6694812E-006
 5.0502003E+000, 1.4884124E-001, 9.7404557E-006
 5.1002084E+000, 1.4899411E-001, 9.9017815E-006
 5.1501295E+000, 1.4914644E-001, 9.7969962E-006
 5.2000789E+000, 1.4929868E-001, 9.9298762E-006
 5.2500478E+000, 1.4945126E-001, 9.8372469E-006
 5.3002020E+000, 1.4960388E-001, 9.8345579E-006
