s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.7931940E-001, 0.0000000E+000
 5.0063598E-002, 1.7931940E-001, 0.0000000E+000
 1.0015377E-001, 1.7931940E-001, 0.0000000E+000
 1.5024604E-001, 1.7931940E-001, 4.4785094E-016
 2.0002418E-001, 1.7931940E-001, 1.4322467E-006
 2.5021068E-001, 1.7931940E-001, 3.6709083E-006
 3.0010194E-001, 1.7931940E-001, 3.2371666E-006
 3.5014215E-001, 1.7931940E-001, 3.9875733E-006
 4.0015041E-001, 1.7931940E-001, 4.2435807E-006
 4.5017852E-001, 1.7931940E-001, 4.2733943E-006
 5.0011892E-001, 1.7931940E-001, 4.3481807E-006
 5.5001518E-001, 1.7931940E-001, 4.8402331E-006
 6.0017476E-001, 1.7931940E-001, 4.3316782E-006
 6.5015699E-001, 1.7931940E-001, 4.8127652E-006
 7.0006958E-001, 1.7931940E-001, 4.3867884E-006
 7.5003417E-001, 1.7931940E-001, 4.5962559E-006
 8.0018198E-001, 1.7931940E-001, 4.6949217E-006
 8.5012238E-001, 1.7931940E-001, 5.0519410E-006
 9.0012053E-001, 1.7931940E-001, 4.7451500E-006
 9.5003997E-001, 1.7931940E-001, 4.8544355E-006
 1.0001678E+000, 1.7931940E-001, 4.9777459E-006
 1.0500070E+000, 1.7931940E-001, 4.7312845E-006
 1.1001828E+000, 1.7931940E-001, 4.7906104E-006
 1.1501516E+000, 1.7931940E-001, 4.6233637E-006
 1.2000095E+000, 1.7931940E-001, 5.1046674E-006
 1.2501347E+000, 1.7931940E-001, 4.9828852E-006
 1.3000049E+000, 1.7931940E-001, 4.7527844E-006
 1.3500874E+000, 1.7931940E-001, 4.8202941E-006
 1.4000415E+000, 1.7931940E-001, 5.2556205E-006
 1.4500956E+000, 1.7931940E-001, 4.5768518E-006
 1.5000973E+000, 1.7931940E-001, 5.1648337E-006
 1.5501007E+000, 1.7931940E-001, 5.1642929E-006
 1.6001117E+000, 1.7931940E-001, 5.2030501E-006
 1.6501145E+000, 1.7931940E-001, 5.2495477E-006
 1.7000482E+000, 1.7931940E-001, 5.3238289E-006
 1.7501660E+000, 1.7931940E-001, 5.3589133E-006
 1.8001514E+000, 1.7931940E-001, 5.3615740E-006
 1.8500247E+000, 1.7931940E-001, 5.4189449E-006
 1.9001714E+000, 1.7931940E-001, 5.4261560E-006
 1.9501104E+000, 1.7931940E-001, 5.4584140E-006
 2.0000494E+000, 1.7931940E-001, 5.4573715E-006
 2.0501642E+000, 1.7931940E-001, 5.4519343E-006
 2.1001031E+000, 1.7931940E-001, 5.4329420E-006
 2.1500421E+000, 1.7931940E-001, 5.4293920E-006
 2.2001569E+000, 1.7931940E-001, 5.4989246E-006
