s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.3634489E-001, 0.0000000E+000
 5.0876414E-002, 2.3634489E-001, 0.0000000E+000
 1.0012339E-001, 2.3634489E-001, 0.0000000E+000
 1.5003516E-001, 2.3634489E-001, 1.2652885E-016
 2.0001090E-001, 2.3634489E-001, 1.0854798E-006
 2.5012232E-001, 2.3634489E-001, 6.4700377E-006
 3.0016073E-001, 2.3634489E-001, 3.0440529E-006
 3.5015087E-001, 2.3634489E-001, 4.2427197E-006
 4.0010289E-001, 2.3634489E-001, 4.5620271E-006
 4.5015499E-001, 2.3634489E-001, 4.8737766E-006
 5.0017578E-001, 2.3634489E-001, 4.8047893E-006
 5.5001535E-001, 2.3634489E-001, 4.7881106E-006
 6.0012836E-001, 2.3634489E-001, 4.7118723E-006
 6.5007101E-001, 2.3634489E-001, 5.0914839E-006
 7.0010863E-001, 2.3634489E-001, 4.7416502E-006
 7.5015962E-001, 2.3634489E-001, 4.8411235E-006
 8.0008044E-001, 2.3634489E-001, 4.9398419E-006
 8.5008906E-001, 2.3634489E-001, 4.6398196E-006
 9.0000280E-001, 2.3634489E-001, 4.8155766E-006
 9.5000570E-001, 2.3634489E-001, 4.5189863E-006
 1.0001107E+000, 2.3634489E-001, 4.8275308E-006
 1.0500514E+000, 2.3634489E-001, 5.4757645E-006
 1.1001230E+000, 2.3634489E-001, 5.0753098E-006
 1.1501040E+000, 2.3634489E-001, 5.0672315E-006
 1.2001402E+000, 2.3634489E-001, 5.1663091E-006
 1.2500936E+000, 2.3634489E-001, 5.5462621E-006
 1.3000938E+000, 2.3634489E-001, 5.0486500E-006
 1.3501976E+000, 2.3634489E-001, 5.5381185E-006
 1.4000414E+000, 2.3634489E-001, 5.7889429E-006
 1.4500782E+000, 2.3634489E-001, 5.6319495E-006
 1.5001284E+000, 2.3634489E-001, 5.7678546E-006
 1.5500665E+000, 2.3634489E-001, 5.8316140E-006
 1.6000621E+000, 2.3634489E-001, 5.6411429E-006
 1.6500931E+000, 2.3634489E-001, 5.8734997E-006
 1.7001279E+000, 2.3634489E-001, 5.4662044E-006
 1.7501636E+000, 2.3634489E-001, 5.9323185E-006
 1.8001073E+000, 2.3634489E-001, 5.8878815E-006
 1.8500263E+000, 2.3634489E-001, 6.4942889E-006
 1.9000870E+000, 2.3634489E-001, 5.6650018E-006
 1.9500665E+000, 2.3634489E-001, 6.5722278E-006
 2.0001293E+000, 2.3634489E-001, 5.9743998E-006
 2.0500607E+000, 2.3634489E-001, 6.3148267E-006
 2.1000208E+000, 2.3634489E-001, 6.0523493E-006
 2.1500407E+000, 2.3634489E-001, 5.9252395E-006
 2.2000628E+000, 2.3634490E-001, 6.3566897E-006
 2.2501843E+000, 2.3634545E-001, 6.0060071E-006
 2.3000261E+000, 2.3635609E-001, 6.4911836E-006
 2.3501089E+000, 2.3640313E-001, 5.7652138E-006
 2.4001151E+000, 2.3648905E-001, 6.6278906E-006
 2.4501817E+000, 2.3659479E-001, 5.8058165E-006
 2.5001754E+000, 2.3670998E-001, 6.6216785E-006
 2.5501598E+000, 2.3683522E-001, 5.8324369E-006
 2.6000569E+000, 2.3696536E-001, 6.5126951E-006
 2.6500005E+000, 2.3710328E-001, 5.9751203E-006
 2.7001954E+000, 2.3724376E-001, 6.4980029E-006
 2.7500652E+000, 2.3738961E-001, 5.9924207E-006
 2.8000201E+000, 2.3753553E-001, 6.3625147E-006
 2.8501165E+000, 2.3768501E-001, 6.1264840E-006
 2.9001127E+000, 2.3783453E-001, 6.1478335E-006
 2.9500227E+000, 2.3798507E-001, 6.3151860E-006
 3.0000629E+000, 2.3813601E-001, 5.9703511E-006
 3.0501654E+000, 2.3828695E-001, 6.5055802E-006
 3.1000152E+000, 2.3843880E-001, 5.8849075E-006
 3.1500728E+000, 2.3858903E-001, 6.5776085E-006
 3.2001236E+000, 2.3874157E-001, 5.8576538E-006
 3.2500510E+000, 2.3889157E-001, 6.5678065E-006
 3.3001429E+000, 2.3904413E-001, 5.8998275E-006
 3.3501567E+000, 2.3919419E-001, 6.5095685E-006
 3.4000782E+000, 2.3934664E-001, 5.9722812E-006
 3.4501778E+000, 2.3949662E-001, 6.5075216E-006
 3.5000186E+000, 2.3964877E-001, 5.9857527E-006
 3.5500748E+000, 2.3979883E-001, 6.3471228E-006
 3.6001652E+000, 2.3995082E-001, 6.1339209E-006
 3.6501771E+000, 2.4010170E-001, 6.1107530E-006
 3.7000286E+000, 2.4025267E-001, 6.3694010E-006
 3.7500290E+000, 2.4040373E-001, 5.9285673E-006
 3.8001258E+000, 2.4055445E-001, 6.5404956E-006
 3.8501722E+000, 2.4070654E-001, 5.8188684E-006
 3.9000539E+000, 2.4085643E-001, 6.6007165E-006
 3.9500424E+000, 2.4100859E-001, 5.7543247E-006
 4.0001023E+000, 2.4115837E-001, 6.5979525E-006
 4.0500750E+000, 2.4131081E-001, 5.9301307E-006
 4.1000260E+000, 2.4146051E-001, 6.5086222E-006
 4.1500129E+000, 2.4161255E-001, 6.0201729E-006
 4.2001849E+000, 2.4176312E-001, 6.2511431E-006
 4.2500201E+000, 2.4191466E-001, 6.2678993E-006
 4.3001751E+000, 2.4206561E-001, 5.9529425E-006
 4.3500484E+000, 2.4221652E-001, 6.5538326E-006
 4.4000867E+000, 2.4236811E-001, 5.8548554E-006
 4.4500687E+000, 2.4251842E-001, 6.6199068E-006
 4.5001517E+000, 2.4267071E-001, 5.8325970E-006
 4.5500109E+000, 2.4282051E-001, 6.5586394E-006
 4.6001011E+000, 2.4297285E-001, 5.9095687E-006
 4.6500218E+000, 2.4312279E-001, 6.5478623E-006
 4.7001217E+000, 2.4327523E-001, 5.9197385E-006
 4.7501205E+000, 2.4342553E-001, 6.4118774E-006
