s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.5378322E-001, 0.0000000E+000
 5.0256320E-002, 1.5378322E-001, 0.0000000E+000
 1.0008579E-001, 1.5378322E-001, 2.8647725E-017
 1.5005922E-001, 1.5378322E-001, 6.1068003E-007
 2.0012626E-001, 1.5378322E-001, 4.7943369E-006
 2.5005883E-001, 1.5378322E-001, 3.3322301E-006
 3.0013292E-001, 1.5378322E-001, 4.7946490E-006
 3.5008044E-001, 1.5378322E-001, 5.5097589E-006
 4.0013674E-001, 1.5378322E-001, 5.6623401E-006
 4.5002039E-001, 1.5378322E-001, 5.7123285E-006
 5.0007941E-001, 1.5378322E-001, 5.9877048E-006
 5.5009351E-001, 1.5378322E-001, 6.1141780E-006
 6.0014329E-001, 1.5378322E-001, 5.8779538E-006
 6.5001292E-001, 1.5378322E-001, 5.8576507E-006
 7.0009971E-001, 1.5378322E-001, 5.9399022E-006
 7.5004636E-001, 1.5378322E-001, 5.8904084E-006
 8.0002551E-001, 1.5378322E-001, 5.9940884E-006
 8.5003119E-001, 1.5378322E-001, 5.9944404E-006
 9.0007007E-001, 1.5378322E-001, 6.1359565E-006
 9.5015270E-001, 1.5378322E-001, 6.1875956E-006
 1.0000804E+000, 1.5378322E-001, 6.1604924E-006
 1.0501108E+000, 1.5378322E-001, 6.2382414E-006
 1.1000274E+000, 1.5378322E-001, 6.3123724E-006
 1.1500292E+000, 1.5378322E-001, 6.4713079E-006
 1.2000909E+000, 1.5378322E-001, 6.3770386E-006
 1.2501526E+000, 1.5378322E-001, 6.3288583E-006
 1.3001777E+000, 1.5378322E-001, 6.5582512E-006
 1.3501528E+000, 1.5378322E-001, 6.4354837E-006
 1.4001109E+000, 1.5378322E-001, 6.5813937E-006
 1.4501025E+000, 1.5378322E-001, 6.3633867E-006
 1.5000320E+000, 1.5378322E-001, 6.6273910E-006
 1.5500978E+000, 1.5378322E-001, 6.6320455E-006
 1.6001180E+000, 1.5378322E-001, 6.7032198E-006
 1.6501223E+000, 1.5378322E-001, 6.6397149E-006
 1.7000785E+000, 1.5378322E-001, 6.7028717E-006
 1.7500179E+000, 1.5378322E-001, 6.7146717E-006
 1.8000936E+000, 1.5378322E-001, 6.7831268E-006
 1.8500621E+000, 1.5378322E-001, 6.7497911E-006
 1.9001359E+000, 1.5378322E-001, 6.7591753E-006
 1.9500512E+000, 1.5378322E-001, 6.7831757E-006
 2.0001660E+000, 1.5378322E-001, 6.7778932E-006
 2.0500619E+000, 1.5378322E-001, 6.8184692E-006
 2.1001341E+000, 1.5378322E-001, 6.8096949E-006
 2.1500300E+000, 1.5378322E-001, 6.8070231E-006
 2.2001022E+000, 1.5378322E-001, 6.8143603E-006
 2.2501744E+000, 1.5378405E-001, 6.8096547E-006
 2.3000703E+000, 1.5379937E-001, 6.8130448E-006
 2.3501426E+000, 1.5386621E-001, 6.8290777E-006
 2.4000385E+000, 1.5398840E-001, 6.8319841E-006
 2.4501107E+000, 1.5413857E-001, 6.8357622E-006
 2.5000066E+000, 1.5430438E-001, 6.8431949E-006
 2.5500788E+000, 1.5448262E-001, 6.8468630E-006
 2.6001510E+000, 1.5467145E-001, 6.8495389E-006
 2.6500469E+000, 1.5486824E-001, 6.8539912E-006
 2.7001192E+000, 1.5507147E-001, 6.8636576E-006
 2.7500151E+000, 1.5527953E-001, 6.8726758E-006
 2.8000873E+000, 1.5549106E-001, 6.8748914E-006
 2.8501595E+000, 1.5570537E-001, 6.8493338E-006
 2.9000554E+000, 1.5592089E-001, 6.8663652E-006
 2.9501276E+000, 1.5613743E-001, 6.8312898E-006
