s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.0474053E-001, 0.0000000E+000
 5.0685042E-002, 2.0474053E-001, 0.0000000E+000
 1.0007542E-001, 2.0474053E-001, 0.0000000E+000
 1.5027252E-001, 2.0474053E-001, 4.6386161E-016
 2.0008671E-001, 2.0474053E-001, 1.5768521E-006
 2.5004906E-001, 2.0474053E-001, 9.9923957E-006
 3.0003351E-001, 2.0474053E-001, 4.5913800E-006
 3.5006126E-001, 2.0474053E-001, 5.0977401E-006
 4.0011631E-001, 2.0474053E-001, 5.4026760E-006
 4.5016651E-001, 2.0474053E-001, 5.8950645E-006
 5.0017191E-001, 2.0474053E-001, 5.6619323E-006
 5.5017731E-001, 2.0474053E-001, 5.7831811E-006
 6.0012312E-001, 2.0474053E-001, 5.6970683E-006
 6.5016104E-001, 2.0474053E-001, 5.7255300E-006
 7.0014556E-001, 2.0474053E-001, 5.8185802E-006
 7.5006179E-001, 2.0474053E-001, 5.9148893E-006
 8.0001878E-001, 2.0474053E-001, 5.7137914E-006
 8.5001878E-001, 2.0474053E-001, 5.7500667E-006
 9.0010281E-001, 2.0474053E-001, 5.8234670E-006
 9.5007845E-001, 2.0474053E-001, 5.9807420E-006
 1.0001091E+000, 2.0474053E-001, 6.3002522E-006
 1.0500218E+000, 2.0474053E-001, 6.3577011E-006
 1.1001720E+000, 2.0474053E-001, 6.4772131E-006
 1.1500588E+000, 2.0474053E-001, 6.6801745E-006
 1.2000190E+000, 2.0474053E-001, 6.7320471E-006
 1.2500990E+000, 2.0474053E-001, 6.6082104E-006
 1.3001568E+000, 2.0474053E-001, 6.6216579E-006
 1.3500242E+000, 2.0474053E-001, 6.8277376E-006
 1.4000166E+000, 2.0474053E-001, 6.6070263E-006
 1.4500369E+000, 2.0474053E-001, 7.4021777E-006
 1.5001374E+000, 2.0474053E-001, 6.9989935E-006
 1.5501848E+000, 2.0474053E-001, 7.8585414E-006
 1.6001446E+000, 2.0474053E-001, 7.0182247E-006
 1.6501596E+000, 2.0474053E-001, 7.9973725E-006
 1.7001224E+000, 2.0474053E-001, 7.3585116E-006
 1.7500984E+000, 2.0474053E-001, 8.0799272E-006
 1.8001225E+000, 2.0474053E-001, 7.4347374E-006
 1.8500428E+000, 2.0474053E-001, 7.8251897E-006
 1.9000660E+000, 2.0474053E-001, 7.7023587E-006
 1.9501372E+000, 2.0474053E-001, 7.6957731E-006
 2.0001253E+000, 2.0474053E-001, 8.1039994E-006
 2.0501008E+000, 2.0474053E-001, 7.8626671E-006
 2.1000232E+000, 2.0474053E-001, 8.1210647E-006
 2.1500157E+000, 2.0474053E-001, 7.8839162E-006
 2.2001474E+000, 2.0474053E-001, 8.1826914E-006
 2.2500877E+000, 2.0474133E-001, 7.9856222E-006
 2.3000280E+000, 2.0475596E-001, 8.2754879E-006
 2.3501423E+000, 2.0481971E-001, 7.8503475E-006
 2.4001512E+000, 2.0493547E-001, 8.2684068E-006
 2.4501643E+000, 2.0507768E-001, 7.9937053E-006
 2.5000721E+000, 2.0523368E-001, 8.1613573E-006
 2.5500755E+000, 2.0540202E-001, 8.2193039E-006
 2.6000117E+000, 2.0557918E-001, 8.0372587E-006
 2.6500966E+000, 2.0576487E-001, 8.2050844E-006
 2.7000040E+000, 2.0595593E-001, 8.0213441E-006
 2.7501122E+000, 2.0615184E-001, 8.3104550E-006
 2.8000491E+000, 2.0635080E-001, 7.9972663E-006
 2.8501491E+000, 2.0655185E-001, 8.2660827E-006
 2.9000069E+000, 2.0675449E-001, 7.9422449E-006
 2.9500887E+000, 2.0695746E-001, 8.3445402E-006
 3.0000320E+000, 2.0716184E-001, 7.9532343E-006
 3.0500939E+000, 2.0736557E-001, 8.2885162E-006
 3.1000519E+000, 2.0757045E-001, 7.9246885E-006
 3.1501299E+000, 2.0777427E-001, 8.2162523E-006
 3.2001208E+000, 2.0797936E-001, 8.0447762E-006
 3.2501403E+000, 2.0818309E-001, 8.0739322E-006
 3.3001568E+000, 2.0838795E-001, 8.1421689E-006
 3.3500018E+000, 2.0859145E-001, 7.9216600E-006
 3.4000636E+000, 2.0879570E-001, 8.1990830E-006
 3.4500613E+000, 2.0899967E-001, 7.9641962E-006
 3.5000730E+000, 2.0920363E-001, 8.2952318E-006
 3.5500166E+000, 2.0940771E-001, 7.8841277E-006
 3.6001141E+000, 2.0961134E-001, 8.1086527E-006
 3.6501609E+000, 2.0981606E-001, 7.9667884E-006
 3.7001131E+000, 2.1001928E-001, 8.1352001E-006
 3.7500095E+000, 2.1022339E-001, 7.9604058E-006
 3.8000695E+000, 2.1042645E-001, 8.0616745E-006
 3.8500051E+000, 2.1063070E-001, 8.0199786E-006
 3.9001064E+000, 2.1083401E-001, 7.8976516E-006
 3.9500314E+000, 2.1103812E-001, 8.1756902E-006
 4.0001209E+000, 2.1124159E-001, 7.7263750E-006
 4.0500921E+000, 2.1144539E-001, 8.1768693E-006
 4.1000561E+000, 2.1164895E-001, 7.9072688E-006
 4.1501743E+000, 2.1185249E-001, 8.1707293E-006
 4.2000570E+000, 2.1205640E-001, 7.9169840E-006
 4.2500123E+000, 2.1225918E-001, 8.0225165E-006
 4.3000722E+000, 2.1246343E-001, 8.0990355E-006
 4.3500129E+000, 2.1266635E-001, 7.8049519E-006
 4.4001016E+000, 2.1287042E-001, 8.0345187E-006
 4.4501465E+000, 2.1307386E-001, 7.8000062E-006
 4.5000146E+000, 2.1327740E-001, 8.0087375E-006
 4.5501283E+000, 2.1348083E-001, 7.9744191E-006
 4.6000142E+000, 2.1368420E-001, 7.9896211E-006
 4.6500169E+000, 2.1388775E-001, 7.9750320E-006
 4.7001297E+000, 2.1409109E-001, 7.9874406E-006
 4.7500420E+000, 2.1429512E-001, 7.9657657E-006
 4.8001396E+000, 2.1449814E-001, 7.9301650E-006
 4.8500376E+000, 2.1470205E-001, 8.0708226E-006
 4.9000811E+000, 2.1490494E-001, 7.7062913E-006
 4.9501613E+000, 2.1510894E-001, 8.0819051E-006
 5.0001914E+000, 2.1531252E-001, 7.8683794E-006
 5.0501490E+000, 2.1551592E-001, 8.0273817E-006
 5.1000804E+000, 2.1571929E-001, 7.9688890E-006
 5.1500292E+000, 2.1592203E-001, 7.7441939E-006
 5.2001621E+000, 2.1612619E-001, 7.8512169E-006
 5.2501464E+000, 2.1632933E-001, 7.8858040E-006
 5.3000498E+000, 2.1653302E-001, 7.9404444E-006
 5.3500986E+000, 2.1673600E-001, 7.6702712E-006
