s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0080543E-002, 0.0000000E+000, 0.0000000E+000
 1.0006108E-001, 0.0000000E+000, 0.0000000E+000
 1.5001320E-001, 0.0000000E+000, 1.7721169E-014
 2.0003792E-001, 0.0000000E+000, 3.4732773E-006
 2.5000106E-001, 0.0000000E+000, 8.1288744E-006
 3.0004509E-001, 0.0000000E+000, 5.3435017E-006
 3.5002546E-001, 0.0000000E+000, 6.1177001E-006
 4.0000582E-001, 0.0000000E+000, 6.8505051E-006
 4.5004986E-001, 0.0000000E+000, 7.2603552E-006
 5.0003023E-001, 0.0000000E+000, 7.4926167E-006
 5.5001059E-001, 0.0000000E+000, 7.2747526E-006
 6.0005463E-001, 0.0000000E+000, 7.6245760E-006
 6.5003499E-001, 0.0000000E+000, 7.1938182E-006
 7.0001536E-001, 0.0000000E+000, 7.4914630E-006
 7.5005940E-001, 0.0000000E+000, 7.5259416E-006
 8.0003976E-001, 0.0000000E+000, 8.0750271E-006
 8.5002013E-001, 0.0000000E+000, 7.5951110E-006
 9.0000050E-001, 0.0000000E+000, 8.6327703E-006
 9.5004453E-001, 0.0000000E+000, 8.0804740E-006
 1.0000249E+000, 0.0000000E+000, 8.3822719E-006
 1.0500053E+000, 0.0000000E+000, 8.7760798E-006
 1.1000493E+000, 0.0000000E+000, 8.8837773E-006
 1.1500297E+000, 0.0000000E+000, 8.5643818E-006
 1.2000100E+000, 0.0000000E+000, 1.0063367E-005
 1.2500541E+000, 0.0000000E+000, 9.0356568E-006
 1.3000217E+000, 0.0000000E+000, 9.9854399E-006
 1.3500275E+000, 0.0000000E+000, 1.0093228E-005
 1.4000334E+000, 0.0000000E+000, 1.0237247E-005
 1.4500392E+000, 0.0000000E+000, 9.7978270E-006
 1.5000450E+000, 0.0000000E+000, 1.0242211E-005
 1.5500509E+000, 0.0000000E+000, 1.0099871E-005
 1.6000567E+000, 0.0000000E+000, 1.0281710E-005
 1.6500625E+000, 0.0000000E+000, 1.0240689E-005
 1.7000684E+000, 0.0000000E+000, 1.0340673E-005
 1.7500042E+000, 0.0000000E+000, 1.0258998E-005
 1.8000100E+000, 0.0000000E+000, 1.0407003E-005
 1.8500158E+000, 0.0000000E+000, 1.0483913E-005
 1.9000217E+000, 0.0000000E+000, 1.0325121E-005
 1.9500275E+000, 0.0000000E+000, 1.0328588E-005
 2.0000333E+000, 0.0000000E+000, 9.4895952E-006
 2.0500392E+000, 1.3610278E-021, 9.8673081E-006
 2.1000450E+000, 9.7533840E-014, 9.9309516E-006
 2.1500508E+000, 2.4759629E-009, 9.9338175E-006
 2.2000567E+000, 7.8032264E-007, 1.0702371E-005
 2.2500625E+000, 2.3815670E-005, 1.0261545E-005
 2.3000683E+000, 1.9291012E-004, 1.1267118E-005
 2.3500041E+000, 7.0720900E-004, 9.9592085E-006
 2.4000100E+000, 1.6162701E-003, 1.1246568E-005
 2.4500158E+000, 2.8469232E-003, 1.0516218E-005
 2.5000216E+000, 4.2612917E-003, 1.1348148E-005
 2.5500275E+000, 5.8292980E-003, 1.0419883E-005
 2.6000333E+000, 7.4641048E-003, 1.0883213E-005
 2.6500391E+000, 9.1643379E-003, 1.1480105E-005
 2.7000450E+000, 1.0890529E-002, 1.0434793E-005
