s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.9401361E-001, 0.0000000E+000
 5.1222285E-002, 1.9401361E-001, 0.0000000E+000
 1.0042658E-001, 1.9401361E-001, 0.0000000E+000
 1.5014725E-001, 1.9401361E-001, 0.0000000E+000
 2.0029581E-001, 1.9401361E-001, 7.9143333E-012
 2.5035904E-001, 1.9401361E-001, 4.1598285E-006
 3.0013854E-001, 1.9401361E-001, 7.5903191E-006
 3.5017507E-001, 1.9401361E-001, 2.1922123E-006
 4.0003127E-001, 1.9401361E-001, 3.4289287E-006
 4.5005259E-001, 1.9401361E-001, 3.6815466E-006
 5.0020188E-001, 1.9401361E-001, 3.5809143E-006
 5.5013593E-001, 1.9401361E-001, 3.6929441E-006
 6.0014494E-001, 1.9401361E-001, 3.9968235E-006
 6.5002291E-001, 1.9401361E-001, 3.8783385E-006
 7.0013334E-001, 1.9401361E-001, 3.9266455E-006
 7.5003239E-001, 1.9401361E-001, 4.0913459E-006
 8.0005515E-001, 1.9401361E-001, 3.7052717E-006
 8.5009919E-001, 1.9401361E-001, 3.3267512E-006
 9.0000360E-001, 1.9401361E-001, 3.5070807E-006
 9.5009425E-001, 1.9401361E-001, 4.0270204E-006
 1.0001070E+000, 1.9401361E-001, 3.7461310E-006
 1.0501248E+000, 1.9401361E-001, 3.5187767E-006
 1.1001565E+000, 1.9401361E-001, 4.5377299E-006
 1.1501869E+000, 1.9401361E-001, 3.7787304E-006
 1.2000969E+000, 1.9401361E-001, 4.9969939E-006
 1.2501043E+000, 1.9401361E-001, 4.9906072E-006
 1.3001387E+000, 1.9401361E-001, 4.4590758E-006
 1.3500445E+000, 1.9401361E-001, 4.4692225E-006
 1.4001173E+000, 1.9401361E-001, 4.7328324E-006
 1.4500903E+000, 1.9401361E-001, 4.9914149E-006
 1.5000579E+000, 1.9401361E-001, 5.3098245E-006
 1.5501814E+000, 1.9401361E-001, 5.2440606E-006
 1.6000004E+000, 1.9401361E-001, 5.9981795E-006
 1.6500723E+000, 1.9401361E-001, 6.7100461E-006
 1.7001647E+000, 1.9401361E-001, 6.4563215E-006
 1.7501370E+000, 1.9401361E-001, 6.6231983E-006
 1.8001498E+000, 1.9401361E-001, 6.0844619E-006
 1.8501685E+000, 1.9401361E-001, 5.9273766E-006
 1.9000019E+000, 1.9401361E-001, 5.9571114E-006
 1.9501670E+000, 1.9401361E-001, 6.9678466E-006
