s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.0474053E-001, 0.0000000E+000
 5.1531650E-002, 2.0474053E-001, 0.0000000E+000
 1.0031410E-001, 2.0474053E-001, 0.0000000E+000
 1.5019888E-001, 2.0474053E-001, 0.0000000E+000
 2.0002748E-001, 2.0474053E-001, 1.0012131E-014
 2.5024825E-001, 2.0474053E-001, 2.4088728E-006
 3.0024453E-001, 2.0474053E-001, 8.6197903E-006
 3.5021492E-001, 2.0474053E-001, 1.6974526E-006
 4.0017921E-001, 2.0474053E-001, 3.1842975E-006
 4.5004722E-001, 2.0474053E-001, 3.3334508E-006
 5.0013492E-001, 2.0474053E-001, 3.4907252E-006
 5.5000294E-001, 2.0474053E-001, 3.5725873E-006
 6.0013190E-001, 2.0474053E-001, 3.8360153E-006
 6.5015987E-001, 2.0474053E-001, 3.2850183E-006
 7.0012288E-001, 2.0474053E-001, 3.8534522E-006
 7.5015867E-001, 2.0474053E-001, 3.4308752E-006
 8.0017245E-001, 2.0474053E-001, 4.1625513E-006
 8.5002397E-001, 2.0474053E-001, 3.8021595E-006
 9.0014668E-001, 2.0474053E-001, 3.9219553E-006
 9.5004506E-001, 2.0474053E-001, 4.4410650E-006
 1.0000871E+000, 2.0474053E-001, 4.1090997E-006
 1.0501292E+000, 2.0474053E-001, 4.7584765E-006
 1.1001687E+000, 2.0474053E-001, 5.6904491E-006
 1.1500235E+000, 2.0474053E-001, 5.3178950E-006
 1.2001656E+000, 2.0474053E-001, 4.6730951E-006
 1.2501593E+000, 2.0474053E-001, 5.1396359E-006
 1.3001224E+000, 2.0474053E-001, 5.7743330E-006
 1.3501791E+000, 2.0474053E-001, 5.4571514E-006
 1.4001634E+000, 2.0474053E-001, 5.8122415E-006
 1.4500691E+000, 2.0474053E-001, 6.5174755E-006
 1.5002168E+000, 2.0474053E-001, 6.4643339E-006
 1.5500382E+000, 2.0474053E-001, 6.8198416E-006
 1.6001005E+000, 2.0474053E-001, 5.9590517E-006
 1.6501790E+000, 2.0474053E-001, 6.0670810E-006
 1.7000419E+000, 2.0474053E-001, 6.1721533E-006
 1.7501157E+000, 2.0474053E-001, 6.3030636E-006
 1.8001231E+000, 2.0474053E-001, 6.7552132E-006
 1.8500440E+000, 2.0474053E-001, 7.1767031E-006
 1.9000884E+000, 2.0474053E-001, 7.3604909E-006
 1.9500552E+000, 2.0474053E-001, 7.2940590E-006
 2.0000011E+000, 2.0474053E-001, 7.5969479E-006
 2.0500243E+000, 2.0474053E-001, 7.5287916E-006
 2.1000984E+000, 2.0474053E-001, 7.9805851E-006
 2.1500863E+000, 2.0474053E-001, 7.8287690E-006
 2.2000007E+000, 2.0474053E-001, 8.0821590E-006
 2.2500741E+000, 2.0474106E-001, 7.9440585E-006
 2.3000899E+000, 2.0475320E-001, 8.1805079E-006
 2.3500604E+000, 2.0481320E-001, 8.8552302E-006
 2.4000439E+000, 2.0492797E-001, 8.2778567E-006
 2.4501297E+000, 2.0507027E-001, 8.4609877E-006
 2.5000257E+000, 2.0522689E-001, 8.2420487E-006
 2.5500764E+000, 2.0539607E-001, 8.3450511E-006
 2.6001136E+000, 2.0557456E-001, 8.5792363E-006
 2.6501711E+000, 2.0576115E-001, 8.7132004E-006
 2.7000062E+000, 2.0595271E-001, 8.2760583E-006
 2.7501526E+000, 2.0614712E-001, 8.8530578E-006
 2.8001922E+000, 2.0634555E-001, 8.6267850E-006
 2.8500679E+000, 2.0654388E-001, 8.0132374E-006
 2.9001438E+000, 2.0674303E-001, 8.4458958E-006
 2.9500195E+000, 2.0694266E-001, 8.5745376E-006
 3.0000955E+000, 2.0714182E-001, 7.7976633E-006
 3.0501715E+000, 2.0734002E-001, 8.2552127E-006
 3.1000460E+000, 2.0754228E-001, 6.9302094E-006
 3.1501268E+000, 2.0774807E-001, 7.4000207E-006
 3.2000431E+000, 2.0795546E-001, 6.8029361E-006
 3.2501200E+000, 2.0816337E-001, 7.0418591E-006
 3.3001384E+000, 2.0837045E-001, 7.4385165E-006
 3.3500144E+000, 2.0857868E-001, 6.9045377E-006
 3.4001635E+000, 2.0878529E-001, 7.2846837E-006
 3.4500799E+000, 2.0899088E-001, 7.8693300E-006
 3.5001581E+000, 2.0919631E-001, 8.3486317E-006
 3.5501087E+000, 2.0940118E-001, 7.8567160E-006
 3.6000161E+000, 2.0960585E-001, 8.4924929E-006
 3.6501635E+000, 2.0981127E-001, 8.2220298E-006
 3.7001302E+000, 2.1001665E-001, 8.7031469E-006
 3.7500465E+000, 2.1022105E-001, 8.6689236E-006
 3.8001638E+000, 2.1042690E-001, 8.7642683E-006
 3.8500005E+000, 2.1063121E-001, 8.5372432E-006
 3.9002014E+000, 2.1083420E-001, 8.3541730E-006
 3.9500139E+000, 2.1103647E-001, 8.9516923E-006
 4.0001487E+000, 2.1123738E-001, 8.2571903E-006
 4.0501530E+000, 2.1143880E-001, 7.6661148E-006
 4.1001574E+000, 2.1163940E-001, 8.7810676E-006
 4.1501617E+000, 2.1183905E-001, 8.1533325E-006
 4.2001660E+000, 2.1203931E-001, 7.7173379E-006
 4.2501704E+000, 2.1223696E-001, 8.4411170E-006
 4.3000199E+000, 2.1243579E-001, 7.0254138E-006
 4.3501918E+000, 2.1263969E-001, 7.5616502E-006
 4.4002206E+000, 2.1284590E-001, 6.6133217E-006
 4.4500246E+000, 2.1305265E-001, 7.0595027E-006
 4.5000243E+000, 2.1325884E-001, 7.2915757E-006
 4.5501300E+000, 2.1346610E-001, 6.5171364E-006
 4.6001537E+000, 2.1367352E-001, 7.4347187E-006
 4.6500209E+000, 2.1387798E-001, 7.7544929E-006
 4.7000799E+000, 2.1408291E-001, 7.3373753E-006
 4.7501351E+000, 2.1428804E-001, 8.2908345E-006
 4.8001685E+000, 2.1449327E-001, 8.0136140E-006
 4.8501907E+000, 2.1469755E-001, 8.2299749E-006
 4.9000701E+000, 2.1490223E-001, 8.3113571E-006
 4.9500059E+000, 2.1510637E-001, 7.9687155E-006
 5.0000776E+000, 2.1531210E-001, 8.7362438E-006
 5.0501289E+000, 2.1551676E-001, 8.2359418E-006
 5.1000316E+000, 2.1571939E-001, 9.0804819E-006
 5.1500306E+000, 2.1592171E-001, 8.6510932E-006
 5.2001827E+000, 2.1612290E-001, 8.0972434E-006
 5.2501276E+000, 2.1632393E-001, 7.7394460E-006
 5.3000725E+000, 2.1652482E-001, 8.9547639E-006
 5.3500175E+000, 2.1672285E-001, 7.8371349E-006
