s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.5554709E-001, 0.0000000E+000
 5.0471680E-002, 2.5554709E-001, 0.0000000E+000
 1.0037829E-001, 2.5554709E-001, 0.0000000E+000
 1.5022159E-001, 2.5554709E-001, 0.0000000E+000
 2.0022542E-001, 2.5554709E-001, 2.1499170E-010
 2.5006722E-001, 2.5554709E-001, 6.0886550E-006
 3.0004979E-001, 2.5554709E-001, 6.7801058E-006
 3.5012659E-001, 2.5554709E-001, 3.7587150E-006
 4.0014191E-001, 2.5554709E-001, 4.5939372E-006
 4.5018985E-001, 2.5554709E-001, 4.5759528E-006
 5.0003977E-001, 2.5554709E-001, 4.6330300E-006
 5.5002859E-001, 2.5554709E-001, 4.5772352E-006
 6.0006924E-001, 2.5554709E-001, 4.4582672E-006
 6.5001969E-001, 2.5554709E-001, 5.0414497E-006
 7.0016714E-001, 2.5554709E-001, 4.9101999E-006
 7.5006750E-001, 2.5554709E-001, 4.7225776E-006
 8.0006787E-001, 2.5554709E-001, 5.4754111E-006
 8.5013611E-001, 2.5554709E-001, 5.6856447E-006
 9.0003648E-001, 2.5554709E-001, 5.8785527E-006
 9.5002468E-001, 2.5554709E-001, 5.4094690E-006
 1.0000846E+000, 2.5554709E-001, 5.3610760E-006
 1.0501913E+000, 2.5554709E-001, 6.3472281E-006
 1.1001689E+000, 2.5554709E-001, 5.5599362E-006
 1.1501392E+000, 2.5554709E-001, 6.4821657E-006
 1.2000837E+000, 2.5554709E-001, 7.2247876E-006
 1.2500890E+000, 2.5554709E-001, 6.7674163E-006
 1.3000518E+000, 2.5554709E-001, 7.2348359E-006
 1.3501078E+000, 2.5554709E-001, 6.3484199E-006
 1.4001181E+000, 2.5554709E-001, 6.4741972E-006
 1.4500700E+000, 2.5554709E-001, 7.2390296E-006
 1.5000515E+000, 2.5554709E-001, 8.4868149E-006
 1.5500484E+000, 2.5554709E-001, 7.1659967E-006
 1.6000454E+000, 2.5554709E-001, 7.5682887E-006
 1.6501077E+000, 2.5554709E-001, 7.7653688E-006
 1.7001830E+000, 2.5554709E-001, 7.7340792E-006
 1.7500855E+000, 2.5554709E-001, 7.9876883E-006
 1.8000788E+000, 2.5554709E-001, 7.9446744E-006
 1.8500995E+000, 2.5554709E-001, 8.8421623E-006
 1.9001203E+000, 2.5554709E-001, 8.3131747E-006
 1.9501768E+000, 2.5554709E-001, 9.1278684E-006
 2.0001464E+000, 2.5554709E-001, 8.5499694E-006
 2.0501305E+000, 2.5554709E-001, 8.8581986E-006
 2.1001595E+000, 2.5554709E-001, 8.2392699E-006
 2.1501800E+000, 2.5554709E-001, 8.4563525E-006
 2.2001010E+000, 2.5554709E-001, 8.7407775E-006
 2.2501047E+000, 2.5554753E-001, 8.2683046E-006
 2.3001467E+000, 2.5555822E-001, 8.5865205E-006
 2.3500211E+000, 2.5561301E-001, 8.6548551E-006
 2.4001701E+000, 2.5571958E-001, 8.3317400E-006
 2.4500832E+000, 2.5585135E-001, 8.7179694E-006
 2.5001473E+000, 2.5599662E-001, 8.6349096E-006
 2.5500892E+000, 2.5615374E-001, 8.3034031E-006
 2.6001233E+000, 2.5631953E-001, 8.7707405E-006
 2.6501136E+000, 2.5649155E-001, 8.8012768E-006
 2.7001416E+000, 2.5667067E-001, 8.4206636E-006
 2.7500545E+000, 2.5685403E-001, 8.3313934E-006
 2.8001785E+000, 2.5703914E-001, 8.7841207E-006
 2.8501332E+000, 2.5722723E-001, 8.6570507E-006
 2.9000325E+000, 2.5741720E-001, 8.2973669E-006
 2.9501099E+000, 2.5760669E-001, 8.7832636E-006
 3.0000562E+000, 2.5779659E-001, 8.4496177E-006
 3.0500882E+000, 2.5798860E-001, 8.2546277E-006
 3.1000064E+000, 2.5817961E-001, 8.5530613E-006
 3.1501181E+000, 2.5837019E-001, 8.2139996E-006
 3.2000561E+000, 2.5856068E-001, 8.6270815E-006
 3.2500865E+000, 2.5875279E-001, 8.6626473E-006
 3.3002095E+000, 2.5894402E-001, 8.5717072E-006
 3.3500845E+000, 2.5913435E-001, 8.6801073E-006
 3.4001653E+000, 2.5932462E-001, 8.7470942E-006
 3.4500871E+000, 2.5951619E-001, 8.2024423E-006
 3.5001061E+000, 2.5970687E-001, 8.7084007E-006
 3.5502013E+000, 2.5989770E-001, 8.3196610E-006
 3.6001518E+000, 2.6008785E-001, 8.7818710E-006
 3.6500499E+000, 2.6027772E-001, 8.5651603E-006
 3.7001749E+000, 2.6046944E-001, 8.1996137E-006
 3.7500902E+000, 2.6065989E-001, 8.6512826E-006
 3.8000546E+000, 2.6084954E-001, 8.2686651E-006
 3.8500329E+000, 2.6103960E-001, 8.7408171E-006
 3.9001030E+000, 2.6123073E-001, 8.4389943E-006
 3.9501475E+000, 2.6142136E-001, 8.6810105E-006
 4.0002007E+000, 2.6161194E-001, 8.2028080E-006
 4.0500337E+000, 2.6180125E-001, 8.2837541E-006
 4.1000471E+000, 2.6199148E-001, 8.9021239E-006
 4.1500928E+000, 2.6218296E-001, 8.2244306E-006
 4.2000670E+000, 2.6237286E-001, 8.2977228E-006
 4.2500805E+000, 2.6256273E-001, 8.2585624E-006
 4.3001592E+000, 2.6275309E-001, 8.4343209E-006
 4.3500220E+000, 2.6294375E-001, 8.5861111E-006
 4.4000589E+000, 2.6313387E-001, 8.6400375E-006
 4.4500313E+000, 2.6332373E-001, 8.2628025E-006
 4.5001898E+000, 2.6351387E-001, 8.4623780E-006
 4.5501542E+000, 2.6370516E-001, 8.3521949E-006
 4.6000354E+000, 2.6389498E-001, 8.4537076E-006
 4.6500846E+000, 2.6408507E-001, 8.3138157E-006
 4.7001952E+000, 2.6427509E-001, 8.6752663E-006
 4.7501453E+000, 2.6446517E-001, 8.3861292E-006
 4.8001085E+000, 2.6465627E-001, 8.0673034E-006
 4.8502085E+000, 2.6484650E-001, 8.5075421E-006
 4.9001767E+000, 2.6503630E-001, 8.1906910E-006
 4.9500758E+000, 2.6522604E-001, 8.3684862E-006
 5.0000492E+000, 2.6541627E-001, 8.6964226E-006
 5.0501789E+000, 2.6560681E-001, 8.5196352E-006
 5.1001242E+000, 2.6579645E-001, 8.3360252E-006
 5.1500326E+000, 2.6598641E-001, 8.2381057E-006
 5.2002054E+000, 2.6617734E-001, 8.1735699E-006
 5.2501510E+000, 2.6636753E-001, 8.4956979E-006
 5.3001373E+000, 2.6655767E-001, 8.0586719E-006
 5.3500312E+000, 2.6674743E-001, 8.3665936E-006
 5.4000214E+000, 2.6693714E-001, 8.3145673E-006
 5.4500017E+000, 2.6712749E-001, 8.0225605E-006
 5.5001667E+000, 2.6731783E-001, 8.3128817E-006
 5.5500958E+000, 2.6750818E-001, 8.1356386E-006
 5.6000846E+000, 2.6769822E-001, 8.3999101E-006
 5.6501888E+000, 2.6788852E-001, 7.8577066E-006
 5.7001188E+000, 2.6807863E-001, 8.1325697E-006
 5.7500128E+000, 2.6826879E-001, 8.5039821E-006
 5.8001749E+000, 2.6845877E-001, 8.1422120E-006
 5.8501985E+000, 2.6864913E-001, 8.4697829E-006
 5.9001806E+000, 2.6883978E-001, 8.2564574E-006
 5.9500274E+000, 2.6902906E-001, 8.4306110E-006
 6.0000629E+000, 2.6921866E-001, 8.4483670E-006
 6.0500489E+000, 2.6940907E-001, 8.0788486E-006
 6.1000555E+000, 2.6959917E-001, 8.2075709E-006
 6.1500587E+000, 2.6978980E-001, 8.4981006E-006
 6.2000218E+000, 2.6997946E-001, 8.2039354E-006
 6.2501706E+000, 2.7016937E-001, 8.1306662E-006
 6.3001786E+000, 2.7036008E-001, 8.1346195E-006
 6.3501241E+000, 2.7055009E-001, 8.0285857E-006
 6.4001214E+000, 2.7074026E-001, 8.4060757E-006
 6.4501509E+000, 2.7093049E-001, 8.0252005E-006
 6.5000376E+000, 2.7111972E-001, 8.1077469E-006
