s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.1931700E-001, 0.0000000E+000
 5.0155795E-002, 2.1931700E-001, 0.0000000E+000
 1.0005402E-001, 2.1931700E-001, 0.0000000E+000
 1.5013461E-001, 2.1931700E-001, 2.1635565E-007
 2.0021520E-001, 2.1931700E-001, 6.4661565E-006
 2.5007282E-001, 2.1931700E-001, 5.0210882E-006
 3.0017404E-001, 2.1931700E-001, 5.3763403E-006
 3.5010102E-001, 2.1931700E-001, 6.5076487E-006
 4.0013668E-001, 2.1931700E-001, 6.7357501E-006
 4.5000980E-001, 2.1931700E-001, 7.0155883E-006
 5.0008834E-001, 2.1931700E-001, 7.0751447E-006
 5.5004613E-001, 2.1931700E-001, 6.5023590E-006
 6.0007815E-001, 2.1931700E-001, 7.1006924E-006
 6.5008362E-001, 2.1931700E-001, 6.7465728E-006
 7.0006650E-001, 2.1931700E-001, 7.1517057E-006
 7.5014237E-001, 2.1931700E-001, 6.4693994E-006
 8.0013905E-001, 2.1931700E-001, 7.2517259E-006
 8.5013573E-001, 2.1931700E-001, 6.5559305E-006
 9.0013241E-001, 2.1931700E-001, 6.6063731E-006
 9.5012910E-001, 2.1931700E-001, 7.0043315E-006
 1.0001210E+000, 2.1931700E-001, 6.5176384E-006
 1.0500171E+000, 2.1931700E-001, 7.1211896E-006
 1.1000739E+000, 2.1931700E-001, 6.3938055E-006
 1.1501560E+000, 2.1931700E-001, 7.3842271E-006
 1.2001609E+000, 2.1931700E-001, 6.6371034E-006
 1.2500510E+000, 2.1931700E-001, 7.2112112E-006
 1.3000193E+000, 2.1931700E-001, 7.0002367E-006
 1.3500474E+000, 2.1931700E-001, 7.0198625E-006
 1.4001332E+000, 2.1931700E-001, 7.5173553E-006
 1.4500818E+000, 2.1931700E-001, 6.9438346E-006
 1.5000248E+000, 2.1931700E-001, 7.4635395E-006
 1.5500914E+000, 2.1931700E-001, 7.3153275E-006
 1.6000136E+000, 2.1931700E-001, 7.4494387E-006
 1.6501274E+000, 2.1931700E-001, 7.5561984E-006
 1.7000126E+000, 2.1931700E-001, 7.3018254E-006
 1.7501108E+000, 2.1931700E-001, 7.4431626E-006
 1.8001753E+000, 2.1931700E-001, 7.5569262E-006
 1.8500027E+000, 2.1931700E-001, 7.4916386E-006
 1.9001276E+000, 2.1931700E-001, 7.5495988E-006
 1.9500370E+000, 2.1931700E-001, 7.5424436E-006
 2.0001522E+000, 2.1931700E-001, 7.5071283E-006
 2.0501096E+000, 2.1931700E-001, 7.6125703E-006
 2.1000426E+000, 2.1931700E-001, 7.5840861E-006
 2.1500865E+000, 2.1931700E-001, 7.6075108E-006
 2.2000899E+000, 2.1931700E-001, 7.6278995E-006
 2.2500933E+000, 2.1931735E-001, 7.6204710E-006
 2.3001631E+000, 2.1932667E-001, 7.6708861E-006
 2.3501270E+000, 2.1937178E-001, 7.6647987E-006
 2.4001139E+000, 2.1945601E-001, 7.6680284E-006
 2.4501272E+000, 2.1955802E-001, 7.6703611E-006
 2.5000295E+000, 2.1966904E-001, 7.6874025E-006
 2.5501062E+000, 2.1978747E-001, 7.6922884E-006
 2.6000085E+000, 2.1991212E-001, 7.6809130E-006
 2.6500852E+000, 2.2004189E-001, 7.6814274E-006
 2.7001620E+000, 2.2017591E-001, 7.6854926E-006
 2.7500642E+000, 2.2031279E-001, 7.6973389E-006
 2.8001410E+000, 2.2045200E-001, 7.6927291E-006
 2.8500433E+000, 2.2059281E-001, 7.6940824E-006
 2.9001200E+000, 2.2073472E-001, 7.6973301E-006
 2.9500223E+000, 2.2087737E-001, 7.7048074E-006
 3.0000990E+000, 2.2102046E-001, 7.7005095E-006
 3.0500013E+000, 2.2116380E-001, 7.6940680E-006
 3.1000780E+000, 2.2130729E-001, 7.6987319E-006
 3.1501548E+000, 2.2145109E-001, 7.6993390E-006
 3.2000571E+000, 2.2159465E-001, 7.6883557E-006
 3.2501338E+000, 2.2173821E-001, 7.6853573E-006
 3.3000361E+000, 2.2188176E-001, 7.6858404E-006
 3.3501128E+000, 2.2202527E-001, 7.6897930E-006
 3.4000151E+000, 2.2216877E-001, 7.6893158E-006
 3.4500919E+000, 2.2231226E-001, 7.6868391E-006
 3.5001686E+000, 2.2245597E-001, 7.6872380E-006
 3.5500709E+000, 2.2259943E-001, 7.6900470E-006
 3.6001476E+000, 2.2274286E-001, 7.6909573E-006
 3.6500499E+000, 2.2288628E-001, 7.6883953E-006
 3.7001266E+000, 2.2302971E-001, 7.6877039E-006
 3.7500289E+000, 2.2317312E-001, 7.6902955E-006
 3.8001057E+000, 2.2331653E-001, 7.6903238E-006
 3.8500079E+000, 2.2345995E-001, 7.6885769E-006
 3.9000847E+000, 2.2360337E-001, 7.6859257E-006
 3.9501614E+000, 2.2374703E-001, 7.6883698E-006
 4.0000637E+000, 2.2389046E-001, 7.6897794E-006
 4.0501404E+000, 2.2403390E-001, 7.6764935E-006
 4.1000427E+000, 2.2417733E-001, 7.6759222E-006
 4.1501195E+000, 2.2432078E-001, 7.6651354E-006
 4.2000217E+000, 2.2446424E-001, 7.6663272E-006
 4.2500985E+000, 2.2460771E-001, 7.6661839E-006
 4.3000007E+000, 2.2475118E-001, 7.6643544E-006
 4.3500775E+000, 2.2489468E-001, 7.6641167E-006
 4.4001542E+000, 2.2503844E-001, 7.6657041E-006
 4.4500565E+000, 2.2518195E-001, 7.6653470E-006
 4.5001333E+000, 2.2532549E-001, 7.6752463E-006
 4.5500355E+000, 2.2546904E-001, 7.6926885E-006
 4.6001123E+000, 2.2561262E-001, 7.6955121E-006
 4.6500146E+000, 2.2575620E-001, 7.6943677E-006
 4.7000913E+000, 2.2589978E-001, 7.6943597E-006
 4.7501681E+000, 2.2604365E-001, 7.6915139E-006
 4.8000703E+000, 2.2618729E-001, 7.6930072E-006
 4.8501471E+000, 2.2633092E-001, 7.6926733E-006
 4.9000493E+000, 2.2647459E-001, 7.6923249E-006
 4.9501261E+000, 2.2661828E-001, 7.6900744E-006
 5.0000284E+000, 2.2676196E-001, 7.6905718E-006
 5.0501051E+000, 2.2690568E-001, 7.6904657E-006
 5.1000074E+000, 2.2704942E-001, 7.6903244E-006
 5.1500841E+000, 2.2719316E-001, 7.6879597E-006
 5.2001609E+000, 2.2733717E-001, 7.6866171E-006
 5.2500631E+000, 2.2748096E-001, 7.7063747E-006
 5.3001399E+000, 2.2762477E-001, 7.7230926E-006
 5.3500422E+000, 2.2776858E-001, 7.7267965E-006
 5.4001189E+000, 2.2791243E-001, 7.7097938E-006
 5.4500212E+000, 2.2805629E-001, 7.7168598E-006
 5.5000979E+000, 2.2820016E-001, 7.6990305E-006
 5.5500002E+000, 2.2834406E-001, 7.7018612E-006
 5.6000769E+000, 2.2848799E-001, 7.6988019E-006
 5.6501537E+000, 2.2863218E-001, 7.6997948E-006
 5.7000560E+000, 2.2877614E-001, 7.6999631E-006
 5.7501327E+000, 2.2892011E-001, 7.6989771E-006
 5.8000350E+000, 2.2906410E-001, 7.6974786E-006
 5.8501117E+000, 2.2920812E-001, 7.6969743E-006
 5.9000140E+000, 2.2935215E-001, 7.6980361E-006
 5.9500907E+000, 2.2949619E-001, 7.6977199E-006
 6.0001675E+000, 2.2964053E-001, 7.6973794E-006
 6.0500698E+000, 2.2978461E-001, 7.6968741E-006
 6.1001465E+000, 2.2992871E-001, 7.6974447E-006
 6.1500488E+000, 2.3007284E-001, 7.6966581E-006
 6.2001255E+000, 2.3021699E-001, 7.6966588E-006
 6.2500278E+000, 2.3036114E-001, 7.6937089E-006
 6.3001046E+000, 2.3050531E-001, 7.6943914E-006
 6.3500068E+000, 2.3064952E-001, 7.6906141E-006
 6.4000836E+000, 2.3079375E-001, 7.7108613E-006
 6.4501603E+000, 2.3093824E-001, 7.7246431E-006
 6.5000626E+000, 2.3108252E-001, 7.7298081E-006
 6.5500852E+000, 2.3122670E-001, 7.7238391E-006
