s,mol/mol,kW
Time,VF,HRR
 0.0000000E+000, 3.5671062E-001, 0.0000000E+000
 5.0091145E-002, 3.5671062E-001, 0.0000000E+000
 1.0006939E-001, 3.5671062E-001, 0.0000000E+000
 1.5012826E-001, 3.5671062E-001, 4.2104165E-009
 2.0003965E-001, 3.5671062E-001, 2.9114352E-006
 2.5002214E-001, 3.5671062E-001, 2.4919956E-006
 3.0012527E-001, 3.5671062E-001, 3.0106356E-006
 3.5001075E-001, 3.5671062E-001, 4.0700256E-006
 4.0002464E-001, 3.5671062E-001, 3.9931164E-006
 4.5003852E-001, 3.5671062E-001, 4.4290221E-006
 5.0005104E-001, 3.5671062E-001, 4.4492803E-006
 5.5014821E-001, 3.5671062E-001, 4.7086067E-006
 6.0015723E-001, 3.5671062E-001, 4.6867859E-006
 6.5002062E-001, 3.5671062E-001, 4.8228466E-006
 7.0006830E-001, 3.5671062E-001, 4.9365922E-006
 7.5009019E-001, 3.5671062E-001, 4.9132818E-006
 8.0005471E-001, 3.5671062E-001, 5.1377284E-006
 8.5014747E-001, 3.5671062E-001, 5.0875944E-006
 9.0005482E-001, 3.5671062E-001, 5.4435030E-006
 9.5014310E-001, 3.5671062E-001, 5.3146841E-006
 1.0001436E+000, 3.5671062E-001, 5.6555167E-006
 1.0500099E+000, 3.5671062E-001, 5.6670829E-006
 1.1001387E+000, 3.5671062E-001, 5.8311927E-006
 1.1500853E+000, 3.5671062E-001, 5.7655634E-006
 1.2001307E+000, 3.5671062E-001, 5.8753797E-006
 1.2500034E+000, 3.5671062E-001, 5.9648354E-006
 1.3000725E+000, 3.5671062E-001, 5.9082337E-006
 1.3500827E+000, 3.5671062E-001, 6.0278834E-006
 1.4001320E+000, 3.5671062E-001, 6.0138497E-006
 1.4501596E+000, 3.5671062E-001, 6.0719463E-006
 1.5001041E+000, 3.5671062E-001, 6.0952284E-006
 1.5501056E+000, 3.5671062E-001, 6.1302178E-006
 1.6000980E+000, 3.5671062E-001, 6.1493958E-006
 1.6501274E+000, 3.5671062E-001, 6.1726405E-006
 1.7000982E+000, 3.5671062E-001, 6.2145658E-006
 1.7500691E+000, 3.5671062E-001, 6.2311280E-006
 1.8000399E+000, 3.5671062E-001, 6.2981363E-006
 1.8500107E+000, 3.5671062E-001, 6.4036805E-006
 1.9001563E+000, 3.5671062E-001, 6.4245832E-006
 1.9501271E+000, 3.5671062E-001, 6.4799911E-006
 2.0000979E+000, 3.5671062E-001, 6.4944503E-006
 2.0500687E+000, 3.5671062E-001, 6.5189286E-006
 2.1000395E+000, 3.5671062E-001, 6.5454419E-006
 2.1500104E+000, 3.5671062E-001, 6.5492931E-006
 2.2001559E+000, 3.5671078E-001, 6.5761628E-006
 2.2501267E+000, 3.5671399E-001, 6.5182431E-006
 2.3000975E+000, 3.5673257E-001, 6.2631015E-006
 2.3500684E+000, 3.5678222E-001, 6.2919524E-006
 2.4000392E+000, 3.5686502E-001, 6.3021719E-006
 2.4500100E+000, 3.5697173E-001, 6.3248982E-006
 2.5001556E+000, 3.5709400E-001, 6.3542523E-006
 2.5501264E+000, 3.5722689E-001, 6.4138294E-006
 2.6000972E+000, 3.5736767E-001, 6.4383992E-006
 2.6500680E+000, 3.5751484E-001, 6.4298871E-006
 2.7000388E+000, 3.5766700E-001, 6.4793146E-006
 2.7500097E+000, 3.5782296E-001, 6.5227776E-006
 2.8001552E+000, 3.5798196E-001, 6.5828317E-006
 2.8501260E+000, 3.5814297E-001, 6.5833028E-006
 2.9000969E+000, 3.5830507E-001, 6.6024681E-006
 2.9500677E+000, 3.5846812E-001, 6.6115608E-006
 3.0000385E+000, 3.5863176E-001, 6.6125482E-006
 3.0500093E+000, 3.5879577E-001, 6.6050546E-006
 3.1001549E+000, 3.5896027E-001, 6.6096070E-006
 3.1501257E+000, 3.5912490E-001, 6.6150698E-006
 3.2000965E+000, 3.5928928E-001, 6.6154472E-006
 3.2500673E+000, 3.5945367E-001, 6.6160662E-006
 3.3000382E+000, 3.5961804E-001, 6.6194017E-006
 3.3500090E+000, 3.5978239E-001, 6.6222332E-006
 3.4001545E+000, 3.5994697E-001, 6.6226401E-006
 3.4501253E+000, 3.6011153E-001, 6.6224929E-006
 3.5000962E+000, 3.6027575E-001, 6.6220259E-006
 3.5500670E+000, 3.6043994E-001, 6.6234491E-006
 3.6000378E+000, 3.6060408E-001, 6.6154239E-006
 3.6500086E+000, 3.6076819E-001, 6.6109390E-006
 3.7001542E+000, 3.6093255E-001, 6.6102465E-006
 3.7501250E+000, 3.6109689E-001, 6.6107238E-006
 3.8000958E+000, 3.6126091E-001, 6.6105577E-006
 3.8500666E+000, 3.6142492E-001, 6.6099385E-006
 3.9000375E+000, 3.6158890E-001, 6.6093595E-006
 3.9500083E+000, 3.6175286E-001, 6.6190163E-006
 4.0001538E+000, 3.6191709E-001, 6.6268803E-006
 4.0501246E+000, 3.6208130E-001, 6.6269826E-006
 4.1000955E+000, 3.6224522E-001, 6.6269188E-006
 4.1500663E+000, 3.6240911E-001, 6.6121531E-006
 4.2000371E+000, 3.6257300E-001, 6.6129534E-006
 4.2500079E+000, 3.6273687E-001, 6.6123237E-006
 4.3001535E+000, 3.6290101E-001, 6.6116452E-006
 4.3501243E+000, 3.6306514E-001, 6.6108730E-006
 4.4000951E+000, 3.6322898E-001, 6.6088591E-006
 4.4500659E+000, 3.6339282E-001, 6.6066375E-006
 4.5000368E+000, 3.6355665E-001, 6.5946542E-006
 4.5500076E+000, 3.6372047E-001, 6.5932333E-006
 4.6001531E+000, 3.6388457E-001, 6.5915866E-006
 4.6501240E+000, 3.6404866E-001, 6.5907154E-006
 4.7000948E+000, 3.6421246E-001, 6.5902255E-006
 4.7500656E+000, 3.6437625E-001, 6.5897364E-006
 4.8000364E+000, 3.6454003E-001, 6.5882515E-006
 4.8500072E+000, 3.6470382E-001, 6.5868093E-006
 4.9001528E+000, 3.6486788E-001, 6.5861726E-006
 4.9501236E+000, 3.6503195E-001, 6.5853051E-006
 5.0000944E+000, 3.6519572E-001, 6.5838045E-006
 5.0500652E+000, 3.6535949E-001, 6.5826446E-006
 5.1000361E+000, 3.6552326E-001, 6.5809980E-006
 5.1500069E+000, 3.6568703E-001, 6.5808717E-006
 5.2001524E+000, 3.6585108E-001, 6.5794534E-006
 5.2501233E+000, 3.6601512E-001, 6.5727774E-006
 5.3000941E+000, 3.6617888E-001, 6.5664809E-006
 5.3500649E+000, 3.6634262E-001, 6.5655511E-006
 5.4000357E+000, 3.6650636E-001, 6.5508731E-006
 5.4500065E+000, 3.6667011E-001, 6.5494919E-006
 5.5001521E+000, 3.6683414E-001, 6.5484146E-006
 5.5501229E+000, 3.6699817E-001, 6.5474849E-006
 5.6000937E+000, 3.6716190E-001, 6.5468511E-006
 5.6500646E+000, 3.6732564E-001, 6.5457645E-006
 5.7000354E+000, 3.6748938E-001, 6.5457118E-006
 5.7500062E+000, 3.6765312E-001, 6.5441558E-006
 5.8001517E+000, 3.6781713E-001, 6.5439236E-006
 5.8501226E+000, 3.6798115E-001, 6.5426745E-006
 5.9000934E+000, 3.6814488E-001, 6.5413673E-006
 5.9500642E+000, 3.6830860E-001, 6.5402317E-006
 6.0000350E+000, 3.6847231E-001, 6.5384862E-006
 6.0500058E+000, 3.6863603E-001, 6.5379389E-006
 6.1001514E+000, 3.6880003E-001, 6.5382546E-006
 6.1501222E+000, 3.6896404E-001, 6.5477881E-006
 6.2000930E+000, 3.6912775E-001, 6.5462605E-006
 6.2500639E+000, 3.6929147E-001, 6.5313516E-006
 6.3000347E+000, 3.6945518E-001, 6.5307663E-006
 6.3500055E+000, 3.6961889E-001, 6.5188594E-006
 6.4001510E+000, 3.6978288E-001, 6.5156324E-006
 6.4501219E+000, 3.6994687E-001, 6.5159915E-006
 6.5000927E+000, 3.7011057E-001, 6.5157074E-006
 6.5500635E+000, 3.7027427E-001, 6.5145175E-006
 6.6000343E+000, 3.7043797E-001, 6.5135330E-006
 6.6500052E+000, 3.7060167E-001, 6.5121483E-006
 6.7001507E+000, 3.7076566E-001, 6.5105423E-006
 6.7501215E+000, 3.7092964E-001, 6.5055563E-006
 6.8000923E+000, 3.7109333E-001, 6.5058851E-006
 6.8500632E+000, 3.7125702E-001, 6.5038480E-006
 6.9000340E+000, 3.7142072E-001, 6.5042501E-006
 6.9500048E+000, 3.7158441E-001, 6.5021851E-006
 7.0001504E+000, 3.7174838E-001, 6.5014606E-006
 7.0501212E+000, 3.7191234E-001, 6.4992716E-006
 7.1000920E+000, 3.7207602E-001, 6.4922974E-006
 7.1500628E+000, 3.7223970E-001, 6.4791097E-006
 7.2000336E+000, 3.7240338E-001, 6.4792357E-006
 7.2500045E+000, 3.7256706E-001, 6.4778914E-006
 7.3001500E+000, 3.7273103E-001, 6.4773950E-006
 7.3501208E+000, 3.7289499E-001, 6.4723626E-006
 7.4000916E+000, 3.7305867E-001, 6.4617201E-006
 7.4500625E+000, 3.7322235E-001, 6.4617130E-006
 7.5000333E+000, 3.7338602E-001, 6.4608746E-006
 7.5500041E+000, 3.7354969E-001, 6.4600557E-006
 7.6001497E+000, 3.7371364E-001, 6.4586138E-006
 7.6501205E+000, 3.7387759E-001, 6.4580887E-006
 7.7000913E+000, 3.7404125E-001, 6.4548544E-006
 7.7500621E+000, 3.7420491E-001, 6.4547051E-006
 7.8000329E+000, 3.7436857E-001, 6.4538631E-006
 7.8500038E+000, 3.7453224E-001, 6.4534254E-006
 7.9001493E+000, 3.7469618E-001, 6.4379444E-006
 7.9501201E+000, 3.7486012E-001, 6.4325270E-006
 8.0000910E+000, 3.7502378E-001, 6.4311725E-006
 8.0500618E+000, 3.7518744E-001, 6.4304628E-006
 8.1000326E+000, 3.7535109E-001, 6.4294083E-006
 8.1500034E+000, 3.7551475E-001, 6.4273709E-006
 8.2001490E+000, 3.7567868E-001, 6.4280039E-006
 8.2501198E+000, 3.7584261E-001, 6.4270306E-006
 8.3000906E+000, 3.7600625E-001, 6.4266200E-006
 8.3500614E+000, 3.7616989E-001, 6.4357461E-006
 8.4000323E+000, 3.7633353E-001, 6.4235277E-006
 8.4500031E+000, 3.7649717E-001, 6.4224458E-006
 8.5001486E+000, 3.7666110E-001, 6.4217989E-006
 8.5501194E+000, 3.7682502E-001, 6.4205153E-006
 8.6000903E+000, 3.7698866E-001, 6.4192919E-006
 8.6500611E+000, 3.7715230E-001, 6.4197848E-006
 8.7000319E+000, 3.7731593E-001, 6.4157699E-006
 8.7500027E+000, 3.7747955E-001, 6.4125604E-006
 8.8001483E+000, 3.7764345E-001, 6.4093085E-006
 8.8501191E+000, 3.7780737E-001, 6.4262796E-006
