s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 3.2497722E-001, 0.0000000E+000
 5.1915056E-002, 3.2497722E-001, 0.0000000E+000
 1.0010465E-001, 3.2497722E-001, 0.0000000E+000
 1.5032692E-001, 3.2497722E-001, 0.0000000E+000
 2.0019726E-001, 3.2497722E-001, 1.1395345E-008
 2.5030723E-001, 3.2497722E-001, 7.3430199E-006
 3.0015178E-001, 3.2497722E-001, 5.8144301E-006
 3.5010288E-001, 3.2497722E-001, 3.6532609E-006
 4.0003112E-001, 3.2497722E-001, 3.8640291E-006
 4.5002601E-001, 3.2497722E-001, 4.1931005E-006
 5.0001382E-001, 3.2497722E-001, 3.8330481E-006
 5.5012809E-001, 3.2497722E-001, 4.6132571E-006
 6.0005466E-001, 3.2497722E-001, 3.9765586E-006
 6.5003754E-001, 3.2497722E-001, 4.4791025E-006
 7.0008817E-001, 3.2497722E-001, 4.6083498E-006
 7.5008878E-001, 3.2497722E-001, 4.2416249E-006
 8.0002739E-001, 3.2497722E-001, 5.1797555E-006
 8.5012372E-001, 3.2497722E-001, 4.6412899E-006
 9.0010050E-001, 3.2497722E-001, 5.5896965E-006
 9.5004966E-001, 3.2497722E-001, 4.7868539E-006
 1.0001848E+000, 3.2497722E-001, 5.4838792E-006
 1.0500824E+000, 3.2497722E-001, 4.8292168E-006
 1.1000225E+000, 3.2497722E-001, 5.4657644E-006
 1.1500414E+000, 3.2497722E-001, 6.2799075E-006
 1.2001099E+000, 3.2497722E-001, 5.2582348E-006
 1.2501018E+000, 3.2497722E-001, 6.0778423E-006
 1.3001828E+000, 3.2497722E-001, 7.0151134E-006
 1.3501176E+000, 3.2497722E-001, 6.3056466E-006
 1.4001852E+000, 3.2497722E-001, 6.4953558E-006
 1.4500442E+000, 3.2497722E-001, 6.0561791E-006
 1.5001117E+000, 3.2497722E-001, 6.3259618E-006
 1.5501793E+000, 3.2497722E-001, 5.9137561E-006
 1.6001127E+000, 3.2497722E-001, 6.3087454E-006
 1.6500780E+000, 3.2497722E-001, 6.5177187E-006
 1.7001274E+000, 3.2497722E-001, 6.7660722E-006
 1.7501399E+000, 3.2497722E-001, 6.8061463E-006
 1.8001524E+000, 3.2497722E-001, 7.0502923E-006
 1.8501086E+000, 3.2497722E-001, 6.9151658E-006
 1.9000193E+000, 3.2497722E-001, 7.0059418E-006
 1.9501312E+000, 3.2497722E-001, 7.1205601E-006
 2.0000418E+000, 3.2497722E-001, 7.1079258E-006
 2.0501537E+000, 3.2497722E-001, 7.4491469E-006
 2.1000644E+000, 3.2497722E-001, 7.1933176E-006
 2.1501763E+000, 3.2497722E-001, 6.9132399E-006
 2.2000870E+000, 3.2497722E-001, 7.0404034E-006
 2.2501175E+000, 3.2497751E-001, 7.5284756E-006
 2.3000623E+000, 3.2498500E-001, 7.0063070E-006
 2.3500162E+000, 3.2502423E-001, 7.0587664E-006
 2.4000447E+000, 3.2510107E-001, 7.2485375E-006
 2.4501460E+000, 3.2519673E-001, 7.1099364E-006
 2.5001285E+000, 3.2530184E-001, 7.1611795E-006
 2.5501894E+000, 3.2541506E-001, 7.0703327E-006
 2.6000770E+000, 3.2553423E-001, 7.7796674E-006
 2.6501450E+000, 3.2565879E-001, 7.3507839E-006
 2.7001280E+000, 3.2578780E-001, 7.0668518E-006
 2.7500918E+000, 3.2591924E-001, 7.2469824E-006
 2.8000531E+000, 3.2605290E-001, 6.8430457E-006
 2.8501516E+000, 3.2618893E-001, 7.1802579E-006
 2.9000289E+000, 3.2632549E-001, 7.1365392E-006
 2.9500962E+000, 3.2646273E-001, 7.3463371E-006
 3.0000555E+000, 3.2659979E-001, 7.2827601E-006
 3.0500006E+000, 3.2673765E-001, 7.3619244E-006
 3.1000502E+000, 3.2687556E-001, 6.9322285E-006
 3.1500944E+000, 3.2701365E-001, 7.1688852E-006
 3.2000884E+000, 3.2715142E-001, 7.7120359E-006
 3.2500828E+000, 3.2728933E-001, 6.6986136E-006
 3.3001726E+000, 3.2742749E-001, 7.1730753E-006
 3.3500780E+000, 3.2756493E-001, 7.2463132E-006
 3.4000632E+000, 3.2770254E-001, 7.3008752E-006
 3.4500953E+000, 3.2784052E-001, 7.0708261E-006
 3.5000884E+000, 3.2797858E-001, 7.2438455E-006
 3.5501839E+000, 3.2811622E-001, 7.6274929E-006
 3.6001030E+000, 3.2825377E-001, 7.1698389E-006
 3.6500704E+000, 3.2839150E-001, 7.3110813E-006
 3.7000239E+000, 3.2852914E-001, 7.0905665E-006
 3.7500878E+000, 3.2866672E-001, 7.2644510E-006
 3.8001517E+000, 3.2880460E-001, 6.9552780E-006
 3.8500170E+000, 3.2894210E-001, 6.7572279E-006
 3.9001476E+000, 3.2907951E-001, 7.2273716E-006
 3.9501790E+000, 3.2921768E-001, 7.0963779E-006
 4.0001682E+000, 3.2935527E-001, 7.2694592E-006
 4.0500274E+000, 3.2949280E-001, 7.0582569E-006
 4.1000830E+000, 3.2963028E-001, 7.1840341E-006
 4.1501777E+000, 3.2976828E-001, 7.2089134E-006
 4.2001791E+000, 3.2990578E-001, 6.7705081E-006
 4.2501726E+000, 3.3004334E-001, 6.9072550E-006
 4.3001910E+000, 3.3018131E-001, 6.7908760E-006
 4.3500278E+000, 3.3031885E-001, 7.0538781E-006
 4.4001941E+000, 3.3045655E-001, 7.5617679E-006
 4.4501667E+000, 3.3059425E-001, 6.8923852E-006
 4.5000440E+000, 3.3073190E-001, 7.1326194E-006
 4.5501439E+000, 3.3086944E-001, 6.9464802E-006
 4.6001585E+000, 3.3100707E-001, 6.7443946E-006
 4.6501278E+000, 3.3114500E-001, 7.0180302E-006
 4.7001329E+000, 3.3128277E-001, 6.7333765E-006
 4.7500032E+000, 3.3141999E-001, 6.8013824E-006
 4.8002094E+000, 3.3155804E-001, 7.3267821E-006
 4.8501202E+000, 3.3169607E-001, 6.6089082E-006
 4.9001155E+000, 3.3183396E-001, 6.8678079E-006
 4.9501238E+000, 3.3197140E-001, 7.7103453E-006
 5.0000125E+000, 3.3210900E-001, 6.7959723E-006
 5.0500423E+000, 3.3224686E-001, 6.7875234E-006
 5.1001350E+000, 3.3238476E-001, 6.7484731E-006
 5.1500304E+000, 3.3252253E-001, 6.5972286E-006
 5.2001908E+000, 3.3266059E-001, 7.1491228E-006
 5.2501795E+000, 3.3279848E-001, 7.0417172E-006
 5.3000129E+000, 3.3293610E-001, 6.9593280E-006
