s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 3.0620357E-001, 0.0000000E+000
 5.0259662E-002, 3.0620357E-001, 0.0000000E+000
 1.0004768E-001, 3.0620357E-001, 0.0000000E+000
 1.5025545E-001, 3.0620357E-001, 3.5041503E-010
 2.0023759E-001, 3.0620357E-001, 2.0310887E-006
 2.5021651E-001, 3.0620357E-001, 1.0983144E-006
 3.0012905E-001, 3.0620357E-001, 2.0188887E-006
 3.5018329E-001, 3.0620357E-001, 3.0916090E-006
 4.0011474E-001, 3.0620357E-001, 2.7965373E-006
 4.5011257E-001, 3.0620357E-001, 3.3014791E-006
 5.0008086E-001, 3.0620357E-001, 3.1415960E-006
 5.5005245E-001, 3.0620357E-001, 3.2424847E-006
 6.0012397E-001, 3.0620357E-001, 3.2273815E-006
 6.5008842E-001, 3.0620357E-001, 3.4157557E-006
 7.0005286E-001, 3.0620357E-001, 3.3079002E-006
 7.5001731E-001, 3.0620357E-001, 3.1878189E-006
 8.0018241E-001, 3.0620357E-001, 3.4814695E-006
 8.5014686E-001, 3.0620357E-001, 3.7549922E-006
 9.0011131E-001, 3.0620357E-001, 3.6737698E-006
 9.5007575E-001, 3.0620357E-001, 3.7376557E-006
 1.0000402E+000, 3.0620357E-001, 3.8718871E-006
 1.0500046E+000, 3.0620357E-001, 3.8625675E-006
 1.1001697E+000, 3.0620357E-001, 3.7313629E-006
 1.1501342E+000, 3.0620357E-001, 3.7452422E-006
 1.2000986E+000, 3.0620357E-001, 3.8354216E-006
 1.2500631E+000, 3.0620357E-001, 3.8347042E-006
 1.3000275E+000, 3.0620357E-001, 3.8879438E-006
 1.3501926E+000, 3.0620357E-001, 3.8570964E-006
 1.4001571E+000, 3.0620357E-001, 3.7382701E-006
 1.4501215E+000, 3.0620357E-001, 3.7880695E-006
 1.5000860E+000, 3.0620357E-001, 3.9397590E-006
 1.5500504E+000, 3.0620357E-001, 4.0484538E-006
 1.6000149E+000, 3.0620357E-001, 4.0541349E-006
 1.6501800E+000, 3.0620357E-001, 4.1399097E-006
 1.7001444E+000, 3.0620357E-001, 4.0994166E-006
 1.7501089E+000, 3.0620357E-001, 4.1855624E-006
 1.8000733E+000, 3.0620357E-001, 4.1110694E-006
 1.8500378E+000, 3.0620357E-001, 4.2283922E-006
 1.9000022E+000, 3.0620357E-001, 4.1208859E-006
 1.9501673E+000, 3.0620357E-001, 4.2731592E-006
 2.0001317E+000, 3.0620357E-001, 4.1313820E-006
 2.0500962E+000, 3.0620357E-001, 4.2971255E-006
 2.1000606E+000, 3.0620357E-001, 4.1421252E-006
 2.1500251E+000, 3.0620357E-001, 4.3172339E-006
 2.2001902E+000, 3.0620357E-001, 4.1463832E-006
 2.2501546E+000, 3.0620424E-001, 4.3131571E-006
 2.3001191E+000, 3.0621678E-001, 4.2093675E-006
 2.3500835E+000, 3.0627135E-001, 4.2976974E-006
 2.4000480E+000, 3.0637113E-001, 4.2705741E-006
 2.4500124E+000, 3.0649368E-001, 4.2954809E-006
 2.5001775E+000, 3.0662932E-001, 4.2667380E-006
 2.5501420E+000, 3.0677508E-001, 4.2743809E-006
 2.6001064E+000, 3.0692892E-001, 4.2830416E-006
 2.6500709E+000, 3.0708950E-001, 4.2730469E-006
 2.7000353E+000, 3.0725536E-001, 4.2781566E-006
 2.7502004E+000, 3.0742547E-001, 4.3000674E-006
 2.8001649E+000, 3.0759842E-001, 4.2900957E-006
 2.8501293E+000, 3.0777297E-001, 4.2718001E-006
 2.9000937E+000, 3.0794881E-001, 4.2492706E-006
 2.9500582E+000, 3.0812549E-001, 4.2382466E-006
 3.0000226E+000, 3.0830267E-001, 4.2111751E-006
 3.0501877E+000, 3.0848052E-001, 4.1909352E-006
 3.1001522E+000, 3.0865843E-001, 4.2794050E-006
 3.1501166E+000, 3.0883606E-001, 4.2458230E-006
 3.2000811E+000, 3.0901366E-001, 4.3102377E-006
 3.2500455E+000, 3.0919120E-001, 4.3046821E-006
 3.3000100E+000, 3.0936875E-001, 4.3003463E-006
 3.3501751E+000, 3.0954655E-001, 4.3545976E-006
 3.4001395E+000, 3.0972437E-001, 4.3126383E-006
 3.4501040E+000, 3.0990172E-001, 4.3767992E-006
 3.5000684E+000, 3.1007905E-001, 4.2940316E-006
 3.5500329E+000, 3.1025630E-001, 4.3663405E-006
 3.6001980E+000, 3.1043393E-001, 4.3032287E-006
 3.6501624E+000, 3.1061148E-001, 4.3491493E-006
 3.7001269E+000, 3.1078866E-001, 4.3236950E-006
 3.7500913E+000, 3.1096581E-001, 4.3304475E-006
 3.8000558E+000, 3.1114290E-001, 4.3451986E-006
 3.8500202E+000, 3.1132001E-001, 4.3121942E-006
 3.9001853E+000, 3.1149740E-001, 4.3629585E-006
 3.9501497E+000, 3.1167485E-001, 4.2970872E-006
 4.0001142E+000, 3.1185183E-001, 4.3733714E-006
 4.0500786E+000, 3.1202890E-001, 4.2838628E-006
 4.1000431E+000, 3.1220584E-001, 4.3915263E-006
 4.1500075E+000, 3.1238289E-001, 4.2765169E-006
 4.2001726E+000, 3.1256014E-001, 4.3953568E-006
 4.2501371E+000, 3.1273751E-001, 4.2729642E-006
 4.3001015E+000, 3.1291438E-001, 4.3909807E-006
 4.3500660E+000, 3.1309139E-001, 4.2765700E-006
