s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.0474053E-001, 0.0000000E+000
 5.0608332E-002, 2.0474053E-001, 0.0000000E+000
 1.0024048E-001, 2.0474053E-001, 0.0000000E+000
 1.5033068E-001, 2.0474053E-001, 0.0000000E+000
 2.0003028E-001, 2.0474053E-001, 1.1960250E-012
 2.5011415E-001, 2.0474053E-001, 4.1208153E-006
 3.0003917E-001, 2.0474053E-001, 1.0407509E-005
 3.5021642E-001, 2.0474053E-001, 2.9398655E-006
 4.0002778E-001, 2.0474053E-001, 3.6066643E-006
 4.5016806E-001, 2.0474053E-001, 3.9070387E-006
 5.0014751E-001, 2.0474053E-001, 4.2708123E-006
 5.5012696E-001, 2.0474053E-001, 4.5650047E-006
 6.0010641E-001, 2.0474053E-001, 4.5567134E-006
 6.5008587E-001, 2.0474053E-001, 4.2225692E-006
 7.0002452E-001, 2.0474053E-001, 3.9856279E-006
 7.5017339E-001, 2.0474053E-001, 4.4136017E-006
 8.0004246E-001, 2.0474053E-001, 4.2501646E-006
 8.5012371E-001, 2.0474053E-001, 4.5209690E-006
 9.0017943E-001, 2.0474053E-001, 4.5543451E-006
 9.5014475E-001, 2.0474053E-001, 5.7416053E-006
 1.0001207E+000, 2.0474053E-001, 5.2887542E-006
 1.0501658E+000, 2.0474053E-001, 5.6400600E-006
 1.1000549E+000, 2.0474053E-001, 5.2145398E-006
 1.1500374E+000, 2.0474053E-001, 5.5316666E-006
 1.2000607E+000, 2.0474053E-001, 6.2456802E-006
 1.2501766E+000, 2.0474053E-001, 5.5226400E-006
 1.3001403E+000, 2.0474053E-001, 5.8017295E-006
 1.3500081E+000, 2.0474053E-001, 6.9764152E-006
 1.4001326E+000, 2.0474053E-001, 6.9404239E-006
 1.4501632E+000, 2.0474053E-001, 7.7867605E-006
 1.5001937E+000, 2.0474053E-001, 6.6224822E-006
 1.5500176E+000, 2.0474053E-001, 6.8320216E-006
 1.6000481E+000, 2.0474053E-001, 6.4313528E-006
 1.6501584E+000, 2.0474053E-001, 6.7618483E-006
 1.7000726E+000, 2.0474053E-001, 6.5891390E-006
 1.7501936E+000, 2.0474053E-001, 6.8702435E-006
 1.8001611E+000, 2.0474053E-001, 7.6469297E-006
 1.8500866E+000, 2.0474053E-001, 8.1623359E-006
 1.9000549E+000, 2.0474053E-001, 7.7997010E-006
 1.9501118E+000, 2.0474053E-001, 7.4059750E-006
 2.0000299E+000, 2.0474053E-001, 7.3963708E-006
 2.0501790E+000, 2.0474053E-001, 7.5719638E-006
 2.1001298E+000, 2.0474053E-001, 7.5344625E-006
 2.1500411E+000, 2.0474053E-001, 8.5463368E-006
 2.2000734E+000, 2.0474053E-001, 8.2336703E-006
 2.2501793E+000, 2.0474135E-001, 8.9476764E-006
 2.3001672E+000, 2.0475628E-001, 8.5594973E-006
 2.3500211E+000, 2.0482070E-001, 8.4324782E-006
 2.4001037E+000, 2.0493812E-001, 8.5542250E-006
 2.4500666E+000, 2.0508130E-001, 8.4954623E-006
 2.5000987E+000, 2.0523824E-001, 8.4342716E-006
 2.5501515E+000, 2.0540745E-001, 8.6084417E-006
 2.6000813E+000, 2.0558661E-001, 8.2033727E-006
 2.6500722E+000, 2.0577196E-001, 8.3913667E-006
 2.7001478E+000, 2.0596395E-001, 9.0088947E-006
 2.7501168E+000, 2.0616096E-001, 8.5485499E-006
 2.8001263E+000, 2.0635946E-001, 8.7119787E-006
 2.8501741E+000, 2.0656052E-001, 8.8885852E-006
 2.9000376E+000, 2.0676431E-001, 8.5613259E-006
 2.9501258E+000, 2.0696753E-001, 8.7237700E-006
 3.0000209E+000, 2.0717006E-001, 8.7235453E-006
 3.0500733E+000, 2.0737505E-001, 8.6291224E-006
 3.1001658E+000, 2.0758109E-001, 8.2522619E-006
 3.1501924E+000, 2.0778437E-001, 8.7643324E-006
 3.2000115E+000, 2.0798783E-001, 8.4948790E-006
 3.2500455E+000, 2.0819311E-001, 8.4100853E-006
 3.3001067E+000, 2.0839777E-001, 8.7801910E-006
 3.3500284E+000, 2.0860048E-001, 8.6068549E-006
 3.4001241E+000, 2.0880521E-001, 8.5993406E-006
 3.4500008E+000, 2.0901015E-001, 8.3683524E-006
 3.5000428E+000, 2.0921287E-001, 8.4944319E-006
 3.5500375E+000, 2.0941634E-001, 8.3943127E-006
 3.6001155E+000, 2.0962176E-001, 8.1141198E-006
 3.6500143E+000, 2.0982560E-001, 8.5439718E-006
 3.7000197E+000, 2.1002806E-001, 8.4822624E-006
 3.7502025E+000, 2.1023255E-001, 8.5750625E-006
 3.8001030E+000, 2.1043755E-001, 8.2959726E-006
 3.8501834E+000, 2.1064019E-001, 8.7113591E-006
 3.9000630E+000, 2.1084307E-001, 8.6044241E-006
 3.9501467E+000, 2.1104822E-001, 8.4125821E-006
 4.0000110E+000, 2.1125168E-001, 8.5342681E-006
 4.0502041E+000, 2.1145399E-001, 8.5237510E-006
 4.1000437E+000, 2.1165829E-001, 8.5700516E-006
 4.1501639E+000, 2.1186333E-001, 8.1075332E-006
 4.2000315E+000, 2.1206575E-001, 8.3378005E-006
 4.2501643E+000, 2.1226862E-001, 8.4709171E-006
 4.3001425E+000, 2.1247356E-001, 8.2647086E-006
 4.3501669E+000, 2.1267716E-001, 8.3886133E-006
 4.4001254E+000, 2.1287971E-001, 8.3874993E-006
 4.4500794E+000, 2.1308339E-001, 8.5547246E-006
 4.5000619E+000, 2.1328732E-001, 8.3001990E-006
 4.5501240E+000, 2.1349000E-001, 8.6959316E-006
 4.6001372E+000, 2.1369363E-001, 8.6559686E-006
 4.6500778E+000, 2.1389788E-001, 8.7830204E-006
 4.7000978E+000, 2.1410069E-001, 8.4686702E-006
 4.7501826E+000, 2.1430354E-001, 8.4980098E-006
 4.8001118E+000, 2.1450808E-001, 8.5588194E-006
 4.8501182E+000, 2.1471186E-001, 8.6036882E-006
 4.9000599E+000, 2.1491419E-001, 8.4625629E-006
 4.9501252E+000, 2.1511750E-001, 8.4002463E-006
 5.0001277E+000, 2.1532212E-001, 8.1843581E-006
 5.0501741E+000, 2.1552541E-001, 8.6092881E-006
 5.1000874E+000, 2.1572796E-001, 8.5867549E-006
 5.1500519E+000, 2.1593166E-001, 8.5295903E-006
 5.2001432E+000, 2.1613571E-001, 8.7011414E-006
 5.2501514E+000, 2.1633852E-001, 8.3341779E-006
 5.3001027E+000, 2.1654180E-001, 8.2782250E-006
 5.3501846E+000, 2.1674621E-001, 8.5919290E-006
