s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 3.7697780E-001, 0.0000000E+000
 5.0020635E-002, 3.7697780E-001, 0.0000000E+000
 1.0006703E-001, 3.7697780E-001, 0.0000000E+000
 1.5025188E-001, 3.7697780E-001, 7.5132093E-009
 2.0006370E-001, 3.7697780E-001, 5.6421130E-006
 2.5021400E-001, 3.7697780E-001, 4.6844490E-006
 3.0017270E-001, 3.7697780E-001, 4.6934133E-006
 3.5013700E-001, 3.7697780E-001, 5.8528340E-006
 4.0005108E-001, 3.7697780E-001, 6.0484080E-006
 4.5006861E-001, 3.7697780E-001, 6.3186506E-006
 5.0004708E-001, 3.7697780E-001, 6.2846171E-006
 5.5007517E-001, 3.7697780E-001, 6.0990466E-006
 6.0004463E-001, 3.7697780E-001, 6.2387145E-006
 6.5006096E-001, 3.7697780E-001, 6.3156899E-006
 7.0007729E-001, 3.7697780E-001, 6.5609469E-006
 7.5009362E-001, 3.7697780E-001, 6.0319581E-006
 8.0010996E-001, 3.7697780E-001, 6.4897605E-006
 8.5012629E-001, 3.7697780E-001, 6.3514794E-006
 9.0014262E-001, 3.7697780E-001, 6.5726965E-006
 9.5015895E-001, 3.7697780E-001, 6.0533553E-006
 1.0000034E+000, 3.7697780E-001, 6.1325583E-006
 1.0500197E+000, 3.7697780E-001, 6.4023042E-006
 1.1000361E+000, 3.7697780E-001, 5.9375546E-006
 1.1500524E+000, 3.7697780E-001, 6.1793041E-006
 1.2000687E+000, 3.7697780E-001, 5.9277839E-006
 1.2500851E+000, 3.7697780E-001, 6.3619437E-006
 1.3001014E+000, 3.7697780E-001, 6.1690892E-006
 1.3500490E+000, 3.7697780E-001, 6.2705892E-006
 1.4000074E+000, 3.7697780E-001, 6.1454748E-006
 1.4500797E+000, 3.7697780E-001, 6.2394297E-006
 1.5000028E+000, 3.7697780E-001, 6.5254918E-006
 1.5501040E+000, 3.7697780E-001, 6.0560280E-006
 1.6001241E+000, 3.7697780E-001, 6.6110873E-006
 1.6500207E+000, 3.7697780E-001, 6.0984733E-006
 1.7000182E+000, 3.7697780E-001, 6.6210767E-006
 1.7500066E+000, 3.7697780E-001, 6.2638800E-006
 1.8000106E+000, 3.7697780E-001, 6.3980740E-006
 1.8500408E+000, 3.7697780E-001, 6.5570786E-006
 1.9001576E+000, 3.7697780E-001, 6.3690179E-006
 1.9500938E+000, 3.7697780E-001, 6.7044013E-006
 2.0001427E+000, 3.7697780E-001, 6.2538380E-006
 2.0501122E+000, 3.7697780E-001, 6.6257757E-006
 2.1000479E+000, 3.7697780E-001, 6.4991403E-006
 2.1500994E+000, 3.7697780E-001, 6.6211900E-006
 2.2000369E+000, 3.7697780E-001, 6.6220882E-006
 2.2500255E+000, 3.7697792E-001, 6.3639092E-006
 2.3001000E+000, 3.7698370E-001, 6.7462244E-006
 2.3501517E+000, 3.7701844E-001, 6.4989935E-006
 2.4000652E+000, 3.7708938E-001, 6.7514608E-006
 2.4500850E+000, 3.7717686E-001, 6.4549105E-006
 2.5000881E+000, 3.7727228E-001, 6.6138135E-006
 2.5500933E+000, 3.7737410E-001, 6.6706375E-006
 2.6000159E+000, 3.7748124E-001, 6.6102464E-006
 2.6500005E+000, 3.7759270E-001, 6.7604413E-006
 2.7000510E+000, 3.7770785E-001, 6.4261226E-006
 2.7500365E+000, 3.7782544E-001, 6.7532802E-006
 2.8000191E+000, 3.7794507E-001, 6.5869597E-006
 2.8501931E+000, 3.7806612E-001, 6.7444799E-006
 2.9001634E+000, 3.7818819E-001, 6.6075562E-006
 2.9500004E+000, 3.7831036E-001, 6.6137294E-006
 3.0000477E+000, 3.7843296E-001, 6.7496296E-006
 3.0500051E+000, 3.7855593E-001, 6.6577414E-006
 3.1000740E+000, 3.7867892E-001, 6.7836169E-006
 3.1500211E+000, 3.7880207E-001, 6.5600069E-006
 3.2001118E+000, 3.7892512E-001, 6.7413109E-006
 3.2501153E+000, 3.7904831E-001, 6.7043197E-006
 3.3000946E+000, 3.7917131E-001, 6.7481530E-006
 3.3500120E+000, 3.7929424E-001, 6.7068060E-006
 3.4000986E+000, 3.7941724E-001, 6.6600469E-006
 3.4501186E+000, 3.7954032E-001, 6.7257640E-006
 3.5001794E+000, 3.7966338E-001, 6.7160506E-006
 3.5500548E+000, 3.7978622E-001, 6.7498786E-006
 3.6001156E+000, 3.7990907E-001, 6.7035882E-006
 3.6501763E+000, 3.8003212E-001, 6.7273815E-006
 3.7000517E+000, 3.8015495E-001, 6.7344039E-006
 3.7501125E+000, 3.8027776E-001, 6.7437893E-006
 3.8001733E+000, 3.8040079E-001, 6.7245572E-006
 3.8500486E+000, 3.8052359E-001, 6.7235470E-006
 3.9001094E+000, 3.8064640E-001, 6.7309530E-006
 3.9501702E+000, 3.8076944E-001, 6.7354324E-006
 4.0000456E+000, 3.8089224E-001, 6.7330228E-006
 4.0501064E+000, 3.8101504E-001, 6.7286224E-006
 4.1001671E+000, 3.8113808E-001, 6.7307192E-006
 4.1500425E+000, 3.8126090E-001, 6.7333864E-006
 4.2001033E+000, 3.8138372E-001, 6.7328594E-006
 4.2501641E+000, 3.8150676E-001, 6.7303752E-006
 4.3000394E+000, 3.8162959E-001, 6.7301302E-006
 4.3501002E+000, 3.8175243E-001, 6.7318744E-006
 4.4001610E+000, 3.8187552E-001, 6.7316411E-006
 4.4500364E+000, 3.8199838E-001, 6.7309027E-006
 4.5000972E+000, 3.8212123E-001, 6.7302128E-006
 4.5501579E+000, 3.8224433E-001, 6.7304156E-006
 4.6000333E+000, 3.8236721E-001, 6.7302895E-006
 4.6500941E+000, 3.8249011E-001, 6.7301506E-006
 4.7001549E+000, 3.8261324E-001, 6.7147173E-006
 4.7500302E+000, 3.8273614E-001, 6.7137095E-006
 4.8000910E+000, 3.8285907E-001, 6.7135869E-006
 4.8501518E+000, 3.8298224E-001, 6.7127014E-006
 4.9000272E+000, 3.8310520E-001, 6.7122671E-006
 4.9500880E+000, 3.8322816E-001, 6.7122935E-006
 5.0001487E+000, 3.8335134E-001, 6.7120872E-006
 5.0500241E+000, 3.8347432E-001, 6.7117547E-006
 5.1000849E+000, 3.8359732E-001, 6.7114837E-006
 5.1501457E+000, 3.8372057E-001, 6.7107548E-006
 5.2000211E+000, 3.8384357E-001, 6.7102722E-006
 5.2500818E+000, 3.8396659E-001, 6.7107986E-006
 5.3001426E+000, 3.8408987E-001, 6.7103101E-006
 5.3500180E+000, 3.8421293E-001, 6.7102100E-006
 5.4000788E+000, 3.8433601E-001, 6.7098857E-006
 5.4501395E+000, 3.8445932E-001, 6.7093100E-006
 5.5000149E+000, 3.8458240E-001, 6.7093455E-006
 5.5500757E+000, 3.8470551E-001, 6.7087568E-006
 5.6001365E+000, 3.8482886E-001, 6.7094009E-006
 5.6500119E+000, 3.8495199E-001, 6.7112668E-006
 5.7000726E+000, 3.8507513E-001, 6.7115065E-006
 5.7501334E+000, 3.8519850E-001, 6.6969289E-006
 5.8000088E+000, 3.8532168E-001, 6.6958943E-006
 5.8500696E+000, 3.8544487E-001, 6.6960230E-006
 5.9001304E+000, 3.8556831E-001, 6.6954211E-006
 5.9500057E+000, 3.8569151E-001, 6.6953677E-006
 6.0000665E+000, 3.8581472E-001, 6.6948702E-006
 6.0501273E+000, 3.8593819E-001, 6.6949403E-006
 6.1000027E+000, 3.8606144E-001, 6.6945615E-006
 6.1500634E+000, 3.8618471E-001, 6.6944376E-006
 6.2001242E+000, 3.8630820E-001, 6.6929860E-006
 6.2501850E+000, 3.8643171E-001, 6.6930842E-006
 6.3000604E+000, 3.8655502E-001, 6.6924217E-006
 6.3501212E+000, 3.8667834E-001, 6.6918537E-006
 6.4001819E+000, 3.8680191E-001, 6.6913747E-006
 6.4500573E+000, 3.8692524E-001, 6.6910868E-006
 6.5001181E+000, 3.8704858E-001, 6.6899779E-006
 6.5501789E+000, 3.8717218E-001, 6.6895943E-006
 6.6000542E+000, 3.8729557E-001, 6.6889728E-006
 6.6501150E+000, 3.8741896E-001, 6.6881235E-006
