s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_PVC,MLR_PVC PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-1.493E-03, 2.088E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.493E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 5.529E+00, 0.000E+00,-1.594E+00,-8.045E-01,-6.060E-01, 2.358E-02, 0.000E+00, 0.000E+00, 2.542E+00, 2.547E+00, 0.000E+00, 1.219E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 1.654E+01, 0.000E+00,-4.762E+00,-7.882E+00,-2.413E+00, 1.840E-01, 0.000E+00, 0.000E+00, 1.658E+00, 1.668E+00, 0.000E+00, 3.655E-04, 0.000E+00, 3.745E-12, 0.000E+00
 3.000E+01, 2.878E+01, 0.000E+00,-8.288E+00,-1.540E+01,-3.938E+00, 4.187E-01, 0.000E+00, 0.000E+00, 1.563E+00, 1.575E+00, 0.000E+00, 6.389E-04, 0.000E+00, 2.339E-06, 0.000E+00
 4.000E+01, 4.476E+01, 0.000E+00,-1.316E+01,-2.477E+01,-5.011E+00, 6.351E-01, 0.000E+00, 0.000E+00, 2.461E+00, 2.454E+00, 0.000E+00, 9.418E-04, 0.000E+00, 1.304E-04, 0.000E+00
 5.000E+01, 5.714E+01, 0.000E+00,-1.694E+01,-3.457E+01,-5.779E+00, 7.245E-01, 0.000E+00, 0.000E+00, 5.743E-01, 5.696E-01, 0.000E+00, 1.143E-03, 0.000E+00, 3.300E-04, 0.000E+00
 6.000E+01, 6.515E+01, 0.000E+00,-1.983E+01,-3.935E+01,-5.812E+00, 8.020E-01, 0.000E+00, 0.000E+00, 9.883E-01, 9.628E-01, 0.000E+00, 1.241E-03, 0.000E+00, 5.219E-04, 0.000E+00
 7.000E+01, 7.199E+01, 0.000E+00,-2.209E+01,-4.365E+01,-6.272E+00, 8.232E-01, 0.000E+00, 0.000E+00, 8.161E-01, 7.897E-01, 0.000E+00, 1.314E-03, 0.000E+00, 7.442E-04, 0.000E+00
 8.000E+01, 7.886E+01, 0.000E+00,-2.399E+01,-4.873E+01,-7.051E+00, 8.039E-01, 0.000E+00, 0.000E+00,-9.213E-02,-1.075E-01, 0.000E+00, 1.360E-03, 0.000E+00, 1.038E-03, 0.000E+00
 9.000E+01, 8.403E+01, 0.000E+00,-2.570E+01,-5.143E+01,-7.186E+00, 7.842E-01, 0.000E+00, 0.000E+00, 5.642E-01, 4.987E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.287E-03, 0.000E+00
 1.000E+02, 8.948E+01, 0.000E+00,-2.770E+01,-5.487E+01,-7.464E+00, 7.092E-01, 0.000E+00, 0.000E+00, 1.994E-01, 1.473E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.610E-03, 0.000E+00
 1.100E+02, 9.339E+01, 0.000E+00,-2.908E+01,-5.717E+01,-7.486E+00, 6.496E-01, 0.000E+00, 0.000E+00, 3.907E-01, 3.083E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.869E-03, 0.000E+00
 1.200E+02, 9.803E+01, 0.000E+00,-3.074E+01,-5.972E+01,-7.821E+00, 5.861E-01, 0.000E+00, 0.000E+00, 4.022E-01, 3.272E-01, 0.000E+00, 1.383E-03, 0.000E+00, 2.127E-03, 0.000E+00
 1.300E+02, 1.039E+02, 0.000E+00,-3.278E+01,-6.332E+01,-8.251E+00, 5.029E-01, 0.000E+00, 0.000E+00, 1.811E-01, 6.449E-02, 0.000E+00, 1.383E-03, 0.000E+00, 2.498E-03, 0.000E+00
 1.400E+02, 1.092E+02, 0.000E+00,-3.461E+01,-6.588E+01,-8.646E+00, 4.239E-01, 0.000E+00, 0.000E+00, 6.149E-01, 5.105E-01, 0.000E+00, 1.383E-03, 0.000E+00, 2.827E-03, 0.000E+00
 1.500E+02, 1.139E+02, 0.000E+00,-3.654E+01,-6.904E+01,-8.512E+00, 3.576E-01, 0.000E+00, 0.000E+00, 2.933E-01, 2.040E-01, 0.000E+00, 1.383E-03, 0.000E+00, 3.112E-03, 0.000E+00
 1.600E+02, 1.198E+02, 0.000E+00,-3.850E+01,-7.289E+01,-8.862E+00, 2.715E-01, 0.000E+00, 0.000E+00,-1.234E-01,-2.049E-01, 0.000E+00, 1.383E-03, 0.000E+00, 3.465E-03, 0.000E+00
 1.700E+02, 1.267E+02, 0.000E+00,-4.088E+01,-7.616E+01,-9.649E+00, 1.660E-01, 0.000E+00, 0.000E+00, 3.441E-01, 1.587E-01, 0.000E+00, 1.383E-03, 0.000E+00, 3.877E-03, 0.000E+00
 1.800E+02, 1.315E+02, 0.000E+00,-4.276E+01,-7.843E+01,-9.523E+00, 9.516E-02, 0.000E+00, 0.000E+00, 1.014E+00, 8.817E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.182E-03, 0.000E+00
 1.900E+02, 1.360E+02, 0.000E+00,-4.421E+01,-8.171E+01,-9.839E+00, 3.792E-02, 0.000E+00, 0.000E+00, 4.034E-01, 2.454E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.462E-03, 0.000E+00
 2.000E+02, 1.426E+02, 0.000E+00,-4.650E+01,-8.602E+01,-1.037E+01,-9.353E-02, 0.000E+00, 0.000E+00,-2.679E-01,-3.988E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.851E-03, 0.000E+00
 2.100E+02, 1.485E+02, 0.000E+00,-4.856E+01,-8.836E+01,-1.056E+01,-1.649E-01, 0.000E+00, 0.000E+00, 9.954E-01, 8.032E-01, 0.000E+00, 1.383E-03, 0.000E+00, 5.207E-03, 0.000E+00
 2.200E+02, 1.525E+02, 0.000E+00,-4.980E+01,-9.247E+01,-1.085E+01,-2.473E-01, 0.000E+00, 0.000E+00,-7.387E-01,-9.069E-01, 0.000E+00, 1.383E-03, 0.000E+00, 5.458E-03, 0.000E+00
 2.300E+02, 1.606E+02, 0.000E+00,-5.282E+01,-9.454E+01,-1.135E+01,-3.523E-01, 0.000E+00, 0.000E+00, 1.756E+00, 1.555E+00, 0.000E+00, 1.383E-03, 0.000E+00, 5.951E-03, 0.000E+00
 2.400E+02, 1.657E+02, 0.000E+00,-5.440E+01,-1.003E+02,-1.155E+01,-4.504E-01, 0.000E+00, 0.000E+00,-8.414E-01,-1.065E+00, 0.000E+00, 1.383E-03, 0.000E+00, 6.265E-03, 0.000E+00
 2.500E+02, 1.685E+02, 0.000E+00,-5.540E+01,-1.006E+02,-1.143E+01,-4.996E-01, 0.000E+00, 0.000E+00, 6.987E-01, 5.529E-01, 0.000E+00, 1.383E-03, 0.000E+00, 6.430E-03, 0.000E+00
 2.600E+02, 1.713E+02, 0.000E+00,-5.625E+01,-1.024E+02,-1.176E+01,-5.819E-01, 0.000E+00, 0.000E+00, 5.685E-01, 2.668E-01, 0.000E+00, 1.383E-03, 0.000E+00, 6.615E-03, 0.000E+00
 2.700E+02, 1.752E+02, 0.000E+00,-5.743E+01,-1.050E+02,-1.180E+01,-6.496E-01, 0.000E+00, 0.000E+00, 5.726E-01, 3.000E-01, 0.000E+00, 1.383E-03, 0.000E+00, 6.840E-03, 0.000E+00
 2.800E+02, 1.841E+02, 0.000E+00,-6.072E+01,-1.108E+02,-1.231E+01,-7.836E-01, 0.000E+00, 0.000E+00,-2.738E-01,-4.693E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.388E-03, 0.000E+00
 2.900E+02, 1.877E+02, 0.000E+00,-6.178E+01,-1.132E+02,-1.268E+01,-8.542E-01, 0.000E+00, 0.000E+00,-4.733E-01,-7.688E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.615E-03, 0.000E+00
 3.000E+02, 1.882E+02, 0.000E+00,-6.171E+01,-1.128E+02,-1.268E+01,-8.883E-01, 0.000E+00, 0.000E+00, 4.238E-01, 8.939E-02, 0.000E+00, 1.383E-03, 0.000E+00, 7.625E-03, 0.000E+00
 3.100E+02, 1.873E+02, 0.000E+00,-6.122E+01,-1.138E+02,-1.225E+01,-8.828E-01, 0.000E+00, 0.000E+00,-6.604E-01,-9.059E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.589E-03, 0.000E+00
 3.200E+02, 1.897E+02, 0.000E+00,-6.189E+01,-1.137E+02,-1.238E+01,-9.645E-01, 0.000E+00, 0.000E+00, 1.024E+00, 7.769E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.720E-03, 0.000E+00
 3.300E+02, 1.938E+02, 0.000E+00,-6.322E+01,-1.176E+02,-1.261E+01,-1.028E+00, 0.000E+00, 0.000E+00,-3.397E-01,-6.468E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.984E-03, 0.000E+00
 3.400E+02, 1.910E+02, 0.000E+00,-6.198E+01,-1.166E+02,-1.236E+01,-9.853E-01, 0.000E+00, 0.000E+00,-6.076E-01,-8.805E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.808E-03, 0.000E+00
 3.500E+02, 1.930E+02, 0.000E+00,-6.268E+01,-1.168E+02,-1.220E+01,-1.024E+00, 0.000E+00, 0.000E+00, 5.736E-01, 2.771E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.919E-03, 0.000E+00
 3.600E+02, 1.923E+02, 0.000E+00,-6.228E+01,-1.165E+02,-1.220E+01,-1.034E+00, 0.000E+00, 0.000E+00, 5.855E-01, 3.054E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.892E-03, 0.000E+00
 3.700E+02, 1.914E+02, 0.000E+00,-6.177E+01,-1.171E+02,-1.219E+01,-1.035E+00, 0.000E+00, 0.000E+00,-4.095E-01,-7.244E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.814E-03, 0.000E+00
 3.800E+02, 1.905E+02, 0.000E+00,-6.133E+01,-1.170E+02,-1.198E+01,-1.002E+00, 0.000E+00, 0.000E+00,-5.559E-01,-8.521E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.774E-03, 0.000E+00
 3.900E+02, 1.824E+02, 0.000E+00,-5.836E+01,-1.118E+02,-1.101E+01,-8.746E-01, 0.000E+00, 0.000E+00, 5.500E-01, 2.610E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.288E-03, 0.000E+00
 4.000E+02, 1.723E+02, 0.000E+00,-5.491E+01,-1.082E+02,-9.835E+00,-7.189E-01, 0.000E+00, 0.000E+00,-1.267E+00,-1.441E+00, 0.000E+00, 1.383E-03, 0.000E+00, 6.654E-03, 0.000E+00
 4.100E+02, 1.670E+02, 0.000E+00,-5.289E+01,-1.036E+02,-9.867E+00,-6.484E-01, 0.000E+00, 0.000E+00, 2.501E-01, 3.789E-02, 0.000E+00, 1.383E-03, 0.000E+00, 6.339E-03, 0.000E+00
 4.200E+02, 1.643E+02, 0.000E+00,-5.197E+01,-1.031E+02,-9.415E+00,-6.092E-01, 0.000E+00, 0.000E+00,-6.184E-01,-8.348E-01, 0.000E+00, 1.383E-03, 0.000E+00, 6.184E-03, 0.000E+00
 4.300E+02, 1.619E+02, 0.000E+00,-5.117E+01,-1.002E+02,-9.456E+00,-5.781E-01, 0.000E+00, 0.000E+00, 6.578E-01, 4.227E-01, 0.000E+00, 1.383E-03, 0.000E+00, 6.021E-03, 0.000E+00
 4.400E+02, 1.606E+02, 0.000E+00,-5.058E+01,-1.001E+02,-9.372E+00,-5.891E-01, 0.000E+00, 0.000E+00, 2.229E-01,-5.751E-02, 0.000E+00, 1.383E-03, 0.000E+00, 5.955E-03, 0.000E+00
 4.500E+02, 1.590E+02, 0.000E+00,-5.003E+01,-1.003E+02,-9.060E+00,-5.358E-01, 0.000E+00, 0.000E+00,-7.666E-01,-9.654E-01, 0.000E+00, 1.383E-03, 0.000E+00, 5.847E-03, 0.000E+00
 4.600E+02, 1.557E+02, 0.000E+00,-4.870E+01,-9.866E+01,-8.861E+00,-4.705E-01, 0.000E+00, 0.000E+00,-7.358E-01,-9.550E-01, 0.000E+00, 1.383E-03, 0.000E+00, 5.672E-03, 0.000E+00
 4.700E+02, 1.523E+02, 0.000E+00,-4.761E+01,-9.517E+01,-8.338E+00,-4.136E-01, 0.000E+00, 0.000E+00, 9.706E-01, 7.512E-01, 0.000E+00, 1.383E-03, 0.000E+00, 5.434E-03, 0.000E+00
 4.800E+02, 1.477E+02, 0.000E+00,-4.598E+01,-9.489E+01,-7.875E+00,-3.430E-01, 0.000E+00, 0.000E+00,-1.169E+00,-1.372E+00, 0.000E+00, 1.383E-03, 0.000E+00, 5.171E-03, 0.000E+00
 4.900E+02, 1.444E+02, 0.000E+00,-4.466E+01,-9.184E+01,-7.815E+00,-3.142E-01, 0.000E+00, 0.000E+00,-5.360E-02,-2.678E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.960E-03, 0.000E+00
 5.000E+02, 1.405E+02, 0.000E+00,-4.326E+01,-9.004E+01,-7.556E+00,-2.162E-01, 0.000E+00, 0.000E+00,-4.017E-01,-6.091E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.733E-03, 0.000E+00
 5.100E+02, 1.376E+02, 0.000E+00,-4.228E+01,-8.769E+01,-7.208E+00,-1.636E-01, 0.000E+00, 0.000E+00, 4.307E-01, 2.545E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.531E-03, 0.000E+00
 5.200E+02, 1.320E+02, 0.000E+00,-4.036E+01,-8.502E+01,-6.825E+00,-4.179E-02, 0.000E+00, 0.000E+00,-3.566E-02,-2.168E-01, 0.000E+00, 1.383E-03, 0.000E+00, 4.205E-03, 0.000E+00
