s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PBT,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-1.520E-03, 6.238E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.520E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 3.874E+01, 0.000E+00,-1.356E+01,-1.741E+01,-2.331E+00,-3.413E-01, 0.000E+00, 0.000E+00, 5.208E+00, 5.101E+00, 0.000E+00, 1.606E-03, 0.000E+00
 3.000E+01, 6.005E+01, 0.000E+00,-2.096E+01,-3.550E+01,-3.279E+00,-5.571E-01, 0.000E+00, 0.000E+00, 7.251E-03,-2.447E-01, 0.000E+00, 2.409E-03, 0.000E+00
 4.500E+01, 6.007E+01, 0.000E+00,-2.101E+01,-3.576E+01,-3.075E+00,-5.731E-01, 0.000E+00, 0.000E+00,-1.247E-01,-3.487E-01, 0.000E+00, 2.409E-03, 0.000E+00
 6.000E+01, 6.029E+01, 0.000E+00,-2.098E+01,-3.556E+01,-3.089E+00,-5.973E-01, 0.000E+00, 0.000E+00, 2.686E-01, 6.257E-02, 0.000E+00, 2.427E-03, 0.000E+00
 7.500E+01, 6.360E+01, 0.000E+00,-2.211E+01,-3.749E+01,-3.206E+00,-6.361E-01, 0.000E+00, 0.000E+00, 3.913E-01, 1.492E-01, 0.000E+00, 2.556E-03, 0.000E+00
 9.000E+01, 7.116E+01, 0.000E+00,-2.472E+01,-4.269E+01,-3.420E+00,-6.868E-01, 0.000E+00, 0.000E+00,-1.010E-01,-3.630E-01, 0.000E+00, 2.873E-03, 0.000E+00
 1.050E+02, 7.982E+01, 0.000E+00,-2.775E+01,-4.740E+01,-3.576E+00,-7.339E-01, 0.000E+00, 0.000E+00, 7.021E-01, 3.607E-01, 0.000E+00, 3.219E-03, 0.000E+00
 1.200E+02, 8.775E+01, 0.000E+00,-3.066E+01,-5.319E+01,-3.601E+00,-7.764E-01, 0.000E+00, 0.000E+00,-1.039E-01,-4.754E-01, 0.000E+00, 3.533E-03, 0.000E+00
 1.350E+02, 9.629E+01, 0.000E+00,-3.364E+01,-5.774E+01,-3.922E+00,-8.414E-01, 0.000E+00, 0.000E+00, 5.772E-01, 1.449E-01, 0.000E+00, 3.894E-03, 0.000E+00
 1.500E+02, 1.101E+02, 0.000E+00,-3.835E+01,-6.591E+01,-4.214E+00,-9.007E-01, 0.000E+00, 0.000E+00, 1.249E+00, 6.945E-01, 0.000E+00, 4.413E-03, 0.000E+00
 1.650E+02, 1.230E+02, 0.000E+00,-4.294E+01,-7.504E+01,-4.402E+00,-9.723E-01, 0.000E+00, 0.000E+00, 1.925E-01,-3.792E-01, 0.000E+00, 4.953E-03, 0.000E+00
 1.800E+02, 1.323E+02, 0.000E+00,-4.636E+01,-8.024E+01,-4.635E+00,-1.032E+00, 0.000E+00, 0.000E+00, 6.387E-01, 3.285E-02, 0.000E+00, 5.320E-03, 0.000E+00
 1.950E+02, 1.553E+02, 0.000E+00,-5.419E+01,-9.486E+01,-5.096E+00,-1.147E+00, 0.000E+00, 0.000E+00, 7.426E-01,-2.823E-02, 0.000E+00, 6.284E-03, 0.000E+00
 2.100E+02, 1.859E+02, 0.000E+00,-6.520E+01,-1.130E+02,-5.958E+00,-1.273E+00, 0.000E+00, 0.000E+00, 1.447E+00, 4.985E-01, 0.000E+00, 7.507E-03, 0.000E+00
 2.250E+02, 2.383E+02, 0.000E+00,-8.322E+01,-1.467E+02,-7.000E+00,-1.516E+00, 0.000E+00, 0.000E+00, 1.085E+00,-1.703E-01, 0.000E+00, 9.624E-03, 0.000E+00
 2.400E+02, 2.908E+02, 0.000E+00,-1.015E+02,-1.806E+02,-8.200E+00,-1.814E+00, 0.000E+00, 0.000E+00, 9.389E-02,-1.440E+00, 0.000E+00, 1.175E-02, 0.000E+00
 2.550E+02, 3.569E+02, 0.000E+00,-1.245E+02,-2.211E+02,-9.307E+00,-2.191E+00, 0.000E+00, 0.000E+00, 1.689E+00,-2.092E-01, 0.000E+00, 1.437E-02, 0.000E+00
 2.700E+02, 4.510E+02, 0.000E+00,-1.568E+02,-2.803E+02,-1.127E+01,-2.805E+00, 0.000E+00, 0.000E+00, 2.308E+00,-1.407E-01, 0.000E+00, 1.823E-02, 0.000E+00
 2.850E+02, 5.374E+02, 0.000E+00,-1.855E+02,-3.375E+02,-1.274E+01,-3.538E+00, 0.000E+00, 0.000E+00, 8.029E-01,-1.808E+00, 0.000E+00, 2.163E-02, 0.000E+00
 3.000E+02, 6.524E+02, 0.000E+00,-2.236E+02,-4.104E+02,-1.453E+01,-4.655E+00, 0.000E+00, 0.000E+00, 2.261E+00,-7.382E-01, 0.000E+00, 2.636E-02, 0.000E+00
 3.150E+02, 8.604E+02, 0.000E+00,-2.916E+02,-5.449E+02,-1.713E+01,-6.351E+00, 0.000E+00, 0.000E+00, 3.568E+00, 4.450E-01, 0.000E+00, 3.483E-02, 0.000E+00
 3.300E+02, 1.193E+03, 0.000E+00,-4.024E+02,-7.610E+02,-2.062E+01,-8.886E+00, 0.000E+00, 0.000E+00, 2.427E+00,-3.593E-01, 0.000E+00, 4.883E-02, 0.000E+00
 3.450E+02, 1.454E+03, 0.000E+00,-4.890E+02,-9.286E+02,-2.290E+01,-1.060E+01, 0.000E+00, 0.000E+00, 4.322E+00, 2.345E+00, 0.000E+00, 6.036E-02, 0.000E+00
 3.600E+02, 1.636E+03, 0.000E+00,-5.500E+02,-1.053E+03,-2.448E+01,-1.167E+01, 0.000E+00, 0.000E+00,-1.995E+00,-3.492E+00, 0.000E+00, 6.893E-02, 0.000E+00
 3.750E+02, 1.841E+03, 0.000E+00,-6.186E+02,-1.182E+03,-2.594E+01,-1.245E+01, 0.000E+00, 0.000E+00, 2.387E+00, 1.996E+00, 0.000E+00, 7.932E-02, 0.000E+00
 3.900E+02, 2.175E+03, 0.000E+00,-7.289E+02,-1.403E+03,-2.738E+01,-1.350E+01, 0.000E+00, 0.000E+00, 2.384E+00, 2.794E+00, 0.000E+00, 1.002E-01, 0.000E+00
 4.050E+02, 2.416E+03, 0.000E+00,-8.094E+02,-1.561E+03,-2.846E+01,-1.418E+01, 0.000E+00, 0.000E+00, 1.725E+00, 2.862E+00, 0.000E+00, 1.162E-01, 0.000E+00
 4.200E+02, 2.584E+03, 0.000E+00,-8.663E+02,-1.672E+03,-2.910E+01,-1.466E+01, 0.000E+00, 0.000E+00,-6.118E-01, 1.970E+00, 0.000E+00, 1.297E-01, 0.000E+00
 4.350E+02, 2.128E+03, 0.000E+00,-7.124E+02,-1.378E+03,-2.678E+01,-1.187E+01, 0.000E+00, 0.000E+00,-2.199E+00,-6.766E-01, 0.000E+00, 9.286E-02, 0.000E+00
 4.500E+02, 1.639E+03, 0.000E+00,-5.498E+02,-1.063E+03,-2.205E+01,-9.371E+00, 0.000E+00, 0.000E+00,-2.593E+00,-4.539E+00, 0.000E+00, 6.737E-02, 0.000E+00
 4.650E+02, 1.305E+03, 0.000E+00,-4.410E+02,-8.428E+02,-1.913E+01,-7.858E+00, 0.000E+00, 0.000E+00,-2.735E+00,-5.682E+00, 0.000E+00, 5.298E-02, 0.000E+00
 4.800E+02, 1.076E+03, 0.000E+00,-3.649E+02,-6.932E+02,-1.626E+01,-6.720E+00, 0.000E+00, 0.000E+00,-2.014E+00,-5.612E+00, 0.000E+00, 4.334E-02, 0.000E+00
 4.950E+02, 8.825E+02, 0.000E+00,-2.996E+02,-5.680E+02,-1.357E+01,-5.750E+00, 0.000E+00, 0.000E+00,-9.689E-01,-4.412E+00, 0.000E+00, 3.555E-02, 0.000E+00
 5.100E+02, 7.412E+02, 0.000E+00,-2.512E+02,-4.792E+02,-1.095E+01,-4.974E+00, 0.000E+00, 0.000E+00,-2.142E+00,-5.172E+00, 0.000E+00, 2.977E-02, 0.000E+00
 5.250E+02, 6.368E+02, 0.000E+00,-2.158E+02,-4.099E+02,-9.956E+00,-4.322E+00, 0.000E+00, 0.000E+00,-2.568E-01,-3.226E+00, 0.000E+00, 2.559E-02, 0.000E+00
 5.400E+02, 5.473E+02, 0.000E+00,-1.848E+02,-3.555E+02,-7.747E+00,-3.762E+00, 0.000E+00, 0.000E+00,-2.163E+00,-4.467E+00, 0.000E+00, 2.199E-02, 0.000E+00
 5.550E+02, 4.882E+02, 0.000E+00,-1.639E+02,-3.170E+02,-7.488E+00,-3.399E+00, 0.000E+00, 0.000E+00,-1.181E+00,-3.574E+00, 0.000E+00, 1.961E-02, 0.000E+00
 5.700E+02, 4.399E+02, 0.000E+00,-1.474E+02,-2.850E+02,-6.778E+00,-3.141E+00, 0.000E+00, 0.000E+00,-1.106E-01,-2.383E+00, 0.000E+00, 1.765E-02, 0.000E+00
 5.850E+02, 4.000E+02, 0.000E+00,-1.334E+02,-2.605E+02,-5.743E+00,-2.911E+00, 0.000E+00, 0.000E+00,-6.068E-01,-2.432E+00, 0.000E+00, 1.607E-02, 0.000E+00
 6.000E+02, 3.669E+02, 0.000E+00,-1.221E+02,-2.404E+02,-4.723E+00,-2.710E+00, 0.000E+00, 0.000E+00,-1.416E+00,-3.044E+00, 0.000E+00, 1.474E-02, 0.000E+00
 6.150E+02, 3.378E+02, 0.000E+00,-1.121E+02,-2.209E+02,-4.057E+00,-2.539E+00, 0.000E+00, 0.000E+00,-2.538E-01,-1.808E+00, 0.000E+00, 1.355E-02, 0.000E+00
 6.300E+02, 3.095E+02, 0.000E+00,-1.024E+02,-2.027E+02,-4.199E+00,-2.360E+00, 0.000E+00, 0.000E+00,-5.602E-01,-2.137E+00, 0.000E+00, 1.243E-02, 0.000E+00
 6.450E+02, 2.833E+02, 0.000E+00,-9.353E+01,-1.860E+02,-3.726E+00,-2.228E+00, 0.000E+00, 0.000E+00,-8.006E-01,-2.219E+00, 0.000E+00, 1.137E-02, 0.000E+00
 6.600E+02, 2.515E+02, 0.000E+00,-8.226E+01,-1.655E+02,-3.107E+00,-2.051E+00, 0.000E+00, 0.000E+00,-2.166E-01,-1.398E+00, 0.000E+00, 1.009E-02, 0.000E+00
 6.750E+02, 2.366E+02, 0.000E+00,-7.745E+01,-1.561E+02,-2.907E+00,-1.959E+00, 0.000E+00, 0.000E+00,-7.133E-01,-1.803E+00, 0.000E+00, 9.522E-03, 0.000E+00
 6.900E+02, 2.284E+02, 0.000E+00,-7.475E+01,-1.509E+02,-2.573E+00,-1.904E+00, 0.000E+00, 0.000E+00,-6.606E-01,-1.673E+00, 0.000E+00, 9.173E-03, 0.000E+00
 7.050E+02, 2.116E+02, 0.000E+00,-6.893E+01,-1.404E+02,-2.208E+00,-1.818E+00, 0.000E+00, 0.000E+00,-7.790E-01,-1.762E+00, 0.000E+00, 8.485E-03, 0.000E+00
 7.200E+02, 1.930E+02, 0.000E+00,-6.271E+01,-1.278E+02,-1.839E+00,-1.684E+00, 0.000E+00, 0.000E+00,-1.500E-01,-1.066E+00, 0.000E+00, 7.758E-03, 0.000E+00
 7.350E+02, 1.832E+02, 0.000E+00,-5.958E+01,-1.211E+02,-1.635E+00,-1.634E+00, 0.000E+00, 0.000E+00, 6.801E-02,-7.551E-01, 0.000E+00, 7.356E-03, 0.000E+00
 7.500E+02, 1.787E+02, 0.000E+00,-5.803E+01,-1.190E+02,-1.432E+00,-1.605E+00, 0.000E+00, 0.000E+00,-5.823E-01,-1.351E+00, 0.000E+00, 7.172E-03, 0.000E+00
 7.650E+02, 1.638E+02, 0.000E+00,-5.300E+01,-1.095E+02,-1.052E+00,-1.525E+00, 0.000E+00, 0.000E+00,-5.674E-01,-1.293E+00, 0.000E+00, 6.583E-03, 0.000E+00
 7.800E+02, 1.438E+02, 0.000E+00,-4.627E+01,-9.637E+01,-6.872E-01,-1.395E+00, 0.000E+00, 0.000E+00,-3.043E-01,-9.222E-01, 0.000E+00, 5.773E-03, 0.000E+00
 7.950E+02, 1.418E+02, 0.000E+00,-4.574E+01,-9.506E+01,-6.527E-01,-1.389E+00, 0.000E+00, 0.000E+00,-4.519E-01,-1.025E+00, 0.000E+00, 5.704E-03, 0.000E+00
 8.100E+02, 1.391E+02, 0.000E+00,-4.483E+01,-9.253E+01,-5.078E-01,-1.356E+00, 0.000E+00, 0.000E+00, 4.831E-01,-1.210E-01, 0.000E+00, 5.589E-03, 0.000E+00
 8.250E+02, 1.320E+02, 0.000E+00,-4.242E+01,-8.954E+01,-1.101E-01,-1.308E+00, 0.000E+00, 0.000E+00,-8.083E-01,-1.333E+00, 0.000E+00, 5.298E-03, 0.000E+00
 8.400E+02, 1.217E+02, 0.000E+00,-3.892E+01,-8.267E+01, 3.281E-01,-1.257E+00, 0.000E+00, 0.000E+00,-3.604E-01,-8.282E-01, 0.000E+00, 4.881E-03, 0.000E+00
 8.550E+02, 1.077E+02, 0.000E+00,-3.421E+01,-7.376E+01, 9.255E-01,-1.163E+00, 0.000E+00, 0.000E+00,-1.520E-01,-5.410E-01, 0.000E+00, 4.325E-03, 0.000E+00
 8.700E+02, 9.470E+01, 0.000E+00,-2.988E+01,-6.617E+01, 1.406E+00,-1.048E+00, 0.000E+00, 0.000E+00,-6.260E-01,-9.933E-01, 0.000E+00, 3.810E-03, 0.000E+00
 8.850E+02, 8.575E+01, 0.000E+00,-2.695E+01,-6.044E+01, 1.763E+00,-9.743E-01, 0.000E+00, 0.000E+00,-5.228E-01,-8.590E-01, 0.000E+00, 3.450E-03, 0.000E+00
 9.000E+02, 7.912E+01, 0.000E+00,-2.481E+01,-5.639E+01, 2.052E+00,-9.214E-01, 0.000E+00, 0.000E+00,-6.438E-01,-9.498E-01, 0.000E+00, 3.169E-03, 0.000E+00
