s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 6.200E+01, 5.866E+01,-1.991E+01,-3.392E+01,-3.542E+00, 5.964E-01, 0.000E+00, 0.000E+00, 2.016E+00, 1.892E+00, 0.000E+00, 1.296E-03, 0.000E+00
 6.400E+01, 5.944E+01,-2.024E+01,-3.687E+01,-3.350E+00, 6.092E-01, 0.000E+00, 0.000E+00,-2.984E-01,-4.089E-01, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 5.902E+01,-2.016E+01,-3.681E+01,-3.407E+00, 5.937E-01, 0.000E+00, 0.000E+00,-6.175E-01,-7.631E-01, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 6.057E+01,-2.075E+01,-3.686E+01,-2.964E+00, 5.912E-01, 0.000E+00, 0.000E+00, 8.044E-01, 5.928E-01, 0.000E+00, 1.323E-03, 0.000E+00
 7.000E+01, 6.129E+01,-2.087E+01,-3.653E+01,-3.475E+00, 6.162E-01, 0.000E+00, 0.000E+00, 1.192E+00, 1.020E+00, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 6.074E+01,-2.039E+01,-3.708E+01,-3.484E+00, 5.954E-01, 0.000E+00, 0.000E+00, 5.348E-01, 3.760E-01, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.175E+01,-2.089E+01,-4.042E+01,-3.572E+00, 6.212E-01, 0.000E+00, 0.000E+00,-2.355E+00,-2.514E+00, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.080E+01,-2.062E+01,-3.686E+01,-3.286E+00, 6.044E-01, 0.000E+00, 0.000E+00, 7.384E-01, 6.309E-01, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.283E+01,-2.134E+01,-3.895E+01,-3.006E+00, 6.013E-01, 0.000E+00, 0.000E+00, 3.052E-01, 1.424E-01, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.324E+01,-2.143E+01,-3.947E+01,-3.219E+00, 6.335E-01, 0.000E+00, 0.000E+00,-5.235E-02,-2.442E-01, 0.000E+00, 1.379E-03, 0.000E+00
 8.200E+01, 6.267E+01,-2.108E+01,-3.840E+01,-3.348E+00, 6.244E-01, 0.000E+00, 0.000E+00, 5.753E-01, 4.598E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.342E+01,-2.135E+01,-3.910E+01,-3.558E+00, 6.442E-01, 0.000E+00, 0.000E+00, 1.646E-01, 5.455E-02, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.133E+01,-2.070E+01,-3.876E+01,-3.354E+00, 6.120E-01, 0.000E+00, 0.000E+00,-6.883E-01,-8.666E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.409E+01,-2.174E+01,-3.947E+01,-3.187E+00, 6.194E-01, 0.000E+00, 0.000E+00, 4.821E-01, 3.096E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.345E+01,-2.139E+01,-3.796E+01,-3.165E+00, 6.417E-01, 0.000E+00, 0.000E+00, 1.778E+00, 1.579E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.260E+01,-2.092E+01,-3.989E+01,-2.926E+00, 6.264E-01, 0.000E+00, 0.000E+00,-3.832E-01,-5.105E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.352E+01,-2.131E+01,-3.908E+01,-3.293E+00, 6.410E-01, 0.000E+00, 0.000E+00, 6.513E-01, 4.812E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.129E+01,-2.048E+01,-4.207E+01,-3.119E+00, 6.149E-01, 0.000E+00, 0.000E+00,-3.589E+00,-3.769E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.448E+01,-2.167E+01,-3.874E+01,-3.225E+00, 6.241E-01, 0.000E+00, 0.000E+00, 1.678E+00, 1.473E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.320E+01,-2.112E+01,-3.824E+01,-3.067E+00, 6.387E-01, 0.000E+00, 0.000E+00, 1.583E+00, 1.405E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.020E+02, 6.319E+01,-2.111E+01,-4.134E+01,-2.883E+00, 6.152E-01, 0.000E+00, 0.000E+00,-1.389E+00,-1.535E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.040E+02, 6.287E+01,-2.111E+01,-3.783E+01,-3.039E+00, 6.444E-01, 0.000E+00, 0.000E+00, 1.665E+00, 1.530E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.060E+02, 6.158E+01,-2.056E+01,-4.383E+01,-3.032E+00, 6.289E-01, 0.000E+00, 0.000E+00,-5.062E+00,-5.205E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.080E+02, 6.419E+01,-2.147E+01,-3.786E+01,-3.167E+00, 6.366E-01, 0.000E+00, 0.000E+00, 2.505E+00, 2.328E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.100E+02, 6.293E+01,-2.109E+01,-3.679E+01,-2.789E+00, 6.510E-01, 0.000E+00, 0.000E+00, 3.063E+00, 2.904E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.120E+02, 6.303E+01,-2.100E+01,-4.286E+01,-2.731E+00, 6.271E-01, 0.000E+00, 0.000E+00,-2.793E+00,-2.922E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.140E+02, 6.334E+01,-2.121E+01,-3.864E+01,-3.252E+00, 6.588E-01, 0.000E+00, 0.000E+00, 1.039E+00, 8.955E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.160E+02, 6.184E+01,-2.064E+01,-3.997E+01,-2.877E+00, 6.277E-01, 0.000E+00, 0.000E+00,-8.635E-01,-1.021E+00, 0.000E+00, 1.383E-03, 0.000E+00
 1.180E+02, 6.393E+01,-2.135E+01,-4.023E+01,-3.063E+00, 6.412E-01, 0.000E+00, 0.000E+00, 9.619E-02,-6.848E-02, 0.000E+00, 1.383E-03, 0.000E+00
 1.200E+02, 6.321E+01,-2.118E+01,-3.837E+01,-2.662E+00, 6.549E-01, 0.000E+00, 0.000E+00, 1.779E+00, 1.649E+00, 0.000E+00, 1.383E-03, 0.000E+00
