s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Flux-6","Flux-7","Flux-8","Flux-9","Flux-10","Flux-11","Flux-12","Flux-13","Flux-14","Flux-15","Flux-16","Flux-17","Flux-18","Flux-19","Flux-20","Flux-21","Flux-22","Flux-23","Flux-24","Flux-25","Flux-26","Flux-27","Flux-28","Flux-29","Flux-30","Flux-31","Flux-32","Flux-33","Flux-34","Flux-35","Flux-36","Flux-37","Flux-38","Flux-39","Flux-40","Flux-41","Flux-42","Flux-43","Flux-44","Flux-45","Flux-46","Flux-47","Flux-48","Flux-49","Flux-50","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5","Temp-6","Temp-7","Temp-8","Temp-9","Temp-10","Temp-11","Temp-12","Temp-13","Temp-14","Temp-15","Temp-16","Temp-17","Temp-18","Temp-19","Temp-20","Temp-21","Temp-22","Temp-23","Temp-24","Temp-25","Temp-26","Temp-27","Temp-28","Temp-29","Temp-30","Temp-31","Temp-32","Temp-33","Temp-34","Temp-35","Temp-36","Temp-37","Temp-38","Temp-39","Temp-40","Temp-41","Temp-42","Temp-43","Temp-44","Temp-45","Temp-46","Temp-47","Temp-48","Temp-49","Temp-50","HF_y-25z20","HF_y-15z20","HF_y0z20","HF_y15z20","HF_y25z20","HF_y-25z50","HF_y-15z50","HF_y0z50","HF_y15z50","HF_y25z50","HF_y-25z75","HF_y-15z75","HF_y0z75","HF_y15z75","HF_y25z75","HF_y-25z100","HF_y-15z100","HF_y0z100","HF_y15z100","HF_y25z100"
 1.800E+01, 4.755E+01, 4.098E+01, 3.253E+01, 2.487E+01, 1.402E+01, 1.077E+01, 8.487E+00, 6.813E+00, 4.448E+00, 3.654E+00, 3.038E+00, 2.577E+00, 1.956E+00, 1.752E+00, 1.586E+00, 1.446E+00, 1.247E+00, 1.167E+00, 1.101E+00, 1.041E+00, 9.855E-01, 8.681E-01, 8.138E-01, 7.651E-01, 7.189E-01, 6.319E-01, 5.976E-01, 5.698E-01, 5.459E-01, 4.987E-01, 4.783E-01, 4.612E-01, 4.443E-01, 4.255E-01, 3.989E-01, 3.932E-01, 3.903E-01, 3.876E-01, 3.696E-01, 3.570E-01, 3.423E-01, 3.264E-01, 2.926E-01, 2.791E-01, 2.659E-01, 2.549E-01, 2.329E-01, 2.217E-01, 2.115E-01, 2.025E-01, 2.988E+02, 2.523E+02, 2.045E+02, 1.633E+02, 1.063E+02, 8.781E+01, 7.408E+01, 6.371E+01, 4.935E+01, 4.452E+01, 4.055E+01, 3.763E+01, 3.359E+01, 3.220E+01, 3.108E+01, 3.012E+01, 2.864E+01, 2.804E+01, 2.749E+01, 2.700E+01, 2.656E+01, 2.583E+01, 2.551E+01, 2.523E+01, 2.498E+01, 2.456E+01, 2.439E+01, 2.426E+01, 2.414E+01, 2.393E+01, 2.382E+01, 2.372E+01, 2.362E+01, 2.351E+01, 2.333E+01, 2.325E+01, 2.318E+01, 2.312E+01, 2.297E+01, 2.288E+01, 2.280E+01, 2.271E+01, 2.252E+01, 2.244E+01, 2.237E+01, 2.230E+01, 2.216E+01, 2.209E+01, 2.201E+01, 2.196E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 5.422E+01, 4.562E+01, 3.537E+01, 2.690E+01, 1.589E+01, 1.258E+01, 1.014E+01, 8.301E+00, 5.771E+00, 4.817E+00, 3.976E+00, 3.357E+00, 2.406E+00, 2.064E+00, 1.774E+00, 1.539E+00, 1.246E+00, 1.145E+00, 1.054E+00, 9.813E-01, 9.222E-01, 8.206E-01, 7.708E-01, 7.137E-01, 6.692E-01, 6.079E-01, 5.811E-01, 5.597E-01, 5.407E-01, 5.109E-01, 5.008E-01, 4.913E-01, 4.832E-01, 4.783E-01, 4.630E-01, 4.507E-01, 4.361E-01, 4.220E-01, 3.973E-01, 3.862E-01, 3.767E-01, 3.665E-01, 3.462E-01, 3.360E-01, 3.260E-01, 3.169E-01, 2.984E-01, 2.870E-01, 2.732E-01, 2.618E-01, 3.811E+02, 3.278E+02, 2.673E+02, 2.137E+02, 1.380E+02, 1.137E+02, 9.559E+01, 8.179E+01, 6.256E+01, 5.564E+01, 4.979E+01, 4.537E+01, 3.888E+01, 3.660E+01, 3.467E+01, 3.308E+01, 3.092E+01, 3.014E+01, 2.946E+01, 2.889E+01, 2.840E+01, 2.751E+01, 2.709E+01, 2.667E+01, 2.631E+01, 2.572E+01, 2.547E+01, 2.528E+01, 2.510E+01, 2.478E+01, 2.464E+01, 2.452E+01, 2.440E+01, 2.430E+01, 2.410E+01, 2.399E+01, 2.389E+01, 2.380E+01, 2.361E+01, 2.351E+01, 2.341E+01, 2.331E+01, 2.311E+01, 2.302E+01, 2.293E+01, 2.286E+01, 2.270E+01, 2.262E+01, 2.253E+01, 2.246E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.200E+01, 5.537E+01, 4.914E+01, 4.071E+01, 3.188E+01, 1.846E+01, 1.420E+01, 1.114E+01, 8.929E+00, 5.908E+00, 4.855E+00, 4.036E+00, 3.380E+00, 2.518E+00, 2.241E+00, 2.028E+00, 1.847E+00, 1.527E+00, 1.405E+00, 1.304E+00, 1.226E+00, 1.159E+00, 1.036E+00, 9.821E-01, 9.339E-01, 8.876E-01, 7.939E-01, 7.487E-01, 7.113E-01, 6.836E-01, 6.475E-01, 6.317E-01, 6.140E-01, 5.937E-01, 5.734E-01, 5.381E-01, 5.256E-01, 5.140E-01, 5.016E-01, 4.755E-01, 4.624E-01, 4.488E-01, 4.354E-01, 4.156E-01, 4.104E-01, 4.079E-01, 4.058E-01, 3.999E-01, 3.960E-01, 3.928E-01, 3.903E-01, 4.339E+02, 3.831E+02, 3.184E+02, 2.560E+02, 1.626E+02, 1.320E+02, 1.094E+02, 9.245E+01, 6.915E+01, 6.097E+01, 5.428E+01, 4.910E+01, 4.184E+01, 3.938E+01, 3.738E+01, 3.570E+01, 3.309E+01, 3.210E+01, 3.124E+01, 3.054E+01, 2.995E+01, 2.892E+01, 2.846E+01, 2.802E+01, 2.762E+01, 2.690E+01, 2.659E+01, 2.633E+01, 2.612E+01, 2.578E+01, 2.564E+01, 2.550E+01, 2.536E+01, 2.522E+01, 2.494E+01, 2.480E+01, 2.466E+01, 2.453E+01, 2.427E+01, 2.414E+01, 2.403E+01, 2.392E+01, 2.373E+01, 2.366E+01, 2.359E+01, 2.353E+01, 2.340E+01, 2.332E+01, 2.324E+01, 2.316E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+01, 5.292E+01, 4.541E+01, 3.385E+01, 2.501E+01, 1.464E+01, 1.171E+01, 9.582E+00, 7.875E+00, 5.361E+00, 4.465E+00, 3.743E+00, 3.170E+00, 2.338E+00, 2.036E+00, 1.782E+00, 1.560E+00, 1.230E+00, 1.124E+00, 1.040E+00, 9.735E-01, 9.189E-01, 8.217E-01, 7.820E-01, 7.445E-01, 7.042E-01, 6.275E-01, 6.049E-01, 5.922E-01, 5.835E-01, 5.679E-01, 5.603E-01, 5.535E-01, 5.461E-01, 5.382E-01, 5.241E-01, 5.165E-01, 5.060E-01, 4.923E-01, 4.606E-01, 4.406E-01, 4.183E-01, 3.979E-01, 3.692E-01, 3.575E-01, 3.470E-01, 3.357E-01, 3.128E-01, 3.009E-01, 2.869E-01, 2.746E-01, 4.543E+02, 4.029E+02, 3.309E+02, 2.649E+02, 1.696E+02, 1.387E+02, 1.159E+02, 9.830E+01, 7.350E+01, 6.473E+01, 5.757E+01, 5.194E+01, 4.390E+01, 4.106E+01, 3.872E+01, 3.672E+01, 3.369E+01, 3.261E+01, 3.171E+01, 3.097E+01, 3.035E+01, 2.927E+01, 2.881E+01, 2.838E+01, 2.798E+01, 2.725E+01, 2.697E+01, 2.675E+01, 2.657E+01, 2.626E+01, 2.612E+01, 2.599E+01, 2.584E+01, 2.569E+01, 2.543E+01, 2.531E+01, 2.519E+01, 2.506E+01, 2.480E+01, 2.465E+01, 2.448E+01, 2.430E+01, 2.402E+01, 2.391E+01, 2.382E+01, 2.372E+01, 2.352E+01, 2.342E+01, 2.331E+01, 2.323E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.600E+01, 5.361E+01, 4.046E+01, 2.962E+01, 2.230E+01, 1.355E+01, 1.086E+01, 8.792E+00, 7.170E+00, 4.953E+00, 4.201E+00, 3.596E+00, 3.143E+00, 2.450E+00, 2.183E+00, 1.959E+00, 1.769E+00, 1.470E+00, 1.342E+00, 1.232E+00, 1.137E+00, 1.066E+00, 9.473E-01, 9.011E-01, 8.639E-01, 8.298E-01, 7.737E-01, 7.421E-01, 7.049E-01, 6.705E-01, 5.986E-01, 5.674E-01, 5.457E-01, 5.249E-01, 5.039E-01, 4.736E-01, 4.618E-01, 4.412E-01, 4.170E-01, 3.762E-01, 3.592E-01, 3.403E-01, 3.195E-01, 2.798E-01, 2.627E-01, 2.461E-01, 2.300E-01, 2.022E-01, 1.926E-01, 1.837E-01, 1.764E-01, 4.707E+02, 4.044E+02, 3.282E+02, 2.625E+02, 1.706E+02, 1.406E+02, 1.180E+02, 1.003E+02, 7.516E+01, 6.628E+01, 5.902E+01, 5.343E+01, 4.529E+01, 4.235E+01, 3.993E+01, 3.787E+01, 3.475E+01, 3.357E+01, 3.255E+01, 3.171E+01, 3.103E+01, 2.988E+01, 2.940E+01, 2.896E+01, 2.856E+01, 2.783E+01, 2.751E+01, 2.723E+01, 2.700E+01, 2.657E+01, 2.637E+01, 2.620E+01, 2.602E+01, 2.585E+01, 2.554E+01, 2.540E+01, 2.523E+01, 2.504E+01, 2.470E+01, 2.453E+01, 2.435E+01, 2.417E+01, 2.386E+01, 2.373E+01, 2.361E+01, 2.350E+01, 2.329E+01, 2.318E+01, 2.307E+01, 2.297E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.800E+01, 5.574E+01, 4.799E+01, 3.822E+01, 3.030E+01, 1.991E+01, 1.654E+01, 1.388E+01, 1.173E+01, 8.499E+00, 7.291E+00, 6.242E+00, 5.397E+00, 4.090E+00, 3.611E+00, 3.172E+00, 2.832E+00, 2.373E+00, 2.213E+00, 2.072E+00, 1.940E+00, 1.813E+00, 1.597E+00, 1.508E+00, 1.431E+00, 1.363E+00, 1.248E+00, 1.198E+00, 1.152E+00, 1.108E+00, 1.029E+00, 9.920E-01, 9.547E-01, 9.205E-01, 8.894E-01, 8.355E-01, 8.131E-01, 7.932E-01, 7.757E-01, 7.401E-01, 7.234E-01, 7.087E-01, 6.957E-01, 6.772E-01, 6.706E-01, 6.645E-01, 6.579E-01, 6.376E-01, 6.234E-01, 6.057E-01, 5.900E-01, 4.972E+02, 4.365E+02, 3.615E+02, 2.943E+02, 1.973E+02, 1.646E+02, 1.392E+02, 1.191E+02, 8.970E+01, 7.906E+01, 7.019E+01, 6.327E+01, 5.296E+01, 4.921E+01, 4.591E+01, 4.322E+01, 3.931E+01, 3.787E+01, 3.661E+01, 3.552E+01, 3.459E+01, 3.302E+01, 3.236E+01, 3.178E+01, 3.125E+01, 3.031E+01, 2.991E+01, 2.956E+01, 2.924E+01, 2.867E+01, 2.841E+01, 2.817E+01, 2.794E+01, 2.772E+01, 2.735E+01, 2.718E+01, 2.700E+01, 2.681E+01, 2.643E+01, 2.624E+01, 2.605E+01, 2.587E+01, 2.555E+01, 2.542E+01, 2.530E+01, 2.517E+01, 2.489E+01, 2.475E+01, 2.459E+01, 2.445E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 6.915E+01, 6.342E+01, 5.391E+01, 4.377E+01, 2.726E+01, 2.183E+01, 1.768E+01, 1.438E+01, 9.833E+00, 8.214E+00, 6.855E+00, 5.824E+00, 4.314E+00, 3.762E+00, 3.309E+00, 2.941E+00, 2.410E+00, 2.222E+00, 2.087E+00, 1.990E+00, 1.914E+00, 1.811E+00, 1.772E+00, 1.720E+00, 1.656E+00, 1.524E+00, 1.463E+00, 1.401E+00, 1.344E+00, 1.252E+00, 1.215E+00, 1.183E+00, 1.148E+00, 1.114E+00, 1.045E+00, 1.014E+00, 9.809E-01, 9.424E-01, 8.532E-01, 8.087E-01, 7.687E-01, 7.283E-01, 6.479E-01, 6.135E-01, 5.871E-01, 5.660E-01, 5.350E-01, 5.259E-01, 5.206E-01, 5.223E-01, 5.483E+02, 5.007E+02, 4.286E+02, 3.549E+02, 2.370E+02, 1.963E+02, 1.648E+02, 1.397E+02, 1.040E+02, 9.105E+01, 8.029E+01, 7.183E+01, 5.922E+01, 5.462E+01, 5.075E+01, 4.758E+01, 4.296E+01, 4.129E+01, 3.994E+01, 3.882E+01, 3.787E+01, 3.628E+01, 3.561E+01, 3.494E+01, 3.428E+01, 3.307E+01, 3.254E+01, 3.206E+01, 3.164E+01, 3.085E+01, 3.049E+01, 3.017E+01, 2.985E+01, 2.955E+01, 2.899E+01, 2.875E+01, 2.850E+01, 2.823E+01, 2.769E+01, 2.743E+01, 2.717E+01, 2.691E+01, 2.644E+01, 2.624E+01, 2.607E+01, 2.590E+01, 2.560E+01, 2.546E+01, 2.532E+01, 2.522E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.200E+01, 6.533E+01, 5.937E+01, 4.962E+01, 4.025E+01, 2.714E+01, 2.262E+01, 1.904E+01, 1.615E+01, 1.181E+01, 1.018E+01, 8.881E+00, 7.830E+00, 6.139E+00, 5.457E+00, 4.867E+00, 4.306E+00, 3.385E+00, 3.039E+00, 2.742E+00, 2.469E+00, 2.224E+00, 1.843E+00, 1.690E+00, 1.572E+00, 1.484E+00, 1.342E+00, 1.278E+00, 1.214E+00, 1.150E+00, 1.016E+00, 9.568E-01, 8.988E-01, 8.394E-01, 7.883E-01, 7.138E-01, 6.874E-01, 6.647E-01, 6.472E-01, 6.248E-01, 6.127E-01, 5.986E-01, 5.804E-01, 5.371E-01, 5.165E-01, 4.969E-01, 4.773E-01, 4.411E-01, 4.290E-01, 4.204E-01, 4.149E-01, 5.671E+02, 5.228E+02, 4.548E+02, 3.842E+02, 2.676E+02, 2.248E+02, 1.908E+02, 1.631E+02, 1.224E+02, 1.073E+02, 9.469E+01, 8.486E+01, 6.983E+01, 6.414E+01, 5.928E+01, 5.504E+01, 4.843E+01, 4.596E+01, 4.390E+01, 4.210E+01, 4.055E+01, 3.810E+01, 3.711E+01, 3.628E+01, 3.554E+01, 3.425E+01, 3.366E+01, 3.308E+01, 3.253E+01, 3.151E+01, 3.108E+01, 3.068E+01, 3.027E+01, 2.989E+01, 2.923E+01, 2.895E+01, 2.867E+01, 2.840E+01, 2.786E+01, 2.758E+01, 2.731E+01, 2.702E+01, 2.645E+01, 2.621E+01, 2.599E+01, 2.580E+01, 2.544E+01, 2.531E+01, 2.519E+01, 2.511E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.400E+01, 6.448E+01, 5.709E+01, 4.506E+01, 3.460E+01, 2.147E+01, 1.738E+01, 1.427E+01, 1.190E+01, 8.746E+00, 7.633E+00, 6.704E+00, 5.959E+00, 4.722E+00, 4.220E+00, 3.770E+00, 3.389E+00, 2.765E+00, 2.536E+00, 2.348E+00, 2.193E+00, 2.067E+00, 1.906E+00, 1.853E+00, 1.805E+00, 1.763E+00, 1.674E+00, 1.623E+00, 1.568E+00, 1.510E+00, 1.413E+00, 1.375E+00, 1.337E+00, 1.293E+00, 1.243E+00, 1.132E+00, 1.076E+00, 1.023E+00, 9.795E-01, 8.974E-01, 8.597E-01, 8.265E-01, 7.990E-01, 7.558E-01, 7.378E-01, 7.199E-01, 7.019E-01, 6.642E-01, 6.464E-01, 6.285E-01, 6.158E-01, 5.757E+02, 5.320E+02, 4.602E+02, 3.857E+02, 2.672E+02, 2.246E+02, 1.907E+02, 1.634E+02, 1.236E+02, 1.090E+02, 9.682E+01, 8.716E+01, 7.219E+01, 6.643E+01, 6.145E+01, 5.717E+01, 5.048E+01, 4.801E+01, 4.595E+01, 4.418E+01, 4.265E+01, 4.031E+01, 3.936E+01, 3.851E+01, 3.776E+01, 3.641E+01, 3.577E+01, 3.515E+01, 3.456E+01, 3.349E+01, 3.303E+01, 3.259E+01, 3.213E+01, 3.169E+01, 3.084E+01, 3.045E+01, 3.007E+01, 2.973E+01, 2.907E+01, 2.875E+01, 2.844E+01, 2.815E+01, 2.762E+01, 2.741E+01, 2.721E+01, 2.701E+01, 2.664E+01, 2.647E+01, 2.631E+01, 2.619E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+01, 7.217E+01, 6.588E+01, 5.371E+01, 4.250E+01, 2.811E+01, 2.340E+01, 1.959E+01, 1.643E+01, 1.145E+01, 9.568E+00, 8.045E+00, 6.978E+00, 5.343E+00, 4.671E+00, 4.100E+00, 3.628E+00, 2.858E+00, 2.579E+00, 2.354E+00, 2.168E+00, 2.013E+00, 1.775E+00, 1.682E+00, 1.602E+00, 1.535E+00, 1.416E+00, 1.353E+00, 1.307E+00, 1.264E+00, 1.192E+00, 1.163E+00, 1.143E+00, 1.127E+00, 1.111E+00, 1.081E+00, 1.070E+00, 1.061E+00, 1.052E+00, 1.032E+00, 1.020E+00, 1.005E+00, 9.880E-01, 9.565E-01, 9.394E-01, 9.212E-01, 8.990E-01, 8.499E-01, 8.251E-01, 7.976E-01, 7.707E-01, 6.057E+02, 5.635E+02, 4.894E+02, 4.116E+02, 2.881E+02, 2.433E+02, 2.072E+02, 1.777E+02, 1.335E+02, 1.170E+02, 1.032E+02, 9.248E+01, 7.590E+01, 6.949E+01, 6.405E+01, 5.945E+01, 5.226E+01, 4.959E+01, 4.737E+01, 4.548E+01, 4.389E+01, 4.141E+01, 4.042E+01, 3.953E+01, 3.875E+01, 3.732E+01, 3.663E+01, 3.600E+01, 3.540E+01, 3.434E+01, 3.390E+01, 3.349E+01, 3.308E+01, 3.268E+01, 3.193E+01, 3.159E+01, 3.128E+01, 3.098E+01, 3.039E+01, 3.010E+01, 2.981E+01, 2.952E+01, 2.900E+01, 2.877E+01, 2.855E+01, 2.833E+01, 2.787E+01, 2.766E+01, 2.746E+01, 2.730E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.800E+01, 7.178E+01, 6.767E+01, 5.822E+01, 4.899E+01, 3.437E+01, 2.905E+01, 2.475E+01, 2.127E+01, 1.602E+01, 1.396E+01, 1.222E+01, 1.065E+01, 8.024E+00, 7.000E+00, 6.149E+00, 5.426E+00, 4.272E+00, 3.807E+00, 3.422E+00, 3.117E+00, 2.866E+00, 2.461E+00, 2.285E+00, 2.131E+00, 1.995E+00, 1.788E+00, 1.724E+00, 1.652E+00, 1.582E+00, 1.445E+00, 1.382E+00, 1.322E+00, 1.264E+00, 1.201E+00, 1.065E+00, 1.000E+00, 9.409E-01, 8.821E-01, 7.771E-01, 7.340E-01, 6.980E-01, 6.674E-01, 6.224E-01, 6.042E-01, 5.865E-01, 5.706E-01, 5.546E-01, 5.508E-01, 5.449E-01, 5.373E-01, 6.190E+02, 5.856E+02, 5.203E+02, 4.494E+02, 3.271E+02, 2.799E+02, 2.407E+02, 2.080E+02, 1.578E+02, 1.386E+02, 1.226E+02, 1.097E+02, 8.922E+01, 8.117E+01, 7.428E+01, 6.836E+01, 5.885E+01, 5.520E+01, 5.220E+01, 4.971E+01, 4.763E+01, 4.434E+01, 4.297E+01, 4.176E+01, 4.070E+01, 3.894E+01, 3.821E+01, 3.750E+01, 3.684E+01, 3.563E+01, 3.510E+01, 3.460E+01, 3.411E+01, 3.360E+01, 3.261E+01, 3.216E+01, 3.174E+01, 3.132E+01, 3.054E+01, 3.018E+01, 2.985E+01, 2.953E+01, 2.899E+01, 2.875E+01, 2.852E+01, 2.830E+01, 2.792E+01, 2.775E+01, 2.758E+01, 2.743E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 7.348E+01, 7.028E+01, 6.386E+01, 5.618E+01, 4.114E+01, 3.465E+01, 2.940E+01, 2.492E+01, 1.782E+01, 1.526E+01, 1.299E+01, 1.112E+01, 8.427E+00, 7.450E+00, 6.613E+00, 5.933E+00, 4.864E+00, 4.417E+00, 4.022E+00, 3.682E+00, 3.369E+00, 2.859E+00, 2.642E+00, 2.441E+00, 2.262E+00, 1.965E+00, 1.841E+00, 1.734E+00, 1.641E+00, 1.479E+00, 1.391E+00, 1.307E+00, 1.229E+00, 1.166E+00, 1.070E+00, 1.034E+00, 1.003E+00, 9.750E-01, 9.197E-01, 8.942E-01, 8.706E-01, 8.465E-01, 8.031E-01, 7.827E-01, 7.626E-01, 7.397E-01, 6.899E-01, 6.701E-01, 6.530E-01, 6.441E-01, 6.337E+02, 6.073E+02, 5.550E+02, 4.931E+02, 3.727E+02, 3.214E+02, 2.780E+02, 2.408E+02, 1.821E+02, 1.598E+02, 1.406E+02, 1.251E+02, 1.008E+02, 9.146E+01, 8.347E+01, 7.678E+01, 6.615E+01, 6.194E+01, 5.835E+01, 5.533E+01, 5.271E+01, 4.851E+01, 4.676E+01, 4.520E+01, 4.382E+01, 4.152E+01, 4.055E+01, 3.966E+01, 3.884E+01, 3.733E+01, 3.662E+01, 3.596E+01, 3.532E+01, 3.474E+01, 3.368E+01, 3.321E+01, 3.277E+01, 3.235E+01, 3.156E+01, 3.118E+01, 3.082E+01, 3.047E+01, 2.985E+01, 2.958E+01, 2.933E+01, 2.907E+01, 2.858E+01, 2.836E+01, 2.815E+01, 2.798E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+01, 7.572E+01, 7.232E+01, 6.611E+01, 5.819E+01, 4.319E+01, 3.719E+01, 3.200E+01, 2.754E+01, 2.048E+01, 1.762E+01, 1.531E+01, 1.341E+01, 1.022E+01, 8.956E+00, 7.871E+00, 6.908E+00, 5.389E+00, 4.820E+00, 4.351E+00, 3.978E+00, 3.667E+00, 3.202E+00, 3.010E+00, 2.821E+00, 2.639E+00, 2.291E+00, 2.132E+00, 1.996E+00, 1.876E+00, 1.662E+00, 1.576E+00, 1.506E+00, 1.454E+00, 1.412E+00, 1.333E+00, 1.298E+00, 1.265E+00, 1.234E+00, 1.154E+00, 1.104E+00, 1.048E+00, 9.925E-01, 8.967E-01, 8.542E-01, 8.112E-01, 7.715E-01, 6.996E-01, 6.588E-01, 6.183E-01, 5.846E-01, 6.495E+02, 6.248E+02, 5.788E+02, 5.215E+02, 4.045E+02, 3.528E+02, 3.076E+02, 2.681E+02, 2.045E+02, 1.794E+02, 1.580E+02, 1.404E+02, 1.128E+02, 1.022E+02, 9.316E+01, 8.526E+01, 7.262E+01, 6.775E+01, 6.365E+01, 6.024E+01, 5.727E+01, 5.264E+01, 5.070E+01, 4.888E+01, 4.721E+01, 4.418E+01, 4.283E+01, 4.165E+01, 4.060E+01, 3.872E+01, 3.790E+01, 3.718E+01, 3.652E+01, 3.593E+01, 3.484E+01, 3.435E+01, 3.388E+01, 3.343E+01, 3.253E+01, 3.209E+01, 3.165E+01, 3.121E+01, 3.047E+01, 3.015E+01, 2.984E+01, 2.954E+01, 2.895E+01, 2.867E+01, 2.839E+01, 2.817E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
