s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Flux-6","Flux-7","Flux-8","Flux-9","Flux-10","Flux-11","Flux-12","Flux-13","Flux-14","Flux-15","Flux-16","Flux-17","Flux-18","Flux-19","Flux-20","Flux-21","Flux-22","Flux-23","Flux-24","Flux-25","Flux-26","Flux-27","Flux-28","Flux-29","Flux-30","Flux-31","Flux-32","Flux-33","Flux-34","Flux-35","Flux-36","Flux-37","Flux-38","Flux-39","Flux-40","Flux-41","Flux-42","Flux-43","Flux-44","Flux-45","Flux-46","Flux-47","Flux-48","Flux-49","Flux-50","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5","Temp-6","Temp-7","Temp-8","Temp-9","Temp-10","Temp-11","Temp-12","Temp-13","Temp-14","Temp-15","Temp-16","Temp-17","Temp-18","Temp-19","Temp-20","Temp-21","Temp-22","Temp-23","Temp-24","Temp-25","Temp-26","Temp-27","Temp-28","Temp-29","Temp-30","Temp-31","Temp-32","Temp-33","Temp-34","Temp-35","Temp-36","Temp-37","Temp-38","Temp-39","Temp-40","Temp-41","Temp-42","Temp-43","Temp-44","Temp-45","Temp-46","Temp-47","Temp-48","Temp-49","Temp-50","HF_y-25z20","HF_y-15z20","HF_y0z20","HF_y15z20","HF_y25z20","HF_y-25z50","HF_y-15z50","HF_y0z50","HF_y15z50","HF_y25z50","HF_y-25z75","HF_y-15z75","HF_y0z75","HF_y15z75","HF_y25z75","HF_y-25z100","HF_y-15z100","HF_y0z100","HF_y15z100","HF_y25z100"
 4.400E+01, 7.474E+01, 6.880E+01, 5.844E+01, 4.780E+01, 3.366E+01, 2.909E+01, 2.546E+01, 2.251E+01, 1.799E+01, 1.610E+01, 1.445E+01, 1.291E+01, 1.038E+01, 9.322E+00, 8.342E+00, 7.469E+00, 6.119E+00, 5.606E+00, 5.124E+00, 4.656E+00, 4.184E+00, 3.282E+00, 2.900E+00, 2.561E+00, 2.303E+00, 1.904E+00, 1.729E+00, 1.594E+00, 1.486E+00, 1.322E+00, 1.250E+00, 1.183E+00, 1.126E+00, 1.082E+00, 1.012E+00, 9.779E-01, 9.540E-01, 9.435E-01, 9.379E-01, 9.381E-01, 9.411E-01, 9.403E-01, 9.300E-01, 9.244E-01, 9.231E-01, 9.238E-01, 9.183E-01, 9.102E-01, 8.951E-01, 8.820E-01, 6.555E+02, 6.280E+02, 5.770E+02, 5.165E+02, 4.035E+02, 3.555E+02, 3.137E+02, 2.769E+02, 2.170E+02, 1.927E+02, 1.714E+02, 1.533E+02, 1.241E+02, 1.125E+02, 1.023E+02, 9.351E+01, 7.966E+01, 7.431E+01, 6.964E+01, 6.554E+01, 6.178E+01, 5.546E+01, 5.281E+01, 5.041E+01, 4.839E+01, 4.498E+01, 4.350E+01, 4.221E+01, 4.111E+01, 3.921E+01, 3.836E+01, 3.759E+01, 3.690E+01, 3.630E+01, 3.522E+01, 3.473E+01, 3.430E+01, 3.392E+01, 3.319E+01, 3.282E+01, 3.246E+01, 3.211E+01, 3.147E+01, 3.119E+01, 3.092E+01, 3.066E+01, 3.013E+01, 2.986E+01, 2.956E+01, 2.933E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.600E+01, 7.948E+01, 7.148E+01, 5.758E+01, 4.569E+01, 3.095E+01, 2.608E+01, 2.213E+01, 1.890E+01, 1.441E+01, 1.285E+01, 1.147E+01, 1.043E+01, 8.603E+00, 7.671E+00, 6.759E+00, 5.956E+00, 4.588E+00, 4.036E+00, 3.606E+00, 3.276E+00, 3.008E+00, 2.645E+00, 2.499E+00, 2.363E+00, 2.232E+00, 1.976E+00, 1.873E+00, 1.780E+00, 1.700E+00, 1.544E+00, 1.472E+00, 1.405E+00, 1.341E+00, 1.279E+00, 1.158E+00, 1.104E+00, 1.054E+00, 1.009E+00, 9.341E-01, 9.020E-01, 8.698E-01, 8.390E-01, 7.822E-01, 7.535E-01, 7.236E-01, 6.900E-01, 6.258E-01, 6.003E-01, 5.767E-01, 5.577E-01, 6.703E+02, 6.357E+02, 5.724E+02, 5.037E+02, 3.883E+02, 3.415E+02, 3.009E+02, 2.654E+02, 2.088E+02, 1.864E+02, 1.670E+02, 1.508E+02, 1.241E+02, 1.129E+02, 1.028E+02, 9.387E+01, 7.944E+01, 7.381E+01, 6.909E+01, 6.510E+01, 6.158E+01, 5.581E+01, 5.338E+01, 5.117E+01, 4.926E+01, 4.593E+01, 4.449E+01, 4.321E+01, 4.208E+01, 4.005E+01, 3.914E+01, 3.832E+01, 3.757E+01, 3.689E+01, 3.566E+01, 3.510E+01, 3.459E+01, 3.414E+01, 3.329E+01, 3.289E+01, 3.250E+01, 3.211E+01, 3.142E+01, 3.111E+01, 3.081E+01, 3.051E+01, 2.995E+01, 2.969E+01, 2.943E+01, 2.922E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.800E+01, 8.148E+01, 7.490E+01, 6.392E+01, 5.346E+01, 3.767E+01, 3.232E+01, 2.771E+01, 2.377E+01, 1.747E+01, 1.503E+01, 1.309E+01, 1.148E+01, 9.030E+00, 8.073E+00, 7.272E+00, 6.602E+00, 5.505E+00, 5.016E+00, 4.558E+00, 4.166E+00, 3.799E+00, 3.140E+00, 2.872E+00, 2.676E+00, 2.518E+00, 2.253E+00, 2.128E+00, 2.009E+00, 1.904E+00, 1.740E+00, 1.661E+00, 1.580E+00, 1.502E+00, 1.428E+00, 1.300E+00, 1.241E+00, 1.188E+00, 1.138E+00, 1.060E+00, 1.032E+00, 1.016E+00, 1.007E+00, 9.899E-01, 9.826E-01, 9.767E-01, 9.686E-01, 9.457E-01, 9.306E-01, 9.115E-01, 8.969E-01, 6.847E+02, 6.534E+02, 5.945E+02, 5.293E+02, 4.114E+02, 3.632E+02, 3.205E+02, 2.828E+02, 2.214E+02, 1.968E+02, 1.757E+02, 1.580E+02, 1.295E+02, 1.176E+02, 1.071E+02, 9.809E+01, 8.347E+01, 7.755E+01, 7.243E+01, 6.810E+01, 6.420E+01, 5.773E+01, 5.508E+01, 5.282E+01, 5.087E+01, 4.746E+01, 4.597E+01, 4.464E+01, 4.346E+01, 4.145E+01, 4.054E+01, 3.966E+01, 3.884E+01, 3.808E+01, 3.671E+01, 3.608E+01, 3.550E+01, 3.496E+01, 3.403E+01, 3.362E+01, 3.326E+01, 3.293E+01, 3.233E+01, 3.206E+01, 3.180E+01, 3.154E+01, 3.100E+01, 3.073E+01, 3.045E+01, 3.024E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 7.813E+01, 7.525E+01, 6.840E+01, 6.018E+01, 4.548E+01, 3.947E+01, 3.410E+01, 2.942E+01, 2.170E+01, 1.850E+01, 1.589E+01, 1.348E+01, 9.752E+00, 8.381E+00, 7.251E+00, 6.315E+00, 4.898E+00, 4.353E+00, 3.904E+00, 3.540E+00, 3.232E+00, 2.751E+00, 2.562E+00, 2.404E+00, 2.277E+00, 2.067E+00, 1.953E+00, 1.845E+00, 1.751E+00, 1.615E+00, 1.568E+00, 1.525E+00, 1.485E+00, 1.446E+00, 1.367E+00, 1.322E+00, 1.272E+00, 1.226E+00, 1.173E+00, 1.157E+00, 1.144E+00, 1.132E+00, 1.099E+00, 1.078E+00, 1.055E+00, 1.030E+00, 9.818E-01, 9.618E-01, 9.438E-01, 9.321E-01, 6.875E+02, 6.653E+02, 6.186E+02, 5.611E+02, 4.479E+02, 3.982E+02, 3.526E+02, 3.112E+02, 2.422E+02, 2.139E+02, 1.895E+02, 1.685E+02, 1.353E+02, 1.223E+02, 1.110E+02, 1.013E+02, 8.591E+01, 7.974E+01, 7.444E+01, 6.995E+01, 6.596E+01, 5.944E+01, 5.676E+01, 5.447E+01, 5.253E+01, 4.914E+01, 4.759E+01, 4.615E+01, 4.489E+01, 4.282E+01, 4.191E+01, 4.106E+01, 4.025E+01, 3.952E+01, 3.818E+01, 3.756E+01, 3.697E+01, 3.643E+01, 3.554E+01, 3.516E+01, 3.481E+01, 3.449E+01, 3.387E+01, 3.357E+01, 3.327E+01, 3.296E+01, 3.235E+01, 3.206E+01, 3.177E+01, 3.155E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.200E+01, 7.763E+01, 7.255E+01, 6.297E+01, 5.336E+01, 3.963E+01, 3.441E+01, 2.990E+01, 2.611E+01, 1.980E+01, 1.723E+01, 1.500E+01, 1.311E+01, 9.962E+00, 8.618E+00, 7.514E+00, 6.673E+00, 5.530E+00, 5.127E+00, 4.757E+00, 4.407E+00, 4.076E+00, 3.493E+00, 3.231E+00, 2.996E+00, 2.791E+00, 2.480E+00, 2.360E+00, 2.260E+00, 2.169E+00, 2.007E+00, 1.931E+00, 1.854E+00, 1.792E+00, 1.727E+00, 1.632E+00, 1.589E+00, 1.532E+00, 1.478E+00, 1.358E+00, 1.304E+00, 1.254E+00, 1.209E+00, 1.137E+00, 1.105E+00, 1.073E+00, 1.041E+00, 9.855E-01, 9.596E-01, 9.312E-01, 9.017E-01, 6.876E+02, 6.628E+02, 6.150E+02, 5.597E+02, 4.558E+02, 4.088E+02, 3.646E+02, 3.244E+02, 2.558E+02, 2.271E+02, 2.022E+02, 1.804E+02, 1.446E+02, 1.299E+02, 1.172E+02, 1.067E+02, 9.044E+01, 8.418E+01, 7.877E+01, 7.414E+01, 7.001E+01, 6.311E+01, 6.018E+01, 5.762E+01, 5.543E+01, 5.174E+01, 5.012E+01, 4.868E+01, 4.739E+01, 4.521E+01, 4.424E+01, 4.330E+01, 4.246E+01, 4.165E+01, 4.022E+01, 3.955E+01, 3.881E+01, 3.814E+01, 3.688E+01, 3.632E+01, 3.582E+01, 3.536E+01, 3.456E+01, 3.420E+01, 3.384E+01, 3.347E+01, 3.276E+01, 3.243E+01, 3.208E+01, 3.180E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.400E+01, 8.004E+01, 7.513E+01, 6.438E+01, 5.351E+01, 3.715E+01, 3.106E+01, 2.664E+01, 2.297E+01, 1.750E+01, 1.535E+01, 1.351E+01, 1.191E+01, 9.313E+00, 8.216E+00, 7.246E+00, 6.462E+00, 5.208E+00, 4.711E+00, 4.309E+00, 3.974E+00, 3.693E+00, 3.218E+00, 3.008E+00, 2.810E+00, 2.627E+00, 2.283E+00, 2.141E+00, 2.017E+00, 1.912E+00, 1.756E+00, 1.683E+00, 1.606E+00, 1.523E+00, 1.447E+00, 1.335E+00, 1.296E+00, 1.268E+00, 1.245E+00, 1.199E+00, 1.174E+00, 1.147E+00, 1.115E+00, 1.041E+00, 1.003E+00, 9.644E-01, 9.266E-01, 8.556E-01, 8.262E-01, 7.988E-01, 7.768E-01, 6.955E+02, 6.727E+02, 6.239E+02, 5.647E+02, 4.540E+02, 4.058E+02, 3.627E+02, 3.236E+02, 2.572E+02, 2.290E+02, 2.046E+02, 1.830E+02, 1.475E+02, 1.326E+02, 1.196E+02, 1.088E+02, 9.211E+01, 8.565E+01, 8.019E+01, 7.553E+01, 7.143E+01, 6.451E+01, 6.153E+01, 5.886E+01, 5.656E+01, 5.261E+01, 5.090E+01, 4.936E+01, 4.799E+01, 4.567E+01, 4.461E+01, 4.360E+01, 4.263E+01, 4.173E+01, 4.020E+01, 3.954E+01, 3.893E+01, 3.838E+01, 3.738E+01, 3.692E+01, 3.648E+01, 3.604E+01, 3.518E+01, 3.476E+01, 3.435E+01, 3.394E+01, 3.316E+01, 3.281E+01, 3.245E+01, 3.217E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.600E+01, 8.328E+01, 7.853E+01, 6.800E+01, 5.669E+01, 4.010E+01, 3.430E+01, 2.950E+01, 2.550E+01, 1.929E+01, 1.675E+01, 1.449E+01, 1.259E+01, 9.666E+00, 8.534E+00, 7.592E+00, 6.783E+00, 5.467E+00, 4.932E+00, 4.476E+00, 4.076E+00, 3.737E+00, 3.200E+00, 2.986E+00, 2.805E+00, 2.643E+00, 2.388E+00, 2.280E+00, 2.163E+00, 2.047E+00, 1.837E+00, 1.749E+00, 1.671E+00, 1.599E+00, 1.534E+00, 1.421E+00, 1.369E+00, 1.316E+00, 1.262E+00, 1.156E+00, 1.105E+00, 1.056E+00, 1.012E+00, 9.391E-01, 9.090E-01, 8.826E-01, 8.607E-01, 8.229E-01, 8.049E-01, 7.868E-01, 7.730E-01, 7.075E+02, 6.837E+02, 6.310E+02, 5.695E+02, 4.568E+02, 4.075E+02, 3.640E+02, 3.250E+02, 2.589E+02, 2.307E+02, 2.056E+02, 1.839E+02, 1.486E+02, 1.340E+02, 1.214E+02, 1.108E+02, 9.387E+01, 8.715E+01, 8.142E+01, 7.645E+01, 7.208E+01, 6.484E+01, 6.180E+01, 5.911E+01, 5.676E+01, 5.277E+01, 5.102E+01, 4.943E+01, 4.799E+01, 4.557E+01, 4.451E+01, 4.353E+01, 4.261E+01, 4.176E+01, 4.032E+01, 3.968E+01, 3.905E+01, 3.846E+01, 3.734E+01, 3.682E+01, 3.632E+01, 3.584E+01, 3.496E+01, 3.455E+01, 3.416E+01, 3.377E+01, 3.306E+01, 3.273E+01, 3.241E+01, 3.216E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.800E+01, 8.516E+01, 8.032E+01, 7.203E+01, 6.285E+01, 4.698E+01, 4.056E+01, 3.522E+01, 3.057E+01, 2.280E+01, 1.958E+01, 1.691E+01, 1.480E+01, 1.144E+01, 1.015E+01, 9.052E+00, 8.113E+00, 6.558E+00, 5.945E+00, 5.410E+00, 4.934E+00, 4.493E+00, 3.753E+00, 3.442E+00, 3.179E+00, 2.954E+00, 2.606E+00, 2.455E+00, 2.317E+00, 2.190E+00, 1.973E+00, 1.880E+00, 1.794E+00, 1.721E+00, 1.662E+00, 1.570E+00, 1.528E+00, 1.486E+00, 1.437E+00, 1.308E+00, 1.240E+00, 1.181E+00, 1.134E+00, 1.068E+00, 1.047E+00, 1.030E+00, 1.016E+00, 9.947E-01, 9.831E-01, 9.680E-01, 9.542E-01, 7.174E+02, 6.952E+02, 6.511E+02, 5.974E+02, 4.903E+02, 4.405E+02, 3.952E+02, 3.534E+02, 2.811E+02, 2.501E+02, 2.229E+02, 1.993E+02, 1.608E+02, 1.451E+02, 1.315E+02, 1.200E+02, 1.013E+02, 9.395E+01, 8.757E+01, 8.202E+01, 7.706E+01, 6.880E+01, 6.534E+01, 6.232E+01, 5.969E+01, 5.533E+01, 5.343E+01, 5.171E+01, 5.017E+01, 4.757E+01, 4.643E+01, 4.536E+01, 4.437E+01, 4.348E+01, 4.198E+01, 4.131E+01, 4.065E+01, 4.000E+01, 3.864E+01, 3.798E+01, 3.736E+01, 3.680E+01, 3.584E+01, 3.544E+01, 3.507E+01, 3.471E+01, 3.406E+01, 3.376E+01, 3.346E+01, 3.322E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 8.233E+01, 8.004E+01, 7.406E+01, 6.644E+01, 5.165E+01, 4.541E+01, 4.001E+01, 3.518E+01, 2.654E+01, 2.290E+01, 1.987E+01, 1.742E+01, 1.350E+01, 1.189E+01, 1.045E+01, 9.168E+00, 7.143E+00, 6.347E+00, 5.680E+00, 5.116E+00, 4.623E+00, 3.762E+00, 3.404E+00, 3.096E+00, 2.841E+00, 2.454E+00, 2.299E+00, 2.175E+00, 2.077E+00, 1.918E+00, 1.851E+00, 1.791E+00, 1.742E+00, 1.693E+00, 1.588E+00, 1.530E+00, 1.469E+00, 1.408E+00, 1.310E+00, 1.274E+00, 1.243E+00, 1.214E+00, 1.162E+00, 1.137E+00, 1.113E+00, 1.092E+00, 1.039E+00, 1.002E+00, 9.591E-01, 9.153E-01, 7.173E+02, 7.006E+02, 6.635E+02, 6.155E+02, 5.135E+02, 4.653E+02, 4.207E+02, 3.790E+02, 3.028E+02, 2.692E+02, 2.400E+02, 2.149E+02, 1.737E+02, 1.567E+02, 1.417E+02, 1.287E+02, 1.079E+02, 9.965E+01, 9.255E+01, 8.640E+01, 8.093E+01, 7.173E+01, 6.785E+01, 6.446E+01, 6.154E+01, 5.676E+01, 5.473E+01, 5.292E+01, 5.133E+01, 4.861E+01, 4.743E+01, 4.633E+01, 4.535E+01, 4.444E+01, 4.283E+01, 4.207E+01, 4.131E+01, 4.059E+01, 3.922E+01, 3.860E+01, 3.804E+01, 3.752E+01, 3.660E+01, 3.619E+01, 3.580E+01, 3.543E+01, 3.470E+01, 3.432E+01, 3.389E+01, 3.352E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.200E+01, 7.996E+01, 7.693E+01, 7.064E+01, 6.323E+01, 4.937E+01, 4.403E+01, 3.955E+01, 3.570E+01, 2.862E+01, 2.529E+01, 2.232E+01, 1.963E+01, 1.490E+01, 1.303E+01, 1.147E+01, 1.013E+01, 8.091E+00, 7.316E+00, 6.623E+00, 5.996E+00, 5.443E+00, 4.582E+00, 4.232E+00, 3.910E+00, 3.602E+00, 3.076E+00, 2.862E+00, 2.698E+00, 2.553E+00, 2.297E+00, 2.193E+00, 2.098E+00, 2.005E+00, 1.929E+00, 1.815E+00, 1.771E+00, 1.725E+00, 1.675E+00, 1.566E+00, 1.517E+00, 1.473E+00, 1.433E+00, 1.366E+00, 1.327E+00, 1.291E+00, 1.254E+00, 1.186E+00, 1.159E+00, 1.127E+00, 1.098E+00, 7.143E+02, 6.982E+02, 6.638E+02, 6.202E+02, 5.264E+02, 4.820E+02, 4.407E+02, 4.019E+02, 3.290E+02, 2.952E+02, 2.646E+02, 2.373E+02, 1.910E+02, 1.718E+02, 1.551E+02, 1.406E+02, 1.176E+02, 1.086E+02, 1.007E+02, 9.376E+01, 8.760E+01, 7.744E+01, 7.322E+01, 6.945E+01, 6.609E+01, 6.044E+01, 5.808E+01, 5.609E+01, 5.434E+01, 5.133E+01, 5.004E+01, 4.883E+01, 4.770E+01, 4.667E+01, 4.494E+01, 4.418E+01, 4.342E+01, 4.266E+01, 4.117E+01, 4.049E+01, 3.987E+01, 3.930E+01, 3.830E+01, 3.784E+01, 3.740E+01, 3.697E+01, 3.615E+01, 3.574E+01, 3.530E+01, 3.492E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.400E+01, 7.766E+01, 7.441E+01, 6.551E+01, 5.521E+01, 4.009E+01, 3.481E+01, 3.071E+01, 2.734E+01, 2.177E+01, 1.945E+01, 1.742E+01, 1.564E+01, 1.270E+01, 1.139E+01, 1.022E+01, 9.218E+00, 7.517E+00, 6.772E+00, 6.108E+00, 5.528E+00, 5.024E+00, 4.166E+00, 3.815E+00, 3.518E+00, 3.263E+00, 2.843E+00, 2.667E+00, 2.507E+00, 2.351E+00, 2.067E+00, 1.935E+00, 1.812E+00, 1.696E+00, 1.589E+00, 1.390E+00, 1.306E+00, 1.237E+00, 1.184E+00, 1.102E+00, 1.069E+00, 1.040E+00, 1.013E+00, 9.662E-01, 9.482E-01, 9.318E-01, 9.163E-01, 8.835E-01, 8.681E-01, 8.499E-01, 8.350E-01, 7.119E+02, 6.954E+02, 6.567E+02, 6.075E+02, 5.101E+02, 4.659E+02, 4.256E+02, 3.881E+02, 3.188E+02, 2.871E+02, 2.585E+02, 2.329E+02, 1.894E+02, 1.710E+02, 1.548E+02, 1.407E+02, 1.179E+02, 1.087E+02, 1.008E+02, 9.382E+01, 8.768E+01, 7.745E+01, 7.320E+01, 6.948E+01, 6.623E+01, 6.079E+01, 5.847E+01, 5.643E+01, 5.458E+01, 5.136E+01, 4.994E+01, 4.861E+01, 4.738E+01, 4.626E+01, 4.426E+01, 4.337E+01, 4.253E+01, 4.175E+01, 4.031E+01, 3.967E+01, 3.909E+01, 3.857E+01, 3.765E+01, 3.724E+01, 3.684E+01, 3.645E+01, 3.569E+01, 3.532E+01, 3.492E+01, 3.457E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.600E+01, 8.481E+01, 7.951E+01, 6.857E+01, 5.748E+01, 4.059E+01, 3.474E+01, 3.000E+01, 2.597E+01, 1.982E+01, 1.749E+01, 1.556E+01, 1.377E+01, 1.076E+01, 9.468E+00, 8.365E+00, 7.490E+00, 6.101E+00, 5.563E+00, 5.061E+00, 4.648E+00, 4.268E+00, 3.659E+00, 3.384E+00, 3.139E+00, 2.886E+00, 2.434E+00, 2.260E+00, 2.106E+00, 1.984E+00, 1.820E+00, 1.758E+00, 1.711E+00, 1.670E+00, 1.627E+00, 1.521E+00, 1.458E+00, 1.393E+00, 1.324E+00, 1.190E+00, 1.132E+00, 1.082E+00, 1.042E+00, 9.861E-01, 9.643E-01, 9.475E-01, 9.356E-01, 9.140E-01, 9.004E-01, 8.812E-01, 8.617E-01, 7.240E+02, 7.044E+02, 6.603E+02, 6.062E+02, 5.034E+02, 4.589E+02, 4.186E+02, 3.812E+02, 3.134E+02, 2.829E+02, 2.552E+02, 2.303E+02, 1.874E+02, 1.690E+02, 1.529E+02, 1.392E+02, 1.169E+02, 1.079E+02, 1.000E+02, 9.326E+01, 8.722E+01, 7.717E+01, 7.295E+01, 6.925E+01, 6.596E+01, 6.044E+01, 5.815E+01, 5.614E+01, 5.437E+01, 5.143E+01, 5.014E+01, 4.896E+01, 4.784E+01, 4.678E+01, 4.484E+01, 4.393E+01, 4.306E+01, 4.223E+01, 4.070E+01, 4.001E+01, 3.940E+01, 3.886E+01, 3.793E+01, 3.751E+01, 3.712E+01, 3.675E+01, 3.603E+01, 3.567E+01, 3.526E+01, 3.491E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.800E+01, 8.368E+01, 8.077E+01, 7.426E+01, 6.630E+01, 5.119E+01, 4.489E+01, 3.964E+01, 3.518E+01, 2.772E+01, 2.425E+01, 2.086E+01, 1.812E+01, 1.373E+01, 1.206E+01, 1.066E+01, 9.461E+00, 7.456E+00, 6.620E+00, 5.896E+00, 5.290E+00, 4.782E+00, 3.958E+00, 3.624E+00, 3.334E+00, 3.082E+00, 2.696E+00, 2.534E+00, 2.386E+00, 2.262E+00, 2.057E+00, 1.963E+00, 1.861E+00, 1.750E+00, 1.634E+00, 1.441E+00, 1.375E+00, 1.319E+00, 1.268E+00, 1.176E+00, 1.134E+00, 1.091E+00, 1.047E+00, 9.631E-01, 9.301E-01, 9.025E-01, 8.788E-01, 8.391E-01, 8.228E-01, 8.066E-01, 7.974E-01, 7.306E+02, 7.142E+02, 6.773E+02, 6.301E+02, 5.315E+02, 4.857E+02, 4.441E+02, 4.052E+02, 3.349E+02, 3.023E+02, 2.720E+02, 2.447E+02, 1.983E+02, 1.790E+02, 1.621E+02, 1.475E+02, 1.238E+02, 1.141E+02, 1.055E+02, 9.806E+01, 9.154E+01, 8.075E+01, 7.620E+01, 7.219E+01, 6.856E+01, 6.247E+01, 5.992E+01, 5.766E+01, 5.569E+01, 5.246E+01, 5.105E+01, 4.971E+01, 4.842E+01, 4.718E+01, 4.501E+01, 4.408E+01, 4.319E+01, 4.235E+01, 4.078E+01, 4.008E+01, 3.944E+01, 3.884E+01, 3.781E+01, 3.735E+01, 3.693E+01, 3.655E+01, 3.583E+01, 3.549E+01, 3.511E+01, 3.481E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
