s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_PVC,MLR_PVC PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-5.775E-04, 2.542E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.775E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 5.498E+00, 0.000E+00,-1.599E+00,-9.156E-01,-3.467E-01, 1.108E-02, 0.000E+00, 0.000E+00, 2.643E+00, 2.648E+00, 0.000E+00, 1.221E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+01, 1.658E+01, 0.000E+00,-4.827E+00,-8.836E+00,-1.187E+00, 9.475E-02, 0.000E+00, 0.000E+00, 1.854E+00, 1.828E+00, 0.000E+00, 3.657E-04, 0.000E+00, 2.619E-17, 0.000E+00
 3.000E+01, 2.902E+01, 0.000E+00,-8.401E+00,-1.724E+01,-2.067E+00, 2.638E-01, 0.000E+00, 0.000E+00, 1.668E+00, 1.572E+00, 0.000E+00, 6.391E-04, 0.000E+00, 5.670E-07, 0.000E+00
 4.000E+01, 4.393E+01, 0.000E+00,-1.274E+01,-2.734E+01,-2.942E+00, 4.890E-01, 0.000E+00, 0.000E+00, 1.538E+00, 1.404E+00, 0.000E+00, 9.419E-04, 0.000E+00, 7.861E-05, 0.000E+00
 5.000E+01, 5.573E+01, 0.000E+00,-1.627E+01,-3.592E+01,-3.519E+00, 6.610E-01, 0.000E+00, 0.000E+00, 8.513E-01, 6.813E-01, 0.000E+00, 1.143E-03, 0.000E+00, 2.319E-04, 0.000E+00
 6.000E+01, 6.230E+01, 0.000E+00,-1.830E+01,-4.057E+01,-3.694E+00, 7.647E-01, 0.000E+00, 0.000E+00, 7.080E-01, 5.029E-01, 0.000E+00, 1.241E-03, 0.000E+00, 3.611E-04, 0.000E+00
 7.000E+01, 6.779E+01, 0.000E+00,-2.004E+01,-4.497E+01,-3.815E+00, 8.261E-01, 0.000E+00, 0.000E+00, 3.716E-02,-2.056E-01, 0.000E+00, 1.314E-03, 0.000E+00, 4.873E-04, 0.000E+00
 8.000E+01, 7.240E+01, 0.000E+00,-2.150E+01,-4.824E+01,-3.883E+00, 8.801E-01, 0.000E+00, 0.000E+00,-1.074E-01,-3.498E-01, 0.000E+00, 1.360E-03, 0.000E+00, 6.442E-04, 0.000E+00
 9.000E+01, 7.532E+01, 0.000E+00,-2.235E+01,-4.900E+01,-4.080E+00, 9.160E-01, 0.000E+00, 0.000E+00, 1.157E+00, 8.072E-01, 0.000E+00, 1.383E-03, 0.000E+00, 7.380E-04, 0.000E+00
 1.000E+02, 7.707E+01, 0.000E+00,-2.302E+01,-5.164E+01,-4.032E+00, 9.366E-01, 0.000E+00, 0.000E+00,-3.078E-01,-6.863E-01, 0.000E+00, 1.383E-03, 0.000E+00, 8.643E-04, 0.000E+00
 1.100E+02, 7.966E+01, 0.000E+00,-2.399E+01,-5.320E+01,-3.838E+00, 9.692E-01, 0.000E+00, 0.000E+00,-8.336E-03,-4.064E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.027E-03, 0.000E+00
 1.200E+02, 8.021E+01, 0.000E+00,-2.420E+01,-5.334E+01,-3.787E+00, 9.660E-01, 0.000E+00, 0.000E+00, 2.005E-01,-1.492E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.027E-03, 0.000E+00
 1.300E+02, 8.106E+01, 0.000E+00,-2.439E+01,-5.449E+01,-3.860E+00, 9.749E-01, 0.000E+00, 0.000E+00,-2.378E-01,-7.099E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.105E-03, 0.000E+00
 1.400E+02, 8.133E+01, 0.000E+00,-2.458E+01,-5.397E+01,-3.843E+00, 9.829E-01, 0.000E+00, 0.000E+00, 3.851E-01,-8.057E-02, 0.000E+00, 1.383E-03, 0.000E+00, 1.141E-03, 0.000E+00
 1.500E+02, 8.321E+01, 0.000E+00,-2.519E+01,-5.564E+01,-3.663E+00, 9.933E-01, 0.000E+00, 0.000E+00, 1.617E-01,-2.942E-01, 0.000E+00, 1.383E-03, 0.000E+00, 1.212E-03, 0.000E+00
 1.600E+02, 8.470E+01, 0.000E+00,-2.568E+01,-5.640E+01,-3.658E+00, 1.008E+00, 0.000E+00, 0.000E+00, 4.174E-01,-2.462E-02, 0.000E+00, 1.383E-03, 0.000E+00, 1.313E-03, 0.000E+00
