s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_MMA,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-9.187E-04, 6.238E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.187E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 3.883E+01,-1.489E+01,-1.677E+01,-2.214E+00,-5.284E-02, 0.000E+00, 0.000E+00, 5.003E+00, 4.912E+00, 0.000E+00, 1.568E-03, 0.000E+00
 3.000E+01, 6.012E+01,-2.336E+01,-3.379E+01,-3.000E+00,-1.437E-01, 0.000E+00, 0.000E+00, 2.535E-02,-1.722E-01, 0.000E+00, 2.351E-03, 0.000E+00
 4.500E+01, 6.015E+01,-2.329E+01,-3.421E+01,-2.824E+00,-1.950E-01, 0.000E+00, 0.000E+00,-1.607E-01,-3.641E-01, 0.000E+00, 2.365E-03, 0.000E+00
 6.000E+01, 6.300E+01,-2.435E+01,-3.498E+01,-2.862E+00,-2.555E-01, 0.000E+00, 0.000E+00, 7.652E-01, 5.539E-01, 0.000E+00, 2.472E-03, 0.000E+00
 7.500E+01, 7.108E+01,-2.743E+01,-4.044E+01,-2.966E+00,-3.495E-01, 0.000E+00, 0.000E+00, 1.315E-01,-1.148E-01, 0.000E+00, 2.788E-03, 0.000E+00
 9.000E+01, 8.351E+01,-3.223E+01,-4.731E+01,-3.301E+00,-4.676E-01, 0.000E+00, 0.000E+00, 5.143E-01, 1.988E-01, 0.000E+00, 3.296E-03, 0.000E+00
 1.050E+02, 1.014E+02,-3.888E+01,-5.751E+01,-3.651E+00,-6.157E-01, 0.000E+00, 0.000E+00, 1.210E+00, 7.878E-01, 0.000E+00, 3.970E-03, 0.000E+00
 1.200E+02, 1.221E+02,-4.696E+01,-7.062E+01,-4.141E+00,-7.821E-01, 0.000E+00, 0.000E+00, 1.010E-01,-4.454E-01, 0.000E+00, 4.793E-03, 0.000E+00
 1.350E+02, 1.492E+02,-5.683E+01,-8.634E+01,-4.773E+00,-9.876E-01, 0.000E+00, 0.000E+00, 1.062E+00, 2.994E-01, 0.000E+00, 5.851E-03, 0.000E+00
 1.500E+02, 1.946E+02,-7.442E+01,-1.122E+02,-5.824E+00,-1.337E+00, 0.000E+00, 0.000E+00, 1.712E+00, 7.721E-01, 0.000E+00, 7.634E-03, 0.000E+00
 1.650E+02, 2.618E+02,-1.002E+02,-1.521E+02,-7.029E+00,-1.847E+00, 0.000E+00, 0.000E+00, 1.869E+00, 5.527E-01, 0.000E+00, 1.028E-02, 0.000E+00
 1.800E+02, 3.815E+02,-1.468E+02,-2.211E+02,-9.413E+00,-2.772E+00, 0.000E+00, 0.000E+00, 3.350E+00, 1.471E+00, 0.000E+00, 1.495E-02, 0.000E+00
 1.950E+02, 6.370E+02,-2.432E+02,-3.744E+02,-1.313E+01,-4.677E+00, 0.000E+00, 0.000E+00, 4.423E+00, 1.678E+00, 0.000E+00, 2.516E-02, 0.000E+00
 2.100E+02, 1.194E+03,-4.552E+02,-7.085E+02,-1.907E+01,-8.653E+00, 0.000E+00, 0.000E+00, 5.664E+00, 2.995E+00, 0.000E+00, 4.805E-02, 0.000E+00
 2.250E+02, 1.816E+03,-7.027E+02,-1.074E+03,-2.314E+01,-1.237E+01, 0.000E+00, 0.000E+00, 4.928E+00, 3.393E+00, 0.000E+00, 7.601E-02, 0.000E+00
 2.400E+02, 2.196E+03,-8.576E+02,-1.297E+03,-2.615E+01,-1.415E+01, 0.000E+00, 0.000E+00, 1.209E+00, 9.746E-01, 0.000E+00, 9.499E-02, 0.000E+00
 2.550E+02, 2.337E+03,-9.212E+02,-1.375E+03,-2.685E+01,-1.479E+01, 0.000E+00, 0.000E+00,-4.896E-01,-2.612E-01, 0.000E+00, 1.054E-01, 0.000E+00
 2.700E+02, 2.461E+03,-9.722E+02,-1.443E+03,-2.656E+01,-1.516E+01, 0.000E+00, 0.000E+00, 3.641E+00, 4.304E+00, 0.000E+00, 1.137E-01, 0.000E+00
 2.850E+02, 2.561E+03,-1.013E+03,-1.506E+03,-2.719E+01,-1.559E+01, 0.000E+00, 0.000E+00,-1.241E+00,-6.802E-01, 0.000E+00, 1.203E-01, 0.000E+00
