s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_PRODUCTS 2,MLR_MMA
 0.000E+00, 0.000E+00, 0.000E+00,-3.224E-04, 8.309E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.224E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.011E+00, 1.150E+00, 0.000E+00,-3.678E-01, 1.370E-02,-2.669E-02, 1.675E-04, 0.000E+00, 0.000E+00, 7.527E-01, 7.689E-01, 0.000E+00, 2.486E-05, 0.000E+00, 0.000E+00, 1.319E-13
 4.006E+00, 3.283E+00, 0.000E+00,-9.584E-01, 3.719E-02,-1.536E-01, 2.256E-03, 0.000E+00, 0.000E+00, 2.187E+00, 2.210E+00, 0.000E+00, 7.355E-05, 0.000E+00, 0.000E+00, 1.351E-13
 6.007E+00, 5.481E+00, 0.000E+00,-1.587E+00, 9.219E-03,-4.054E-01, 7.786E-03, 0.000E+00, 0.000E+00, 3.495E+00, 3.506E+00, 0.000E+00, 1.221E-04, 0.000E+00, 0.000E+00, 1.427E-13
 8.009E+00, 7.694E+00, 0.000E+00,-2.260E+00,-9.811E-01,-6.093E-01, 1.799E-02, 0.000E+00, 0.000E+00, 3.863E+00, 3.862E+00, 0.000E+00, 1.709E-04, 0.000E+00, 0.000E+00, 2.041E-13
 1.000E+01, 9.912E+00, 0.000E+00,-2.883E+00,-3.673E+00,-7.906E-01, 3.228E-02, 0.000E+00, 0.000E+00, 2.612E+00, 2.598E+00, 0.000E+00, 2.195E-04, 0.000E+00, 0.000E+00, 1.091E-12
 1.201E+01, 1.215E+01, 0.000E+00,-3.567E+00,-5.997E+00,-9.295E-01, 5.133E-02, 0.000E+00, 0.000E+00, 1.727E+00, 1.710E+00, 0.000E+00, 2.682E-04, 0.000E+00, 0.000E+00, 1.427E-11
 1.400E+01, 1.434E+01, 0.000E+00,-4.171E+00,-7.057E+00,-1.113E+00, 7.304E-02, 0.000E+00, 0.000E+00, 2.103E+00, 2.077E+00, 0.000E+00, 3.170E-04, 0.000E+00, 0.000E+00, 2.371E-10
 1.600E+01, 1.658E+01, 0.000E+00,-4.851E+00,-9.426E+00,-1.301E+00, 9.844E-02, 0.000E+00, 0.000E+00, 1.149E+00, 1.105E+00, 0.000E+00, 3.656E-04, 0.000E+00, 0.000E+00, 4.774E-09
 1.801E+01, 1.880E+01, 0.000E+00,-5.474E+00,-9.378E+00,-1.519E+00, 1.254E-01, 0.000E+00, 0.000E+00, 2.582E+00, 2.551E+00, 0.000E+00, 4.144E-04, 0.000E+00, 0.000E+00, 8.444E-08
 2.001E+01, 2.102E+01, 0.000E+00,-6.187E+00,-1.264E+01,-1.631E+00, 1.556E-01, 0.000E+00, 0.000E+00, 7.596E-01, 7.159E-01, 0.000E+00, 4.632E-04, 0.000E+00, 0.000E+00, 1.031E-06
 2.200E+01, 2.373E+01, 0.000E+00,-6.936E+00,-1.330E+01,-1.792E+00, 1.908E-01, 0.000E+00, 0.000E+00, 1.969E+00, 1.888E+00, 0.000E+00, 5.179E-04, 0.000E+00, 0.000E+00, 1.010E-05
 2.400E+01, 2.708E+01, 0.000E+00,-8.001E+00,-1.565E+01,-2.160E+00, 2.346E-01, 0.000E+00, 0.000E+00, 1.593E+00, 1.510E+00, 0.000E+00, 5.784E-04, 0.000E+00, 0.000E+00, 3.218E-05
 2.600E+01, 3.003E+01, 0.000E+00,-8.712E+00,-1.657E+01,-2.189E+00, 2.759E-01, 0.000E+00, 0.000E+00, 2.846E+00, 2.834E+00, 0.000E+00, 6.390E-04, 0.000E+00, 0.000E+00, 4.069E-05
 2.801E+01, 3.320E+01, 0.000E+00,-9.807E+00,-2.061E+01,-2.411E+00, 3.271E-01, 0.000E+00, 0.000E+00, 7.723E-01, 7.014E-01, 0.000E+00, 6.996E-04, 0.000E+00, 0.000E+00, 6.126E-05
 3.000E+01, 3.675E+01, 0.000E+00,-1.077E+01,-2.059E+01,-2.640E+00, 3.744E-01, 0.000E+00, 0.000E+00, 3.228E+00, 3.125E+00, 0.000E+00, 7.602E-04, 0.000E+00, 0.000E+00, 9.122E-05
 3.200E+01, 3.972E+01, 0.000E+00,-1.171E+01,-2.417E+01,-3.028E+00, 4.227E-01, 0.000E+00, 0.000E+00, 1.375E+00, 1.236E+00, 0.000E+00, 8.208E-04, 0.000E+00, 0.000E+00, 1.065E-04
 3.400E+01, 4.319E+01, 0.000E+00,-1.263E+01,-2.778E+01,-3.052E+00, 4.764E-01, 0.000E+00, 0.000E+00, 3.091E-01, 2.106E-01, 0.000E+00, 8.813E-04, 0.000E+00, 0.000E+00, 1.246E-04
 3.600E+01, 4.713E+01, 0.000E+00,-1.388E+01,-2.787E+01,-3.164E+00, 5.334E-01, 0.000E+00, 0.000E+00, 2.886E+00, 2.757E+00, 0.000E+00, 9.419E-04, 0.000E+00, 0.000E+00, 1.720E-04
 3.800E+01, 5.068E+01, 0.000E+00,-1.503E+01,-3.081E+01,-3.510E+00, 5.898E-01, 0.000E+00, 0.000E+00, 2.102E+00, 1.918E+00, 0.000E+00, 1.002E-03, 0.000E+00, 0.000E+00, 2.312E-04
 4.000E+01, 5.595E+01, 0.000E+00,-1.675E+01,-3.435E+01,-3.508E+00, 6.429E-01, 0.000E+00, 0.000E+00, 2.071E+00, 1.991E+00, 0.000E+00, 1.063E-03, 0.000E+00, 0.000E+00, 3.120E-04
 4.200E+01, 6.051E+01, 0.000E+00,-1.803E+01,-3.912E+01,-3.857E+00, 6.844E-01, 0.000E+00, 0.000E+00, 4.244E-01, 1.932E-01, 0.000E+00, 1.103E-03, 0.000E+00, 0.000E+00, 3.861E-04
 4.400E+01, 6.377E+01, 0.000E+00,-1.930E+01,-3.957E+01,-3.996E+00, 7.305E-01, 0.000E+00, 0.000E+00, 1.869E+00, 1.636E+00, 0.000E+00, 1.123E-03, 0.000E+00, 0.000E+00, 5.008E-04
 4.600E+01, 6.746E+01, 0.000E+00,-2.044E+01,-4.223E+01,-3.964E+00, 7.749E-01, 0.000E+00, 0.000E+00, 1.758E+00, 1.596E+00, 0.000E+00, 1.143E-03, 0.000E+00, 0.000E+00, 6.070E-04
 4.800E+01, 7.251E+01, 0.000E+00,-2.208E+01,-4.390E+01,-4.332E+00, 8.178E-01, 0.000E+00, 0.000E+00, 3.245E+00, 3.011E+00, 0.000E+00, 1.162E-03, 0.000E+00, 0.000E+00, 7.649E-04
 5.000E+01, 7.479E+01, 0.000E+00,-2.304E+01,-4.810E+01,-4.481E+00, 8.589E-01, 0.000E+00, 0.000E+00, 4.024E-01, 2.615E-02, 0.000E+00, 1.182E-03, 0.000E+00, 0.000E+00, 9.026E-04
 5.200E+01, 8.367E+01, 0.000E+00,-2.587E+01,-5.200E+01,-5.042E+00, 9.164E-01, 0.000E+00, 0.000E+00, 2.049E+00, 1.685E+00, 0.000E+00, 1.202E-03, 0.000E+00, 0.000E+00, 1.137E-03
 5.400E+01, 8.818E+01, 0.000E+00,-2.759E+01,-5.683E+01,-4.610E+00, 9.371E-01, 0.000E+00, 0.000E+00, 3.928E-01, 9.587E-02, 0.000E+00, 1.222E-03, 0.000E+00, 0.000E+00, 1.288E-03
 5.600E+01, 9.377E+01, 0.000E+00,-2.932E+01,-5.591E+01,-5.099E+00, 1.002E+00, 0.000E+00, 0.000E+00, 4.872E+00, 4.438E+00, 0.000E+00, 1.241E-03, 0.000E+00, 0.000E+00, 1.435E-03
 5.800E+01, 9.593E+01, 0.000E+00,-3.032E+01,-6.173E+01,-5.182E+00, 1.037E+00, 0.000E+00, 0.000E+00, 1.081E-01,-2.648E-01, 0.000E+00, 1.261E-03, 0.000E+00, 0.000E+00, 1.587E-03
 6.000E+01, 1.010E+02, 0.000E+00,-3.200E+01,-6.776E+01,-5.434E+00, 1.055E+00, 0.000E+00, 0.000E+00,-2.535E+00,-3.100E+00, 0.000E+00, 1.281E-03, 0.000E+00, 0.000E+00, 1.758E-03
 6.200E+01, 1.062E+02, 0.000E+00,-3.363E+01,-6.296E+01,-5.438E+00, 1.057E+00, 0.000E+00, 0.000E+00, 5.675E+00, 5.262E+00, 0.000E+00, 1.295E-03, 0.000E+00, 0.000E+00, 1.732E-03
