s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.711E-04, 8.380E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.711E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.035E+00, 1.197E+00, 0.000E+00,-3.926E-01, 1.251E-02,-2.870E-02, 1.694E-04, 0.000E+00, 0.000E+00, 7.711E-01, 7.879E-01, 0.000E+00, 2.522E-05, 0.000E+00
 4.013E+00, 3.297E+00, 0.000E+00,-9.412E-01, 1.701E-02,-1.428E-01, 2.267E-03, 0.000E+00, 0.000E+00, 2.217E+00, 2.233E+00, 0.000E+00, 7.393E-05, 0.000E+00
 6.004E+00, 5.466E+00, 0.000E+00,-1.568E+00,-6.152E-01,-2.854E-01, 7.678E-03, 0.000E+00, 0.000E+00, 3.014E+00, 3.005E+00, 0.000E+00, 1.222E-04, 0.000E+00
 8.001E+00, 7.697E+00, 0.000E+00,-2.293E+00,-3.238E+00,-4.994E-01, 1.845E-02, 0.000E+00, 0.000E+00, 1.712E+00, 1.686E+00, 0.000E+00, 1.708E-04, 0.000E+00
 1.001E+01, 9.922E+00, 0.000E+00,-2.854E+00,-5.225E+00,-6.467E-01, 3.405E-02, 0.000E+00, 0.000E+00, 1.229E+00, 1.230E+00, 0.000E+00, 2.195E-04, 0.000E+00
 1.200E+01, 1.213E+01, 0.000E+00,-3.537E+00,-6.631E+00,-7.822E-01, 5.373E-02, 0.000E+00, 0.000E+00, 1.224E+00, 1.231E+00, 0.000E+00, 2.683E-04, 0.000E+00
 1.401E+01, 1.436E+01, 0.000E+00,-4.203E+00,-7.708E+00,-1.027E+00, 7.759E-02, 0.000E+00, 0.000E+00, 1.507E+00, 1.496E+00, 0.000E+00, 3.170E-04, 0.000E+00
 1.600E+01, 1.659E+01, 0.000E+00,-4.750E+00,-1.057E+01,-1.039E+00, 1.013E-01, 0.000E+00, 0.000E+00, 3.546E-01, 3.364E-01, 0.000E+00, 3.657E-04, 0.000E+00
