s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PBT,MLR_PRODUCTS,MLR_PROPANE,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-1.640E-03, 2.088E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.640E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 5.529E+00, 0.000E+00,-1.593E+00,-7.598E-01,-6.076E-01, 2.375E-02, 0.000E+00, 0.000E+00, 2.587E+00, 2.592E+00, 0.000E+00, 1.005E-23, 0.000E+00, 1.219E-04, 0.000E+00
 2.000E+01, 1.657E+01, 0.000E+00,-4.764E+00,-7.826E+00,-2.428E+00, 1.849E-01, 0.000E+00, 0.000E+00, 1.731E+00, 1.737E+00, 0.000E+00, 8.246E-16, 0.000E+00, 3.655E-04, 0.000E+00
 3.000E+01, 2.872E+01, 0.000E+00,-8.262E+00,-1.547E+01,-3.955E+00, 4.176E-01, 0.000E+00, 0.000E+00, 1.435E+00, 1.445E+00, 0.000E+00, 2.121E-12, 0.000E+00, 6.389E-04, 0.000E+00
 4.000E+01, 4.269E+01, 0.000E+00,-1.242E+01,-2.418E+01,-4.903E+00, 6.403E-01, 0.000E+00, 0.000E+00, 1.837E+00, 1.831E+00, 0.000E+00, 8.021E-10, 0.000E+00, 9.418E-04, 0.000E+00
 5.000E+01, 5.201E+01, 0.000E+00,-1.512E+01,-3.139E+01,-5.396E+00, 7.825E-01, 0.000E+00, 0.000E+00, 9.033E-01, 8.966E-01, 0.000E+00, 6.340E-08, 0.000E+00, 1.143E-03, 0.000E+00
 6.000E+01, 5.624E+01, 0.000E+00,-1.663E+01,-3.486E+01,-5.311E+00, 8.887E-01, 0.000E+00, 0.000E+00, 3.322E-01, 3.239E-01, 0.000E+00, 9.187E-07, 0.000E+00, 1.241E-03, 0.000E+00
 7.000E+01, 6.016E+01, 0.000E+00,-1.775E+01,-3.795E+01,-5.352E+00, 9.609E-01, 0.000E+00, 0.000E+00, 5.168E-02, 6.693E-02, 0.000E+00, 9.152E-06, 0.000E+00, 1.314E-03, 0.000E+00
 8.000E+01, 6.336E+01, 0.000E+00,-1.842E+01,-3.922E+01,-6.124E+00, 9.757E-01, 0.000E+00, 0.000E+00, 5.824E-01, 5.767E-01, 0.000E+00, 5.797E-05, 0.000E+00, 1.360E-03, 0.000E+00
 9.000E+01, 6.874E+01, 0.000E+00,-2.021E+01,-4.257E+01,-6.316E+00, 9.721E-01, 0.000E+00, 0.000E+00, 6.474E-01, 6.078E-01, 0.000E+00, 2.370E-04, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 7.555E+01, 0.000E+00,-2.265E+01,-4.697E+01,-6.587E+00, 9.236E-01, 0.000E+00, 0.000E+00, 3.243E-01, 2.595E-01, 0.000E+00, 5.137E-04, 0.000E+00, 1.383E-03, 0.000E+00
 1.100E+02, 8.335E+01, 0.000E+00,-2.549E+01,-5.116E+01,-6.861E+00, 8.656E-01, 0.000E+00, 0.000E+00, 7.611E-01, 7.083E-01, 0.000E+00, 8.276E-04, 0.000E+00, 1.383E-03, 0.000E+00
