s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 2.280E+02, 3.079E+03,-1.082E+03,-1.936E+03,-3.985E+01,-4.520E-01, 0.000E+00, 0.000E+00, 8.219E+00, 2.037E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.396E-01
 2.300E+02, 3.057E+03,-1.061E+03,-1.948E+03,-3.999E+01,-4.593E-01, 0.000E+00, 0.000E+00,-1.273E+00, 6.998E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.379E-01
 2.320E+02, 3.101E+03,-1.082E+03,-1.975E+03,-4.297E+01,-4.642E-01, 0.000E+00, 0.000E+00,-1.196E+01, 5.555E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.354E-01
 2.340E+02, 2.989E+03,-1.047E+03,-1.885E+03,-4.149E+01,-4.685E-01, 0.000E+00, 0.000E+00, 2.556E+00, 1.619E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.322E-01
 2.360E+02, 2.985E+03,-1.048E+03,-1.875E+03,-3.849E+01,-4.583E-01, 0.000E+00, 0.000E+00, 1.232E+01, 2.348E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.329E-01
 2.380E+02, 2.923E+03,-1.020E+03,-1.860E+03,-3.636E+01,-4.564E-01, 0.000E+00, 0.000E+00, 4.552E-01, 5.515E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.292E-01
 2.400E+02, 2.934E+03,-1.027E+03,-1.869E+03,-4.252E+01,-4.352E-01, 0.000E+00, 0.000E+00,-1.858E+01,-4.888E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.218E-01
 2.420E+02, 2.828E+03,-9.933E+02,-1.774E+03,-4.160E+01,-4.121E-01, 0.000E+00, 0.000E+00, 8.471E+00, 1.959E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.158E-01
 2.440E+02, 2.810E+03,-9.893E+02,-1.765E+03,-4.240E+01,-3.971E-01, 0.000E+00, 0.000E+00, 1.107E-01, 1.247E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.117E-01
 2.460E+02, 2.697E+03,-9.573E+02,-1.698E+03,-3.851E+01,-3.751E-01, 0.000E+00, 0.000E+00,-3.801E+00, 3.495E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.069E-01
 2.480E+02, 2.664E+03,-9.540E+02,-1.664E+03,-3.685E+01,-3.646E-01, 0.000E+00, 0.000E+00, 4.053E+00, 9.316E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.046E-01
 2.500E+02, 2.621E+03,-9.387E+02,-1.657E+03,-3.984E+01,-3.502E-01, 0.000E+00, 0.000E+00,-2.017E+01,-1.481E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 1.006E-01
 2.520E+02, 2.544E+03,-9.096E+02,-1.555E+03,-4.225E+01,-3.117E-01, 0.000E+00, 0.000E+00, 2.786E+01, 3.602E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.476E-02
 2.540E+02, 2.432E+03,-8.733E+02,-1.534E+03,-3.841E+01,-2.980E-01, 0.000E+00, 0.000E+00,-1.687E+01,-1.463E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 9.141E-02
 2.560E+02, 2.380E+03,-8.595E+02,-1.508E+03,-3.852E+01,-2.818E-01, 0.000E+00, 0.000E+00,-2.979E+01,-2.629E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 8.769E-02
 2.580E+02, 2.323E+03,-8.526E+02,-1.398E+03,-3.861E+01,-2.736E-01, 0.000E+00, 0.000E+00, 2.910E+01, 3.349E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 8.520E-02
 2.600E+02, 2.246E+03,-8.162E+02,-1.402E+03,-3.828E+01,-2.497E-01, 0.000E+00, 0.000E+00,-1.193E+01,-1.039E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 8.061E-02
 2.620E+02, 2.194E+03,-7.922E+02,-1.369E+03,-3.832E+01,-2.339E-01, 0.000E+00, 0.000E+00,-6.987E+00,-5.803E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 7.778E-02
 2.640E+02, 2.047E+03,-7.435E+02,-1.264E+03,-3.799E+01,-2.193E-01, 0.000E+00, 0.000E+00,-1.369E+00, 9.767E-01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 7.261E-02
 2.660E+02, 1.908E+03,-7.004E+02,-1.195E+03,-3.589E+01,-1.807E-01, 0.000E+00, 0.000E+00,-2.513E+01,-2.359E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 6.828E-02
 2.680E+02, 1.876E+03,-6.908E+02,-1.123E+03,-3.498E+01,-1.750E-01, 0.000E+00, 0.000E+00, 2.419E+01, 2.676E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 6.562E-02
 2.700E+02, 1.825E+03,-6.823E+02,-1.120E+03,-3.636E+01,-1.686E-01, 0.000E+00, 0.000E+00,-1.365E+01,-1.397E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 6.417E-02
 2.720E+02, 1.716E+03,-6.365E+02,-1.038E+03,-3.687E+01,-1.482E-01, 0.000E+00, 0.000E+00, 4.137E+00, 4.815E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 6.080E-02
 2.740E+02, 1.621E+03,-5.986E+02,-9.967E+02,-3.483E+01,-1.248E-01, 0.000E+00, 0.000E+00,-7.805E+00,-9.708E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.674E-02
 2.760E+02, 1.554E+03,-5.766E+02,-9.643E+02,-3.065E+01,-1.030E-01, 0.000E+00, 0.000E+00,-1.618E+01,-1.725E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.398E-02
 2.780E+02, 1.489E+03,-5.505E+02,-9.082E+02,-3.252E+01,-9.682E-02, 0.000E+00, 0.000E+00,-1.329E+00,-2.456E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 5.174E-02
 2.800E+02, 1.423E+03,-5.215E+02,-8.551E+02,-3.367E+01,-8.917E-02, 0.000E+00, 0.000E+00, 1.479E+01, 1.300E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.952E-02
 2.820E+02, 1.403E+03,-5.186E+02,-8.456E+02,-3.357E+01,-8.272E-02, 0.000E+00, 0.000E+00, 6.532E+00, 4.952E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.901E-02
 2.840E+02, 1.344E+03,-4.996E+02,-8.454E+02,-3.166E+01,-6.870E-02, 0.000E+00, 0.000E+00,-2.985E+01,-3.304E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.686E-02
 2.860E+02, 1.286E+03,-4.761E+02,-7.815E+02,-2.696E+01,-4.519E-02, 0.000E+00, 0.000E+00, 4.064E+00, 1.605E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.375E-02
 2.880E+02, 1.233E+03,-4.577E+02,-7.589E+02,-2.822E+01,-4.463E-02, 0.000E+00, 0.000E+00,-9.941E+00,-1.225E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.237E-02
 2.900E+02, 1.202E+03,-4.491E+02,-7.389E+02,-3.031E+01,-4.306E-02, 0.000E+00, 0.000E+00,-1.425E+01,-1.621E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.206E-02
 2.920E+02, 1.200E+03,-4.359E+02,-7.198E+02,-2.771E+01,-3.593E-02, 0.000E+00, 0.000E+00, 1.937E+01, 1.711E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 4.093E-02
 2.940E+02, 1.088E+03,-4.020E+02,-6.759E+02,-2.754E+01,-2.440E-02, 0.000E+00, 0.000E+00,-1.485E+01,-1.730E+01, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.820E-02
 2.960E+02, 1.079E+03,-4.024E+02,-6.574E+02,-2.653E+01,-5.261E-03, 0.000E+00, 0.000E+00,-4.991E+00,-7.630E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.675E-02
 2.980E+02, 1.018E+03,-3.737E+02,-6.220E+02,-2.419E+01, 1.579E-03, 0.000E+00, 0.000E+00, 8.516E-01,-1.684E+00, 0.000E+00, 3.293E-04, 0.000E+00, 0.000E+00, 3.461E-02
